,NLE1 (54475)
ACH-000505,-1.3357847790700002
ACH-000507,-0.986766121999
ACH-000510,-1.23967331864
ACH-000511,-1.0820461107100001
ACH-000512,-1.1690696152700002
ACH-000516,-1.35786263341
ACH-000517,-0.9670118501459999
ACH-000518,-0.968973757377
ACH-000520,-1.22885357692
ACH-000521,-1.2484272486499999
ACH-000522,-0.8942667364720001
ACH-000524,-1.34300242497
ACH-000527,-1.0556326868600001
ACH-000528,-1.10572420694
ACH-000537,-1.1922397347799998
ACH-000541,-1.18011463862
ACH-000542,-1.2977597506
ACH-000544,-1.17063230502
ACH-000545,-1.1645994605299999
ACH-000547,-0.8179872642399999
ACH-000548,-1.17497903575
ACH-000549,-1.09321471278
ACH-000550,-1.29297027665
ACH-000552,-0.914486332424
ACH-000556,-1.2378510005399999
ACH-000557,-1.04198907471
ACH-000570,-0.900125762023
ACH-000571,-0.966713140575
ACH-000573,-1.11952809538
ACH-000576,-1.20387659906
ACH-000580,-0.9509627478980001
ACH-000584,-1.0478399489899999
ACH-000585,-0.883307313704
ACH-000588,-1.03198219874
ACH-000589,-1.31570504642
ACH-000591,-0.84374483788
ACH-000593,-1.0232455685
ACH-000600,-1.15080480754
ACH-000601,-1.22389937515
ACH-000604,-0.9350534627089999
ACH-000605,-1.2737726016700002
ACH-000606,-1.04312405841
ACH-000608,-1.03470925558
ACH-000614,-1.10671257698
ACH-000616,-1.20408883471
ACH-000618,-1.0040804863200001
ACH-000619,-0.960789405259
ACH-000620,-1.11160972023
ACH-000621,-1.2134265557
ACH-000622,-0.95142352707
ACH-000623,-1.1161866089399999
ACH-000624,-1.13097815541
ACH-000627,-1.08948231575
ACH-000630,-1.18383795198
ACH-000632,-0.946064417111
ACH-000633,-0.980000277965
ACH-000637,-1.23948855237
ACH-000638,-1.07163286049
ACH-000646,-0.7093077684610001
ACH-000647,-1.65656396451
ACH-000648,-0.969538123639
ACH-000649,-1.08433547806
ACH-000651,-1.1514772813
ACH-000652,-1.02794632555
ACH-000653,-0.8517292920630001
ACH-000657,-1.21092755088
ACH-000658,-0.939445655414
ACH-000661,-0.964872155126
ACH-000662,-0.84070787781
ACH-000663,-1.3484883764500002
ACH-000665,-1.10874960955
ACH-000671,-1.01221370279
ACH-000673,-1.1419890141700002
ACH-000676,-1.22829739784
ACH-000677,-0.944797989302
ACH-000681,-1.03597257406
ACH-000682,-1.03575599583
ACH-000683,-1.2063238999099999
ACH-000684,-1.1785568551799999
ACH-000688,-0.8763507253030001
ACH-000693,-1.0425364795299998
ACH-000694,-1.0636790465100001
ACH-000695,-1.3642273196999999
ACH-000696,-1.2106347685299998
ACH-000697,-0.9102552077680001
ACH-000699,-1.13370377212
ACH-000701,-1.15894634254
ACH-000706,-0.993777724946
ACH-000711,-1.1560543029500001
ACH-000713,-1.393541216
ACH-000714,-1.0897001218100002
ACH-000718,-0.8229260583750001
ACH-000720,-1.11306916921
ACH-000721,-0.8388063257709999
ACH-000724,-1.2764181714899998
ACH-000725,-0.68523380482
ACH-000732,-1.03762560584
ACH-000734,-1.04072065534
ACH-000735,-1.08000310741
ACH-000736,-1.1122709479200001
ACH-000738,-1.04131213815
ACH-000746,-1.0414070920799998
ACH-000747,-0.916361249579
ACH-000748,-1.13447056004
ACH-000753,-1.07347906299
ACH-000756,-0.977430633236
ACH-000757,-0.9672171730500001
ACH-000758,-1.00770083393
ACH-000760,-1.14551841835
ACH-000763,-1.09917729981
ACH-000764,-0.992906467695
ACH-000765,-1.31653488841
ACH-000766,-1.13750634408
ACH-000767,-1.3730919892700002
ACH-000768,-1.15903676106
ACH-000769,-0.9380137074320001
ACH-000770,-1.20045359887
ACH-000771,-1.0918742322
ACH-000773,-1.23353478587
ACH-000776,-1.14301368548
ACH-000777,-1.12738546924
ACH-000778,-0.942999387877
ACH-000781,-1.14865062105
ACH-000782,-1.05771928176
ACH-000783,-1.06915730421
ACH-000784,-1.2415499982
ACH-000785,-1.0565699551999999
ACH-000787,-1.08651109344
ACH-000788,-1.4328692093900002
ACH-000791,-1.21377821482
ACH-000792,-1.10764934645
ACH-000794,-1.25065358157
ACH-000796,-0.9691551841889999
ACH-000799,-1.3818938960799998
ACH-000800,-1.0688561496200002
ACH-000802,-1.00765447174
ACH-000804,-1.32283325248
ACH-000805,-1.11994283325
ACH-000809,-1.12084147743
ACH-000810,-1.64899708494
ACH-000811,-1.11757138531
ACH-000817,-1.28497679934
ACH-000819,-1.1357478732100001
ACH-000820,-0.974121029894
ACH-000821,-1.50969024408
ACH-000822,-0.901667338591
ACH-000823,-1.1177366197799998
ACH-000824,-0.978437943944
ACH-000827,-1.09777424021
ACH-000829,-0.8800144103730001
ACH-000831,-0.920236002377
ACH-000832,-0.855943415032
ACH-000833,-1.0015739140100002
ACH-000834,-1.05117547339
ACH-000835,-1.1219621144299998
ACH-000836,-1.20757461384
ACH-000837,-1.3015557482
ACH-000838,-0.977999539508
ACH-000839,-1.28774005722
ACH-000840,-1.28842336156
ACH-000841,-1.02559381501
ACH-000843,-1.0769995013299998
ACH-000846,-0.8874269830600001
ACH-000847,-1.09156286148
ACH-000848,-1.00652375251
ACH-000849,-1.40120526902
ACH-000851,-1.08573203942
ACH-000855,-0.9573076419200001
ACH-000856,-1.0520461339700002
ACH-000858,-1.16544703288
ACH-000859,-0.856376596531
ACH-000861,-0.934877759806
ACH-000862,-1.15567184261
ACH-000865,-0.937416646391
ACH-000866,-1.0809496616299998
ACH-000867,-1.17707955367
ACH-000869,-1.3031741359
ACH-000872,-1.19508538247
ACH-000873,-1.15794915136
ACH-000876,-0.774303976906
ACH-000878,-1.0256301045899998
ACH-000880,-1.1021073669700001
ACH-000881,-1.07932370595
ACH-000882,-1.00795270606
ACH-000884,-1.1482044914899998
ACH-000885,-1.14030207061
ACH-000887,-1.33553534545
ACH-000888,-1.13413838647
ACH-000889,-0.948812565053
ACH-000890,-1.01243752888
ACH-000896,-0.942019521183
ACH-000898,-1.07420046202
ACH-000900,-1.11213102415
ACH-000901,-1.3110838860299998
ACH-000905,-0.871313502106
ACH-000906,-1.07484876951
ACH-000907,-0.989144973462
ACH-000910,-0.947869221805
ACH-000911,-0.9937572920859999
ACH-000912,-1.01207658297
ACH-000913,-0.9332041075859999
ACH-000915,-1.3615305671399998
ACH-000916,-1.11373733327
ACH-000917,-1.17130714749
ACH-000921,-1.01822921399
ACH-000924,-1.24612614257
ACH-000926,-1.2121270818899998
ACH-000928,-0.7832109670899999
ACH-000929,-1.2334909592899999
ACH-000932,-1.03004619575
ACH-000935,-1.35379227286
ACH-000936,-0.890246028901
ACH-000937,-0.938891342147
ACH-000938,-0.861614600439
ACH-000939,-1.4597930486000001
ACH-000941,-0.895345184339
ACH-000943,-0.979075706374
ACH-000946,-1.0178001346899999
ACH-000947,-1.19183041049
ACH-000948,-1.3436120381799999
ACH-000950,-1.23525981847
ACH-000953,-0.9550849086290001
ACH-000957,-0.9994883731380001
ACH-000958,-1.30611385978
ACH-000960,-1.12383062516
ACH-000963,-1.24398814705
ACH-000968,-0.977398034729
ACH-000969,-1.15974308841
ACH-000973,-1.20329569751
ACH-000974,-1.04767863851
ACH-000975,-1.21342096779
ACH-000976,-1.16681028545
ACH-000978,-1.10079809723
ACH-000980,-1.07818160589
ACH-000984,-1.14620215294
ACH-000986,-1.09604971008
ACH-000988,-0.830663589575
ACH-000993,-1.08529512006
ACH-000994,-1.0506011478
ACH-000996,-1.14551195329
ACH-001001,-1.14336278833
ACH-001020,-1.0746897786
ACH-001028,-1.15024700413
ACH-001031,-1.12220023044
ACH-001038,-1.0318409452600001
ACH-001048,-1.04923302256
ACH-001050,-0.989174228483
ACH-001053,-0.812615019113
ACH-001054,-1.2033388334100001
ACH-001061,-1.3292758836299998
ACH-001067,-1.16186522927
ACH-001075,-1.19923192923
ACH-001096,-1.0146204832899999
ACH-001128,-1.30094507661
ACH-001134,-1.20029942347
ACH-001151,-0.8186583039920001
ACH-001163,-0.959492428103
ACH-001164,-1.0486469468000001
ACH-001173,-1.11293796504
ACH-001183,-1.2462002124
ACH-001184,-1.04433613342
ACH-001190,-1.01267479592
ACH-001192,-0.8539794589949999
ACH-001193,-1.38474222947
ACH-001196,-1.59546724493
ACH-001197,-1.16502317057
ACH-001205,-1.1756989801200002
ACH-001211,-1.16430967535
ACH-001212,-1.17753808711
ACH-001228,-1.13829731155
ACH-001232,-1.2238231770299999
ACH-001239,-1.0633522504000001
ACH-001274,-1.22283715931
ACH-001275,-0.97958999719
ACH-001277,-1.2412095781499999
ACH-001278,-1.14787300033
ACH-001280,-1.28233112301
ACH-001283,-1.10169326809
ACH-001289,-1.0829527808200001
ACH-001295,-1.05661991904
ACH-001300,-1.01411400926
ACH-001301,-1.26758905495
ACH-001302,-1.2138903215799999
ACH-001303,-0.9548533951479999
ACH-001306,-1.18641003794
ACH-001318,-1.23341537955
ACH-001322,-1.1670016541600001
ACH-001328,-1.01785819338
ACH-001332,-1.15209384487
ACH-001333,-0.919285434263
ACH-001336,-1.15016748636
ACH-001340,-1.20886381694
ACH-001346,-1.13056546142
ACH-001353,-1.06432155547
ACH-001354,-1.3671817093799998
ACH-001367,-1.0755802023899999
ACH-001368,-1.1072593144399998
ACH-001374,-1.14566634506
ACH-001375,-0.901949124559
ACH-001377,-0.9911091750650001
ACH-001380,-0.938382320498
ACH-001391,-1.01543476677
ACH-001407,-0.826894495397
ACH-001408,-0.853972845302
ACH-001413,-1.1033066465799999
ACH-001430,-0.9744185631479999
ACH-001431,-0.884605379109
ACH-001450,-0.989633176971
ACH-001496,-1.3515986047400002
ACH-001500,-1.09353587999
ACH-001521,-1.32201597427
ACH-001523,-1.34426708878
ACH-001532,-1.13669265603
ACH-001536,-1.00446588931
ACH-001550,-1.22862658062
ACH-001552,-1.26496276072
ACH-001554,-1.0569494687899998
ACH-001645,-0.9621905059129999
ACH-001654,-1.0902542487
ACH-001715,-1.08162944489
ACH-001735,-1.02447044639
ACH-001736,-0.780663337809
ACH-001737,-1.35858166443
ACH-001740,-1.11787176619
ACH-001745,-0.70781682882
ACH-001750,-1.28166338955
ACH-001765,-1.0461392305700001
ACH-001956,-1.01956278775
ACH-001957,-1.22921923344
