,CIZ1 (25792)
ACH-000004,-0.352214167456
ACH-000007,-0.408464212269
ACH-000009,-0.45361741086199997
ACH-000011,-0.459430964312
ACH-000012,-0.47776752064800004
ACH-000013,-0.528550983958
ACH-000014,-0.380027890282
ACH-000015,-0.47339338259900005
ACH-000017,-0.26056610077500003
ACH-000018,-0.256163447493
ACH-000019,-0.043351599664000005
ACH-000021,-0.393555272791
ACH-000022,-0.250634556331
ACH-000025,-0.452200944115
ACH-000028,-0.227476843352
ACH-000030,-0.40012180030999994
ACH-000035,-0.135685964981
ACH-000036,-0.303011861602
ACH-000037,-0.181641977461
ACH-000039,-0.25375873173700003
ACH-000040,-0.414272726456
ACH-000041,-0.33708149102300006
ACH-000042,-0.377565869401
ACH-000045,-0.246226591372
ACH-000047,-0.380366380948
ACH-000052,-0.33612324684199996
ACH-000053,-0.33347158566999996
ACH-000054,-0.432655192312
ACH-000055,-0.344634402397
ACH-000060,-0.126674608067
ACH-000067,-0.263941656435
ACH-000070,-0.489987167848
ACH-000075,-0.20486180629
ACH-000078,-0.284090864819
ACH-000082,-0.287959741739
ACH-000085,-0.33799952457599997
ACH-000086,-0.45589583008699996
ACH-000087,-0.456882947936
ACH-000092,-0.351160005203
ACH-000095,-0.26409151008000004
ACH-000097,-0.35333604169200006
ACH-000098,-0.305677677106
ACH-000099,-0.272477954066
ACH-000108,-0.592501712162
ACH-000113,-0.283213197526
ACH-000115,-0.273849011192
ACH-000116,-0.321842624083
ACH-000118,-0.32903664592099996
ACH-000120,-0.357076082002
ACH-000123,-0.381196482573
ACH-000127,-0.235344632555
ACH-000128,-0.46617255881499997
ACH-000132,-0.209760012773
ACH-000133,-0.342399456031
ACH-000137,-0.10232913416400001
ACH-000138,-0.327699096224
ACH-000142,-0.17354983529399998
ACH-000143,-0.398391901823
ACH-000146,-0.310952535642
ACH-000148,-0.398713416786
ACH-000150,-0.6505010331059999
ACH-000152,-0.44161625812399996
ACH-000153,-0.019361311258400002
ACH-000159,-0.23037772104
ACH-000160,-0.545728390375
ACH-000163,-0.505012296965
ACH-000167,-0.436111704811
ACH-000168,-0.22533532031700002
ACH-000169,-0.316879689969
ACH-000178,-0.348312348945
ACH-000182,-0.38609507641
ACH-000183,-0.48290748445500004
ACH-000188,-0.655202796883
ACH-000189,-0.216611008001
ACH-000190,-0.22481205789
ACH-000198,-0.33313756096999997
ACH-000204,-0.364382313386
ACH-000206,-0.0523027586959
ACH-000207,-0.27169706349
ACH-000211,-0.322646877562
ACH-000215,-0.33868728059500003
ACH-000221,-0.307816850339
ACH-000222,-0.448340787054
ACH-000223,-0.282359138842
ACH-000226,-0.383649302433
ACH-000227,-0.221352467247
ACH-000228,-0.297410310087
ACH-000231,-0.24958581367
ACH-000232,-0.27918810577
ACH-000233,-0.212861865117
ACH-000234,-0.335060488312
ACH-000235,-0.213279783289
ACH-000237,-0.42433555283
ACH-000238,-0.252556795964
ACH-000243,-0.228327848242
ACH-000244,-0.574723240907
ACH-000246,-0.280606273372
ACH-000248,-0.34123586403300005
ACH-000250,-0.316840464754
ACH-000251,-0.450721721272
ACH-000253,-0.402385598676
ACH-000255,-0.371221027978
ACH-000256,-0.474310347795
ACH-000257,-0.396803311143
ACH-000258,-0.38164088456999995
ACH-000259,-0.379076570229
ACH-000260,-0.294747814905
ACH-000261,-0.332348369413
ACH-000262,-0.309772243891
ACH-000263,-0.662622132963
ACH-000264,-0.246510137201
ACH-000265,-0.335429120133
ACH-000266,-0.327730438656
ACH-000272,-0.304994926379
ACH-000273,-0.46647570114500003
ACH-000274,-0.604066081534
ACH-000277,-0.485475924002
ACH-000278,-0.34512513573700004
ACH-000279,-0.247067456655
ACH-000280,-0.449823024626
ACH-000281,-0.35209711947300004
ACH-000288,-0.077984826518
ACH-000291,-0.429897782292
ACH-000293,-0.42325322529299997
ACH-000294,-0.116410474316
ACH-000295,-0.122873578138
ACH-000296,-0.209686585854
ACH-000302,-0.14892661471899998
ACH-000304,-0.448717769281
ACH-000307,-0.457445278146
ACH-000308,-0.293084938673
ACH-000310,-0.17235837899300002
ACH-000311,-0.291590157436
ACH-000312,-0.42617196189
ACH-000315,-0.19820648772500002
ACH-000316,-0.45566296296400005
ACH-000317,-0.0363551666095
ACH-000318,-0.32200815172200004
ACH-000319,-0.25844848659
ACH-000320,-0.354752976998
ACH-000322,-0.308483222779
ACH-000323,-0.435158067314
ACH-000324,-0.244794924765
ACH-000329,-0.37736404171899995
ACH-000330,-0.061205808158300005
ACH-000331,-0.29576817951900003
ACH-000332,-0.273817750306
ACH-000334,-0.372297012819
ACH-000335,-0.179256842304
ACH-000336,-0.43612914764300004
ACH-000337,-0.450773820195
ACH-000339,-0.286860262841
ACH-000341,0.013570699713000001
ACH-000348,-0.397990234205
ACH-000350,-0.253876442871
ACH-000352,-0.362178183429
ACH-000356,-0.28613911966
ACH-000361,-0.20499587249600001
ACH-000362,-0.187674943554
ACH-000363,-0.25092540656199996
ACH-000364,-0.111265846151
ACH-000365,-0.119542727489
ACH-000366,-0.446571226765
ACH-000368,-0.388630607693
ACH-000374,-0.110779348043
ACH-000375,-0.361843708389
ACH-000376,-0.17841381769900003
ACH-000381,-0.33919180989299996
ACH-000383,-0.193130056041
ACH-000387,-0.187966396377
ACH-000389,-0.439493101704
ACH-000390,-0.249740223984
ACH-000393,-0.420198853384
ACH-000395,-0.667570108209
ACH-000397,-0.145787318563
ACH-000401,-0.305690658186
ACH-000402,-0.511163668125
ACH-000403,-0.319177050506
ACH-000404,-0.5700417202920001
ACH-000406,-0.237357685554
ACH-000407,-0.483388618552
ACH-000408,-0.535406600841
ACH-000410,-0.437301412342
ACH-000411,-0.44442271500200003
ACH-000414,-0.295340703325
ACH-000415,-0.150778935428
ACH-000416,-0.529632463459
ACH-000420,-0.200177185264
ACH-000421,-0.292322724843
ACH-000424,-0.173326828876
ACH-000425,-0.367337325831
ACH-000426,-0.0327126463607
ACH-000427,-0.47761849365099995
ACH-000433,-0.325622911273
ACH-000436,-0.157060627076
ACH-000444,-0.306011067731
ACH-000445,-0.578223900202
ACH-000448,-0.267252518867
ACH-000450,-0.326441827669
ACH-000452,-0.231574789492
ACH-000454,-0.280401635945
ACH-000458,-0.591730011932
ACH-000459,-0.186941099978
ACH-000460,-0.262592305517
ACH-000461,-0.196394231111
ACH-000463,-0.57257929517
ACH-000464,-0.335817460029
ACH-000466,-0.222635220315
ACH-000467,-0.34392701200099995
ACH-000468,-0.398930993667
ACH-000469,-0.461602861878
ACH-000470,-0.7046181274050001
ACH-000471,-0.38793148424
ACH-000472,-0.28191577427
ACH-000473,-0.12520030835999998
ACH-000475,-0.40616236363700003
ACH-000476,-0.195124090799
ACH-000477,-0.359062227781
ACH-000480,-0.389752878912
ACH-000481,-0.36563510564999996
ACH-000483,-0.444495019088
ACH-000484,-0.36282961306100003
ACH-000485,-0.36545964318199997
ACH-000486,-0.178224711601
ACH-000487,-0.404674944454
ACH-000488,-0.45394865751900004
ACH-000490,-0.259252714379
ACH-000491,-0.356347944634
ACH-000495,-0.48340545657300005
ACH-000496,-0.0741588320482
ACH-000499,-0.277479509519
ACH-000500,-0.42930851080300003
ACH-000502,-0.256455515789
ACH-000503,-0.432521066057
ACH-000505,-0.277670442562
ACH-000507,-0.292500341051
ACH-000510,-0.311940320927
ACH-000511,-0.411102098587
ACH-000512,-0.30920044673700003
ACH-000516,-0.306944894926
ACH-000517,-0.311198993805
ACH-000518,-0.267280228555
ACH-000520,-0.46975850301399996
ACH-000521,-0.439796155156
ACH-000522,-0.105705063103
ACH-000524,-0.245218897569
ACH-000527,-0.327256511987
ACH-000528,-0.125041050977
ACH-000537,-0.273554161129
ACH-000541,-0.564302822012
ACH-000542,-0.287663345305
ACH-000544,-0.397456540076
ACH-000545,-0.0819244335927
ACH-000547,-0.133256114241
ACH-000548,-0.374948573728
ACH-000549,-0.480399256479
ACH-000550,-0.587483001478
ACH-000552,-0.382926292717
ACH-000556,-0.416667339711
ACH-000557,-0.11501992757000001
ACH-000570,-0.496080827851
ACH-000571,-0.251938810454
ACH-000573,-0.040027437014900004
ACH-000576,-0.0937541923989
ACH-000580,-0.311829394685
ACH-000584,-0.250073715364
ACH-000585,-0.148728338194
ACH-000588,-0.07842229078589999
ACH-000589,-0.36885284638599997
ACH-000591,-0.163224870905
ACH-000593,-0.48207091673999997
ACH-000600,-0.280872148834
ACH-000601,-0.356094549714
ACH-000604,-0.32026195609
ACH-000605,-0.38567471223000005
ACH-000606,-0.275522458192
ACH-000608,-0.339743000075
ACH-000614,-0.42858143688199996
ACH-000616,-0.099630990472
ACH-000618,-0.3680037032
ACH-000619,-0.280202792059
ACH-000620,-0.128152826284
ACH-000621,-0.331095400473
ACH-000622,-0.47124075344300004
ACH-000623,-0.39731251231799997
ACH-000624,-0.197949514591
ACH-000627,-0.35278272182899995
ACH-000630,-0.413485437438
ACH-000632,-0.253048873015
ACH-000633,-0.213132041933
ACH-000637,-0.230293899493
ACH-000638,-0.255849782206
ACH-000646,-0.63510087346
ACH-000647,-0.247892014443
ACH-000648,-0.37571351706600004
ACH-000649,-0.213684385532
ACH-000651,-0.360463781281
ACH-000652,-0.242348215247
ACH-000653,-0.576000561361
ACH-000657,-0.392502571593
ACH-000658,-0.40895372546
ACH-000661,-0.26202658566500003
ACH-000662,-0.304415843161
ACH-000663,-0.253478442218
ACH-000665,-0.435400516134
ACH-000671,-0.353982326826
ACH-000673,-0.262665103633
ACH-000676,-0.46167574841200004
ACH-000677,-0.30345204605799997
ACH-000681,-0.36564485663900004
ACH-000682,-0.407968033957
ACH-000683,-0.40814162359300005
ACH-000684,-0.0107801311286
ACH-000688,-0.580109654819
ACH-000693,-0.18545703797899998
ACH-000694,-0.444095779985
ACH-000695,-0.1953886303
ACH-000696,-0.356523888229
ACH-000697,0.0513046830861
ACH-000699,-0.37148479668300005
ACH-000701,-0.496882512263
ACH-000706,-0.313385472645
ACH-000711,-0.38826099869400005
ACH-000713,-0.24605073254299997
ACH-000714,-0.281403572841
ACH-000718,-0.702750639974
ACH-000720,-0.24097585972600002
ACH-000721,-0.41101256279
ACH-000724,-0.340388418627
ACH-000725,-0.20353071776299997
ACH-000732,-0.044819338894699995
ACH-000734,-0.475287576008
ACH-000735,-0.49230282813000004
ACH-000736,-0.45219187710500003
ACH-000738,-0.300738857621
ACH-000746,-0.221224057199
ACH-000747,-0.247010485609
ACH-000748,-0.359185305857
ACH-000753,-0.37064058773900005
ACH-000756,-0.374004287455
ACH-000757,-0.43766615606200004
ACH-000758,-0.16172324117599998
ACH-000760,-0.238251272495
ACH-000763,-0.258510122462
ACH-000764,-0.419484901197
ACH-000765,-0.375702664015
ACH-000766,-0.12727447235
ACH-000767,-0.38376977027500003
ACH-000768,-0.0677788597357
ACH-000769,-0.36025480613899996
ACH-000770,-0.169746597171
ACH-000771,-0.43276120609200003
ACH-000773,-0.309888625051
ACH-000776,-0.16661916753699998
ACH-000777,-0.219360434256
ACH-000778,-0.49309416011699997
ACH-000781,-0.386217194439
ACH-000782,-0.305424109055
ACH-000783,-0.545853928269
ACH-000784,-0.264827566394
ACH-000785,-0.33293847324299997
ACH-000787,-0.402528222341
ACH-000788,-0.267878748517
ACH-000791,-0.351441222722
ACH-000792,-0.480622238291
ACH-000794,-0.234698656369
ACH-000796,-0.284466739929
ACH-000799,-0.462972587542
ACH-000800,-0.36315769581600005
ACH-000802,-0.285518553612
ACH-000804,-0.306396350679
ACH-000805,-0.301531225792
ACH-000809,-0.499347521261
ACH-000810,-0.48878038787600003
ACH-000811,-0.455644962239
ACH-000817,-0.352952743072
ACH-000819,-0.473111781526
ACH-000820,-0.342789798226
ACH-000821,-0.12204336541300001
ACH-000822,-0.332292527553
ACH-000823,-0.44309555346900004
ACH-000824,-0.582367724067
ACH-000827,-0.339691219082
ACH-000829,0.041662872839000005
ACH-000831,-0.320012818391
ACH-000832,-0.46432301298399997
ACH-000833,-0.5068695433429999
ACH-000834,-0.543697553477
ACH-000835,-0.204944416646
ACH-000836,-0.360901449313
ACH-000837,-0.39455942930699994
ACH-000838,-0.232466228143
ACH-000839,-0.626517251382
ACH-000840,-0.646055510122
ACH-000841,-0.341647535555
ACH-000843,-0.44248508894599997
ACH-000846,-0.258177970508
ACH-000847,-0.40465433719899996
ACH-000848,-0.325539644349
ACH-000849,-0.26535329496800003
ACH-000851,-0.363236719913
ACH-000855,-0.216354652364
ACH-000856,-0.470645935485
ACH-000858,-0.276736835865
ACH-000859,-0.325436380361
ACH-000861,-0.28818229207400003
ACH-000862,-0.435968557112
ACH-000865,-0.28271932355
ACH-000866,-0.19475876073600001
ACH-000867,-0.3016279095
ACH-000869,-0.057470007565599994
ACH-000872,-0.449425352756
ACH-000873,-0.41162573483099996
ACH-000876,-0.23285048708
ACH-000878,-0.411462638606
ACH-000880,-0.357683697197
ACH-000881,-0.277918419947
ACH-000882,-0.41708871071500003
ACH-000884,-0.46395407114799997
ACH-000885,-0.42432648829400005
ACH-000887,-0.32507417736099997
ACH-000888,-0.604947995631
ACH-000889,-0.333690218195
ACH-000890,-0.255934568673
ACH-000896,-0.38299963487899996
ACH-000898,-0.315485551213
ACH-000900,-0.450246630498
ACH-000901,-0.2690388216
ACH-000905,-0.0800845635827
ACH-000906,-0.257273291452
ACH-000907,-0.48640291270499997
ACH-000910,-0.22401822138099997
ACH-000911,-0.39268431789700003
ACH-000912,-0.33081711188499996
ACH-000913,-0.322915182276
ACH-000915,-0.20169690990400002
ACH-000916,-0.388673253852
ACH-000917,-0.34711205354999997
ACH-000921,-0.480309628087
ACH-000924,-0.376899851006
ACH-000926,-0.447886070237
ACH-000928,-0.636180824325
ACH-000929,-0.244235101679
ACH-000932,-0.421959337781
ACH-000935,-0.111954621339
ACH-000936,-0.583237611397
ACH-000937,-0.379499209817
ACH-000938,-0.381073506829
ACH-000939,-0.186244801856
ACH-000941,-0.295859863374
ACH-000943,-0.496320036867
ACH-000946,-0.335617951021
ACH-000947,-0.310656157162
ACH-000948,-0.370465947283
ACH-000950,-0.37758405392800004
ACH-000953,-0.182779010207
ACH-000957,-0.302505899012
ACH-000958,-0.285597503692
ACH-000960,-0.333200842557
ACH-000963,-0.365440666118
ACH-000968,-0.402345440949
ACH-000969,-0.255453522216
ACH-000973,-0.319520885237
ACH-000974,-0.36706353714699996
ACH-000975,-0.23750276252799998
ACH-000976,-0.261360748769
ACH-000978,-0.806404931938
ACH-000980,-0.335116899147
ACH-000984,-0.483527385836
ACH-000986,-0.349277673568
ACH-000988,-0.468179017748
ACH-000993,-0.22788417589600002
ACH-000994,-0.41266939126999996
ACH-000996,-0.411309684702
ACH-001001,-0.197308733264
ACH-001020,-0.600087966591
ACH-001028,-0.44312606703699997
ACH-001031,-0.319674245092
ACH-001038,-0.25661993894900004
ACH-001048,-0.32299861878499997
ACH-001050,-0.160845345111
ACH-001053,-0.274372239402
ACH-001054,-0.182303786142
ACH-001061,-0.36111898099699996
ACH-001067,-0.399142403596
ACH-001075,-0.221132990314
ACH-001096,-0.440802033018
ACH-001128,-0.290412771644
ACH-001134,-0.453334501756
ACH-001151,-0.19799379114799998
ACH-001163,-0.364834413844
ACH-001164,-0.47712353815499997
ACH-001173,-0.278288777279
ACH-001183,-0.22864402588500002
ACH-001184,-0.317286401268
ACH-001190,-0.301457512633
ACH-001192,-0.15300001168400001
ACH-001193,-0.23880817387699999
ACH-001196,-0.39996162318800005
ACH-001197,-0.308196301736
ACH-001205,-0.46470920013800004
ACH-001211,-0.11817865121200001
ACH-001212,-0.379907817448
ACH-001228,-0.6953681752330001
ACH-001232,-0.0908689688683
ACH-001239,-0.422769209146
ACH-001274,-0.443894478248
ACH-001275,-0.244219209677
ACH-001277,-0.530453369894
ACH-001278,-0.35246548997599997
ACH-001280,-0.537530727033
ACH-001283,-0.271545720639
ACH-001289,-0.384537685189
ACH-001295,-0.213455722599
ACH-001300,-0.279287108968
ACH-001301,-0.37563339529
ACH-001302,-0.206025781522
ACH-001303,-0.141335019598
ACH-001306,-0.173076228078
ACH-001318,-0.37980440927299997
ACH-001322,-0.449649703302
ACH-001328,-0.511605155394
ACH-001332,-0.338809565265
ACH-001333,0.0268216444957
ACH-001336,-0.33249965405799997
ACH-001340,-0.36722469365099997
ACH-001346,-0.394453437655
ACH-001353,-0.430230345155
ACH-001354,-0.394087960857
ACH-001367,-0.705230425204
ACH-001368,-0.351676951078
ACH-001374,-0.176080459732
ACH-001375,-0.45156169760799997
ACH-001377,-0.328923131752
ACH-001380,-0.32634296380600003
ACH-001391,-0.347475803485
ACH-001407,-0.298632199376
ACH-001408,-0.493638626601
ACH-001413,-0.338355273904
ACH-001430,-0.005059343422409999
ACH-001431,-0.470561765996
ACH-001450,-0.5306468618169999
ACH-001496,-0.0686708040778
ACH-001500,-0.807839975567
ACH-001521,-0.622648904325
ACH-001523,-0.31802741881499996
ACH-001532,-0.321503677731
ACH-001536,-0.355907248974
ACH-001550,-0.41587993838299997
ACH-001552,-0.33409776941799996
ACH-001554,-0.34918871015299996
ACH-001645,-0.293122235236
ACH-001654,-0.430168445336
ACH-001715,-0.219599508183
ACH-001735,-0.24600728197500002
ACH-001736,-0.35578722603699997
ACH-001737,0.422530076015
ACH-001740,-0.193697423377
ACH-001745,-0.299153810609
ACH-001750,-0.46102746784599996
ACH-001765,-0.164950423336
ACH-001956,-0.29350988342900003
ACH-001957,-0.22868810913100002
