,VCL (7414)
ACH-000004,-0.0832367667621
ACH-000007,-0.307754756919
ACH-000009,-0.357794318587
ACH-000011,-0.500061695174
ACH-000012,-0.0493167445199
ACH-000013,0.0159449414789
ACH-000014,-0.427000891047
ACH-000015,-0.156949363629
ACH-000017,-0.218640154675
ACH-000018,-0.8503377411399999
ACH-000019,-0.180341089656
ACH-000021,-0.291247628085
ACH-000022,0.161837474743
ACH-000025,-0.5987505432460001
ACH-000028,-0.268946898664
ACH-000030,-0.492666355195
ACH-000035,-0.117496917177
ACH-000036,-0.602440916497
ACH-000037,0.113125832217
ACH-000039,-0.07230030744789999
ACH-000040,-0.6673959927040001
ACH-000041,-0.18971750216699998
ACH-000042,-0.231940189071
ACH-000045,-0.34611075558300003
ACH-000047,-0.328344811429
ACH-000052,-0.27277516842
ACH-000053,-0.0473396843985
ACH-000054,-0.540157320726
ACH-000055,-0.11563368376399999
ACH-000060,-0.604372760078
ACH-000067,-0.742278550784
ACH-000070,-0.215065068671
ACH-000075,-0.0793138471164
ACH-000078,-0.172234578229
ACH-000082,-0.404138645775
ACH-000085,-0.258602851683
ACH-000086,-0.247264553715
ACH-000087,0.017532811368
ACH-000092,-0.358739636253
ACH-000095,-0.187832123901
ACH-000097,-0.475179206874
ACH-000098,-0.491764311196
ACH-000099,-0.21225934309099997
ACH-000108,-0.305220752406
ACH-000113,-0.293811296807
ACH-000115,-0.112759535689
ACH-000116,-0.13887257792000002
ACH-000118,-0.42429922869099995
ACH-000120,-0.450412542866
ACH-000123,-0.337504953473
ACH-000127,-0.48793627923199995
ACH-000128,-0.315648080705
ACH-000132,-0.552536184867
ACH-000133,-0.413092137405
ACH-000137,-0.37594342220700006
ACH-000138,-0.333681974398
ACH-000142,-0.316539457594
ACH-000143,-0.38451749856899997
ACH-000146,-0.0205213438083
ACH-000148,-0.317711112374
ACH-000150,-0.443659894625
ACH-000152,-0.566169818222
ACH-000153,-0.281578504373
ACH-000159,-0.250165829566
ACH-000160,-0.40573989955399997
ACH-000163,-0.244522429954
ACH-000167,-0.553197649257
ACH-000168,-0.260954211398
ACH-000169,-0.264685631121
ACH-000178,-0.37857828196800003
ACH-000182,-0.223592789885
ACH-000183,-0.294808275556
ACH-000188,-0.306646378722
ACH-000189,-0.371926152
ACH-000190,-0.5557996075739999
ACH-000198,-0.229284393618
