,RRP7A (27341)
ACH-000361,-0.9131442005220001
ACH-000362,-0.835730457035
ACH-000363,-1.01082023058
ACH-000364,-0.668416912131
ACH-000365,-0.634328764371
ACH-000366,-0.800703690289
ACH-000368,-0.613829584617
ACH-000374,-0.52077863826
ACH-000375,-0.788136709445
ACH-000376,-0.867534206093
ACH-000381,-1.02966367043
ACH-000383,-0.652045042015
ACH-000387,-0.637849840952
ACH-000389,-0.7036864324750001
ACH-000390,-1.2417352085200002
ACH-000393,-0.63553498774
ACH-000395,-0.666305377245
ACH-000397,-0.716150703526
ACH-000401,-0.672070456654
ACH-000402,-0.272578276593
ACH-000403,-0.934701318445
ACH-000404,-0.859014756256
ACH-000406,-0.749286228723
ACH-000407,-0.7059707348309999
ACH-000408,-0.927725207245
ACH-000410,-0.957403757453
ACH-000411,-0.6009961558479999
ACH-000414,-0.986887504489
ACH-000415,-0.816483770231
ACH-000416,-1.06273838603
ACH-000420,-0.839183998152
ACH-000421,-1.00553960957
ACH-000424,-0.94602783116
ACH-000425,-1.1269204451200001
ACH-000426,-1.39793621463
ACH-000427,-0.4811688036399999
ACH-000433,-0.982142192136
ACH-000436,-1.0657690930200001
ACH-000444,-1.2330122336
ACH-000445,-0.8493977568019999
ACH-000448,-0.695404377453
ACH-000450,-0.9157652694480001
ACH-000452,-0.566394374635
ACH-000454,-0.972991427395
ACH-000458,-0.935974370315
ACH-000459,-0.7910880678300001
ACH-000460,-0.777813642096
ACH-000461,-0.760229052718
ACH-000463,-1.04261345964
ACH-000464,-0.8515173080589999
ACH-000466,-0.8039749758879999
ACH-000467,-0.872967156279
ACH-000468,-0.671739493403
ACH-000469,-0.734005123602
ACH-000470,-0.748854596602
ACH-000471,-0.717592773978
ACH-000472,-0.710546739164
ACH-000473,-1.0703470825
ACH-000475,-0.8476383030149999
ACH-000476,-0.6866902376199999
ACH-000477,-0.987862685577
ACH-000480,-0.910600576075
ACH-000481,-0.744805445571
ACH-000483,-0.791412625785
ACH-000484,-0.834101173969
ACH-000485,-0.7941281618539999
ACH-000486,-0.67685834589
ACH-000487,-0.704518766848
ACH-000488,-0.76848713603
ACH-000490,-0.827501703142
ACH-000491,-0.7934823125820001
ACH-000495,-0.699426904893
ACH-000496,-0.997266333291
ACH-000499,-0.7276252639749999
ACH-000500,-0.972582659727
ACH-000502,-0.672496547154
ACH-000503,-0.870231039171
ACH-000505,-0.7760491251270001
ACH-000507,-1.00278778305
ACH-000510,-1.0342738052
ACH-000511,-0.9223312513709999
ACH-000512,-0.5571499470979999
ACH-000516,-1.02238641056
ACH-000517,-0.7884946110590001
ACH-000518,-0.975879653471
ACH-000520,-0.9008762415970001
ACH-000521,-1.0162331798100002
ACH-000522,-0.888990991655
ACH-000524,-1.11992278627
ACH-000527,-0.9606702398729999
ACH-000528,-1.04400170933
ACH-000537,-0.946794999366
ACH-000541,-0.43027104089400003
ACH-000542,-0.9339025937250001
ACH-000544,-0.9953659364599999
ACH-000545,-0.9800307245209999
ACH-000547,-0.791449092124
ACH-000548,-0.666523994254
ACH-000549,-0.659308224827
ACH-000550,-0.96019844795
ACH-000552,-0.850601487867
ACH-000556,-0.8012725822490001
ACH-000557,-0.897723654135
ACH-000570,-0.983123526477
ACH-000571,-0.6902651871400001
ACH-000573,-0.7269773352240001
ACH-000576,-0.510187516693
ACH-000580,-0.853497685583
ACH-000584,-0.728221659687
ACH-000585,-0.823680555704
ACH-000588,-0.6838573484880001
ACH-000589,-0.809243533664
ACH-000591,-1.1711799273899999
ACH-000593,-0.762206984515
ACH-000600,-0.712701597796
ACH-000601,-0.914200166886
ACH-000604,-0.599869658483
ACH-000605,-1.0628508667799998
ACH-000606,-1.03448923554
ACH-000608,-0.755085073634
ACH-000614,-0.5599294830170001
ACH-000616,-0.9472111646089999
ACH-000618,-0.7688365188940001
ACH-000619,-0.910208374243
ACH-000620,-0.580401659495
ACH-000621,-1.01563493945
ACH-000622,-0.705581545909
ACH-000623,-0.903077201491
ACH-000624,-0.63412296169
ACH-000627,-0.9494908486589999
ACH-000630,-0.906000231376
ACH-000632,-0.6709562574669999
ACH-000633,-0.63416238457
ACH-000637,-1.0661546990100002
ACH-000638,-0.505917532013
ACH-000646,-0.700110621251
ACH-000647,-0.7530956544249999
ACH-000648,-0.406077391052
ACH-000649,-0.879149574157
ACH-000651,-0.884898290192
ACH-000652,-0.671474649658
ACH-000653,-0.784270464642
ACH-000657,-0.8024895687379999
ACH-000658,-0.675416042289
ACH-000661,-0.886033058736
ACH-000662,-0.602309735933
ACH-000663,-0.783715224429
ACH-000665,-0.8811240885259999
ACH-000671,-0.888493029258
ACH-000673,-0.6873931939319999
ACH-000676,-0.8371726466699999
ACH-000677,-0.8381456478839999
ACH-000681,-1.12584956162
ACH-000682,-0.473124848516
ACH-000683,-0.7370885711480001
ACH-000684,-0.5493953923120001
ACH-000688,-0.786839879203
ACH-000693,-0.9823862954279999
ACH-000694,-0.8297787374250001
ACH-000695,-0.822150126731
ACH-000696,-1.0822264045399999
ACH-000697,-0.851461867748
ACH-000699,-0.681175189202
ACH-000701,-1.00122297374
ACH-000706,-0.427989783295
ACH-000711,-0.631550436264
ACH-000713,-1.0203279602500002
ACH-000714,-0.805686428994
ACH-000718,-0.498161027961
ACH-000720,-0.8794333548919999
ACH-000721,-0.726408961453
ACH-000724,-1.0532637348799998
ACH-000725,-0.634034277496
ACH-000732,-0.881563166466
ACH-000734,-0.723655791034
ACH-000735,-0.8215361361229999
ACH-000736,-0.799996542127
ACH-000738,-0.534573593746
ACH-000746,-0.831045728819
ACH-000747,-0.9079298652410001
ACH-000748,-0.9245007878210001
ACH-000753,-0.640812958353
ACH-000756,-0.779176712045
ACH-000757,-1.20618891395
ACH-000758,-1.1288796749799999
ACH-000760,-0.8735336121070001
ACH-000763,-0.67704610046
ACH-000764,-0.447739312097
ACH-000765,-0.8457218078990001
ACH-000766,-0.8757883156309999
ACH-000767,-1.1054834174700001
ACH-000768,-1.02249398144
ACH-000769,-0.892853795628
ACH-000770,-0.5360215621500001
ACH-000771,-0.63385568839
ACH-000773,-0.456694815522
ACH-000776,-0.924442671945
ACH-000777,-0.9580340554719999
ACH-000778,-0.534575095074
ACH-000781,-1.0995243622600002
ACH-000782,-0.561115103287
ACH-000783,-0.629262944969
ACH-000784,-0.800771991199
ACH-000785,-0.865102702615
ACH-000787,-0.835571399545
ACH-000788,-0.852459848179
ACH-000791,-0.905372303845
ACH-000792,-0.731602116971
ACH-000794,-0.713430567307
ACH-000796,-0.6972291439560001
ACH-000799,-0.879488588024
ACH-000800,-1.24386064195
ACH-000802,-0.914197420714
ACH-000804,-0.733099238853
ACH-000805,-0.555576814075
ACH-000809,-0.820152009736
ACH-000810,-0.555053267525
ACH-000811,-0.668890238723
ACH-000817,-0.700716558608
ACH-000819,-0.944958775413
ACH-000820,-0.746875245158
ACH-000821,-1.02068640806
ACH-000822,-0.523567580151
ACH-000823,-0.622981549226
ACH-000824,-0.704163148657
ACH-000827,-0.954332947527
ACH-000829,-0.534793932811
ACH-000831,-0.978838923687
ACH-000832,-1.01230860929
ACH-000833,-0.584919217817
ACH-000834,-0.9770920032320001
ACH-000835,-1.1019161796799999
ACH-000836,-0.748159923797
ACH-000837,-1.00943237659
ACH-000838,-0.848429556216
ACH-000839,-0.7479761289139999
ACH-000840,-0.729524973671
ACH-000841,-0.949675381786
ACH-000843,-0.794324510023
ACH-000846,-0.683061511069
ACH-000847,-0.591816364323
ACH-000848,-0.642405078156
ACH-000849,-0.703743630265
ACH-000851,-0.966981602142
ACH-000855,-1.02464301615
ACH-000856,-0.701556430062
ACH-000858,-0.7497498482709999
ACH-000859,-0.678117853362
ACH-000861,-0.9122186341130001
ACH-000862,-1.01508553686
ACH-000865,-0.776251147342
ACH-000866,-0.626571617078
ACH-000867,-0.987019376365
ACH-000869,-1.0388330695399999
ACH-000872,-1.05957511979
ACH-000873,-0.707530030736
ACH-000876,-0.811512995757
ACH-000878,-0.7737241194939999
ACH-000880,-0.7851653715219999
ACH-000881,-0.7858699556219999
ACH-000882,-0.5630192776199999
ACH-000884,-0.831765342694
ACH-000885,-0.807897550335
ACH-000887,-0.9341094713670001
ACH-000888,-0.7962502288950001
ACH-000889,-0.7105027250489999
ACH-000890,-1.2231452039
ACH-000896,-0.9259708110539999
ACH-000898,-0.975657078685
ACH-000900,-1.04630189256
ACH-000901,-0.9668551974160001
ACH-000905,-0.793713199727
ACH-000906,-0.9291975545610001
ACH-000907,-1.00065401861
ACH-000910,-0.8757443588689999
ACH-000911,-0.6794942949189999
ACH-000912,-0.993177294631
ACH-000913,-0.8409024308480001
ACH-000915,-0.5043997779899999
ACH-000916,-0.936270456477
ACH-000917,-0.97907849839
ACH-000921,-1.09524386207
ACH-000924,-1.05401472641
ACH-000926,-0.957183711564
ACH-000928,-0.605571005693
ACH-000929,-0.626209912378
ACH-000932,-0.44180431926200003
ACH-000935,-0.848382894171
ACH-000936,-0.804030319693
ACH-000937,-0.750093631928
ACH-000938,-0.624734184078
ACH-000939,-1.00316457821
ACH-000941,-0.49766091435599996
ACH-000943,-0.608339969462
ACH-000946,-0.777011293636
ACH-000947,-0.613026956923
ACH-000948,-0.5428520668119999
ACH-000950,-0.691026141939
ACH-000953,-0.616220257228
ACH-000957,-0.872869902131
ACH-000958,-0.919748796672
ACH-000960,-0.564043304219
ACH-000963,-0.751481606587
ACH-000968,-0.652998311215
ACH-000969,-0.598533277236
ACH-000973,-0.621707426585
ACH-000974,-0.473003588821
ACH-000975,-1.10164036636
ACH-000976,-0.7176668042730001
ACH-000978,-0.597308537621
ACH-000980,-0.666601475976
ACH-000984,-0.49102387479500004
ACH-000986,-0.982178318109
ACH-000988,-1.1562732344
ACH-000993,-1.04436450085
ACH-000994,-0.651284882084
ACH-000996,-1.04790860359
ACH-001001,-1.04753207799
ACH-001020,-0.765714702261
ACH-001028,-0.595979909718
ACH-001031,-0.939833015018
ACH-001038,-0.803083545828
ACH-001048,-0.9940947304950001
ACH-001050,-0.728919220108
ACH-001053,-1.03664733323
ACH-001054,-1.00372252456
ACH-001061,-0.7319595043029999
ACH-001067,-1.07649509472
ACH-001075,-1.32664087555
ACH-001096,-0.7532333859100001
ACH-001128,-1.40145542934
ACH-001134,-0.973977643527
ACH-001151,-0.525524549638
ACH-001163,-0.60546754864
ACH-001164,-0.948546556661
ACH-001173,-0.931011911004
ACH-001183,-0.82218160528
ACH-001184,-0.418829641355
ACH-001190,-0.844535090369
ACH-001192,-0.610928415445
ACH-001193,-1.1576607909299999
ACH-001196,-1.17436807421
ACH-001197,-0.789551797579
ACH-001205,-1.1529093737799998
ACH-001211,-0.8520934449869999
ACH-001212,-1.10079776662
ACH-001228,-0.796152982203
ACH-001232,-1.27758663809
ACH-001239,-0.685878175768
ACH-001274,-0.778033068543
ACH-001275,-0.707633170321
ACH-001277,-0.877594216787
ACH-001278,-1.02190271591
ACH-001280,-1.02670435816
ACH-001283,-0.9461511964079999
ACH-001289,-0.933320838953
ACH-001295,-0.8124625270129999
ACH-001300,-1.09369773074
ACH-001301,-1.19879473654
ACH-001302,-0.816684296197
ACH-001303,-1.2035475486799998
ACH-001306,-0.7557043269760001
ACH-001318,-1.1067843124299999
ACH-001322,-0.794723804055
ACH-001328,-0.601518858674
ACH-001332,-1.07519886639
ACH-001333,-0.669856313865
ACH-001336,-0.850758163703
ACH-001340,-0.899211064033
ACH-001346,-1.02099629805
ACH-001353,-0.920494459017
ACH-001354,-0.334400131762
ACH-001367,-0.8202304872439999
ACH-001368,-0.903238475123
ACH-001374,-0.809843255719
ACH-001375,-0.737769624438
ACH-001377,-0.8199459089159999
ACH-001380,-0.413081616675
ACH-001391,-0.778762171004
ACH-001407,-1.1121994372600001
ACH-001408,-0.653438212729
ACH-001413,-0.659731420544
ACH-001430,-0.629144583494
ACH-001431,-1.0382434809299999
ACH-001450,-0.556892200888
ACH-001496,-1.0232070290000002
ACH-001500,-0.827020522439
ACH-001521,-0.824329599494
ACH-001523,-0.6872040880779999
ACH-001532,-0.9347075403640001
ACH-001536,-0.740879827844
ACH-001550,-1.0229959422200001
ACH-001552,-0.9453537056389999
ACH-001554,-0.8162588631000001
ACH-001645,-0.577106430809
ACH-001654,-0.9292876632160001
ACH-001715,-0.669545589012
ACH-001735,-0.726904844506
ACH-001736,-0.712479133365
ACH-001737,-0.551446836617
ACH-001740,-0.786720569707
ACH-001745,-0.9706841124400001
ACH-001750,-0.645612307872
ACH-001765,-0.775252025576
ACH-001956,-1.06079196767
ACH-001957,-0.953185367603
