,BRWD1 (54014)
ACH-000004,0.0713019708418
ACH-000007,1.41073034419e-05
ACH-000009,-0.0212687451473
ACH-000011,-0.131955495551
ACH-000012,-0.24285623763300002
ACH-000013,0.0623199601059
ACH-000014,0.172450165718
ACH-000015,-0.0525932739232
ACH-000017,-0.204113730706
ACH-000018,0.024468298593200002
ACH-000019,-0.0608917193083
ACH-000021,0.102015307098
ACH-000022,-0.0245872013175
ACH-000025,-0.0691244152763
ACH-000028,-0.214313386355
ACH-000030,0.0293726618517
ACH-000035,0.0383165795436
ACH-000036,-0.353294058807
ACH-000037,-0.207271052054
ACH-000039,0.10919774147399999
ACH-000040,0.0650281957935
ACH-000041,0.0032306608520900003
ACH-000042,-0.020640287676400002
ACH-000045,-0.00752802882736
ACH-000047,-0.14223488332800002
ACH-000052,0.0996264794908
ACH-000053,-0.000463001999079
ACH-000054,-0.0343597724064
ACH-000055,-0.0136363555027
ACH-000060,-0.32641852994000004
ACH-000067,0.154951797039
ACH-000070,-0.034351727501599996
ACH-000075,-0.08805941866910001
ACH-000078,-0.0945903103777
ACH-000082,0.00094251367751
ACH-000085,-0.266801358499
ACH-000086,-0.0546078098319
ACH-000087,-0.168545740485
ACH-000092,-0.06524929110989999
ACH-000095,-0.102839229207
ACH-000097,-0.13546095093399999
ACH-000098,-0.0503283777275
ACH-000099,-0.20589299402300001
ACH-000108,0.153422107716
ACH-000113,-0.24448185672699999
ACH-000115,-0.290492542993
ACH-000116,-0.255251917486
ACH-000118,-0.019588002575700002
ACH-000120,0.060620352896099995
ACH-000123,-0.0740862681225
ACH-000127,-0.25309075253
ACH-000128,0.106868616772
ACH-000132,-0.20719943281199998
ACH-000133,-0.193763231044
ACH-000137,-0.20811651232500003
ACH-000138,0.045677130970800006
ACH-000142,-0.214124539515
ACH-000143,-0.328487212096
ACH-000146,-0.17380173665800003
ACH-000148,-0.0382456162617
ACH-000150,-0.302432666894
ACH-000152,-0.209286290495
ACH-000153,0.062410192969300005
ACH-000159,-0.107130175986
ACH-000160,-0.0155825602236
ACH-000163,0.174265084582
ACH-000167,0.16468961732999998
ACH-000168,-0.262608175671
ACH-000169,0.0332688423404
ACH-000178,-0.13516732590999997
ACH-000182,-0.17008817990400002
ACH-000183,-0.171824963158
ACH-000188,-0.319852353009
ACH-000189,-0.10767157481899998
ACH-000190,-0.0478421656691
ACH-000198,-0.08638439390139999
ACH-000204,0.230555028305
ACH-000206,0.056602574302900006
ACH-000207,-0.157450835456
ACH-000211,-0.17593579277399998
ACH-000215,-0.181973486527
ACH-000221,-0.1264952375
ACH-000222,0.0671362266948
ACH-000223,-0.266468326049
ACH-000226,-0.0307309285769
ACH-000227,0.0958791927947
ACH-000228,-0.104673958125
ACH-000231,-0.218951620622
ACH-000232,-0.13489628181500002
ACH-000233,-0.027411484092299997
ACH-000234,-0.05146901526330001
ACH-000235,-0.095801027486
ACH-000237,-0.139844536834
ACH-000238,-0.132237543084
