,STOML2 (30968)
ACH-000004,-0.159322790267
ACH-000007,0.039648882878300006
ACH-000009,-0.43182261346699996
ACH-000011,0.06304114694310001
ACH-000012,-0.015008167533100001
ACH-000013,-0.30511048875999996
ACH-000014,-0.051395093261199995
ACH-000015,-0.204085610349
ACH-000017,-0.172921801401
ACH-000018,-0.0842117284454
ACH-000019,-0.136208359764
ACH-000021,-0.0720649464724
ACH-000022,-0.514368391079
ACH-000025,-0.111361156263
ACH-000028,-0.314018086406
ACH-000030,-0.112105408289
ACH-000035,-0.168201189964
ACH-000036,-0.0287607788571
ACH-000037,-0.0499786572309
ACH-000039,-0.0735606396992
ACH-000040,0.0338458630787
ACH-000041,-0.110967899069
ACH-000042,-0.16767743755
ACH-000045,0.346061023917
ACH-000047,-0.0265861747405
ACH-000052,-0.07846860670610001
ACH-000053,-0.09127126017500001
ACH-000054,0.0282243619624
ACH-000055,-0.147839901673
ACH-000060,0.0514906319742
ACH-000067,0.165720430889
ACH-000070,0.0128029597594
ACH-000075,0.0652016124169
ACH-000078,-0.12984090700200002
ACH-000082,-0.112661011936
ACH-000085,-0.06482654048980001
ACH-000086,-0.342054032019
ACH-000087,-0.357922013839
ACH-000092,-0.176160792992
ACH-000095,0.0576678661275
ACH-000097,-0.0866287041311
ACH-000098,-0.30798366268000005
ACH-000099,-0.005615335689749999
ACH-000108,-0.12516707208699998
ACH-000113,-0.388976924164
ACH-000115,-0.12058612117
ACH-000116,-0.146962016444
ACH-000118,-0.171613316369
ACH-000120,-0.0884306708771
ACH-000123,-0.294010061467
ACH-000127,-0.11385871677100001
ACH-000128,-0.20604457360999998
ACH-000132,-0.08932820513760001
ACH-000133,-0.0715327114232
ACH-000137,-0.15330680119999998
ACH-000138,-0.0710664347569
ACH-000142,0.10682963953600001
ACH-000143,0.040417875780500004
ACH-000146,0.14112767432099999
ACH-000148,-0.272097248098
ACH-000150,-0.118619752785
ACH-000152,0.0399759500966
ACH-000153,-0.212529218389
ACH-000159,-0.123346657874
ACH-000160,-0.373440055628
ACH-000163,-0.36107179065399997
ACH-000167,0.0906253498463
ACH-000168,-0.07042441070569999
ACH-000169,-0.09499022583979999
ACH-000178,-0.204853548667
ACH-000182,-0.24095470055100002
ACH-000183,0.0127549147281
ACH-000188,-0.21147343825800002
ACH-000189,-0.11985179181399999
ACH-000190,-0.286405113075
ACH-000198,-0.131070536072
ACH-000204,-0.006508949679159999
ACH-000206,-0.116314243248
ACH-000207,-0.0862385204255
ACH-000211,-0.107532837006
ACH-000215,-0.190046145418
ACH-000221,-0.295202130734
ACH-000222,-0.243420168328
ACH-000223,-0.17122623371800003
ACH-000226,-0.2826304921
ACH-000227,0.0850734799073
ACH-000228,-0.17009737072099998
ACH-000231,-0.14015011357999999
ACH-000232,-0.117736065977
ACH-000233,-0.10422230316400001
ACH-000234,0.12683392587099998
ACH-000235,-0.0588839061816
ACH-000237,-0.309071451394
ACH-000238,-0.292920886097
ACH-000243,-0.104564436757
ACH-000244,-0.0667366405408
ACH-000246,-0.19884815280499998
ACH-000248,-0.20561392205200002
ACH-000250,0.0076448204897
ACH-000251,0.0276177816842
ACH-000253,0.06262619680130001
ACH-000255,-0.254357257086
ACH-000256,-0.668225600291
ACH-000257,0.0831074821498
ACH-000258,0.0545040041855
ACH-000259,-0.552639161768
ACH-000260,-0.159491357413
ACH-000261,-0.133838295408
ACH-000262,-0.548104179604
ACH-000263,-0.158168508589
ACH-000264,-0.11977481443499999
ACH-000265,-0.45956814641800003
ACH-000266,-0.0029249343886999994
ACH-000272,-0.13809912699100002
ACH-000273,0.08724938623369999
ACH-000274,-0.26041072955
ACH-000277,-0.173455145226
ACH-000278,-0.621781451519
ACH-000279,-0.182092617405
ACH-000280,-0.122481748823
ACH-000281,-0.246320951979
ACH-000288,-0.236187810203
ACH-000291,-0.0760432288847
ACH-000293,-0.468360793381
ACH-000294,0.462192126274
ACH-000295,0.17398584036400003
ACH-000296,-0.45360362784100006
ACH-000302,-0.0284083983867
ACH-000304,-0.20110542516199997
ACH-000307,-0.17475948
ACH-000308,-0.10500816835400001
ACH-000310,-0.04474055149540001
ACH-000311,0.07280310477850001
ACH-000312,-0.014577385127099999
ACH-000315,0.172513608475
ACH-000316,-0.332314538605
ACH-000317,-0.19810003697200002
ACH-000318,-0.331955300611
ACH-000319,-0.102945910396
ACH-000320,-0.0197870870593
ACH-000322,0.015154911973600001
ACH-000323,-0.188055405086
ACH-000324,0.144685529482
ACH-000329,0.00999351828606
ACH-000330,-0.129681636017
ACH-000331,-0.45154607473700004
ACH-000332,-0.0798990077553
ACH-000334,-0.33032897472100003
ACH-000335,-0.29424980532699996
ACH-000336,0.21324681282900002
ACH-000337,-0.255133181596
ACH-000339,-0.122853761678
ACH-000341,-0.140525498759
ACH-000348,-0.19389154546700002
