,WIBG (84305)
ACH-000246,-0.712170238435
ACH-000248,-0.561081527922
ACH-000250,-0.709650423218
ACH-000251,-0.78192018171
ACH-000253,-0.5686248588180001
ACH-000255,-0.40059089659900005
ACH-000256,-0.8461404673340001
ACH-000257,-0.820353194284
ACH-000258,-0.5794438859100001
ACH-000259,-0.707105103744
ACH-000260,-0.777989555965
ACH-000261,-0.800877773705
ACH-000262,-0.643879103497
ACH-000263,-0.54427164159
ACH-000264,-0.915621602856
ACH-000265,-0.7288441602
ACH-000266,-0.6988817516470001
ACH-000272,-0.84960907645
ACH-000273,-0.9447071656370001
ACH-000274,-1.24432320615
ACH-000277,-0.956636018832
ACH-000278,-0.7924690960259999
ACH-000279,-0.9559686749799999
ACH-000280,-0.8298952214740001
ACH-000281,-0.6904944717910001
ACH-000288,-0.9729288904629999
ACH-000291,-0.80548144654
ACH-000293,-0.900826819419
ACH-000294,-0.657107348954
ACH-000295,-0.605423369408
ACH-000296,-1.06077500749
ACH-000302,-0.773421637192
ACH-000304,-0.9781490253499999
ACH-000307,-0.653528379363
ACH-000308,-0.854106422091
ACH-000310,-0.973319336556
ACH-000311,-0.644178800309
ACH-000312,-0.7019340574070001
ACH-000315,-0.823112292847
ACH-000316,-0.83316797838
ACH-000317,-0.889930211216
ACH-000318,-0.8790416965019999
ACH-000319,-0.975882946389
ACH-000320,-0.635812620552
ACH-000322,-0.86474444654
ACH-000323,-0.8255107751559999
ACH-000324,-0.517040727855
ACH-000329,-0.586458829824
ACH-000330,-0.53757696894
ACH-000331,-0.9013659290899999
ACH-000332,-0.6675324514800001
ACH-000334,-1.08561578144
ACH-000335,-1.00487538614
ACH-000336,-0.830572496371
ACH-000337,-0.560698146937
ACH-000339,-0.7750221229979999
ACH-000341,-0.677274218784
ACH-000348,-0.845168898431
ACH-000350,-0.7082565074480001
ACH-000352,-0.738001962833
ACH-000356,-0.869990952456
ACH-000361,-0.7800255892460001
ACH-000362,-0.708818169633
ACH-000363,-0.486718767648
ACH-000364,-0.978910044585
ACH-000365,-0.787785271867
ACH-000366,-0.71841385475
ACH-000368,-0.579510248034
ACH-000374,-0.9804396609139999
ACH-000375,-0.546703136841
ACH-000376,-0.647846654786
ACH-000381,-0.7426472611849999
ACH-000383,-0.6984418202060001
ACH-000387,-0.5844039556399999
ACH-000389,-0.571521189868
ACH-000390,-0.61643153967
ACH-000393,-0.586268132461
ACH-000395,-1.0522771736499998
ACH-000397,-0.765455416945
ACH-000401,-0.742342395959
ACH-000402,-1.2507203075700002
ACH-000403,-0.741219964318
ACH-000404,-0.21713463703000002
ACH-000406,-0.7161646882960001
ACH-000407,-0.888989608954
ACH-000408,-0.795623749268
ACH-000410,-0.598245079491
ACH-000411,-0.756657472184
ACH-000414,-0.809042418297
ACH-000415,-0.660594773725
ACH-000416,-0.7206896938330001
ACH-000420,-0.9753562743440001
ACH-000421,-0.629521671633
ACH-000424,-0.894440277016
ACH-000425,-0.9852353788299999
ACH-000426,-0.6211465850600001
ACH-000427,-0.931115545532
ACH-000433,-0.851139347698
ACH-000436,-0.6949390059139999
ACH-000444,-0.8030778733220001
ACH-000445,-0.9262554983419999
ACH-000448,-0.729387127813
ACH-000450,-0.330700051963
ACH-000452,-0.5649891996940001
ACH-000454,-0.6733302319679999
ACH-000458,-0.619320775584
ACH-000459,-0.53236408776
ACH-000460,-0.692182185033
ACH-000461,-0.581051983307
ACH-000463,-0.6292397428459999
ACH-000464,-0.496013564159
ACH-000466,-0.7518313783409999
ACH-000467,-0.656761735792
ACH-000468,-0.85346942698
ACH-000469,-0.7628027045360001
ACH-000470,-0.789373320979
ACH-000471,-0.611858775586
ACH-000472,-0.9107921443089999
ACH-000473,-0.7883253161229999
ACH-000475,-0.8302129384029999
ACH-000476,-0.7814040949500001
ACH-000477,-0.734621049844
ACH-000480,-0.746607498045
ACH-000481,-1.00688217889
ACH-000483,-0.991925561208
ACH-000484,-0.8647012188009999
ACH-000485,-0.690558742106
ACH-000486,-0.8119212775329999
ACH-000487,-0.617728136996
ACH-000488,-0.7245842481649999
ACH-000490,-0.75055912638
ACH-000491,-0.7979329575640001
ACH-000495,-0.836251608982
ACH-000496,-0.9878847537090001
ACH-000499,-1.1183886122600002
ACH-000500,-0.312476139097
ACH-000502,-0.659597427723
ACH-000503,-0.660491514466
ACH-000505,-0.807485571003
ACH-000507,-0.6774761245800001
ACH-000510,-0.6076525681399999
ACH-000511,-0.894871535959
ACH-000512,-0.40592116532899997
ACH-000516,-0.98637138011
ACH-000517,-0.788112638538
ACH-000518,-0.582962029665
ACH-000520,-0.816260191145
ACH-000521,-0.921965488096
ACH-000522,-0.6951740248810001
ACH-000524,-0.84749258845
ACH-000527,-0.701214842283
ACH-000528,-0.742606322
ACH-000537,-0.713494064765
ACH-000541,-0.9466471616600001
ACH-000542,-0.804815461743
ACH-000544,-0.751454819439
ACH-000545,-0.655925957763
ACH-000547,-0.584092234146
ACH-000548,-0.332624839577
ACH-000549,-0.7832852119220001
ACH-000550,-0.838340591644
ACH-000552,-0.634993461914
ACH-000556,-0.774408209858
ACH-000557,-1.02703452763
ACH-000570,-0.526395289483
ACH-000571,-0.6431288104039999
ACH-000573,-0.633554749858
ACH-000576,-0.7255809003910001
ACH-000580,-0.8441011823639999
ACH-000584,-0.695936753468
ACH-000585,-0.83006375394
ACH-000588,-0.67518588611
ACH-000589,-0.734937586329
ACH-000591,-0.8322061432719999
ACH-000593,-0.638358568697
ACH-000600,-0.865403199841
ACH-000601,-0.592248954663
ACH-000604,-0.47648470586400005
ACH-000605,-0.732317969386
ACH-000606,-0.8819891306700001
ACH-000608,-1.0291134797100001
ACH-000614,-0.8412123175149999
ACH-000616,-0.938258307458
ACH-000618,-0.624626296145
ACH-000619,-0.7118938328219999
ACH-000620,-0.596475924043
ACH-000621,-1.04773057751
ACH-000622,-0.647673912639
ACH-000623,-0.568841598281
ACH-000624,-0.645283968187
ACH-000627,-0.5381547315990001
ACH-000630,-0.76553750326
ACH-000632,-0.640042473269
ACH-000633,-0.721966186377
ACH-000637,-0.638757745816
ACH-000638,-0.647219320827
ACH-000646,-0.835672796301
ACH-000647,-0.8361203254299999
ACH-000648,-0.540848643591
ACH-000649,-0.934445557856
ACH-000651,-0.7144308440289999
ACH-000652,-0.5199626632159999
ACH-000653,-0.809345415592
ACH-000657,-0.856589028592
ACH-000658,-0.7477885199619999
ACH-000661,-0.8380556353990001
ACH-000662,-0.9022771511319999
ACH-000663,-0.6387711036720001
ACH-000665,-0.7465862681029999
ACH-000671,-0.689046912402
ACH-000673,-0.7890720985609999
ACH-000676,-0.764768798237
ACH-000677,-0.814312716769
ACH-000681,-0.621556393133
ACH-000682,-0.819073738408
ACH-000683,-0.739036323003
ACH-000684,-0.7755909754160001
ACH-000688,-0.875298416779
ACH-000693,-0.732579285829
ACH-000694,-0.832955502674
ACH-000695,-0.5483055098899999
ACH-000696,-0.8046494408930001
ACH-000697,-0.8910733148810001
ACH-000699,-0.749312691198
ACH-000701,-0.6270699578850001
ACH-000706,-0.660518725269
ACH-000711,-0.8197990999
ACH-000713,-0.626324685414
ACH-000714,-0.900032139781
ACH-000718,-0.893955115115
ACH-000720,-0.797419144283
ACH-000721,-0.474084530321
ACH-000724,-0.733225907245
ACH-000725,-0.9197534039569999
ACH-000732,-0.5893317333829999
ACH-000734,-0.720059931391
ACH-000735,-0.7822370303899999
ACH-000736,-0.7189823030410001
ACH-000738,-0.767381634147
ACH-000746,-0.8144807427959999
ACH-000747,-0.6882117971100001
ACH-000748,-0.86977963206
ACH-000753,-0.510168006824
ACH-000756,-0.791145757153
ACH-000757,-0.602823221151
ACH-000758,-0.627369276794
ACH-000760,-0.5112749083470001
ACH-000763,-0.8912805090620001
ACH-000764,-0.888450257882
ACH-000765,-0.915027592491
ACH-000766,-0.669897813997
ACH-000767,-0.858428395536
ACH-000768,-0.722821460698
ACH-000769,-0.6952004401299999
ACH-000770,-0.847718081152
ACH-000771,-0.595047539361
ACH-000773,-0.868569133567
ACH-000776,-0.808456222825
ACH-000777,-0.73090738615
ACH-000778,-0.7834946167829999
ACH-000781,-0.5567997461699999
ACH-000782,-0.61385308477
ACH-000783,-0.8427253457359999
ACH-000784,-0.863124385898
ACH-000785,-0.533829942656
ACH-000787,-0.771871192197
ACH-000788,-0.807215630305
ACH-000791,-0.6734681102719999
ACH-000792,-0.732147740487
ACH-000794,-0.9375260602200002
ACH-000796,-0.689034132227
ACH-000799,-0.893348234625
ACH-000800,-0.51402001706
ACH-000802,-0.6107198045409999
ACH-000804,-1.1416637297499999
ACH-000805,-1.13031344448
ACH-000809,-0.910914939226
ACH-000810,-1.0176096270200001
ACH-000811,-0.6311475397249999
ACH-000817,-0.9886390787
ACH-000819,-0.793211492925
ACH-000820,-0.61313251614
ACH-000821,-1.0476724020200001
ACH-000822,-1.09054929035
ACH-000823,-0.791575612256
ACH-000824,-0.800913806518
ACH-000827,-0.9705579902410001
ACH-000829,-0.620993411137
ACH-000831,-0.731682362566
ACH-000832,-0.980218930068
ACH-000833,-1.060460873
ACH-000834,-0.752147313458
ACH-000835,-0.7251398181290001
ACH-000836,-0.639236685915
ACH-000837,-0.665678199368
ACH-000838,-0.884655760091
ACH-000839,-0.935892403739
ACH-000840,-0.8997306089920001
ACH-000841,-0.725720306804
ACH-000843,-0.464455606349
ACH-000846,-0.655440360092
ACH-000847,-0.8376383351189999
ACH-000848,-0.8529852498549999
ACH-000849,-0.8783230166670001
ACH-000851,-1.0071264218
ACH-000855,-0.8074278525040001
ACH-000856,-0.874640630275
ACH-000858,-0.54861857717
ACH-000859,-0.768174304023
ACH-000861,-0.63954270389
ACH-000862,-0.6391001920970001
ACH-000865,-0.762581719218
ACH-000866,-0.679802363451
ACH-000867,-0.690638319495
ACH-000869,-0.557088741697
ACH-000872,-0.510765635844
ACH-000873,-0.938532071804
ACH-000876,-0.814889852261
ACH-000878,-0.89972037745
ACH-000880,-0.744146995272
ACH-000881,-0.763599772569
ACH-000882,-0.660587977531
ACH-000884,-0.784363980047
ACH-000885,-0.7361904639319999
ACH-000887,-0.7711202336640001
ACH-000888,-0.762140718971
ACH-000889,-0.920825826454
ACH-000890,-0.540374608348
ACH-000896,-0.71626913802
ACH-000898,-0.694852967427
ACH-000900,-0.9608483430120001
ACH-000901,-0.858898130438
ACH-000905,-0.505901544242
ACH-000906,-0.885056258961
ACH-000907,-0.879041934384
ACH-000910,-0.790097950458
ACH-000911,-0.692095911789
ACH-000912,-0.746553425634
ACH-000913,-0.76880116389
ACH-000915,-0.789529670401
ACH-000916,-0.7027849498890001
ACH-000917,-0.956451294284
ACH-000921,-0.8203596215819999
ACH-000924,-0.6800836762289999
ACH-000926,-0.8542067342569999
ACH-000928,-0.804651756198
ACH-000929,-0.490901981653
ACH-000932,-0.598751147508
ACH-000935,-1.0700146321200001
ACH-000936,-0.621012550545
ACH-000937,-0.717109162951
ACH-000938,-0.862132326141
ACH-000939,-0.7877209535349999
ACH-000941,-0.537749367764
ACH-000943,-0.762093852132
ACH-000946,-0.638347000794
ACH-000947,-0.618750787274
ACH-000948,-0.671400703925
ACH-000950,-0.7333555818170001
ACH-000953,-0.842317486663
ACH-000957,-0.62066717439
ACH-000958,-0.417348945734
ACH-000960,-0.74612379582
ACH-000963,-1.0867626571
ACH-000968,-0.83749957308
ACH-000969,-0.75035775042
ACH-000973,-0.9412527369149999
ACH-000974,-0.554762652276
ACH-000975,-0.720882836814
ACH-000976,-0.7805719921719999
ACH-000978,-0.475123153377
ACH-000980,-0.707080272554
ACH-000984,-0.820452349445
ACH-000986,-0.909195356407
ACH-000988,-0.6378263809820001
ACH-000993,-0.832497482401
ACH-000994,-0.547858539027
ACH-000996,-0.9085451429189999
ACH-001001,-0.890625454576
ACH-001020,-0.8373207470980001
ACH-001028,-0.6764008267820001
ACH-001031,-0.737614302732
ACH-001038,-0.9670578507269999
ACH-001048,-0.7193347651399999
ACH-001050,-0.8475472676189999
ACH-001053,-1.00314611368
ACH-001054,-0.785076594899
ACH-001061,-0.776018272654
ACH-001067,-0.775348342118
ACH-001075,-0.723698061629
ACH-001096,-0.718959346903
ACH-001128,-1.3224960727600001
ACH-001134,-0.791353857899
ACH-001151,-0.78243451987
ACH-001163,-0.890106090678
ACH-001164,-0.932852382845
ACH-001173,-0.676567209682
ACH-001183,-0.547557336373
ACH-001184,-0.626377129295
ACH-001190,-1.22156129614
ACH-001192,-0.678014148002
ACH-001193,-0.5347318011469999
ACH-001196,-0.803439818004
ACH-001197,-0.9614941719750001
ACH-001205,-0.732842488849
ACH-001211,-0.7963920286249999
ACH-001212,-0.745556680195
ACH-001228,-0.7144124434729999
ACH-001232,-0.7074690619349999
ACH-001239,-0.9122201422949999
ACH-001274,-0.9239432069910001
ACH-001275,-0.8832584789810001
ACH-001277,-0.781479791736
ACH-001278,-0.5988023863899999
ACH-001280,-0.528705622771
ACH-001283,-0.795755211856
ACH-001289,-0.758740642003
ACH-001295,-0.8284385392739999
ACH-001300,-0.678439676852
ACH-001301,-0.5613572372869999
ACH-001302,-0.27625132251
ACH-001303,-0.709757440033
ACH-001306,-0.47510488311000004
ACH-001318,-0.634799179554
ACH-001322,-0.704284340081
ACH-001328,-0.479433707323
ACH-001332,-0.387779678697
ACH-001333,-0.791121308784
ACH-001336,-0.711617326249
ACH-001340,-0.829582985363
ACH-001346,-0.758147282981
ACH-001353,-0.693518417433
ACH-001354,-0.53443489349
ACH-001367,-1.16758671287
ACH-001368,-0.7290703572399999
ACH-001374,-1.12321709784
ACH-001375,-1.10186421755
ACH-001377,-0.7567392057510001
ACH-001380,-0.625855506144
ACH-001391,-1.04359883747
ACH-001407,-0.7982735649070001
ACH-001408,-0.6735720058660001
ACH-001413,-0.647024491718
ACH-001430,-0.814511971912
ACH-001431,-0.9256298484119999
ACH-001450,-0.8700186705930001
ACH-001496,-0.676290732735
ACH-001500,-0.835654428011
ACH-001521,-0.565390670967
ACH-001523,-0.951732747586
ACH-001532,-0.657448443886
ACH-001536,-0.6327077082729999
ACH-001550,-0.874883639341
ACH-001552,-0.987346551797
ACH-001554,-0.911012193563
ACH-001645,-0.836036095784
ACH-001654,-0.8466932989679999
ACH-001715,-0.92225397518
ACH-001735,-0.742026939211
ACH-001736,-0.623718563415
ACH-001737,-0.8548657026
ACH-001740,-0.723250998805
ACH-001745,-0.940785114462
ACH-001750,-0.796938057536
ACH-001765,-0.966964780666
ACH-001956,-0.620697456812
ACH-001957,-0.796801594594
