,NOB1 (28987)
ACH-000280,-1.19911621965
ACH-000281,-1.41736881382
ACH-000288,-1.2136774323100001
ACH-000291,-1.23986472984
ACH-000293,-1.09064452686
ACH-000294,-1.39034672045
ACH-000295,-1.16436576591
ACH-000296,-0.991758254692
ACH-000302,-1.09785352521
ACH-000304,-0.933208739196
ACH-000307,-1.23744008286
ACH-000308,-1.0021194167299998
ACH-000310,-1.51620272153
ACH-000311,-1.34444625725
ACH-000312,-1.23314028076
ACH-000315,-1.06091973026
ACH-000316,-1.4977625486500001
ACH-000317,-1.4506040704700003
ACH-000318,-1.19406863465
ACH-000319,-1.12592073956
ACH-000320,-1.27483981088
ACH-000322,-1.02844245195
ACH-000323,-1.36710153449
ACH-000324,-0.9400572470890001
ACH-000329,-1.32226420338
ACH-000330,-1.18897960175
ACH-000331,-1.09790988223
ACH-000332,-1.21980532531
ACH-000334,-0.9335368812039999
ACH-000335,-1.0811466058900001
ACH-000336,-1.15445576714
ACH-000337,-1.10510971754
ACH-000339,-1.27117352225
ACH-000341,-1.17787953027
ACH-000348,-1.3071350185500001
ACH-000350,-1.42196733162
ACH-000352,-1.16929966111
ACH-000356,-1.3950309002
ACH-000361,-1.32525552605
ACH-000362,-1.35194776341
ACH-000363,-1.0672150500700002
ACH-000364,-0.910455738075
ACH-000365,-1.08711072265
ACH-000366,-1.2079353926
ACH-000368,-1.200875758
ACH-000374,-0.831853403275
ACH-000375,-0.871781676047
ACH-000376,-1.2840055529899999
ACH-000381,-0.904692494057
ACH-000383,-1.0442200129299999
ACH-000387,-0.917866699144
ACH-000389,-1.06083121891
ACH-000390,-1.11203870926
ACH-000393,-0.8994661398299999
ACH-000395,-1.4009380715000002
ACH-000397,-1.11931877901
ACH-000401,-1.11968720448
ACH-000402,-1.05741377697
ACH-000403,-0.9669846537279999
ACH-000404,-1.26921545996
ACH-000406,-1.13729991571
ACH-000407,-1.22715745386
ACH-000408,-0.955120358958
ACH-000410,-1.23241175875
ACH-000411,-1.31768405765
ACH-000414,-1.13318436781
ACH-000415,-1.1410087247299998
ACH-000416,-1.1792506754799998
ACH-000420,-1.1981952631100001
ACH-000421,-1.1601765573799998
ACH-000424,-1.25834388574
ACH-000425,-1.13829567105
ACH-000426,-0.796607731823
ACH-000427,-0.846155509885
ACH-000433,-0.9631671151029999
ACH-000436,-1.20249785838
ACH-000444,-1.41559221299
ACH-000445,-1.19656292398
ACH-000448,-1.46569602037
ACH-000450,-0.973596780122
ACH-000452,-1.06670724935
ACH-000454,-1.4575337590000002
ACH-000458,-1.12270793444
ACH-000459,-0.664940097902
ACH-000460,-1.07395895473
ACH-000461,-1.20189243766
ACH-000463,-1.2711311525799998
ACH-000464,-1.04237268255
ACH-000466,-1.42601438599
ACH-000467,-1.10204026388
ACH-000468,-1.0710343706999998
ACH-000469,-1.40491179139
ACH-000470,-0.6913925617319999
ACH-000471,-1.2179963106
ACH-000472,-1.23468043139
ACH-000473,-1.36874362812
ACH-000475,-1.10223057703
ACH-000476,-1.01083718235
ACH-000477,-1.29093738734
ACH-000480,-1.05817760079
ACH-000481,-1.08595480341
ACH-000483,-1.20217119784
ACH-000484,-0.482605411282
ACH-000485,-1.2697161488600002
ACH-000486,-1.3157574847
ACH-000487,-1.21524294153
ACH-000488,-1.1273969387799998
ACH-000490,-1.02675423456
ACH-000491,-1.24699016554
ACH-000495,-1.13093498976
ACH-000496,-1.2374318693000002
ACH-000499,-1.16195764037
ACH-000500,-1.3791576693
ACH-000502,-1.06943248202
ACH-000503,-0.836889807695
ACH-000505,-1.40584455965
ACH-000507,-1.14189829616
ACH-000510,-1.22671975371
ACH-000511,-0.9889988507780001
ACH-000512,-1.2229991180600002
ACH-000516,-1.31473152494
ACH-000517,-0.618571870861
ACH-000518,-1.0690518459799998
ACH-000520,-1.00677372631
ACH-000521,-1.00678647339
ACH-000522,-1.38147981137
ACH-000524,-1.20252169248
ACH-000527,-1.1262167403499999
ACH-000528,-1.2651632126
ACH-000537,-1.08438596583
ACH-000541,-0.8265263966940001
ACH-000542,-1.2539485725900001
ACH-000544,-1.29627561776
ACH-000545,-1.20795095811
ACH-000547,-1.19746885965
ACH-000548,-0.97983041721
ACH-000549,-1.23165648623
ACH-000550,-1.4839775964200002
ACH-000552,-1.1058797489499999
ACH-000556,-1.0419329180399999
ACH-000557,-1.47301398084
ACH-000570,-1.3649531727200002
ACH-000571,-0.981882842925
ACH-000573,-1.3109349589200001
ACH-000576,-0.9613736559739999
ACH-000580,-1.4204196184399998
ACH-000584,-1.31704901237
ACH-000585,-0.939744399595
ACH-000588,-1.0525954870999998
ACH-000589,-1.12024236074
ACH-000591,-1.16868569934
ACH-000593,-1.23288176588
ACH-000600,-1.37847241572
ACH-000601,-1.17590007826
ACH-000604,-1.1171020917799999
ACH-000605,-1.30844077886
ACH-000606,-0.877983357554
ACH-000608,-1.4021401040700001
ACH-000614,-1.4253058534099998
ACH-000616,-1.34739330138
ACH-000618,-1.16845017497
ACH-000619,-1.19354685263
ACH-000620,-1.2921491933
ACH-000621,-0.715092035045
ACH-000622,-1.48212545481
ACH-000623,-1.27896002027
ACH-000624,-1.21619504692
ACH-000627,-1.1947779710700002
ACH-000630,-1.1973167449
ACH-000632,-1.3914399476800001
ACH-000633,-0.9613951033120001
ACH-000637,-1.29467920029
ACH-000638,-0.801133547086
ACH-000646,-0.975026155848
ACH-000647,-1.35433249139
ACH-000648,-1.16467218669
ACH-000649,-1.26020298812
ACH-000651,-1.27158788254
ACH-000652,-1.08596175278
ACH-000653,-0.876834598223
ACH-000657,-1.30404328206
ACH-000658,-1.18462334273
ACH-000661,-1.24070057831
ACH-000662,-1.21457281816
ACH-000663,-1.19737064265
ACH-000665,-0.936713142808
ACH-000671,-0.964260542868
ACH-000673,-1.04780335466
ACH-000676,-1.17872327284
ACH-000677,-1.79065709
ACH-000681,-1.16549313919
ACH-000682,-1.17265786447
ACH-000683,-0.888011246903
ACH-000684,-1.19581704097
ACH-000688,-1.2738176645100001
ACH-000693,-1.31227167425
ACH-000694,-1.2190584980299999
ACH-000695,-1.17561229565
ACH-000696,-1.02169691538
ACH-000697,-1.15223962605
ACH-000699,-0.785269370041
ACH-000701,-1.29418785793
ACH-000706,-1.24113436667
ACH-000711,-1.00318862243
ACH-000713,-1.39657934062
ACH-000714,-1.2695732949
ACH-000718,-0.882917914411
ACH-000720,-1.04909514335
ACH-000721,-1.12040482398
ACH-000724,-0.8626823017919999
ACH-000725,-1.46177209785
ACH-000732,-1.11361644373
ACH-000734,-1.21160561659
ACH-000735,-1.06803556401
ACH-000736,-1.09227141876
ACH-000738,-1.31911025744
ACH-000746,-1.00601766654
ACH-000747,-1.1496868928
ACH-000748,-1.18863655768
ACH-000753,-1.00383141965
ACH-000756,-1.3871142645899999
ACH-000757,-1.3388271092100001
ACH-000758,-0.9952721095999999
ACH-000760,-1.18947109178
ACH-000763,-1.27131898634
ACH-000764,-1.19085802422
ACH-000765,-1.4215531224200002
ACH-000766,-1.0743906275
ACH-000767,-1.77366819955
ACH-000768,-1.1533998705600002
ACH-000769,-1.09312437095
ACH-000770,-1.23247383233
ACH-000771,-1.1212950069
ACH-000773,-1.1677103266700002
ACH-000776,-1.1524965347799998
ACH-000777,-1.49297054397
ACH-000778,-1.12042221174
ACH-000781,-1.16468419792
ACH-000782,-1.05349351692
ACH-000783,-1.09242273424
ACH-000784,-1.32415125946
ACH-000785,-1.02783688818
ACH-000787,-1.0613299272299999
ACH-000788,-1.17474917154
ACH-000791,-1.17918961093
ACH-000792,-1.24751718322
ACH-000794,-1.1411620854200002
ACH-000796,-0.699817761379
ACH-000799,-0.9920029347700001
ACH-000800,-1.08566889671
ACH-000802,-1.03211456323
ACH-000804,-1.1381719935799999
ACH-000805,-1.14825208985
ACH-000809,-1.10949769337
ACH-000810,-0.945380077096
ACH-000811,-1.46881327155
ACH-000817,-1.0469589076399999
ACH-000819,-0.84484712216
ACH-000820,-1.4491116029299997
ACH-000821,-1.35533896432
ACH-000822,-0.859827352278
ACH-000823,-1.1238546883
ACH-000824,-1.4458835206
ACH-000827,-1.03755992985
ACH-000829,-1.2917125917
ACH-000831,-0.8830530475120001
ACH-000832,-1.10293997454
ACH-000833,-1.4403307558899998
ACH-000834,-1.32696229626
ACH-000835,-1.40804308076
ACH-000836,-1.06830676794
ACH-000837,-1.12618554544
ACH-000838,-0.763838805172
ACH-000839,-0.9316895921439999
ACH-000840,-1.46677421352
ACH-000841,-0.953739293458
ACH-000843,-0.973293808828
ACH-000846,-1.05597648736
ACH-000847,-1.3947789243000002
ACH-000848,-1.2952142421
ACH-000849,-1.02395972581
ACH-000851,-0.740631357973
ACH-000855,-1.43682002961
ACH-000856,-1.21323256784
ACH-000858,-1.09572510643
ACH-000859,-1.06245503047
ACH-000861,-1.13945406439
ACH-000862,-1.27071607291
ACH-000865,-1.09345841322
ACH-000866,-1.21242892229
ACH-000867,-0.715157593283
ACH-000869,-0.981852319283
ACH-000872,-1.1929866633600001
ACH-000873,-0.9287649790629999
ACH-000876,-1.14575526777
ACH-000878,-0.902101532551
ACH-000880,-1.38044873068
ACH-000881,-1.13815435704
ACH-000882,-1.09229957695
ACH-000884,-1.30239937209
ACH-000885,-1.20556002586
ACH-000887,-1.32050188702
ACH-000888,-1.21010814787
ACH-000889,-1.04714611911
ACH-000890,-1.12367336992
ACH-000896,-1.21708790329
ACH-000898,-1.18162810079
ACH-000900,-1.03160975937
ACH-000901,-0.960442714574
ACH-000905,-1.23897035238
ACH-000906,-1.2350784646200001
ACH-000907,-1.0587152381799998
ACH-000910,-1.32071406793
ACH-000911,-1.18110282121
ACH-000912,-1.0860328151799998
ACH-000913,-1.2369319395
ACH-000915,-0.932736822515
ACH-000916,-1.15806071948
ACH-000917,-1.0786057329899998
ACH-000921,-0.9195040562200001
ACH-000924,-1.22368202502
ACH-000926,-1.3337941092399999
ACH-000928,-1.1015515143799999
ACH-000929,-0.925290240518
ACH-000932,-0.9538203408570001
ACH-000935,-1.24770340262
ACH-000936,-0.984162488468
ACH-000937,-1.12366814066
ACH-000938,-1.2322493767
ACH-000939,-1.19666880905
ACH-000941,-0.83729156449
ACH-000943,-1.18682304992
ACH-000946,-1.17902282009
ACH-000947,-1.23436824284
ACH-000948,-1.21739641806
ACH-000950,-1.10805042332
ACH-000953,-1.19746472915
ACH-000957,-1.1034583798
ACH-000958,-1.40440518092
ACH-000960,-1.12224977649
ACH-000963,-1.12534801634
ACH-000968,-1.4576875927700002
ACH-000969,-1.1335694499
ACH-000973,-1.29718170581
ACH-000974,-1.1687856042799998
ACH-000975,-0.908452533248
ACH-000976,-1.41747958331
ACH-000978,-1.30916293047
ACH-000980,-1.19928737376
ACH-000984,-1.21376984116
ACH-000986,-1.1110178500599999
ACH-000988,-1.38835899368
ACH-000993,-1.16472073286
ACH-000994,-0.842500939855
ACH-000996,-0.825109249946
ACH-001001,-1.05263656528
ACH-001020,-1.30879148821
ACH-001028,-0.9589971575740001
ACH-001031,-1.0730861471
ACH-001038,-1.32678090938
ACH-001048,-1.12565682633
ACH-001050,-1.54361473496
ACH-001053,-1.1274557633
ACH-001054,-1.11496602666
ACH-001061,-1.0985078789799998
ACH-001067,-1.08643047011
ACH-001075,-1.1028160044
ACH-001096,-1.1083569864899998
ACH-001128,-1.28282008191
ACH-001134,-1.1091688516399998
ACH-001151,-1.27004052907
ACH-001163,-1.11965842877
ACH-001164,-0.845182303958
ACH-001173,-0.994826379638
ACH-001183,-1.27446146844
ACH-001184,-1.0388686610100002
ACH-001190,-0.8941058129
ACH-001192,-1.5306594945200003
ACH-001193,-1.2627739693100002
ACH-001196,-1.39326955741
ACH-001197,-1.11516945439
ACH-001205,-1.19949832756
ACH-001211,-1.13434112249
ACH-001212,-1.1752258885100002
ACH-001228,-1.1611614299600002
ACH-001232,-1.47264417838
ACH-001239,-1.11036029316
ACH-001274,-1.02183398515
ACH-001275,-1.0834503033299998
ACH-001277,-1.25534208068
ACH-001278,-1.12838104513
ACH-001280,-1.3803164521200002
ACH-001283,-0.9750774259289999
ACH-001289,-1.24508243936
ACH-001295,-1.17865905963
ACH-001300,-1.35004424046
ACH-001301,-0.9246480391140001
ACH-001302,-1.33166069257
ACH-001303,-1.10840332891
ACH-001306,-1.34293485837
ACH-001318,-1.4475934807799997
ACH-001322,-1.05073931304
ACH-001328,-0.78969734308
ACH-001332,-1.2510998252399999
ACH-001333,-1.21188747857
ACH-001336,-1.25882365425
ACH-001340,-1.21240237518
ACH-001346,-1.0026856715999999
ACH-001353,-1.24188762558
ACH-001354,-1.03302976876
ACH-001367,-1.2202505941500001
ACH-001368,-1.22648152191
ACH-001374,-0.8444915214100001
ACH-001375,-1.00025275311
ACH-001377,-1.28710065082
ACH-001380,-1.1406443708299998
ACH-001391,-1.36207513315
ACH-001407,-1.32494857914
ACH-001408,-1.1868944937
ACH-001413,-1.1083267453899999
ACH-001430,-1.2160332465
ACH-001431,-1.21878570094
ACH-001450,-1.2508991252200001
ACH-001496,-1.2491945845799999
ACH-001500,-1.03288116185
ACH-001521,-1.2109721735799999
ACH-001523,-1.14150046765
ACH-001532,-1.07125956584
ACH-001536,-1.0986448285500001
ACH-001550,-1.43763730838
ACH-001552,-1.19915205034
ACH-001554,-1.34768923678
ACH-001645,-1.41965365382
ACH-001654,-1.31099799891
ACH-001715,-1.11305722142
ACH-001735,-1.18364864736
ACH-001736,-1.1760914086
ACH-001737,-1.0
ACH-001740,-1.03358477339
ACH-001745,-1.08422461952
ACH-001750,-1.27471355179
ACH-001765,-1.02060802089
ACH-001956,-1.15335162188
ACH-001957,-1.33121305853
