,HMGCLL1 (54511)
ACH-000004,-0.328443502894
ACH-000007,-0.0324537004668
ACH-000009,0.0478482259985
ACH-000011,-0.0857386383706
ACH-000012,-0.0453524986101
ACH-000013,-0.0233635976079
ACH-000014,-0.295713767339
ACH-000015,0.0260988614773
ACH-000017,-0.20931289169199999
ACH-000018,-0.0801639799256
ACH-000019,-0.0635537401238
ACH-000021,0.052554204547300004
ACH-000022,-0.172889575455
ACH-000025,-0.028269468111099996
ACH-000028,-0.0487785968515
ACH-000030,0.021259618564900003
ACH-000035,-0.167166886053
ACH-000036,-0.0979822707656
ACH-000037,-0.0128772390916
ACH-000039,0.216759556084
ACH-000040,0.0240142942847
ACH-000041,0.0420195529301
ACH-000042,-0.0410167732018
ACH-000045,-0.03983235809730001
ACH-000047,-0.010920116430899999
ACH-000052,-0.04625286405949999
ACH-000053,-0.0084159276463
ACH-000054,-0.0228804561069
ACH-000055,-0.027780646431499998
ACH-000060,-0.183378598429
ACH-000067,-0.175220583772
ACH-000070,-0.159536422598
ACH-000075,0.0385769537971
ACH-000078,-0.137703731743
ACH-000082,-0.11969796737800001
ACH-000085,-0.237416519149
ACH-000086,-0.0678976346272
ACH-000087,-0.303201728846
ACH-000092,0.157027972587
ACH-000095,-0.173018276806
ACH-000097,0.00860285171683
ACH-000098,0.0690031209153
ACH-000099,0.10405104207699999
ACH-000108,0.127317945759
ACH-000113,-0.00480147563001
ACH-000115,0.28614855501200004
ACH-000116,-0.00912431573035
ACH-000118,-0.00560637829564
ACH-000120,-0.120488332451
ACH-000123,0.041823097751
ACH-000127,-0.127078883954
ACH-000128,-0.143333725381
ACH-000132,-0.040355852779300004
ACH-000133,-0.170614701671
ACH-000137,-0.100402641217
ACH-000138,0.015198069257399999
ACH-000142,0.12603141256
ACH-000143,0.0111182487864
ACH-000146,0.0195349216468
ACH-000148,-0.0547110042694
ACH-000150,0.033646645600799996
ACH-000152,-0.0822649181138
ACH-000153,-0.191584159019
ACH-000159,-0.10305138690099999
ACH-000160,0.042114185073100004
ACH-000163,0.125185829464
ACH-000167,-0.53320034541
ACH-000168,0.015758248936000002
ACH-000169,0.0403654996968
ACH-000178,-0.04928171217
ACH-000182,0.022746763062200002
ACH-000183,0.138219591892
ACH-000188,0.06586826367700001
ACH-000189,-0.16301686043400002
ACH-000190,0.12567995665999998
ACH-000198,-0.025643717097099995
ACH-000204,0.10668642507500001
ACH-000206,-0.195565531584
ACH-000207,-0.10538885158500001
ACH-000211,-0.0745004261768
ACH-000215,0.0400748946192
ACH-000221,-0.0471300313588
ACH-000222,0.06720804339730001
ACH-000223,-0.0429939748265
ACH-000226,0.0149043285512
ACH-000227,-0.081322133607
ACH-000228,0.161859223932
ACH-000231,-0.120480340556
ACH-000232,0.014205903534600002
ACH-000233,-0.13831832630899998
ACH-000234,-0.052674281802000004
ACH-000235,-0.0742061798035
ACH-000237,0.05629990349769999
ACH-000238,-0.0739952455403
ACH-000243,0.0224662011993
ACH-000244,-0.169846672769
ACH-000246,0.077338810689
ACH-000248,-0.05050490770959999
ACH-000250,-0.131538283456
ACH-000251,-0.09526257004550001
ACH-000253,0.0453519988145
ACH-000255,-0.0702067503102
ACH-000256,0.08729967028270001
ACH-000257,-0.0202496952841
ACH-000258,-0.230141355244
ACH-000259,-0.0707165351634
ACH-000260,-0.00250051200359
ACH-000261,-0.105666079318
ACH-000262,0.0161010186682
ACH-000263,0.263591894555
ACH-000264,-0.17550405959100002
ACH-000265,-0.213672725799
ACH-000266,0.0480625503592
ACH-000272,-0.038798934134
ACH-000273,-0.00798361330863
ACH-000274,0.09472758288110002
ACH-000277,-0.14454373302200002
ACH-000278,0.139608261973
ACH-000279,-0.054281082710000005
ACH-000280,-0.0971261499812
ACH-000281,0.317728810491
ACH-000288,0.00626215836081
ACH-000291,-0.0630525358295
ACH-000293,-0.0762949600846
ACH-000294,-0.0134254722647
ACH-000295,-0.166143571784
ACH-000296,0.15352179529999999
ACH-000302,0.061797130030500004
ACH-000304,-0.08210609435010001
ACH-000307,0.105330315454
ACH-000308,0.0335548125355
ACH-000310,0.186552523647
ACH-000311,-0.21347630489100003
ACH-000312,-0.07072367706039999
ACH-000315,-0.10009288782800001
ACH-000316,-0.06508775743980001
ACH-000317,0.013451788942599999
ACH-000318,0.055470073198499996
ACH-000319,-0.0273923156543
ACH-000320,-0.101987499504
ACH-000322,0.129389889656
ACH-000323,-0.0414231859916
ACH-000324,-0.0627410711955
ACH-000329,0.0485603748172
ACH-000330,-0.203664905177
ACH-000331,0.04811461103569999
ACH-000332,-0.0397768956064
ACH-000334,0.339770653741
ACH-000335,-0.0284573309467
ACH-000336,0.0649972109904
ACH-000337,-0.0440160274555
ACH-000339,0.0364778721082
ACH-000341,0.254919446083
ACH-000348,-0.025222751904099998
ACH-000350,0.370847898209
ACH-000352,0.139279200504
ACH-000356,-0.278550569239
ACH-000361,0.020848636243499998
ACH-000362,0.09622076799189999
ACH-000363,-0.00883575710072
ACH-000364,0.11706871969699999
ACH-000365,0.013980410731299998
ACH-000366,-0.177114267038
ACH-000368,0.0060036367231099995
ACH-000374,-0.06289886469650001
ACH-000375,-0.12221029090600001
ACH-000376,-0.0491522711577
ACH-000381,-0.0992385849707
ACH-000383,0.0423874513241
ACH-000387,-0.047080000833800005
ACH-000389,-0.245242994785
ACH-000390,-0.040322349749
ACH-000393,-0.182036782341
ACH-000395,0.228444912148
ACH-000397,-0.00344641621139
