,TNFRSF10C (8794)
ACH-000004,0.159077039152
ACH-000007,0.262855585877
ACH-000009,0.29686541015
ACH-000011,0.23674289365600001
ACH-000012,0.09503624758580001
ACH-000013,0.193962440812
ACH-000014,0.179440339107
ACH-000015,0.167233955669
ACH-000017,0.22073401529300002
ACH-000018,0.222343659249
ACH-000019,0.0721269351029
ACH-000021,0.182078402821
ACH-000022,0.0422555381161
ACH-000025,-0.009007173487239999
ACH-000028,0.164275402614
ACH-000030,0.26902803900600003
ACH-000035,0.12127803485500001
ACH-000036,-0.00395372439513
ACH-000037,0.0643009819494
ACH-000039,0.235787588305
ACH-000040,0.0998156377867
ACH-000041,-0.104601226984
ACH-000042,0.245965221921
ACH-000045,0.0638664803209
ACH-000047,0.131676374097
ACH-000052,0.248730764971
ACH-000053,0.139563831397
ACH-000054,0.124632563769
ACH-000055,0.128734165859
ACH-000060,0.0651213671744
ACH-000067,0.207445480544
ACH-000070,0.2227536563
ACH-000075,-0.026811528056900003
ACH-000078,0.0266049456989
ACH-000082,0.0276779842172
ACH-000085,0.21222010549800002
ACH-000086,0.245564328644
ACH-000087,0.46564315537
ACH-000092,0.182470425809
ACH-000095,0.15319652946100001
ACH-000097,0.102478275711
ACH-000098,0.23035958769
ACH-000099,0.161497274223
ACH-000108,0.0658833358112
ACH-000113,0.19275276848
ACH-000115,-0.030407803026799997
ACH-000116,0.14593325736999999
ACH-000118,0.131100432273
ACH-000120,0.06389841258119999
ACH-000123,0.239162957258
ACH-000127,0.0660537804439
ACH-000128,0.022288393665900002
ACH-000132,0.20861675505199997
ACH-000133,0.14919542487600002
ACH-000137,0.132924741163
ACH-000138,0.19011986002
ACH-000142,0.250037911818
ACH-000143,0.16998904458500003
ACH-000146,0.0705789019875
ACH-000148,0.163698865032
ACH-000150,0.12397439528200001
ACH-000152,0.310252709994
ACH-000153,0.209466988836
ACH-000159,0.0658365372149
ACH-000160,0.273833848186
ACH-000163,0.0416947282014
ACH-000167,-0.258173136688
ACH-000168,-0.164847547556
ACH-000169,0.198758542877
ACH-000178,0.104764278311
ACH-000182,0.149811810194
ACH-000183,0.144657319619
ACH-000188,0.0752672183479
ACH-000189,-0.192034358138
ACH-000190,0.245164475704
ACH-000198,0.157666974749
ACH-000204,-0.0427566485073
ACH-000206,-0.102185206357
ACH-000207,0.216104465632
ACH-000211,0.12053538237500001
ACH-000215,0.29456276921999996
ACH-000221,0.197738022493
ACH-000222,0.22852761736299998
ACH-000223,0.242528062213
ACH-000226,0.23946204925099998
ACH-000227,0.24607507968800002
ACH-000228,-0.09298331496869999
ACH-000231,0.252946813278
ACH-000232,0.131364346864
ACH-000233,0.0421498932962
ACH-000234,0.05858713732200001
ACH-000235,0.14768040218599998
ACH-000237,0.0766903338716
ACH-000238,0.115470452494
ACH-000243,0.11060803483699999
ACH-000244,-0.0354640116898
ACH-000246,0.236682494498
ACH-000248,0.014599403350599999
ACH-000250,0.07472037008489998
ACH-000251,0.116881914264
ACH-000253,0.23868730803100002
ACH-000255,0.166747536347
ACH-000256,0.222523399969
ACH-000257,0.18021624252000001
