,VAX1 (11023)
ACH-000004,0.117578808265
ACH-000007,0.116937796664
ACH-000009,0.032269194261
ACH-000011,-0.012157308220600002
ACH-000012,-0.10833597220100001
ACH-000013,0.0139276977884
ACH-000014,0.16989212157699998
ACH-000015,-0.06957149679750001
ACH-000017,-0.061410821901500004
ACH-000018,-0.123785785846
ACH-000019,-0.0561221629837
ACH-000021,0.18823941738299999
ACH-000022,-0.010767993203399998
ACH-000025,-0.0958960714693
ACH-000028,0.19773329848700003
ACH-000030,0.0731757069282
ACH-000035,0.0167004220008
ACH-000036,0.16506156471
ACH-000037,-0.217296002099
ACH-000039,0.290787244105
ACH-000040,-0.011775540970299998
ACH-000041,0.0819375087827
ACH-000042,0.060566214139
ACH-000045,0.10921317294999999
ACH-000047,0.10654358967399999
ACH-000052,0.0679391699914
ACH-000053,0.11838443549699999
ACH-000054,0.089086593838
ACH-000055,-0.106799182869
ACH-000060,-0.027057231335
ACH-000067,-0.0951180089174
ACH-000070,-0.038969835111599994
ACH-000075,0.09619719162589999
ACH-000078,0.141828785485
ACH-000082,0.041530423788199995
ACH-000085,0.06585069461529999
ACH-000086,0.0646068480297
ACH-000087,-0.053734848340300005
ACH-000092,0.183110156805
ACH-000095,-0.031946057574499996
ACH-000097,0.123518325914
ACH-000098,0.115178282706
ACH-000099,0.167474512392
ACH-000108,0.112640558608
ACH-000113,0.0
ACH-000115,0.15019961362
ACH-000116,0.137170035615
ACH-000118,0.0508088729391
ACH-000120,0.0915346833202
ACH-000123,0.210687917806
ACH-000127,0.0683445272643
ACH-000128,0.0344179729974
ACH-000132,0.049611271159499995
ACH-000133,0.226399535713
ACH-000137,0.12089518146
ACH-000138,0.14743889408299998
ACH-000142,0.11613591043400001
ACH-000143,0.0314151972298
ACH-000146,0.119701207665
ACH-000148,-0.0437206187823
ACH-000150,0.15553460199000002
ACH-000152,0.00912019712245
ACH-000153,0.17771640881099998
ACH-000159,0.0336785081232
ACH-000160,0.024234690398900003
ACH-000163,-0.0308388583258
ACH-000167,-0.00777976769591
ACH-000168,0.35486877355400004
ACH-000169,-0.153993122232
ACH-000178,0.0952542122774
ACH-000182,0.032916491099799994
ACH-000183,0.110155533145
ACH-000188,0.19129510054
