,TIE1 (7075)
ACH-000619,-0.23633341579999997
ACH-000620,-0.192549346435
ACH-000621,-0.39561968947400006
ACH-000622,-0.21386875886
ACH-000623,-0.0634105610443
ACH-000624,-0.242672768255
ACH-000627,-0.49180603618600005
ACH-000630,-0.37307981081
ACH-000632,-0.394557551372
ACH-000633,-0.18357427746100002
ACH-000637,-0.143391343761
ACH-000638,-0.42887664097499995
ACH-000646,0.037739280480400005
ACH-000647,-0.23390257987500002
ACH-000648,-0.370853682287
ACH-000649,-0.296337129398
ACH-000651,-0.306797038777
ACH-000652,-0.43084690344300003
ACH-000653,-0.374983366648
ACH-000657,-0.245534062715
ACH-000658,-0.235137537929
ACH-000661,-0.172578643339
ACH-000662,0.131224249111
ACH-000663,-0.180536473035
ACH-000665,-0.181217447085
ACH-000671,-0.332566544444
ACH-000673,-0.295884528794
ACH-000676,-0.240760855663
ACH-000677,-0.18468541035900002
ACH-000681,-0.344693362118
ACH-000682,-0.33129046096000003
ACH-000683,-0.368530673546
ACH-000684,-0.401277107544
ACH-000688,-0.112042847596
ACH-000693,-0.387157905018
ACH-000694,-0.36405903355400004
ACH-000695,-0.0104880901596
ACH-000696,-0.309095461029
ACH-000697,-0.41371161588
ACH-000699,-0.18678700911499999
ACH-000701,-0.430187081696
ACH-000706,-0.428043155064
ACH-000711,-0.34065502793700003
ACH-000713,-0.522222561705
ACH-000714,-0.207879401542
ACH-000718,-0.40593225899499996
ACH-000720,-0.32138909557100004
ACH-000721,-0.274250011176
ACH-000724,-0.625528541012
ACH-000725,-0.156129449206
ACH-000732,-0.41434879778399997
ACH-000734,-0.33408706941300004
ACH-000735,-0.420462079846
ACH-000736,-0.25433096457800003
ACH-000738,-0.176073620805
ACH-000746,-0.07081893058989999
ACH-000747,-0.274610637435
ACH-000748,-0.370328903672
ACH-000753,-0.353108298841
ACH-000756,-0.144854053041
ACH-000757,-0.280656528758
ACH-000758,-0.29632548827
ACH-000760,-0.157530829215
ACH-000763,-0.33530122719
ACH-000764,-0.397213090745
ACH-000765,-0.23509358353100002
ACH-000766,-0.05507010503280001
ACH-000767,-0.413470880529
ACH-000768,-0.150996670718
ACH-000769,-0.418674411695
ACH-000770,-0.153802899968
ACH-000771,-0.28610450627399997
ACH-000773,-0.211751709437
ACH-000776,-0.49451142599799996
ACH-000777,-0.471254040787
ACH-000778,-0.283381918645
ACH-000781,-0.18225110680999998
ACH-000782,-0.471007440166
ACH-000783,-0.2196679739
ACH-000784,-0.424063656093
ACH-000785,-0.587020227826
ACH-000787,-0.42468691829899996
ACH-000788,-0.25598995360300003
ACH-000791,-0.394706069532
ACH-000792,-0.312477279964
ACH-000794,-0.368825721267
ACH-000796,-0.261537839579
ACH-000799,-0.0011501384523
ACH-000800,-0.232343582144
ACH-000802,-0.163050096066
ACH-000804,-0.45284624173
ACH-000805,-0.328516411019
ACH-000809,-0.21683171777899998
ACH-000810,-0.0130746657207
ACH-000811,-0.37643875467
ACH-000817,-0.383515545057
ACH-000819,-0.206832482722
ACH-000820,-0.492371354978
ACH-000821,-0.130544735496
ACH-000822,-0.25484329243299997
ACH-000823,-0.280446420034
ACH-000824,-0.14751062861
ACH-000827,-0.22921625286400002
ACH-000829,-0.39780158868500004
ACH-000831,-0.216359983282
ACH-000832,-0.14422476538100001
ACH-000833,-0.188420896107
ACH-000834,-0.13811531287
ACH-000835,-0.245305126549
ACH-000836,-0.132419607936
ACH-000837,-0.251705263596
ACH-000838,-0.430725971386
ACH-000839,-0.466675151146
ACH-000840,-0.219353883275
ACH-000841,-0.3366884189
ACH-000843,-0.173813033347
ACH-000846,-0.35015997671899995
ACH-000847,-0.43885459390299997
ACH-000848,-0.151783444182
ACH-000849,-0.39511358263400004
ACH-000851,-0.278592718556
ACH-000855,-0.316389725596
ACH-000856,-0.15405956025999998
ACH-000858,-0.37185506172300004
ACH-000859,-0.312799493154
ACH-000861,-0.35334756756200003
ACH-000862,-0.11172171010700001
ACH-000865,-0.185324105359
ACH-000866,-0.268631255679
ACH-000867,-0.188391646328
ACH-000869,-0.5007723344520001
ACH-000872,-0.603353546628
ACH-000873,-0.21907844431200002
ACH-000876,-0.04106143197
ACH-000878,-0.176550116544
ACH-000880,-0.09758957265000001
ACH-000881,-0.22134328206099999
ACH-000882,-0.386989388306
ACH-000884,-0.276026283484
ACH-000885,-0.27666124661200003
ACH-000887,-0.42977188699600005
ACH-000888,-0.274870115064
ACH-000889,-0.29628239480999996
ACH-000890,-0.258757788068
ACH-000896,-0.200552465555
ACH-000898,-0.224610042427
ACH-000900,-0.21979690046
ACH-000901,-0.308985116155
ACH-000905,-0.134476147017
ACH-000906,-0.33781318056000004
ACH-000907,-0.274749237435
ACH-000910,-0.21443778988099998
ACH-000911,-0.217621736716
ACH-000912,-0.321570756788
ACH-000913,-0.2465082933
ACH-000915,-0.167298482448
ACH-000916,0.12012919107799999
ACH-000917,-0.226151259895
ACH-000921,-0.298943729085
ACH-000924,-0.24533407942899998
ACH-000926,-0.400377493605
ACH-000928,-0.26942630335900003
ACH-000929,-0.0996996929807
ACH-000932,-0.294600136774
ACH-000935,-0.38905842610200003
ACH-000936,-0.231089655029
ACH-000937,-0.295695194684
ACH-000938,-0.300752328504
ACH-000939,-0.39766842567500005
ACH-000941,-0.067708850406
ACH-000943,-0.295938736147
ACH-000946,-0.24118107885499998
ACH-000947,-0.220966119406
ACH-000948,-0.257879262579
ACH-000950,0.11146696961500001
ACH-000953,-0.319475180905
ACH-000957,-0.13154559412
ACH-000958,-0.40691185181100004
ACH-000960,-0.291520559129
ACH-000963,-0.360953677945
ACH-000968,-0.213825968303
ACH-000969,-0.399270742412
ACH-000973,-0.136421493964
ACH-000974,-0.27240662152399997
ACH-000975,-0.454221487127
ACH-000976,-0.216003064307
ACH-000978,0.0812806452243
ACH-000980,-0.2184709956
ACH-000984,-0.0898570737284
ACH-000986,-0.297694546894
ACH-000988,-0.137340799495
ACH-000993,-0.311055971617
ACH-000994,-0.38955542849
ACH-000996,-0.33530227141999996
ACH-001001,-0.34073281353
ACH-001020,-0.592026014611
ACH-001028,-0.189810116334
ACH-001031,-0.24825669084199997
ACH-001038,-0.29440453881900003
ACH-001048,-0.326351869646
ACH-001050,-0.360693101109
ACH-001053,-0.19247714268
ACH-001054,-0.388912511086
ACH-001061,-0.298435709325
ACH-001067,-0.230654921954
ACH-001075,-0.325201677401
ACH-001096,-0.166248592532
ACH-001128,0.00969073157911
ACH-001134,-0.319730245602
ACH-001151,-0.23204253470400002
ACH-001163,-0.138923173687
ACH-001164,-0.12887402428
ACH-001173,-0.268676466468
ACH-001183,-0.29195483783799997
ACH-001184,-0.137848879333
ACH-001190,-0.307541040313
ACH-001192,-0.08852586410810001
ACH-001193,0.26872227877599997
ACH-001196,-0.048265112739000006
ACH-001197,-0.268525930585
ACH-001205,-0.512822887103
ACH-001211,-0.237900682833
ACH-001212,0.0602719854633
ACH-001228,-0.345840087323
ACH-001232,-0.11975620692
ACH-001239,-0.284041848737
ACH-001274,-0.255113461243
ACH-001275,-0.19761991148299998
ACH-001277,-0.19264356169
ACH-001278,-0.216292493954
ACH-001280,-0.166292312793
ACH-001283,-0.10830839224099999
ACH-001289,-0.181711358955
ACH-001295,-0.14503272170999998
ACH-001300,-0.27067100402
ACH-001301,-0.46856015016
ACH-001302,0.0412775608432
ACH-001303,-0.27126805194200004
ACH-001306,-0.148573387604
ACH-001318,-0.27816742198100003
ACH-001322,-0.669057572122
ACH-001328,-0.437655584718
ACH-001332,-0.128913931741
ACH-001333,-0.267096071592
ACH-001336,-0.229566458635
ACH-001340,-0.36362951101999996
ACH-001346,-0.314943139904
ACH-001353,-0.248757131274
ACH-001354,-0.32771558422499997
ACH-001367,-0.142769617171
ACH-001368,-0.18319144943799998
ACH-001374,-0.08076997892360001
ACH-001375,-0.019296362509700002
ACH-001377,-0.19627587178800002
ACH-001380,-0.384483501876
ACH-001391,-0.374468486453
ACH-001407,-0.244760344771
ACH-001408,-0.41640997255500006
ACH-001413,-0.20979407478300002
ACH-001430,-0.205576428485
ACH-001431,-0.402311110748
ACH-001450,-0.010238149947499999
ACH-001496,-0.210235624699
ACH-001500,-0.515498356615
ACH-001521,-0.513498325333
ACH-001523,-0.18285739991900002
ACH-001532,-0.198493877352
ACH-001536,-0.155269621242
ACH-001550,-0.233149015432
ACH-001552,-0.006258873838600001
ACH-001554,-0.22470533315000002
ACH-001645,-0.0344737417921
ACH-001654,-0.13615171993300001
ACH-001715,-0.242006492767
ACH-001735,-0.33566067168700003
ACH-001736,-0.27551022781999995
ACH-001737,-0.4505632711
ACH-001740,-0.21695193118
ACH-001745,-0.146874851073
ACH-001750,-0.134356911734
ACH-001765,-0.24955649790399997
ACH-001956,-0.22796367705499998
ACH-001957,-0.20101910764400002
