,TRAM2 (9697)
ACH-000004,-0.0975367267553
ACH-000007,0.0403498837467
ACH-000009,-0.18660602777899998
ACH-000011,0.021270156468199998
ACH-000012,0.159452206781
ACH-000013,0.060786262867800006
ACH-000014,0.0926130583151
ACH-000015,0.0991018298293
ACH-000017,0.0892250794293
ACH-000018,0.15287808754499999
ACH-000019,0.107744550387
ACH-000021,-0.103447393796
ACH-000022,0.155996236526
ACH-000025,-0.027900529133
ACH-000028,0.10133194085899999
ACH-000030,-0.0083708602486
ACH-000035,-0.170710603059
ACH-000036,-0.383372200305
ACH-000037,-0.032241067052099996
ACH-000039,0.0235612182852
ACH-000040,-0.0208336275365
ACH-000041,-0.0234268481643
ACH-000042,0.07678550333430001
ACH-000045,0.0053137872967
ACH-000047,-0.0656650282789
ACH-000052,0.0827664392051
ACH-000053,0.179017446644
ACH-000054,0.0492317249757
ACH-000055,0.169120624527
ACH-000060,-0.36921864448700004
ACH-000067,-0.236031004645
ACH-000070,0.09270301937410001
ACH-000075,0.231352938573
ACH-000078,0.0565728327956
ACH-000082,-0.0054945199485000006
ACH-000085,0.0431434091916
ACH-000086,-0.000196418690909
ACH-000087,-0.213399632553
ACH-000092,-0.116498976566
ACH-000095,0.045796996094199995
ACH-000097,-0.10510365769999999
ACH-000098,0.014327582896100002
ACH-000099,-0.0253115040028
ACH-000108,-0.025638569410200002
ACH-000113,0.0441639598525
ACH-000115,-0.139804400786
ACH-000116,0.113796768486
ACH-000118,0.0158376451576
ACH-000120,0.0745853871367
ACH-000123,-0.08259634666789999
ACH-000127,-0.09104384527119999
ACH-000128,-0.240983621807
ACH-000132,0.0115401771692
ACH-000133,-0.0742383807468
ACH-000137,0.09869810916239999
ACH-000138,0.19101035904599997
ACH-000142,-0.0598653269781
ACH-000143,-0.0938294169772
ACH-000146,0.09627125935219999
ACH-000148,0.193965177581
ACH-000150,-0.151044101728
ACH-000152,0.223743442098
ACH-000153,0.258408240536
ACH-000159,0.100284803105
ACH-000160,-0.10478749051200001
ACH-000163,0.40376098159999996
ACH-000167,-0.16110495889499998
ACH-000168,0.023084096973299998
ACH-000169,0.00673365381569
ACH-000178,-0.0137432553455
ACH-000182,0.22903316639899998
ACH-000183,0.08365925861010001
ACH-000188,-0.13045922426200002
ACH-000189,0.27312644274799996
ACH-000190,-0.046442728473199996
ACH-000198,0.0373395812151
ACH-000204,0.0361031263371
ACH-000206,0.12017831521500001
ACH-000207,-0.20151600479899998
ACH-000211,0.06160109961069999
ACH-000215,0.09843069365589999
ACH-000221,0.194284240576
ACH-000222,-0.194200725985
ACH-000223,-0.108960032316
ACH-000226,0.08801822483249999
ACH-000227,-0.08654693179030001
ACH-000228,-0.22989438875100002
ACH-000231,0.00155153100828
ACH-000232,-0.152058609751
ACH-000233,0.096653902375
ACH-000234,-0.026239356349299997
ACH-000235,-0.056696896561
ACH-000237,-0.192197114482
ACH-000238,-0.0652305042307
ACH-000243,-0.121992698645
ACH-000244,0.0014633949186500003
ACH-000246,-0.027951859572900004
ACH-000248,0.031918886657
ACH-000250,0.021156444328900004
ACH-000251,0.012334908439
ACH-000253,0.036981502755
ACH-000255,0.018290280738099997
ACH-000256,-0.146253566014
ACH-000257,0.0058792613867899995
ACH-000258,0.386234240656
ACH-000259,0.0463752489771
ACH-000260,0.09474192063030001
ACH-000261,-0.0281348150924
ACH-000262,0.078245398876
ACH-000263,-0.000785268662427
ACH-000264,0.030690187418800002
ACH-000265,-0.0265969080216
ACH-000266,0.152389719419
ACH-000272,-0.033191957069900004
ACH-000273,0.0916221775257
ACH-000274,-0.200396776198
ACH-000277,0.09744338218979999
ACH-000278,0.17069114448699998
ACH-000279,-0.125550379987
ACH-000280,-0.07049578352139999
ACH-000281,-0.18273744682
ACH-000288,0.031096240483499998
ACH-000291,-0.0783091588508
ACH-000293,0.0860376899805
ACH-000294,0.108591282673
ACH-000295,0.153633320133
ACH-000296,-0.124494498561
ACH-000302,-0.107243061965
ACH-000304,0.280349818495
ACH-000307,-0.137860575365
ACH-000308,0.057687746717
ACH-000310,-0.047122968911499995
ACH-000311,-0.08382364957560001
ACH-000312,-0.010624648545299998
ACH-000315,0.058374592189600005
ACH-000316,-0.08169248278710001
ACH-000317,-0.043253277127
ACH-000318,-0.0596697977191
ACH-000319,0.10692539208900001
ACH-000320,0.125072481827
ACH-000322,0.23163589431200002
ACH-000323,-0.0695292304954
ACH-000324,-0.0214418018808
ACH-000329,-0.062916606607
ACH-000330,-0.381335961035
ACH-000331,-0.47357412732299997
ACH-000332,-0.0153819489164
ACH-000334,0.216868513562
ACH-000335,0.107676474905
ACH-000336,0.0526893209711
ACH-000337,-0.0021914526856700004
ACH-000339,-0.0193822406458
ACH-000341,0.0896878910309
ACH-000348,0.0921037373261
