,TIAF1 (9220)
ACH-000273,-0.0466952997
ACH-000274,-0.35332751517
ACH-000277,-0.22810428871999996
ACH-000278,-0.17747644875500002
ACH-000279,-0.28591880284800003
ACH-000280,-0.224379820728
ACH-000281,-0.24819981673
ACH-000288,-0.37806066500600005
ACH-000291,-0.0942845994544
ACH-000293,-0.248057066255
ACH-000294,-0.15006351045
ACH-000295,-0.42821650971999997
ACH-000296,-0.256562588901
ACH-000302,-0.204344929838
ACH-000304,-0.254984806057
ACH-000307,-0.17026036347800003
ACH-000308,-0.0571722918413
ACH-000310,-0.0979850561193
ACH-000311,-0.124082157231
ACH-000312,-0.17384963749600002
ACH-000315,-0.152921883935
ACH-000316,-0.20084870476
ACH-000317,-0.218418219609
ACH-000318,-0.232784073099
ACH-000319,-0.269280000812
ACH-000320,-0.273478579255
ACH-000322,-0.20585249481600001
ACH-000323,-0.270965997007
ACH-000324,-0.10817950115599999
ACH-000329,-0.195085004687
ACH-000330,-0.213373949015
ACH-000331,-0.187982772705
ACH-000332,-0.0919182650519
ACH-000334,-0.416528565872
ACH-000335,-0.04353922973669999
ACH-000336,-0.145203824702
ACH-000337,-0.303083946464
ACH-000339,-0.129212516242
ACH-000341,0.129485324165
ACH-000348,-0.232761100407
ACH-000350,-0.163747841531
ACH-000352,-0.15749643895999998
ACH-000356,-0.5842503779379999
ACH-000361,-0.185734269914
ACH-000362,-0.160975795083
ACH-000363,-0.057459460410599995
ACH-000364,-0.234286285363
ACH-000365,-0.401383752008
ACH-000366,-0.21415654989900001
ACH-000368,-0.249687037064
ACH-000374,-0.339269913129
ACH-000375,-0.433668489252
ACH-000376,-0.0383784895151
ACH-000381,-0.231229432125
ACH-000383,-0.345822077749
ACH-000387,-0.276784057968
ACH-000389,0.0263931281385
ACH-000390,-0.337061361981
ACH-000393,-0.0946486809836
ACH-000395,-0.195649672541
ACH-000397,-0.147549482805
ACH-000401,-0.4597081888600001
ACH-000402,-0.596930484819
ACH-000403,-0.205445882164
ACH-000404,-0.123968226981
ACH-000406,-0.189502124296
ACH-000407,-0.12416816862400001
ACH-000408,-0.316866086378
ACH-000410,-0.186730134105
ACH-000411,-0.229084744272
ACH-000414,-0.106271722621
ACH-000415,-0.353795681469
ACH-000416,-0.22121367545899998
ACH-000420,-0.192378466827
ACH-000421,-0.327239459717
ACH-000424,-0.23259911248000004
ACH-000425,-0.06353722964919999
ACH-000426,-0.0515549788615
ACH-000427,-0.40450668374
ACH-000433,-0.289817943505
ACH-000436,-0.15116308987299998
ACH-000444,0.0028997816899899997
ACH-000445,-0.4703716459
ACH-000448,-0.16218285404899999
ACH-000450,-0.102115571561
ACH-000452,-0.292752904767
ACH-000454,-0.177721124165
ACH-000458,-0.37510768409699996
ACH-000459,-0.194967539044
ACH-000460,-0.0238422131175
ACH-000461,-0.149370139305
ACH-000463,-0.14188296032
ACH-000464,0.0800747988319
ACH-000466,-0.399997076559
ACH-000467,-0.330801483922
ACH-000468,-0.216723213468
ACH-000469,-0.289509040443
ACH-000470,-0.223860656376
ACH-000471,-0.145806219619
ACH-000472,-0.17214690072500002
ACH-000473,-0.139225846833
ACH-000475,-0.11272850453500001
ACH-000476,-0.19246271563099998
ACH-000477,-0.18991518215599998
ACH-000480,-0.17404440762099999
ACH-000481,-0.08703900910210001
ACH-000483,-0.150204909837
ACH-000484,-0.109314324744
ACH-000485,-0.23174356576299998
ACH-000486,-0.32221584426100003
ACH-000487,-0.140897546363
ACH-000488,-0.21940752874400002
ACH-000490,-0.21681103253000003
ACH-000491,-0.18399691776500002
ACH-000495,-0.18476711786
ACH-000496,-0.166229136262
ACH-000499,-0.0740494637006
ACH-000500,-0.165457536907
ACH-000502,-0.381150710606
ACH-000503,-0.141606276293
ACH-000505,-0.193462150518
ACH-000507,-0.135287211825
ACH-000510,-0.20033207934900002
ACH-000511,-0.28146616601700003
ACH-000512,-0.34692798177699996
ACH-000516,-0.269719464297
ACH-000517,-0.160192184648
ACH-000518,-0.254573542326
ACH-000520,-0.233516681063
ACH-000521,-0.17432191655
ACH-000522,-0.12128499894400001
ACH-000524,-0.240224144315
ACH-000527,-0.218634323661
ACH-000528,-0.197743513152
ACH-000537,-0.392374242196
ACH-000541,-0.205309695315
ACH-000542,-0.374813373038
ACH-000544,-0.268858319734
ACH-000545,-0.12983423406300001
ACH-000547,-0.19096836270300002
ACH-000548,-0.262074746062
ACH-000549,-0.327954013032
ACH-000550,0.0614316680094
ACH-000552,-0.302129357033
ACH-000556,-0.43824830026100003
ACH-000557,-0.19844906575100002
ACH-000570,-0.007530128612319999
ACH-000571,-0.14229897658600002
ACH-000573,-0.112980001097
ACH-000576,-0.250013157028
ACH-000580,-0.08725084545710002
ACH-000584,-0.131829526249
ACH-000585,-0.12898578020600002
ACH-000588,-0.346410617433
ACH-000589,-0.168208016649
ACH-000591,-0.0740129172035
ACH-000593,-0.21434797783
ACH-000600,-0.305041527491
ACH-000601,-0.265236571928
ACH-000604,-0.34639604308300004
ACH-000605,-0.06328549662930001
ACH-000606,-0.33639981219000004
ACH-000608,-0.20929529093
ACH-000614,-0.177008645954
ACH-000616,-0.280463346598
ACH-000618,-0.315782502555
ACH-000619,-0.262918821521
ACH-000620,-0.23068190534699998
ACH-000621,-0.298981306562
ACH-000622,-0.031408385842300005
ACH-000623,-0.327262464544
ACH-000624,-0.20382905587699998
ACH-000627,-0.0646389917669
ACH-000630,-0.146571923891
ACH-000632,-0.17287311158799998
ACH-000633,-0.144221537856
ACH-000637,-0.28918076499400003
ACH-000638,-0.18205874921100001
ACH-000646,0.032590688335099996
ACH-000647,-0.213497824914
ACH-000648,0.015411060507100002
ACH-000649,-0.11302547407199999
ACH-000651,-0.12561921850899999
ACH-000652,-0.0229362764451
ACH-000653,-0.195151451942
ACH-000657,-0.12880310595
ACH-000658,-0.178225728052
ACH-000661,-0.126533012779
ACH-000662,-0.48550698874
ACH-000663,-0.234627125074
ACH-000665,-0.0345530016333
ACH-000671,-0.15495973154200002
ACH-000673,-0.27956741197900004
ACH-000676,-0.261395366215
ACH-000677,-0.182720732027
ACH-000681,-0.128994336453
ACH-000682,-0.290843665979
ACH-000683,-0.109038088736
ACH-000684,-0.22414068717099997
ACH-000688,-0.265851946676
ACH-000693,-0.202068813444
ACH-000694,-0.17297939012699998
ACH-000695,-0.316245962192
ACH-000696,-0.110198793236
ACH-000697,-0.24801531472899999
ACH-000699,-0.17037375349300002
ACH-000701,-0.173706279656
ACH-000706,-0.275066352854
ACH-000711,-0.396311639845
ACH-000713,-0.395232609015
ACH-000714,-0.17141898773800002
ACH-000718,-0.0326443759238
ACH-000720,-0.277002527695
ACH-000721,-0.22753122581000002
ACH-000724,-0.214225384232
ACH-000725,-0.49012606801799996
ACH-000732,-0.40425963726499997
ACH-000734,-0.0595565652288
ACH-000735,-0.343212901187
ACH-000736,-0.137416194882
ACH-000738,-0.072642838634
ACH-000746,-0.32737335385099997
ACH-000747,-0.310340790498
ACH-000748,-0.0186521437517
ACH-000753,-0.200976189376
ACH-000756,-0.295409218847
ACH-000757,-0.130656122398
ACH-000758,-0.256238740862
ACH-000760,-0.0742972670207
ACH-000763,-0.320866220283
ACH-000764,-0.06214625823580001
ACH-000765,0.00915249064686
ACH-000766,-0.0768907600313
ACH-000767,-0.23350568723700002
ACH-000768,-0.230325069597
ACH-000769,-0.256611440202
ACH-000770,-0.19523996783199998
ACH-000771,-0.298846991554
ACH-000773,-0.257353082667
ACH-000776,-0.19762988967999998
ACH-000777,-0.11838187671499999
ACH-000778,-0.10468106707800001
ACH-000781,-0.163116740733
ACH-000782,-0.152210870291
ACH-000783,-0.055769841644800006
ACH-000784,-0.33380762383699997
ACH-000785,-0.274567617753
ACH-000787,-0.16074215340999998
ACH-000788,-0.102663617174
ACH-000791,-0.355185786487
ACH-000792,-0.240707357014
ACH-000794,-0.25140022875100004
ACH-000796,-0.150287601635
ACH-000799,-0.171894669155
ACH-000800,-0.2085937914
ACH-000802,-0.190551672725
ACH-000804,0.10736732636700001
ACH-000805,-0.112258457058
ACH-000809,-0.49615789828
ACH-000810,-0.0851037854994
ACH-000811,-0.162900105644
ACH-000817,-0.195707461956
ACH-000819,-0.25907699513099997
ACH-000820,-0.2902138614
ACH-000821,-0.5278316568379999
ACH-000822,-0.0691475439419
ACH-000823,-0.192016531271
ACH-000824,-0.12421910439000002
ACH-000827,-0.18634044885200002
ACH-000829,-0.046375945110200004
ACH-000831,-0.197027437502
ACH-000832,-0.360580556989
ACH-000833,-0.143206446832
ACH-000834,-0.185530667777
ACH-000835,-0.108383541028
ACH-000836,0.07959197632060001
ACH-000837,-0.306029597808
ACH-000838,-0.520240932633
ACH-000839,-0.415907990656
ACH-000840,-0.174978619141
ACH-000841,-0.26420850767299997
ACH-000843,-0.20368079518100002
ACH-000846,-0.249581327934
ACH-000847,-0.225186691603
ACH-000848,-0.045932967528999995
ACH-000849,-0.113763683369
ACH-000851,-0.037108107659300005
ACH-000855,-0.10071996839700001
ACH-000856,-0.290349636973
ACH-000858,-0.266563937902
ACH-000859,-0.382742433512
ACH-000861,-0.018032759669700003
ACH-000862,-0.291970473063
ACH-000865,-0.111537235059
ACH-000866,-0.136616353424
ACH-000867,-0.231833381959
ACH-000869,-0.376422206444
ACH-000872,-0.242526458416
ACH-000873,0.0565673441823
ACH-000876,-0.0808810326051
ACH-000878,0.28713039155299996
ACH-000880,-0.351613361453
ACH-000881,-0.154750517704
ACH-000882,-0.10271684228700001
ACH-000884,-0.310774986518
ACH-000885,-0.136403792773
ACH-000887,-0.284197894083
ACH-000888,-0.129320439551
ACH-000889,-0.18609395186299998
ACH-000890,-0.059109284017199996
ACH-000896,-0.227045656196
ACH-000898,-0.117544030886
ACH-000900,-0.307681783639
ACH-000901,-0.061870828487800004
ACH-000905,-0.126504886998
ACH-000906,-0.217477357595
ACH-000907,-0.21737110470899998
ACH-000910,-0.129947394363
ACH-000911,-0.21919025704999998
ACH-000912,-0.261351145652
ACH-000913,-0.175113193241
ACH-000915,-0.304850997446
ACH-000916,-0.6051959894510001
ACH-000917,-0.116399176475
ACH-000921,-0.253578400711
ACH-000924,-0.13191049971
ACH-000926,-0.237758931867
ACH-000928,-0.047844023760299996
ACH-000929,-0.32513629995099996
ACH-000932,-0.23475322634
ACH-000935,-0.26597637489500003
ACH-000936,0.00758983712796
ACH-000937,-0.26322612403900003
ACH-000938,-0.10734347730699999
ACH-000939,-0.35253715171300004
ACH-000941,-0.147669841995
ACH-000943,-0.241244516774
ACH-000946,-0.262263315353
ACH-000947,-0.284092068689
ACH-000948,-0.314182666109
ACH-000950,-0.221250885235
ACH-000953,-0.344319611501
ACH-000957,-0.133141551849
ACH-000958,-0.292414125335
ACH-000960,-0.242931284335
ACH-000963,-0.205836941459
ACH-000968,-0.027301583677
ACH-000969,-0.0908429629744
ACH-000973,-0.192190213163
ACH-000974,-0.290678819501
ACH-000975,-0.364143550119
ACH-000976,-0.190199817251
ACH-000978,-0.429643021806
ACH-000980,-0.21454245159200003
ACH-000984,-0.219622593169
ACH-000986,-0.310707684903
ACH-000988,-0.22769525023
ACH-000993,-0.290923770119
ACH-000994,0.157471416602
ACH-000996,-0.212944359386
ACH-001001,-0.11775094560900001
ACH-001020,-0.22490088919100001
ACH-001028,-0.264251779739
ACH-001031,-0.180242554169
ACH-001038,-0.436247599991
ACH-001048,-0.0522741318946
ACH-001050,-0.214805254193
ACH-001053,-0.155383410668
ACH-001054,-0.173282950627
ACH-001061,-0.170708343321
ACH-001067,-0.09104983555539999
ACH-001075,-0.21562666530900002
ACH-001096,-0.21196107498
ACH-001128,0.137530565068
ACH-001134,-0.24578124198000004
ACH-001151,-0.11917685295999998
ACH-001163,-0.596474479744
ACH-001164,-0.0666783304454
ACH-001173,-0.155443739118
ACH-001183,-0.33666685526100004
ACH-001184,-0.042459313931200005
ACH-001190,-9.07995110116e-05
ACH-001192,-0.44336094897399997
ACH-001193,-0.164394341882
ACH-001196,-0.150797179955
ACH-001197,-0.23969335511599998
ACH-001205,-0.159752481028
ACH-001211,-0.330757651411
ACH-001212,-0.32148109192499996
ACH-001228,-0.027594882778799998
ACH-001232,-0.306918301872
ACH-001239,-0.204259952962
ACH-001274,-0.203923242581
ACH-001275,-0.162463786451
ACH-001277,-0.0775662960657
ACH-001278,-0.139274205341
ACH-001280,-0.46285819526
ACH-001283,-0.134241146437
ACH-001289,-0.186879443672
ACH-001295,-0.173925213122
ACH-001300,-0.228995907645
ACH-001301,-0.19156440827399998
ACH-001302,-0.293359984334
ACH-001303,-0.213577701237
ACH-001306,-0.09215201219210001
ACH-001318,-0.124878001599
ACH-001322,-0.16990233900899998
ACH-001328,-0.323598380653
ACH-001332,-0.29625391144900004
ACH-001333,-0.16499453615499998
ACH-001336,-0.12732678671199998
ACH-001340,-0.12127006364399999
ACH-001346,-0.41289023824500004
ACH-001353,-0.315042245293
ACH-001354,-0.166572342204
ACH-001367,-0.158242680214
ACH-001368,-0.18141658441599998
ACH-001374,0.015424590065600001
ACH-001375,-0.27751386739100004
ACH-001377,-0.18256056722300001
ACH-001380,-0.14198085573799998
ACH-001391,-0.247038939835
ACH-001407,-0.21038401313299998
ACH-001408,-0.36554618078100004
ACH-001413,-0.118238611363
ACH-001430,-0.0683446662324
ACH-001431,-0.22273359959000003
ACH-001450,-0.100633978414
ACH-001496,-0.19134404381200001
ACH-001500,-0.429914154983
ACH-001521,-0.0589479727765
ACH-001523,-0.213031984497
ACH-001532,-0.209672837489
ACH-001536,-0.0977569987745
ACH-001550,-0.22254481860800002
ACH-001552,-0.273394566149
ACH-001554,-0.163500120498
ACH-001645,-0.17903342405
ACH-001654,-0.112065684729
ACH-001715,-0.0970390110678
ACH-001735,-0.23015805094900002
ACH-001736,-0.260326031226
ACH-001737,-0.1029984895
ACH-001740,-0.19147186338599997
ACH-001745,-0.108065906513
ACH-001750,-0.177956067397
ACH-001765,-0.18360266304499998
ACH-001956,-0.159506227598
ACH-001957,-0.33759722085999994
