,IRG1 (730249)
ACH-000004,0.0624304989382
ACH-000007,0.162959314605
ACH-000009,0.07725323604569999
ACH-000011,-0.009770992647020001
ACH-000012,0.0380341207428
ACH-000013,0.0500890456717
ACH-000014,0.0484255001212
ACH-000015,0.0178463068827
ACH-000017,0.052741184869499996
ACH-000018,-0.0711742013781
ACH-000019,-0.09042699438339999
ACH-000021,-0.005871631000069999
ACH-000022,-0.0339274919257
ACH-000025,0.0573082188069
ACH-000028,-0.008885188066840001
ACH-000030,0.011791090281400001
ACH-000035,0.016730347785200002
ACH-000036,-0.0195493717375
ACH-000037,-0.0709002678258
ACH-000039,-0.20550203231
ACH-000040,-0.162515411169
ACH-000041,-0.110084411667
ACH-000042,-0.11973190240499999
ACH-000045,-0.0530902739706
ACH-000047,-0.07166576700739999
ACH-000052,-0.032076838950099995
ACH-000053,-0.021363357915599998
ACH-000054,-0.0342596033329
ACH-000055,-0.15344921245100002
ACH-000060,0.029781455038299997
ACH-000067,-0.10775982590399999
ACH-000070,-0.010323345165099999
ACH-000075,0.00403124053176
ACH-000078,-0.122993123842
ACH-000082,0.0419353621077
ACH-000085,-0.335031297593
ACH-000086,-0.114922484424
ACH-000087,0.117009619638
ACH-000092,-0.0239767785646
ACH-000095,-0.00382035730113
ACH-000097,0.06996565384100001
ACH-000098,-0.0547252270189
ACH-000099,0.0081282112639
ACH-000108,-0.151291234188
ACH-000113,-0.07209082921160001
ACH-000115,-0.12730299067099998
ACH-000116,-0.051911178475099996
ACH-000118,-0.034292168866
ACH-000120,0.0810241807812
ACH-000123,0.0112902543404
ACH-000127,0.050540976892599995
ACH-000128,0.021142387486200002
ACH-000132,0.0036455559511
ACH-000133,-0.0484059904799
ACH-000137,0.230911183735
ACH-000138,-0.0026602068481399997
ACH-000142,0.00741763929533
ACH-000143,0.0777752735693
ACH-000146,-0.006468075480640001
ACH-000148,-0.0522567496583
ACH-000150,-0.014324762738299999
ACH-000152,-0.0272695872283
ACH-000153,0.101157503567
ACH-000159,-0.17379901240899998
ACH-000160,-0.0308596292834
ACH-000163,-0.09677633377839999
ACH-000167,0.0394710715274
ACH-000168,-0.119804702479
ACH-000169,-0.0664285215797
ACH-000178,-0.0880451017237
ACH-000182,-0.09805465796260002
ACH-000183,0.08129343692430001
ACH-000188,0.0164050428913
ACH-000189,-0.17284766876200003
ACH-000190,-0.118250501541
ACH-000198,0.054355347942000004
ACH-000204,0.11803836990000001
ACH-000206,-0.0504161543296
ACH-000207,0.12253031465999999
ACH-000211,0.0268551901713
ACH-000215,-0.0389894965451
ACH-000221,-0.00877554277308
ACH-000222,0.103177464047
ACH-000223,-0.0718150605952
ACH-000226,0.0054428017932799996
ACH-000227,-0.18003702822099998
ACH-000228,-0.139344328979
ACH-000231,0.0135453344597
ACH-000232,-0.190124762407
ACH-000233,-0.013819615432
ACH-000234,-0.0991733749229
ACH-000235,-0.038260042549099996
ACH-000237,-0.10468081869899999
ACH-000238,0.042492408311400005
ACH-000243,0.011784040373
ACH-000244,0.129495955928
ACH-000246,0.0390214075595
ACH-000248,0.177821664701
ACH-000250,0.0464753298591
ACH-000251,0.11943844576099999
ACH-000253,0.060141434270599994
ACH-000255,-0.0146629660822
ACH-000256,0.0389042757961
ACH-000257,-0.112925037631
ACH-000258,0.0620549818526
ACH-000259,-0.07250753612939999
ACH-000260,-0.0592649300895
ACH-000261,-0.09975619764039999
ACH-000262,-0.170010038197
ACH-000263,-0.051960195222500005
ACH-000264,-0.01317009063
ACH-000265,-0.11325039602800001
ACH-000266,-0.0042619646223100004
ACH-000272,-0.0091394768907
ACH-000273,-0.047171806108
ACH-000274,-0.158758438688
ACH-000277,0.0822018631656
ACH-000278,-0.0281130097984
ACH-000279,0.039868499737999996
ACH-000280,0.0451933540053
ACH-000281,-0.252373605018
ACH-000288,-0.0227989470891
ACH-000291,0.051228269879
ACH-000293,-0.008721482077659999
ACH-000294,0.0841043131325
ACH-000295,-0.0703016749778
ACH-000296,-0.174238192604
ACH-000302,-0.0547675750186
ACH-000304,-0.300142184062
ACH-000307,-0.00436899845702
ACH-000308,-0.071572635175
ACH-000310,-0.170983569256
ACH-000311,-0.11744231734
ACH-000312,-0.0654205049696
ACH-000315,-0.231600391684
ACH-000316,0.0514029044876
ACH-000317,0.13310465923599998
ACH-000318,-0.12005555159000002
ACH-000319,0.0166007220386
ACH-000320,0.0718130817423
ACH-000322,-0.0642403587629
ACH-000323,-0.11499509372899999
ACH-000324,0.042709282723
ACH-000329,0.026218078947
ACH-000330,-0.0051229297488400004
ACH-000331,-0.046737795429699996
ACH-000332,-0.0161280710969
ACH-000334,-0.17961881588599998
ACH-000335,-0.0634194235535
ACH-000336,0.271281612091
ACH-000337,0.114320547274
ACH-000339,-0.11899776045600001
ACH-000341,-0.038593480870300005
ACH-000348,0.10730389482899999
