,SCNM1 (79005)
ACH-000004,-0.29180478820300004
ACH-000007,-0.46789515259400005
ACH-000009,-0.624282709563
ACH-000011,-0.419420809085
ACH-000012,-0.64343719905
ACH-000013,-0.43653206302299996
ACH-000014,-0.48796377889799997
ACH-000015,-0.48813319226199997
ACH-000017,-0.171394405959
ACH-000018,-0.603332495066
ACH-000019,-0.746842047329
ACH-000021,-0.331929455926
ACH-000022,-0.473430072637
ACH-000025,-0.48723757921300004
ACH-000028,-0.681867197769
ACH-000030,-0.34437011984
ACH-000035,-0.37327671373599997
ACH-000036,-0.482422128216
ACH-000037,-0.2075883412
ACH-000039,-0.7459145779909999
ACH-000040,-0.625804900636
ACH-000041,-0.48438622397200004
ACH-000042,-0.509057104472
ACH-000045,-0.34680864739100004
ACH-000047,-0.486538470582
ACH-000052,-0.618662247034
ACH-000053,-0.622811728148
ACH-000054,-0.261966761508
ACH-000055,-0.376087097077
ACH-000060,-0.463776537852
ACH-000067,-0.457173112826
ACH-000070,-0.187313779372
ACH-000075,-0.40041174237899996
ACH-000078,-0.45824839426299996
ACH-000082,-0.41613129931299997
ACH-000085,-0.632026546843
ACH-000086,-0.625616187333
ACH-000087,-0.559420445848
ACH-000092,-0.342726409272
ACH-000095,-0.48747364493900003
ACH-000097,-0.706332962745
ACH-000098,-0.64443672695
ACH-000099,-0.299769850523
ACH-000108,-0.479551637301
ACH-000113,-0.230064286556
ACH-000115,-0.39379134506999997
ACH-000116,-0.506999710296
ACH-000118,-0.47349260854099995
ACH-000120,-0.634657330047
ACH-000123,-0.40182145343099995
ACH-000127,-0.45961094576000006
ACH-000128,-0.243825091512
ACH-000132,-0.214048644305
ACH-000133,-0.70956518479
ACH-000137,-0.43757666541900003
ACH-000138,-0.546954311746
ACH-000142,-0.550051550725
ACH-000143,-0.615034950557
ACH-000146,-0.329345284774
ACH-000148,-0.623169069248
ACH-000150,-0.125706970928
ACH-000152,-0.44610414079099997
ACH-000153,-0.652708549636
ACH-000159,-0.36634384739500003
ACH-000160,-0.48621209127
ACH-000163,-0.520947098118
ACH-000167,-0.33498856522
ACH-000168,-0.49673413919500004
ACH-000169,-0.494980311896
ACH-000178,-0.18626624418200002
ACH-000182,-0.305300097073
ACH-000183,-0.549870264369
ACH-000188,-0.46240498444899997
ACH-000189,-0.4627774191
ACH-000190,-0.19684457133699998
ACH-000198,-0.325036163134
ACH-000204,-0.7278438792290001
ACH-000206,-0.27999496074999997
ACH-000207,-0.23865936412099997
ACH-000211,-0.811735571705
ACH-000215,-0.633054784562
ACH-000221,-0.286218297221
ACH-000222,-0.512328116137
ACH-000223,-0.393039998773
ACH-000226,-0.554589643007
ACH-000227,-0.48276499849699994
ACH-000228,-0.48879772663599996
ACH-000231,-0.36896113228200006
ACH-000232,-0.519236407597
ACH-000233,-0.357637719744
ACH-000234,-0.556047921256
ACH-000235,-0.444615428705
ACH-000237,-0.619441276575
ACH-000238,-0.12342693877999998
ACH-000243,-0.571558381811
ACH-000244,-0.617103364414
ACH-000246,-0.34537520563100005
ACH-000248,-0.45864699200900005
ACH-000250,-0.808459338432
ACH-000251,-0.6189347482850001
ACH-000253,-0.282964122689
ACH-000255,-0.395209686892
ACH-000256,-0.254860069131
ACH-000257,-0.294713670237
ACH-000258,-0.36792493529
ACH-000259,-0.441560732719
ACH-000260,-0.618951871267
ACH-000261,-0.369746763698
ACH-000262,-0.759089475519
ACH-000263,-0.162788010554
ACH-000264,-0.549437945271
ACH-000265,-0.477409748994
ACH-000266,-0.381832021444
ACH-000272,-0.365063218288
ACH-000273,-0.624289743342
ACH-000274,-0.34430508509
ACH-000277,-0.745693900844
ACH-000278,-0.530836548949
ACH-000279,-0.263182281335
ACH-000280,-0.331678632145
ACH-000281,-0.422262162297
ACH-000288,-0.394553475017
ACH-000291,-0.307112440005
ACH-000293,-0.458439769098
ACH-000294,-0.293609088927
ACH-000295,-0.42465041814599996
ACH-000296,-0.547822914259
ACH-000302,-0.404573182671
ACH-000304,-0.38342023243900003
ACH-000307,-0.377998580094
ACH-000308,-0.555925857945
ACH-000310,-0.421086588461
ACH-000311,-0.570818151888
ACH-000312,-0.5766590465879999
ACH-000315,-0.311121501158
ACH-000316,-0.378052309787
ACH-000317,-0.255629282141
ACH-000318,-0.44962004021000007
ACH-000319,-0.360546214733
ACH-000320,-0.44623287215400004
ACH-000322,-0.804506195922
ACH-000323,-0.503577245503
ACH-000324,-0.50483963792
ACH-000329,-0.655539782159
ACH-000330,-0.606320798273
ACH-000331,-0.6563368283609999
ACH-000332,-0.387885870819
ACH-000334,-0.39041183012599995
ACH-000335,-0.201308732691
ACH-000336,-0.045151126137100005
ACH-000337,-0.5700790941539999
ACH-000339,-0.354918323558
ACH-000341,-0.553001373169
ACH-000348,-0.173214601022
ACH-000350,-0.558113174192
ACH-000352,-0.309521419565
ACH-000356,-0.512134927516
ACH-000361,-0.535719472035
ACH-000362,-0.29566202102899997
ACH-000363,-0.28197728808899997
ACH-000364,-0.582617904194
ACH-000365,-0.32292554009700003
ACH-000366,-0.365236974283
ACH-000368,-0.495783924812
ACH-000374,-0.447872561532
ACH-000375,-0.322817474833
ACH-000376,-0.5247074023699999
ACH-000381,-0.40142271894599996
ACH-000383,-0.38701351185099997
ACH-000387,-0.201792820275
ACH-000389,-0.501758182853
ACH-000390,-0.346985555897
ACH-000393,-0.41906946294299996
ACH-000395,-0.471961154592
ACH-000397,-0.48205201167499995
ACH-000401,-0.41556961059
ACH-000402,0.51769021724
ACH-000403,-0.42137004787500004
ACH-000404,-0.384496914642
ACH-000406,-0.299433194593
ACH-000407,-0.27384849223200003
ACH-000408,-0.326538900531
ACH-000410,-0.6888220695199999
ACH-000411,-0.560175375395
ACH-000414,-0.6799363425239999
ACH-000415,-0.40256565618699997
ACH-000416,-0.441692739994
ACH-000420,-0.38696416887900004
ACH-000421,-0.390164493241
ACH-000424,-0.251469239832
ACH-000425,-0.693526268559
ACH-000426,-0.41314679310900004
ACH-000427,-0.305542521976
ACH-000433,-0.6768864751610001
ACH-000436,-0.5800528976730001
ACH-000444,-0.282976113052
ACH-000445,-0.47540792274899996
ACH-000448,-0.212540747248
ACH-000450,-0.49050911546400006
ACH-000452,-0.573158324851
ACH-000454,-0.46365307188199995
ACH-000458,-0.418198975197
ACH-000459,-0.12879541591
ACH-000460,-0.320358089402
ACH-000461,-0.467282014752
ACH-000463,-0.293201406659
ACH-000464,-0.42463591599
ACH-000466,-0.165409058537
ACH-000467,-0.302680030715
ACH-000468,-0.398470716035
ACH-000469,-0.516569119163
ACH-000470,-0.294332839083
ACH-000471,-0.6872530098790001
ACH-000472,-0.17696197767299998
ACH-000473,-0.230380336257
ACH-000475,-0.369346118758
ACH-000476,-0.284140781539
ACH-000477,-0.535906080324
ACH-000480,-0.433623455956
ACH-000481,-0.48408570795500006
ACH-000483,-0.413385298882
ACH-000484,-0.269636056084
ACH-000485,-0.481827127161
ACH-000486,-0.408917921897
ACH-000487,-0.671204579401
ACH-000488,-0.5683846785459999
ACH-000490,-0.331112389197
ACH-000491,-0.316661785343
ACH-000495,-0.5108259703069999
ACH-000496,-0.24283189139699998
ACH-000499,-0.39686616296599997
ACH-000500,-1.0181945832700001
ACH-000502,-0.400386233912
ACH-000503,-0.481517161635
ACH-000505,-0.280063471992
ACH-000507,-0.42027552806199997
ACH-000510,-0.7095963064219999
ACH-000511,-0.41041447028800004
ACH-000512,-0.6766273236239999
ACH-000516,-0.36930795052
ACH-000517,-0.490441655229
ACH-000518,-0.329416471446
ACH-000520,-0.486195661185
ACH-000521,-0.573361354782
ACH-000522,-0.509523200428
ACH-000524,-0.45453972667
ACH-000527,-0.312284998591
ACH-000528,-0.456585847531
ACH-000537,-0.270559797288
ACH-000541,-0.42349855601899994
ACH-000542,-0.375316898802
ACH-000544,-0.571615914025
ACH-000545,-0.602957258614
ACH-000547,-0.46789660093900004
ACH-000548,-0.607299502807
ACH-000549,-0.40019229827200004
ACH-000550,-0.405781693542
ACH-000552,-0.307221862683
ACH-000556,-0.641799283998
ACH-000557,-0.31421248910599997
ACH-000570,-0.155900448826
ACH-000571,-0.43770205645599997
ACH-000573,-0.39479588350100003
ACH-000576,-0.644809808878
ACH-000580,-0.634853862732
ACH-000584,-0.555253364986
ACH-000585,-0.281171282664
ACH-000588,-0.510672137208
ACH-000589,-0.34137205818899996
ACH-000591,-0.0882104303455
ACH-000593,-0.336075837699
ACH-000600,-0.513887674532
ACH-000601,-0.47396707860699994
ACH-000604,-0.45089419715499995
ACH-000605,-0.217981661917
ACH-000606,-0.543246404981
ACH-000608,-0.35976524836900003
ACH-000614,-0.34574361505199996
ACH-000616,-0.755759726885
ACH-000618,-0.39484682568499996
ACH-000619,-0.370882089549
ACH-000620,-0.261225466893
ACH-000621,-0.24836501634
ACH-000622,-0.42027143849799997
ACH-000623,-0.524661846735
ACH-000624,-0.376846750056
ACH-000627,-0.47550434109899997
ACH-000630,-0.396669534975
ACH-000632,-0.31944157912300003
ACH-000633,-0.522155095352
ACH-000637,-0.379084925819
ACH-000638,-0.674255995182
ACH-000646,-0.464682559354
ACH-000647,-0.473934134326
ACH-000648,-0.502162349487
ACH-000649,-0.287532025204
ACH-000651,-0.323450540949
ACH-000652,-0.469485686996
ACH-000653,-0.412946927339
ACH-000657,-0.531069058298
ACH-000658,-0.53536970919
ACH-000661,-0.303387800251
ACH-000662,-0.324042645416
ACH-000663,-0.301098197522
ACH-000665,-0.490452531507
ACH-000671,-0.511723662086
ACH-000673,-0.495532732553
ACH-000676,-0.344801191026
ACH-000677,-0.24326354580499998
ACH-000681,-0.34492019529
ACH-000682,-0.431924004978
ACH-000683,-0.651101122624
ACH-000684,-0.524313876795
ACH-000688,-0.274769156156
ACH-000693,-0.447496761849
ACH-000694,-0.266176410252
ACH-000695,-0.327002709772
ACH-000696,-0.609557264717
ACH-000697,-0.250752695069
ACH-000699,-0.573683697505
ACH-000701,-0.328937558861
ACH-000706,-0.255597306663
