,RFWD3 (55159)
ACH-000004,-0.397565608522
ACH-000007,-0.580374549783
ACH-000009,-0.26286993200500003
ACH-000011,-0.233942922757
ACH-000012,-0.30820077131499996
ACH-000013,-0.16819837747900002
ACH-000014,-0.45493607006700004
ACH-000015,-0.108629665754
ACH-000017,-0.255762652385
ACH-000018,-0.27032239915899997
ACH-000019,-0.38462134150399996
ACH-000021,-0.6150916139370001
ACH-000022,-0.360774708891
ACH-000025,-0.611244384016
ACH-000028,-0.217663012576
ACH-000030,-0.195097767042
ACH-000035,-0.369013985419
ACH-000036,-0.311274943236
ACH-000037,-0.32314892591999994
ACH-000039,-0.390022002598
ACH-000040,-0.475064062554
ACH-000041,-0.0630616333925
ACH-000042,-0.345240254693
ACH-000045,-0.560120285311
ACH-000047,-0.48567747015
ACH-000052,-0.501347736275
ACH-000053,-0.211327064813
ACH-000054,-0.28858024902199997
ACH-000055,-0.604379199629
ACH-000060,-0.541068981372
ACH-000067,-0.34359737704899995
ACH-000070,-0.693150989938
ACH-000075,-0.494767255547
ACH-000078,-0.26383477925500004
ACH-000082,-0.508701868409
ACH-000085,-0.0562910050742
ACH-000086,-0.417365087277
ACH-000087,-0.949764594304
ACH-000092,-0.352439794024
ACH-000095,-0.609732530367
ACH-000097,-0.46241533630099996
ACH-000098,-0.5084995979770001
ACH-000099,-0.42143933600100003
ACH-000108,-0.38272895698700005
ACH-000113,-0.555160194328
ACH-000115,-0.529926295688
ACH-000116,-0.447944514291
ACH-000118,-0.5600315181109999
ACH-000120,-0.413873110013
ACH-000123,-0.308291803467
ACH-000127,-0.40782689656599996
ACH-000128,-0.270107642353
ACH-000132,-0.41639819215999996
ACH-000133,-0.47324240504799997
ACH-000137,-0.45130069457099997
ACH-000138,-0.255867910821
ACH-000142,-0.36201836504900003
ACH-000143,-0.371481650123
ACH-000146,-0.4725015867600001
ACH-000148,-0.401438572601
ACH-000150,-0.345125586316
ACH-000152,-0.23485755715700002
ACH-000153,-0.013336440330100001
ACH-000159,-0.353089517999
ACH-000160,-0.648660338376
ACH-000163,-0.416429815466
ACH-000167,-0.400967139733
ACH-000168,-0.5100451301969999
ACH-000169,-0.250328484581
ACH-000178,-0.21737773225
ACH-000182,-0.28534161471299996
ACH-000183,-0.42897114631300004
ACH-000188,-0.504128032826
ACH-000189,-0.5790345688499999
ACH-000190,-0.366886843852
ACH-000198,-0.671130611583
ACH-000204,-0.38515896325599996
ACH-000206,-0.21449919421500002
ACH-000207,-0.20597335428
ACH-000211,-0.376975442931
ACH-000215,-0.278767163576
ACH-000221,-0.263106823336
ACH-000222,-0.6433609006409999
ACH-000223,-0.270869750273
ACH-000226,-0.44759024956999993
ACH-000227,-0.65910859776
ACH-000228,-0.406095909821
ACH-000231,-0.440712318618
ACH-000232,-0.491237994773
