,AIMP2 (7965)
ACH-000004,-0.073428737049
ACH-000007,-0.267830085058
ACH-000009,-0.189729042564
ACH-000011,-0.164633456411
ACH-000012,-0.17898342326400002
ACH-000013,-0.0805832633364
ACH-000014,-0.271792421712
ACH-000015,-0.05901103792449999
ACH-000017,-0.26263170367600003
ACH-000018,-0.13137102127699998
ACH-000019,-0.322997659771
ACH-000021,-0.05918831436099999
ACH-000022,-0.30201912015
ACH-000025,-0.0638694267162
ACH-000028,-0.171663930718
ACH-000030,-0.104662722844
ACH-000035,-0.191198798299
ACH-000036,-0.205445922036
ACH-000037,0.019204097154900002
ACH-000039,-0.24034861538000002
ACH-000040,-0.19754415697099997
ACH-000041,-0.48872980608499994
ACH-000042,-0.287866686515
ACH-000045,-0.017613974734599996
ACH-000047,-0.475690507283
ACH-000052,-0.06312435559059999
ACH-000053,-0.0887046603967
ACH-000054,-0.307554804888
ACH-000055,-0.19464037788400002
ACH-000060,-0.277244765221
ACH-000067,-0.150556784468
ACH-000070,-0.18096698734900002
ACH-000075,-0.444071249695
ACH-000078,-0.22417015866099999
ACH-000082,-0.193091195563
ACH-000085,-0.15198210058199998
ACH-000086,-0.103936695018
ACH-000087,-0.152140724175
ACH-000092,-0.134653405496
ACH-000095,-0.228700358383
ACH-000097,-0.270789051304
ACH-000098,-0.0554586682381
ACH-000099,-0.337222749084
ACH-000108,-0.257728760642
ACH-000113,-0.16999050964499998
ACH-000115,-0.237923367434
ACH-000116,-0.196141885524
ACH-000118,-0.209477821242
ACH-000120,-0.265819005336
ACH-000123,-0.176758487786
ACH-000127,-0.327130653872
ACH-000128,-0.334404738033
ACH-000132,-0.21810661815699997
ACH-000133,-0.153642485469
ACH-000137,-0.331436027957
ACH-000138,-0.19733951624899998
ACH-000142,-0.330676656932
ACH-000143,-0.31150453801
ACH-000146,-0.193764716055
ACH-000148,-0.26591543488200003
ACH-000150,-0.25128177070700003
ACH-000152,-0.160906979605
ACH-000153,-0.150246387812
ACH-000159,-0.13909183136199998
ACH-000160,-0.145245475281
ACH-000163,-0.5171272056239999
ACH-000167,-0.318655915969
ACH-000168,-0.164158229658
ACH-000169,-0.30609824697099997
ACH-000178,-0.119876323399
ACH-000182,-0.15837983170199998
ACH-000183,-0.136933241206
ACH-000188,-0.219629328889
ACH-000189,0.210147048329
ACH-000190,-0.410587378503
ACH-000198,0.0462481736379
ACH-000204,0.18057617246899998
ACH-000206,-0.18675449217300003
ACH-000207,0.0464697519881
ACH-000211,-0.20740052368
ACH-000215,-0.321528589737
ACH-000221,-0.635216509752
ACH-000222,-0.386857685445
ACH-000223,-0.0937288927701
ACH-000226,-0.0112429022321
ACH-000227,-0.17085847349
ACH-000228,-0.159576048872
ACH-000231,-0.18487638296300002
ACH-000232,-0.131808111697
ACH-000233,0.06050941519809999
ACH-000234,-0.28530423066300004
ACH-000235,-0.26985975851
ACH-000237,-0.258337522626
ACH-000238,-0.302225670874
ACH-000243,-0.13480282722200002
ACH-000244,-0.5892225387
ACH-000246,-0.247899216027
ACH-000248,-0.0649562923437
ACH-000250,-0.0995494414515
ACH-000251,-0.36821843245700003
ACH-000253,-0.125883120877
ACH-000255,-0.17729423759399998
ACH-000256,-0.194993781151
ACH-000257,-0.330411596897
ACH-000258,-0.266741465107
ACH-000259,-0.231335924232
ACH-000260,-0.0648186693035
ACH-000261,-0.339211579551
ACH-000262,-0.39444704359800004
ACH-000263,-0.141457512108
ACH-000264,-0.24183416837900001
ACH-000265,-0.15880852985899999
ACH-000266,-0.367855008376
ACH-000272,-0.263749642371
ACH-000273,0.0727293506829
ACH-000274,-0.352074671214
ACH-000277,-0.31798564872900004
ACH-000278,-0.102384525507
ACH-000279,-0.37334345527699997
ACH-000280,-0.395175513921
ACH-000281,-0.604046878926
ACH-000288,-0.182437095103
ACH-000291,-0.319057099228
ACH-000293,-0.178882357691
ACH-000294,-0.4342603119100001
ACH-000295,-0.157359312102
ACH-000296,-0.186260097094
ACH-000302,-0.329846477219
ACH-000304,-0.341426189951
ACH-000307,-0.25754605836399996
