,CASZ1 (54897)
ACH-000223,-0.156978736657
ACH-000226,-0.320917305624
ACH-000227,-0.300205704969
ACH-000228,-0.0860639353957
ACH-000231,-0.19626035173099998
ACH-000232,-0.262793589085
ACH-000233,-0.160981839188
ACH-000234,-0.40120437194200004
ACH-000235,-0.310192982944
ACH-000237,-0.471508751584
ACH-000238,-0.174765104666
ACH-000243,-0.143300588827
ACH-000244,-0.321044073064
ACH-000246,-0.17968862504900002
ACH-000248,-0.785964709588
ACH-000250,-0.375805614376
ACH-000251,-0.18320568532099998
ACH-000253,-0.393213800294
ACH-000255,-0.382666034204
ACH-000256,-0.34654874933799995
ACH-000257,-0.35208699405199995
ACH-000258,-1.2797257073000001
ACH-000259,-0.207381125632
ACH-000260,-0.332659163516
ACH-000261,-0.19988340951900002
ACH-000262,-0.144452718512
ACH-000263,-0.260598322093
ACH-000264,-0.341101113669
ACH-000265,-0.250971764679
ACH-000266,-0.229061274773
ACH-000272,-0.367405783454
ACH-000273,-0.297443103822
ACH-000274,-0.428024945737
ACH-000277,-0.545974669172
ACH-000278,-0.194794917033
ACH-000279,-0.355145962114
ACH-000280,-0.21067415276299997
ACH-000281,-0.3867694365
ACH-000288,-0.536378388864
ACH-000291,-0.33952305570299995
ACH-000293,-0.368924643758
ACH-000294,-0.491828111026
ACH-000295,-0.320966903784
ACH-000296,-0.46782729028700004
ACH-000302,-0.479969243558
ACH-000304,-0.547379044141
ACH-000307,-0.238469867555
ACH-000308,-0.120725094664
ACH-000310,-0.37310206149400005
ACH-000311,-0.394413382103
ACH-000312,-0.355021700119
ACH-000315,-0.34316768730400005
ACH-000316,-0.42983417388899997
ACH-000317,-0.300736856126
ACH-000318,-0.41748809071500004
ACH-000319,-0.258184519183
ACH-000320,-0.35424051213
ACH-000322,-0.43682935958999997
ACH-000323,-0.359664958665
ACH-000324,-0.187713620213
ACH-000329,-0.279646240936
ACH-000330,-0.582708927897
ACH-000331,-0.277425265509
ACH-000332,-0.324564651738
ACH-000334,-0.0594304889631
ACH-000335,-0.378783287148
ACH-000336,-0.315216951588
ACH-000337,-0.12558695032199998
ACH-000339,-0.182731588143
ACH-000341,-0.43094060816699997
ACH-000348,-0.32937826420899996
ACH-000350,-0.40914525295500004
ACH-000352,-0.7988363360709999
ACH-000356,-0.43781004866800005
ACH-000361,0.09803449959680001
ACH-000362,-0.44647379142800003
ACH-000363,-0.5292673514590001
ACH-000364,-0.584098344639
ACH-000365,-0.28151767161999997
ACH-000366,-0.31821350838199997
ACH-000368,-0.06714452036730001
ACH-000374,-0.4512497257
ACH-000375,-0.40493183838299995
ACH-000376,-0.178494720918
ACH-000381,-0.22299841118799998
ACH-000383,-0.212617868174
ACH-000387,-0.261588473602
ACH-000389,-0.31836510043
ACH-000390,-0.21576263565900003
ACH-000393,-0.438260206984
ACH-000395,-0.359448899204
ACH-000397,-0.245309456418
ACH-000401,-0.39169993904899997
ACH-000402,-0.12001265955700001
ACH-000403,-0.417282200528
ACH-000404,-0.207434245352
ACH-000406,-0.372615637044
ACH-000407,-0.271037168919
ACH-000408,-0.141461259502
ACH-000410,-0.114095186743
ACH-000411,-0.470037438962
ACH-000414,-0.18521735354600002
ACH-000415,-0.325351039773
ACH-000416,-0.34145243384199997
ACH-000420,-0.629163063199
ACH-000421,-0.372386963846
ACH-000424,-0.44598412335
ACH-000425,-0.11697538729800001
ACH-000426,-0.266736294929
ACH-000427,-0.191825308211
ACH-000433,-0.556601501907
ACH-000436,-0.379927903305
ACH-000444,-0.32749667611
ACH-000445,-0.287383984668
ACH-000448,-0.179636349957
ACH-000450,-0.241459864159
ACH-000452,-0.7648875564030001
ACH-000454,-0.227942294895
ACH-000458,-0.49608169242899997
ACH-000459,-0.33093913299899996
ACH-000460,-0.6893694815960001
ACH-000461,-0.300660676321
ACH-000463,-0.192387275854
ACH-000464,-0.510541964287
ACH-000466,-0.532455788234
ACH-000467,-0.388568340082
ACH-000468,-0.217310446096
ACH-000469,-0.3718751004
ACH-000470,-0.30034136234700004
ACH-000471,-0.30895455168200003
ACH-000472,-0.402031580481
ACH-000473,-0.19833019425
ACH-000475,-0.32629089459399996
ACH-000476,-0.398884386866
ACH-000477,-0.476064922402
ACH-000480,-0.152254110015
ACH-000481,-0.226319350399
ACH-000483,-0.383131376035
ACH-000484,-0.563469819322
ACH-000485,-0.258916479179
ACH-000486,-0.219430699236
ACH-000487,-0.21274246537
ACH-000488,-0.438484930882
ACH-000490,-0.514446103634
ACH-000491,-0.10796811922800001
ACH-000495,-0.323969872427
ACH-000496,-0.43936389637400003
ACH-000499,-0.15575465361500002
ACH-000500,-0.461841488626
ACH-000502,-0.295210512932
ACH-000503,-0.0973369139979
ACH-000505,-0.278241888077
ACH-000507,-0.336136426161
ACH-000510,-0.160529845984
ACH-000511,-0.385214913005
ACH-000512,-0.115299428987
ACH-000516,-0.175395832269
ACH-000517,-0.325804806321
ACH-000518,-0.18530417095600002
ACH-000520,-0.461180222169
ACH-000521,-0.335095560217
ACH-000522,-0.376009013945
ACH-000524,-0.349314366125
ACH-000527,-0.232556947837
ACH-000528,-0.128723680623
ACH-000537,-0.283789725312
ACH-000541,-0.312535913783
ACH-000542,-0.34259122767899997
ACH-000544,-0.40993574419699996
ACH-000545,-0.37908979219899996
ACH-000547,-0.41467647220799997
ACH-000548,-0.43886348637199996
ACH-000549,-0.420720400503
ACH-000550,-0.173405134263
ACH-000552,-0.501101569949
ACH-000556,-0.313567650062
ACH-000557,-0.282118581532
ACH-000570,-0.407298412094
ACH-000571,-0.234140168502
ACH-000573,-0.28764891941799997
ACH-000576,-0.554344358637
ACH-000580,-0.286248693702
ACH-000584,-0.401003476632
ACH-000585,-0.225658968352
ACH-000588,-0.34627633398100005
ACH-000589,-0.48852213375
ACH-000591,-0.39217424087700004
ACH-000593,-0.26554908580200004
ACH-000600,-0.251389326226
ACH-000601,-0.39250339045000004
ACH-000604,-0.442127218104
ACH-000605,-0.261197329104
ACH-000606,-0.289070691414
ACH-000608,-0.25217109893
ACH-000614,-0.484586659684
ACH-000616,-0.5242600813889999
ACH-000618,-0.296559267497
ACH-000619,-0.49356176222900006
ACH-000620,-0.44872287029200003
ACH-000621,-0.5253385111609999
ACH-000622,-0.468048251507
ACH-000623,-0.40363052841499997
ACH-000624,-0.304845283964
ACH-000627,-0.592434842894
ACH-000630,-0.32826513931699997
ACH-000632,-0.483483196944
ACH-000633,-0.669217688662
ACH-000637,-0.491081422793
ACH-000638,-0.281676692588
ACH-000646,-0.240548275901
ACH-000647,-0.170080258948
ACH-000648,-0.236848093279
ACH-000649,-0.42791616016500006
ACH-000651,-0.323104224127
ACH-000652,-0.5475099290950001
ACH-000653,-0.262221797837
ACH-000657,-0.35606778353699997
ACH-000658,-0.22573171304900003
ACH-000661,-0.151850556839
ACH-000662,-0.185112899798
ACH-000663,-0.26047258439599996
ACH-000665,-0.29276521997099997
ACH-000671,-0.348975714675
ACH-000673,-0.2472954579
ACH-000676,-0.34879098793799995
ACH-000677,-0.19318950202
ACH-000681,-0.48106867045100005
ACH-000682,-0.42507921633100004
ACH-000683,-0.426195548436
ACH-000684,-0.103107598748
ACH-000688,-0.276054963792
ACH-000693,-0.35524308370499996
ACH-000694,-0.33075402648
ACH-000695,-0.450603487753
ACH-000696,-0.311767277795
ACH-000697,-0.395643451299
ACH-000699,-0.256097479494
ACH-000701,-0.186740027694
ACH-000706,-0.28848519565200004
ACH-000711,-0.217358125
ACH-000713,-0.24881068170200002
ACH-000714,-0.39438404771799995
ACH-000718,-0.29244665035100004
ACH-000720,-0.455709973964
ACH-000721,-0.38018596536399996
ACH-000724,-0.137507411243
ACH-000725,-0.10519586506
ACH-000732,-0.33823222532799996
ACH-000734,-0.229963385346
ACH-000735,-0.49401755947899995
ACH-000736,-0.178804115922
ACH-000738,-0.255494498862
ACH-000746,-0.190323724406
ACH-000747,-0.366139198338
ACH-000748,-0.293022994359
ACH-000753,-0.341358132398
ACH-000756,-0.460207388474
ACH-000757,-0.28857513969
ACH-000758,-0.392691650635
ACH-000760,-0.526469319796
ACH-000763,-0.278419654157
ACH-000764,-0.233443124889
ACH-000765,-0.39092286042400004
ACH-000766,-0.40550848430299996
ACH-000767,-0.345431350116
ACH-000768,-0.163853311589
ACH-000769,-0.598378767545
ACH-000770,-0.433240117891
ACH-000771,-0.38034479362499996
ACH-000773,-0.177084082109
ACH-000776,-0.5255855733560001
ACH-000777,-0.337380906925
ACH-000778,-0.174387247534
ACH-000781,-0.38027700159500005
ACH-000782,-0.369281500813
ACH-000783,-0.8305910411409999
ACH-000784,-0.240473557967
ACH-000785,-0.199676292579
ACH-000787,-0.554969135829
ACH-000788,-0.330818936844
ACH-000791,-0.314994626704
ACH-000792,-0.216979277471
ACH-000794,-0.413887059072
ACH-000796,-0.41634700966
ACH-000799,-0.021151809577
ACH-000800,-0.522187518541
ACH-000802,-0.342682964582
ACH-000804,-0.54605537945
ACH-000805,-0.519328987607
ACH-000809,-0.319180546434
ACH-000810,-0.157645998415
ACH-000811,-0.373671616353
ACH-000817,-0.41266671413
ACH-000819,-0.174388790697
ACH-000820,-0.139812292335
ACH-000821,-0.051113797524800005
ACH-000822,-0.317920527119
ACH-000823,-0.41465846875600004
ACH-000824,-0.29028681895999997
ACH-000827,-0.373387780119
ACH-000829,-0.217512834166
ACH-000831,-0.272821850246
ACH-000832,-0.221118362508
ACH-000833,-0.235321113127
ACH-000834,-0.281265962443
ACH-000835,-0.309561241683
ACH-000836,-0.390426845632
ACH-000837,-0.39538558699299997
ACH-000838,-0.312962196368
ACH-000839,-0.572699588429
ACH-000840,0.0478408986527
ACH-000841,-0.41868106493
ACH-000843,-0.384025254882
ACH-000846,-0.23759138684099998
ACH-000847,-0.424676282372
ACH-000848,-0.293472581782
ACH-000849,0.0486394770457
ACH-000851,-0.495328245646
ACH-000855,-0.177172807288
ACH-000856,-0.160137948736
ACH-000858,-0.358146627881
ACH-000859,-0.23776737058800002
ACH-000861,-0.181346001833
ACH-000862,-0.20161399855599998
ACH-000865,-0.312052859859
ACH-000866,-0.24973426856800002
ACH-000867,-0.194640218247
ACH-000869,-0.198491138848
ACH-000872,-0.164080318339
ACH-000873,-0.278741918657
ACH-000876,-0.679932285026
ACH-000878,-0.36983286742700006
ACH-000880,-0.431238758552
ACH-000881,-0.19250162075999996
ACH-000882,-0.276851608315
ACH-000884,-0.523292442419
ACH-000885,-0.261617022681
ACH-000887,-0.364661835378
ACH-000888,-0.16911440569400002
ACH-000889,-0.39788329718500004
ACH-000890,0.00011611383606399999
ACH-000896,-0.3470313739
ACH-000898,-0.16216377083699998
ACH-000900,-0.0695429290415
ACH-000901,-0.244949451048
ACH-000905,-0.31260205418000003
ACH-000906,-0.309535061707
ACH-000907,-0.341536526206
ACH-000910,-0.75197211905
ACH-000911,-0.219392213312
ACH-000912,-0.596053061347
ACH-000913,-0.421936266585
ACH-000915,-0.313355497521
ACH-000916,-0.0439303403862
ACH-000917,-0.272898460596
ACH-000921,-0.360713894548
ACH-000924,-0.461874541704
ACH-000926,-0.595161312575
ACH-000928,-0.273260877258
ACH-000929,-0.42610321105800003
ACH-000932,-0.273358362543
ACH-000935,-0.21612053662300001
ACH-000936,-0.299385494993
ACH-000937,-0.35896975632100003
ACH-000938,-0.39119011303400003
ACH-000939,-0.110891324289
ACH-000941,-0.18708194891899999
ACH-000943,-0.257452519923
ACH-000946,-0.357663221485
ACH-000947,-0.356773016109
ACH-000948,-0.38815913633
ACH-000950,-0.334018612768
ACH-000953,-0.40394010461400004
ACH-000957,-0.154880039748
ACH-000958,-0.499162983648
ACH-000960,-0.30522434247200003
ACH-000963,-0.135382798027
ACH-000968,-0.0933528892811
ACH-000969,-0.179133249768
ACH-000973,-0.256525558092
ACH-000974,-0.248458587005
ACH-000975,-0.42132519934199997
ACH-000976,-0.194406394346
ACH-000978,0.379012139766
ACH-000980,-0.198645803856
ACH-000984,-0.38103643635300005
ACH-000986,-0.400872776816
ACH-000988,-0.34398445156499996
ACH-000993,-0.301140917563
ACH-000994,-0.339370927995
ACH-000996,-0.26368936304699997
ACH-001001,-0.204455396433
ACH-001020,-0.281531221943
ACH-001028,-0.262823277172
ACH-001031,-0.456821868614
ACH-001038,-0.36996515111199996
ACH-001048,-0.04428146878790001
ACH-001050,-0.477044272619
ACH-001053,-0.7370682267730001
ACH-001054,-0.638388810937
ACH-001061,-0.37235029257200003
ACH-001067,-0.371815762582
ACH-001075,-0.19901703396499998
ACH-001096,-0.470890866635
ACH-001128,-0.155622019402
ACH-001134,-0.21021975661400003
ACH-001151,-0.261382482712
ACH-001163,-0.329434265086
ACH-001164,-0.470407487068
ACH-001173,-0.209596901146
ACH-001183,-0.21403888092300002
ACH-001184,-0.6836189954359999
ACH-001190,-0.21160384871100002
ACH-001192,-0.383719403669
ACH-001193,-0.351513454646
ACH-001196,-0.27900764550900004
ACH-001197,-0.49993750405500004
ACH-001205,-0.5971179852049999
ACH-001211,-0.0203281651239
ACH-001212,-0.390764816281
ACH-001228,-0.10610260483799999
ACH-001232,-0.251564378324
ACH-001239,-0.394078229163
ACH-001274,-0.38748140594499997
ACH-001275,-0.324418331177
ACH-001277,-0.354606597734
ACH-001278,-0.18568217618799998
ACH-001280,-0.212027946542
ACH-001283,-0.20537056676399998
ACH-001289,-0.115070916133
ACH-001295,-0.28241365771
ACH-001300,-0.587516023639
ACH-001301,-0.233014802864
ACH-001302,-0.255379326661
ACH-001303,-0.085801357185
ACH-001306,-0.33781323651199996
ACH-001318,-0.225400874554
ACH-001322,-0.303914050294
ACH-001328,-0.525787745474
ACH-001332,-0.53397360865
ACH-001333,-0.35886002066600003
ACH-001336,-0.280368461306
ACH-001340,-0.46067283996200004
ACH-001346,-0.3450509811
ACH-001353,-0.39964857761699996
ACH-001354,-0.21567942042
ACH-001367,-0.26031948227699997
ACH-001368,-0.273222028328
ACH-001374,-0.022020982286400002
ACH-001375,-0.183524206494
ACH-001377,-0.26807796157900005
ACH-001380,-0.37415570055799996
ACH-001391,-0.184032761319
ACH-001407,-0.280830183282
ACH-001408,-0.24475154648400002
ACH-001413,-0.17538243958900002
ACH-001430,-0.492217880988
ACH-001431,-0.168501309582
ACH-001450,-0.288503145545
ACH-001496,-0.21048768153900002
ACH-001500,-0.266514689915
ACH-001521,-0.286625308278
ACH-001523,-0.28670372773499997
ACH-001532,-0.337798101708
ACH-001536,-0.275930358075
ACH-001550,-0.365024459015
ACH-001552,-0.267648626692
ACH-001554,-0.12873533154300001
ACH-001645,-0.315947727443
ACH-001654,-0.287050753845
ACH-001715,-0.192126284728
ACH-001735,-0.280680514738
ACH-001736,-0.36681347682099996
ACH-001737,-0.118326802413
ACH-001740,-0.272091052734
ACH-001745,-0.26247964407900004
ACH-001750,-0.30221100966
ACH-001765,-0.104107670256
ACH-001956,-0.34040826825900006
ACH-001957,-0.278220092619
