,PPP1R13L (10848)
ACH-000277,-0.147420668034
ACH-000278,-0.312284227854
ACH-000279,-0.207726412628
ACH-000280,-0.28644426485999996
ACH-000281,0.07141091974939999
ACH-000288,-0.146900055235
ACH-000291,-0.296531219197
ACH-000293,0.0155433844565
ACH-000294,-0.0762987301588
ACH-000295,-0.205656329659
ACH-000296,-0.22977898696600002
ACH-000302,-0.34643630484899995
ACH-000304,-0.17049691600900002
ACH-000307,-0.0329585320213
ACH-000308,-0.12404666084799999
ACH-000310,-0.181651326158
ACH-000311,0.0239941489373
ACH-000312,0.0155803717743
ACH-000315,-0.283182222084
ACH-000316,-0.142095806439
ACH-000317,-0.0289183298421
ACH-000318,-0.118544144132
ACH-000319,-0.200750076171
ACH-000320,0.0719803013244
ACH-000322,-0.36504246215999997
ACH-000323,-0.0831576045552
ACH-000324,-0.0976041609684
ACH-000329,-0.16030976517
ACH-000330,-0.239198377335
ACH-000331,-0.235504278912
ACH-000332,-0.175745231006
ACH-000334,-0.05713517726200001
ACH-000335,-0.306574525366
ACH-000336,-0.624002672932
ACH-000337,-0.122021582685
ACH-000339,-0.18948703123
ACH-000341,-0.147501248464
ACH-000348,-0.114085606875
ACH-000350,-0.15355597525599998
ACH-000352,-0.053920167213000005
ACH-000356,-0.263486522171
ACH-000361,-0.154908618941
ACH-000362,-0.210831379144
ACH-000363,-0.199172872088
ACH-000364,-0.189153658148
ACH-000365,-0.339666185189
ACH-000366,-0.229518869461
ACH-000368,-0.20259629671799997
ACH-000374,-0.193401291796
ACH-000375,-0.33282810559099996
ACH-000376,-0.239330357725
ACH-000381,-0.10981804782099999
ACH-000383,-0.241685992539
ACH-000387,-0.12334821627800001
ACH-000389,-0.208829089586
ACH-000390,0.012185860445600001
ACH-000393,-0.20614728682999997
ACH-000395,-0.181135976444
ACH-000397,-0.188164648263
ACH-000401,-0.270064440628
ACH-000402,-0.0999439438961
ACH-000403,-0.17320327228799998
ACH-000404,-0.00419051241175
ACH-000406,-0.0994987361424
ACH-000407,-0.186431942782
ACH-000408,-0.335426496043
ACH-000410,-0.157114367807
ACH-000411,-0.154100761895
ACH-000414,-0.109084958385
ACH-000415,-0.21984641310800002
ACH-000416,-0.236426426488
ACH-000420,0.12722824819
ACH-000421,-0.122924998563
ACH-000424,-0.243206400301
ACH-000425,-0.142214097538
ACH-000426,-0.37775970598700004
ACH-000427,-0.638437115198
ACH-000433,-0.06841837342349999
ACH-000436,-0.06983530218789999
ACH-000444,-0.230731497145
ACH-000445,-0.193838229638
ACH-000448,-0.22001844790300001
ACH-000450,-0.462126056911
ACH-000452,-0.06468403935809999
ACH-000454,-0.129305516211
ACH-000458,-0.374391560315
ACH-000459,-0.027757356658900004
ACH-000460,-0.191929802449
ACH-000461,-0.281842452693
ACH-000463,-0.349926238616
ACH-000464,-0.0797434379584
ACH-000466,-0.189483373044
ACH-000467,0.0061430170623
ACH-000468,-0.209495395661
ACH-000469,-0.23863068343600002
ACH-000470,-0.163740857105
ACH-000471,0.08868194433070001
ACH-000472,-0.213939765974
ACH-000473,-0.151733115344
ACH-000475,-0.23044339731
ACH-000476,-0.228424976732
ACH-000477,-0.244270204159
ACH-000480,-0.130710088989
ACH-000481,-0.348357080168
ACH-000483,-0.104073002897
ACH-000484,-0.449559245756
ACH-000485,-0.171278787055
ACH-000486,-0.251014450222
ACH-000487,-0.06680634471710001
ACH-000488,-0.089796185034
ACH-000490,-0.211580014362
ACH-000491,-0.233211084684
ACH-000495,-0.159603645638
ACH-000496,-0.187489451443
ACH-000499,-0.30634221009
ACH-000500,-0.315130942644
ACH-000502,-0.236551304954
ACH-000503,-0.373211573671
ACH-000505,-0.0594986748819
ACH-000507,-0.196086050097
ACH-000510,-0.278251331087
ACH-000511,-0.17481953484
ACH-000512,-0.013332050693000001
ACH-000516,-0.0705437658817
ACH-000517,-0.23041485859299998
ACH-000518,-0.252040260092
ACH-000520,-0.324205424893
ACH-000521,-0.069890576171
ACH-000522,-0.21675986329799998
ACH-000524,-0.292180143988
ACH-000527,-0.0912854775268
ACH-000528,-0.0203704116373
ACH-000537,-0.061823766680300006
ACH-000541,-0.113375828043
ACH-000542,-0.276582869944
ACH-000544,-0.17865814081599998
ACH-000545,-0.201209626765
ACH-000547,-0.130129023562
ACH-000548,-0.327143646271
ACH-000549,-0.450107983986
ACH-000550,-0.016272955283700003
ACH-000552,-0.358426607415
ACH-000556,-0.181624546248
ACH-000557,-0.263313914342
ACH-000570,-0.163414502985
ACH-000571,-0.349530893521
ACH-000573,-0.000487117716279
ACH-000576,-0.0597029745375
ACH-000580,-0.0831940233169
ACH-000584,-0.128504467974
ACH-000585,-0.158939874194
ACH-000588,-0.23872507839
ACH-000589,-0.160934765815
ACH-000591,-0.258069878693
ACH-000593,-0.195559822016
ACH-000600,-0.258825802978
ACH-000601,-0.10480478943499999
ACH-000604,-0.305313176397
ACH-000605,-0.159679697992
ACH-000606,-0.11894035594699999
ACH-000608,-0.485209422209
ACH-000614,-0.218831694479
ACH-000616,-0.22170864959800002
ACH-000618,-0.156342998294
ACH-000619,-0.302933080402
ACH-000620,0.036225971955400005
ACH-000621,-0.127027739765
ACH-000622,-0.264101081496
ACH-000623,-0.21884731217199999
ACH-000624,-0.274108895792
ACH-000627,-0.188104442073
ACH-000630,-0.258410806545
ACH-000632,-0.230708650707
ACH-000633,-0.332742923657
ACH-000637,-0.133115840339
ACH-000638,-0.15523184284000002
ACH-000646,0.0375905706132
ACH-000647,-0.10363857283299999
ACH-000648,-0.301305083021
ACH-000649,-0.27192387825
ACH-000651,-0.117637530812
ACH-000652,-0.105587416933
ACH-000653,-0.322607918339
ACH-000657,-0.19318345459800002
ACH-000658,-0.033387374374599994
ACH-000661,-0.24471202266
ACH-000662,0.08129591703530001
ACH-000663,-0.21935447108800002
ACH-000665,-0.210426893265
ACH-000671,-0.08215050859550001
ACH-000673,-0.19147549149700002
ACH-000676,-0.151747517877
ACH-000677,-0.151196214557
ACH-000681,-0.194063234498
ACH-000682,-0.375828239558
ACH-000683,-0.0771733495391
ACH-000684,-0.383425540846
ACH-000688,-0.557424107989
ACH-000693,-0.143860595863
ACH-000694,-0.328142945104
ACH-000695,-0.17402016512200003
ACH-000696,-0.23760362660999998
ACH-000697,-0.12328168487400001
ACH-000699,-0.182355782398
ACH-000701,-0.159726767411
ACH-000706,-0.16754322336400002
ACH-000711,-0.178553784887
ACH-000713,-0.321699458517
ACH-000714,-0.281750547999
ACH-000718,-0.108556910376
ACH-000720,-0.159891272851
ACH-000721,-0.18403711854899998
ACH-000724,-0.183968542368
ACH-000725,-0.06513111967299999
ACH-000732,-0.235570331177
ACH-000734,-0.157662997608
ACH-000735,-0.116688799106
ACH-000736,-0.276383856181
ACH-000738,-0.17485083669
ACH-000746,-0.12507631822899998
ACH-000747,-0.22659909104000003
ACH-000748,-0.094796385278
ACH-000753,-0.113280440771
ACH-000756,-0.40444363621600005
ACH-000757,-0.264156320009
ACH-000758,-0.061092719607100006
ACH-000760,-0.23603760579799998
ACH-000763,-0.227556208844
ACH-000764,-0.45880187404100004
ACH-000765,-0.1243445901
ACH-000766,-0.259906067513
ACH-000767,-0.295565139537
ACH-000768,-0.0108412987611
ACH-000769,-0.00193180443298
ACH-000770,-0.149890740765
ACH-000771,-0.252911234446
ACH-000773,-0.26162709804699996
ACH-000776,-0.34762516473099997
ACH-000777,-0.139122932034
ACH-000778,-0.278707925147
ACH-000781,-0.190316578956
ACH-000782,-0.0502344366966
ACH-000783,-0.26092254872299997
ACH-000784,-0.197593460808
ACH-000785,-0.216159314646
ACH-000787,-0.210289016182
ACH-000788,-0.142469438802
ACH-000791,-0.17101802210900002
ACH-000792,-0.331916253832
ACH-000794,-0.19356793614
ACH-000796,-0.194552181801
ACH-000799,-0.12482474367999999
ACH-000800,-0.40100089384599996
ACH-000802,-0.0753964258903
ACH-000804,0.0293287923905
ACH-000805,-0.0997762107351
ACH-000809,-0.22327067349399998
ACH-000810,-0.420813951774
ACH-000811,-0.174873356636
ACH-000817,-0.026476251790200002
ACH-000819,-0.23902340323600002
ACH-000820,-0.0689370695283
ACH-000821,-0.250926770253
ACH-000822,-0.300322150424
ACH-000823,-0.137641327035
ACH-000824,-0.44731152609499997
ACH-000827,-0.09257748068430001
ACH-000829,-0.35568976349200004
ACH-000831,-0.139325375979
ACH-000832,-0.262980247502
ACH-000833,0.00524642842357
ACH-000834,-0.10494039193700001
ACH-000835,-0.273987414704
ACH-000836,0.0698926724158
ACH-000837,-0.0317344560345
ACH-000838,-0.00814362652295
ACH-000839,0.03880569778930001
ACH-000840,-0.311142939864
ACH-000841,-0.283137811282
ACH-000843,-0.04107531845
ACH-000846,-0.456033276984
ACH-000847,-0.51418706982
ACH-000848,-0.26759460126999995
ACH-000849,-0.141088020151
ACH-000851,0.105634589988
ACH-000855,-0.08451514991489999
ACH-000856,-0.180069784746
ACH-000858,-0.151941859504
ACH-000859,-0.046400731736000005
ACH-000861,-0.401904800567
ACH-000862,-0.066473903946
ACH-000865,-0.171328968015
ACH-000866,-0.177815209289
ACH-000867,-0.244332253517
ACH-000869,0.0450850407982
ACH-000872,-0.2426504837
ACH-000873,-0.602352603935
ACH-000876,-0.329906642218
ACH-000878,-0.257076855977
ACH-000880,0.016505872733799998
ACH-000881,-0.16436637708
ACH-000882,-0.233631010407
ACH-000884,-0.146406857087
ACH-000885,-0.174266867937
ACH-000887,-0.107161846304
ACH-000888,-0.242871467744
ACH-000889,-0.300468692033
ACH-000890,-0.163258826183
ACH-000896,-0.18258508239399998
ACH-000898,-0.21160796793499997
ACH-000900,-0.435960724588
ACH-000901,-0.20731467463
ACH-000905,-0.166504137543
ACH-000906,-0.0970639733371
ACH-000907,0.0982310404225
ACH-000910,-0.129688328278
ACH-000911,-0.263514987759
ACH-000912,-0.29951796581900003
ACH-000913,-0.24521289836
ACH-000915,-0.126078135872
ACH-000916,-0.169749473206
ACH-000917,-0.451793108363
ACH-000921,-0.23257600317699997
ACH-000924,-0.0618280567457
ACH-000926,-0.30525231335999997
ACH-000928,-0.258733307022
ACH-000929,-0.189281822939
ACH-000932,-0.298033064856
ACH-000935,0.0947458350124
ACH-000936,0.0373907995895
ACH-000937,-0.373589820701
ACH-000938,-0.021143412833500002
ACH-000939,0.057724700691
ACH-000941,-0.350652391903
ACH-000943,-0.12751699467
ACH-000946,-0.307419490976
ACH-000947,-0.119372311487
ACH-000948,-0.31652803335499996
ACH-000950,-0.217332797596
ACH-000953,-0.47753085182800004
ACH-000957,-0.143269861693
ACH-000958,-0.297949685346
ACH-000960,-0.1676186838
ACH-000963,-0.110961525705
ACH-000968,-0.00329276269623
ACH-000969,-0.522541138422
ACH-000973,-0.142813420699
ACH-000974,-0.37648200224399997
ACH-000975,-0.16005145967
ACH-000976,-0.35928884754
ACH-000978,-0.38705470649400003
ACH-000980,-0.210039464397
ACH-000984,-0.0934587520052
ACH-000986,-0.09527783912450001
ACH-000988,-0.291152925703
ACH-000993,-0.29566793001499997
ACH-000994,-0.21750631524
ACH-000996,-0.265002519839
ACH-001001,-0.278798227118
ACH-001020,0.16672388066500002
ACH-001028,-0.24576548605999998
ACH-001031,-0.295470405547
ACH-001038,-0.245663034464
ACH-001048,-0.343691521191
ACH-001050,-0.19707590770300001
ACH-001053,-0.263319335388
ACH-001054,-0.0173514148274
ACH-001061,-0.08103929348510001
ACH-001067,-0.232815553549
ACH-001075,-0.270301320158
ACH-001096,-0.351664603399
ACH-001128,0.488074224102
ACH-001134,-0.467995271701
ACH-001151,-0.0811960504716
ACH-001163,-0.231013278348
ACH-001164,-0.60699859401
ACH-001173,-0.378135374595
ACH-001183,-0.13858937758
ACH-001184,0.0377821571579
ACH-001190,-0.17274552032999999
ACH-001192,-0.259732881867
ACH-001193,-0.0889725782513
ACH-001196,-0.080391577371
ACH-001197,-0.24301241701499998
ACH-001205,-0.202317485814
ACH-001211,0.10051191181600001
ACH-001212,-0.09424212601910001
ACH-001228,-0.229798404023
ACH-001232,-0.0149274635666
ACH-001239,-0.23962619689
ACH-001274,-0.346523206145
ACH-001275,-0.131774778519
ACH-001277,-0.0773677438427
ACH-001278,-0.164540975098
ACH-001280,-0.101028142498
ACH-001283,-0.294697399014
ACH-001289,-0.00599913659082
ACH-001295,-0.23378943449
ACH-001300,-0.158636145122
ACH-001301,-0.029356403877400003
ACH-001302,-0.597386157596
ACH-001303,-0.11935232193499999
ACH-001306,-0.0317937645903
ACH-001318,-0.153651564265
ACH-001322,-0.134055118358
ACH-001328,-0.13658876205
ACH-001332,-0.114192042274
ACH-001333,-0.225836985162
ACH-001336,-0.0287626206794
ACH-001340,-0.318116047281
ACH-001346,-0.318383065108
ACH-001353,-0.156983771775
ACH-001354,-0.050899740635
ACH-001367,-0.0863758465401
ACH-001368,-0.254269103968
ACH-001374,-0.4677803534
ACH-001375,-0.143294443642
ACH-001377,-0.215877861507
ACH-001380,-0.0983511216897
ACH-001391,-0.12388029660399999
ACH-001407,-0.13350711377
ACH-001408,-0.23245597183800001
ACH-001413,-0.384306255554
ACH-001430,0.03532406644319999
ACH-001431,-0.355510067052
ACH-001450,-0.174492945731
ACH-001496,0.028286401148
ACH-001500,-0.152203186225
ACH-001521,-0.012984490238299999
ACH-001523,-0.105091874925
ACH-001532,-0.237307448866
ACH-001536,-0.261582500358
ACH-001550,0.04345875005480001
ACH-001552,-0.130501911023
ACH-001554,-0.19558247547600002
ACH-001645,-0.402642492965
ACH-001654,-0.324129150486
ACH-001715,-0.245219553072
ACH-001735,-0.33912082111599995
ACH-001736,-0.297294577852
ACH-001737,0.076887780339
ACH-001740,-0.16076796800899998
ACH-001745,-0.18628490321199997
ACH-001750,-0.243179745848
ACH-001765,-0.24596232162599999
ACH-001956,-0.262930844402
ACH-001957,-0.282157655899
