,RELA (5970)
ACH-000004,-0.214062847394
ACH-000007,-0.44226216873400004
ACH-000009,-0.08568675490489999
ACH-000011,-0.501987613974
ACH-000012,-0.470165888107
ACH-000013,-0.610068645444
ACH-000014,-0.605250791263
ACH-000015,-0.33956271820100004
ACH-000017,-0.46244859869599997
ACH-000018,-0.609147580486
ACH-000019,-0.368113105229
ACH-000021,-0.355441389193
ACH-000022,-0.295694601248
ACH-000025,-0.537438139075
ACH-000028,-0.492107822245
ACH-000030,-0.551795639982
ACH-000035,-0.14586540007999999
ACH-000036,0.00211317487634
ACH-000037,-0.596357521625
ACH-000039,-0.49238083278300004
ACH-000040,-0.372700644751
ACH-000041,-0.34002279028399995
ACH-000042,-0.47941237201700004
ACH-000045,-0.500182663633
ACH-000047,-0.308706969822
ACH-000052,-0.35932779363899997
ACH-000053,-0.390852971786
ACH-000054,-0.24984939649500001
ACH-000055,-0.485822956598
ACH-000060,-0.571092596387
ACH-000067,-0.36486243373000005
ACH-000070,-0.468692293488
ACH-000075,-0.5857930536879999
ACH-000078,-0.428841905349
ACH-000082,-0.53887994765
ACH-000085,-0.598733574261
ACH-000086,-0.5502474217450001
ACH-000087,-0.660518058443
ACH-000092,-0.494704656356
ACH-000095,-0.32078186012
ACH-000097,-0.296333935698
ACH-000098,-0.664866997398
ACH-000099,-0.288165137755
ACH-000108,-0.409999261161
ACH-000113,-0.20309676966499998
ACH-000115,-0.503280130833
ACH-000116,-0.43826181273000003
ACH-000118,-0.540217418149
ACH-000120,-0.218989470082
ACH-000123,-0.384546551879
ACH-000127,-0.244730718042
ACH-000128,-0.0643958475176
ACH-000132,-0.569849699932
ACH-000133,-0.5349426711190001
ACH-000137,-0.865805381839
ACH-000138,-0.605754668317
ACH-000142,-0.48700589183700005
ACH-000143,-0.339360790549
ACH-000146,-0.349989564735
ACH-000148,-0.289062288241
ACH-000150,-0.70615208412
ACH-000152,-0.267339099992
ACH-000153,-0.41435040348200003
ACH-000159,-0.183460111921
ACH-000160,-0.600944905602
ACH-000163,-0.486212933337
ACH-000167,-0.6853950766329999
ACH-000168,-0.447392760943
ACH-000169,-0.141809934711
ACH-000178,-0.59953281827
ACH-000182,-0.36981132883
ACH-000183,-1.0012466050700002
ACH-000188,-0.716839314332
ACH-000189,-0.5953336663359999
ACH-000190,-0.437777364767
ACH-000198,-0.162556666622
ACH-000204,-0.808882349928
ACH-000206,-0.9931885938200001
ACH-000207,-0.8316328617030001
ACH-000211,-0.6917315498469999
ACH-000215,-0.279206472928
ACH-000221,-0.39705858318099996
ACH-000222,-0.194474116272
ACH-000223,-0.202705515741
ACH-000226,-0.5190134909499999
ACH-000227,-0.330570354532
ACH-000228,-0.629326580031
ACH-000231,-0.418478733769
ACH-000232,-0.243663459685
ACH-000233,-0.644763545552
ACH-000234,-0.438620071005
ACH-000235,-0.25357656669399997
ACH-000237,-0.69924652534
ACH-000238,-0.762945162051
ACH-000243,-0.20954295879299997
ACH-000244,-0.43875016537699996
ACH-000246,-0.553079826935
ACH-000248,-0.208792169686
ACH-000250,-0.53403190863
ACH-000251,-0.522693135696
ACH-000253,-0.5318214221190001
ACH-000255,-0.809400178422
ACH-000256,-0.961465630676
ACH-000257,-0.42617577997
ACH-000258,0.153817687569
ACH-000259,-0.347833337002
ACH-000260,-0.367884412272
ACH-000261,-0.33235960354000005
ACH-000262,-0.565863371892
ACH-000263,-0.327761207393
ACH-000264,-0.22286451112199998
ACH-000265,-0.296161844838
ACH-000266,-0.648461812331
ACH-000272,-0.660413711249
ACH-000273,-0.56067093724
ACH-000274,-0.26600254674400003
ACH-000277,-0.5125182337899999
ACH-000278,-0.233399279252
ACH-000279,-0.28481603854299997
ACH-000280,-0.40874829086
ACH-000281,-0.605015312614
ACH-000288,-0.50990522019
ACH-000291,-0.389463176408
ACH-000293,-0.73349377866
ACH-000294,-0.605675171564
ACH-000295,-0.30778850961599996
ACH-000296,-0.381374567316
ACH-000302,-0.38603117647299995
ACH-000304,-0.00484410101395
ACH-000307,-0.29559486807700003
ACH-000308,-0.956611158073
ACH-000310,-0.322118540329
ACH-000311,-0.276088058623
ACH-000312,-0.362335689754
ACH-000315,-0.386596106878
ACH-000316,-0.527306945725
ACH-000317,-0.610407486611
ACH-000318,-0.789287803918
ACH-000319,-0.480800391272
ACH-000320,-0.428779441877
ACH-000322,-0.30446869219
ACH-000323,-0.32049003575
ACH-000324,-0.6310379660859999
ACH-000329,-0.420261822794
ACH-000330,-0.42841031166999993
ACH-000331,-0.240932277016
ACH-000332,-0.660313781523
ACH-000334,-0.322900361919
ACH-000335,-0.259639613312
ACH-000336,-0.236284998944
ACH-000337,-0.457114204829
ACH-000339,-0.581939043217
ACH-000341,-0.371693828351
ACH-000348,-0.36628770774499997
ACH-000350,-0.11798416259700001
ACH-000352,-0.393005840637
ACH-000356,-0.422948868033
ACH-000361,-0.303349733183
ACH-000362,-0.34959888547799994
ACH-000363,-0.40532295991899997
ACH-000364,-0.39277018549099996
ACH-000365,-0.49039405227300004
ACH-000366,-0.480603481188
ACH-000368,-0.577522612301
ACH-000374,-0.384608662188
ACH-000375,-0.272732798876
ACH-000376,-0.500954705612
ACH-000381,-0.200750644866
ACH-000383,-0.575586993581
ACH-000387,-0.11823026092599999
ACH-000389,-0.305853599212
ACH-000390,-0.40528325016000005
ACH-000393,-0.116317281413
ACH-000395,-0.74403118765
ACH-000397,-0.667153072741
ACH-000401,-0.165556241941
ACH-000402,-0.37580690350100004
ACH-000403,-0.437906299061
ACH-000404,-0.418404401496
ACH-000406,-0.32851806863899996
ACH-000407,-0.303044871094
ACH-000408,-0.513859261272
ACH-000410,-0.0125040617612
ACH-000411,-0.343560600427
ACH-000414,-0.184713205022
ACH-000415,-0.6317601936289999
ACH-000416,-0.320485028397
ACH-000420,-0.495529673958
ACH-000421,-0.314423364999
ACH-000424,-0.297356101993
ACH-000425,-0.19935181546300001
ACH-000426,-0.993525838008
ACH-000427,-0.236684860449
ACH-000433,-0.7256979966859999
ACH-000436,-0.33608599210600004
ACH-000444,-0.139416092351
ACH-000445,-0.986286572174
ACH-000448,-0.24877186932599998
ACH-000450,-0.48636771829
ACH-000452,-0.391825824911
ACH-000454,-0.596758000694
ACH-000458,-0.652074558921
ACH-000459,-0.476921413776
ACH-000460,-0.935453133947
ACH-000461,-0.567154672021
ACH-000463,-0.353702830568
ACH-000464,-0.395497826087
ACH-000466,-0.640650515878
ACH-000467,-0.214419792307
ACH-000468,-0.305606205402
ACH-000469,-0.515502216276
ACH-000470,-0.57303443152
ACH-000471,-0.257673192822
ACH-000472,-0.375695750757
ACH-000473,-0.20455595442000002
ACH-000475,-0.18077287556
ACH-000476,-0.34513435206799997
ACH-000477,-0.109045550967
ACH-000480,-0.239732150455
ACH-000481,-0.40076535018700005
ACH-000483,-0.294399635972
ACH-000484,-0.749163466628
ACH-000485,-0.496889079445
ACH-000486,-0.307691126154
ACH-000487,-0.313072357139
ACH-000488,-0.39837473798
ACH-000490,-0.465410493869
ACH-000491,-0.144255846337
ACH-000495,-0.8144123137010001
ACH-000496,-0.308183979985
ACH-000499,-0.40016689973999997
ACH-000500,-1.55911445762
ACH-000502,-0.30327352784
ACH-000503,-0.281898652545
ACH-000505,-0.7956932184280001
ACH-000507,-0.472255647362
ACH-000510,-0.28187553319499997
ACH-000511,-0.782243002056
ACH-000512,-0.45354891601
ACH-000516,-0.273064556779
ACH-000517,-0.30563425719500004
ACH-000518,-0.383809853702
ACH-000520,-0.374832011508
ACH-000521,-0.237850170644
ACH-000522,-0.421967417314
ACH-000524,-0.40984985633000004
ACH-000527,-0.299964231425
ACH-000528,-0.288429114989
ACH-000537,-0.288650252914
ACH-000541,-0.437422126184
ACH-000542,-0.513643156668
ACH-000544,-0.494595656682
ACH-000545,-0.542665969476
ACH-000547,-0.51734291585
ACH-000548,-0.410502719475
ACH-000549,-0.422105912542
ACH-000550,-0.261897562922
ACH-000552,-0.416692963785
ACH-000556,-0.45008601725
ACH-000557,-0.276829211947
ACH-000570,-0.390423815655
ACH-000571,-0.5794404154789999
ACH-000573,-0.443338785702
ACH-000576,-1.16054911572
ACH-000580,-0.389618538904
ACH-000584,-0.253416289953
ACH-000585,-0.275978593674
ACH-000588,-0.750843723881
ACH-000589,-0.43190969712300004
ACH-000591,-0.43316406713399996
ACH-000593,-0.45819713128999995
ACH-000600,-0.49589503536000007
ACH-000601,-0.38794219243600003
ACH-000604,-0.269283756202
ACH-000605,-0.43790295621299996
ACH-000606,-0.6816983332240001
ACH-000608,-0.22511363292199998
ACH-000614,-0.577327237909
ACH-000616,-0.234218377357
ACH-000618,-0.755429807788
ACH-000619,-0.539660709045
ACH-000620,-0.327301546883
ACH-000621,-0.329038905539
ACH-000622,-0.209092162047
ACH-000623,-0.560199249891
ACH-000624,-0.45706772670100004
ACH-000627,-0.670746759762
ACH-000630,-0.631801440823
ACH-000632,-0.373644120854
ACH-000633,-0.351837869236
ACH-000637,-0.539859433388
ACH-000638,-0.59597805138
ACH-000646,-0.637853531405
ACH-000647,-0.247149775554
ACH-000648,-1.20159595319
ACH-000649,-0.774738874067
ACH-000651,-0.193712760372
ACH-000652,-0.568921806313
ACH-000653,-1.23831083143
ACH-000657,-0.4310903045
ACH-000658,-0.92126944213
ACH-000661,-0.441724570409
ACH-000662,-0.633213145066
ACH-000663,-0.754496200817
ACH-000665,-0.475843273301
ACH-000671,-0.294140482021
ACH-000673,-0.278467466538
ACH-000676,-0.223470011393
ACH-000677,-0.23268759331900002
ACH-000681,-0.357880982083
ACH-000682,-0.24699013524500002
ACH-000683,-0.258791443877
ACH-000684,-0.559254751457
ACH-000688,0.161410877088
ACH-000693,-0.45345939980300004
ACH-000694,-0.421022922169
ACH-000695,-0.69510931
ACH-000696,-0.523302837752
ACH-000697,-0.47707634439400004
ACH-000699,-0.579247210217
ACH-000701,-0.440710915252
ACH-000706,-0.428483876619
ACH-000711,-0.313630287326
ACH-000713,-0.562921868882
ACH-000714,-0.529653788557
ACH-000718,-0.209927181503
ACH-000720,-0.709094556602
ACH-000721,-0.248458439897
ACH-000724,0.0103362666755
ACH-000725,-0.22945519741700002
ACH-000732,-0.692649473649
ACH-000734,-0.6655057930780001
ACH-000735,-0.737728085801
ACH-000736,-0.39497560131
ACH-000738,-0.42533122716899996
ACH-000746,-0.386817150534
ACH-000747,-0.490460276378
ACH-000748,-0.536348037473
ACH-000753,-0.710038568802
ACH-000756,-0.404304655255
ACH-000757,-0.38648408775
ACH-000758,-0.477429535777
ACH-000760,-0.267577483267
ACH-000763,-0.485847049572
ACH-000764,-0.6879070032529999
ACH-000765,-0.566332293184
ACH-000766,-0.541511699068
ACH-000767,-0.250610864703
ACH-000768,-0.299810835678
ACH-000769,-0.228176350775
ACH-000770,-0.480943970474
ACH-000771,-0.38009217500799997
ACH-000773,-0.540822859692
ACH-000776,-0.47828473700199997
ACH-000777,-0.226843829088
ACH-000778,-0.906682446066
ACH-000781,-0.27351888588
ACH-000782,-0.251951947174
ACH-000783,-0.547435524503
ACH-000784,-0.326320542381
ACH-000785,-0.395167070056
ACH-000787,-0.621544364059
ACH-000788,-0.330854546209
ACH-000791,-0.45495748341799996
ACH-000792,-0.5162943830560001
ACH-000794,-0.726281018305
ACH-000796,-0.63459554405
ACH-000799,-0.38405643982
ACH-000800,0.117613721277
ACH-000802,-0.436057387179
ACH-000804,-0.643655889663
ACH-000805,-0.582766060279
ACH-000809,-0.34323716393700004
ACH-000810,-0.403323294353
ACH-000811,-0.46630664448
ACH-000817,-0.985418673869
ACH-000819,-0.423322744775
ACH-000820,-0.400063884564
ACH-000821,-0.8190112468940001
ACH-000822,-0.540184477403
ACH-000823,-0.307295811681
ACH-000824,-0.373337074723
ACH-000827,-0.570520743465
ACH-000829,-0.528372993189
ACH-000831,-0.477077321137
ACH-000832,-0.9873860194830001
ACH-000833,-0.238575062542
ACH-000834,-0.578315133758
ACH-000835,-0.6823909932080001
ACH-000836,-0.651141076293
ACH-000837,-0.256547068697
ACH-000838,-0.511655335503
ACH-000839,-0.9426180541789999
ACH-000840,-0.946687301688
ACH-000841,-0.42612527388300003
ACH-000843,-0.482802808006
ACH-000846,-0.469807346126
ACH-000847,-0.412228731126
ACH-000848,-0.434341270365
ACH-000849,-0.289563961514
ACH-000851,-0.621514121241
ACH-000855,-0.22898349594599998
ACH-000856,-0.46521750764799996
ACH-000858,-0.420512547863
ACH-000859,-0.484408464401
ACH-000861,-0.568807007158
ACH-000862,-0.0579843346418
ACH-000865,-0.420256817641
ACH-000866,-0.214382305196
ACH-000867,-0.259981606387
ACH-000869,-0.44438707500200003
ACH-000872,-0.870194408706
ACH-000873,-0.30073766927400003
ACH-000876,-0.362912273528
ACH-000878,-0.140179256504
ACH-000880,-0.298404976745
ACH-000881,-0.309839897036
ACH-000882,-0.390734402523
ACH-000884,-0.291529311542
ACH-000885,-0.652941489407
ACH-000887,-0.340262512082
ACH-000888,-0.418601096141
ACH-000889,-1.09940245142
ACH-000890,-0.630632872057
ACH-000896,-0.595216792386
ACH-000898,-0.313611956554
ACH-000900,-0.513657708151
ACH-000901,-0.856799342499
ACH-000905,-0.6041072059170001
ACH-000906,-0.6617780341889999
ACH-000907,-0.272283056477
ACH-000910,-0.19426790893100002
ACH-000911,-0.663933341809
ACH-000912,-0.54716278318
ACH-000913,-1.03676188268
ACH-000915,-0.274180521788
ACH-000916,-0.187236080243
ACH-000917,-0.376661288622
ACH-000921,-0.476213201685
ACH-000924,-0.273082601267
ACH-000926,-0.20125465814500001
ACH-000928,-0.25619434118900003
ACH-000929,-0.341224965184
ACH-000932,-0.36736609651999996
ACH-000935,-0.483909420832
ACH-000936,-0.837429739549
ACH-000937,-0.282131663953
ACH-000938,-0.41888238954400003
ACH-000939,-0.416260304516
ACH-000941,-0.365478255013
ACH-000943,-0.34040765921800004
ACH-000946,-0.7457016516230001
ACH-000947,-0.117523622271
ACH-000948,-0.367963157939
ACH-000950,-0.570977573596
ACH-000953,-0.395445290973
ACH-000957,-0.556837095658
ACH-000958,-0.191494951814
ACH-000960,-0.19586257686500003
ACH-000963,-0.8762107038600001
ACH-000968,-0.35567603334200004
ACH-000969,-0.39980997051899997
ACH-000973,-0.41879878634900003
ACH-000974,-0.611357171482
ACH-000975,-0.238930681857
ACH-000976,-0.476702898841
ACH-000978,-0.23490225846
ACH-000980,-0.32602863161400003
ACH-000984,-0.34517948187799996
ACH-000986,-0.516069190398
ACH-000988,-0.263947320855
ACH-000993,-0.430186368237
ACH-000994,-0.46916442316699997
ACH-000996,-0.41666818595399996
ACH-001001,-0.28643816824499996
ACH-001020,-0.448309010518
ACH-001028,-0.32730970259799996
ACH-001031,-0.4405680701
ACH-001038,-0.14463906197999998
ACH-001048,-0.43477210842200004
ACH-001050,-0.301796576314
ACH-001053,-0.290032900486
ACH-001054,-0.214950638974
ACH-001061,-0.378080148917
ACH-001067,-0.561940074986
ACH-001075,-0.294522314455
ACH-001096,-0.261498432171
ACH-001128,-0.268464747826
ACH-001134,-1.02081975675
ACH-001151,-0.347583468623
ACH-001163,-0.692060306578
ACH-001164,-0.288997991525
ACH-001173,-0.431523436526
ACH-001183,-0.26460753687
ACH-001184,-0.0277814356573
ACH-001190,-0.41897770740699997
ACH-001192,-0.164118493208
ACH-001193,-0.231671242538
ACH-001196,-0.183982165859
ACH-001197,-1.12359536433
ACH-001205,-0.37701630952299997
ACH-001211,-0.441613616607
ACH-001212,-0.216746457137
ACH-001228,-0.386509064424
ACH-001232,-0.258644638532
ACH-001239,-0.09900120352060002
ACH-001274,-0.289597402277
ACH-001275,-0.31990312031999996
ACH-001277,-0.232976896611
ACH-001278,-0.304820986691
ACH-001280,-0.202139401782
ACH-001283,-0.373718985555
ACH-001289,-0.283617942094
ACH-001295,-0.266898848556
ACH-001300,-0.331313305623
ACH-001301,-0.559010665216
ACH-001302,-0.262392662427
ACH-001303,-0.459247941968
ACH-001306,-0.788702002503
ACH-001318,-0.67042514678
ACH-001322,-0.7115513340719999
ACH-001328,-0.539465166008
ACH-001332,-0.35224611310000004
ACH-001333,-0.41578503446099996
ACH-001336,-0.758869624409
ACH-001340,-0.961889638485
ACH-001346,-0.502627716386
ACH-001353,-0.800571313423
ACH-001354,-0.32401708184
ACH-001367,-0.404431756084
ACH-001368,-0.425888659772
