,TLX3 (30012)
ACH-000004,0.0517130805664
ACH-000007,0.264457059334
ACH-000009,-0.153370987397
ACH-000011,-0.0508300966598
ACH-000012,-0.168931813909
ACH-000013,0.203794423171
ACH-000014,0.168613423651
ACH-000015,-0.0566248358886
ACH-000017,0.00486238736999
ACH-000018,0.021286381625099996
ACH-000019,0.0614967671344
ACH-000021,-0.023827157538400003
ACH-000022,-0.277442381024
ACH-000025,0.0673704629686
ACH-000028,-0.06276518412359999
ACH-000030,0.05434311459430001
ACH-000035,-0.00687641227945
ACH-000036,-0.197547738832
ACH-000037,0.0258470031911
ACH-000039,-0.07809304632450001
ACH-000040,-0.0433907770828
ACH-000041,-0.11068983169399998
ACH-000042,-0.11912586348200001
ACH-000045,0.0185225466683
ACH-000047,-0.0226268131953
ACH-000052,0.22584578602299998
ACH-000053,-0.104622182344
ACH-000054,0.008318440504300001
ACH-000055,-0.201494010872
ACH-000060,-0.012775016703600001
ACH-000067,-0.000977323027885
ACH-000070,-0.0038555336064899997
ACH-000075,0.123213488892
ACH-000078,0.04962562245299999
ACH-000082,-0.0936663215927
ACH-000085,0.14888223294000003
ACH-000086,0.143158993403
ACH-000087,-0.232677718461
ACH-000092,0.027510488561700002
ACH-000095,-0.0638553735855
ACH-000097,0.07102693131769999
ACH-000098,-0.15202711807
ACH-000099,0.0567241956221
ACH-000108,-0.0239092590823
ACH-000113,-0.118436397863
ACH-000115,-0.0866382620259
ACH-000116,-0.167125737492
ACH-000118,0.141562409816
ACH-000120,-0.0527276077221
ACH-000123,-0.0962595841388
ACH-000127,-0.122131794859
ACH-000128,-0.183437283023
ACH-000132,-0.06942403676310001
ACH-000133,-0.013271677065299999
ACH-000137,0.089419936421
ACH-000138,0.12996930498099998
ACH-000142,-0.08902476754329999
ACH-000143,-0.212469190509
ACH-000146,0.0348712154335
ACH-000148,-0.0220124554798
ACH-000150,-0.23183483509
ACH-000152,-0.186008927382
ACH-000153,0.0751848982352
ACH-000159,-0.21285346021899998
ACH-000160,0.017257014381900002
ACH-000163,0.0751545232972
ACH-000167,-0.16352933874199999
ACH-000168,-0.028305697289
ACH-000169,0.0138542542318
ACH-000178,-0.21617071071999996
ACH-000182,-0.06603068548909999
ACH-000183,-0.204445661648
ACH-000188,-0.019920016381299997
ACH-000189,-0.155989852654
ACH-000190,-0.0979301004588
ACH-000198,0.00777303293882
ACH-000204,-0.125959358431
ACH-000206,0.19815431615899998
ACH-000207,0.063212938747
ACH-000211,-0.07043358460530001
ACH-000215,-0.031684950307400005
ACH-000221,-0.105018264594
ACH-000222,0.186145425051
ACH-000223,-0.13980453244899999
ACH-000226,-0.15588118306600002
ACH-000227,0.0400564069862
ACH-000228,0.0807228601039
ACH-000231,-0.0734770311504
ACH-000232,-0.112444333921
ACH-000233,-0.229075810366
ACH-000234,-0.145525389898
ACH-000235,0.0443654540827
ACH-000237,0.03906159220659999
ACH-000238,-0.22143057476599998
ACH-000243,0.0402617667986
ACH-000244,0.0435462794966
ACH-000246,-0.0598432709561
ACH-000248,-0.11014843457699999
ACH-000250,-0.113480443391
ACH-000251,-0.255404898937
ACH-000253,-0.0759009720319
ACH-000255,-0.359158406928
ACH-000256,0.041065156925800005
ACH-000257,-0.34874672816200003
ACH-000258,0.0551961295361
ACH-000259,0.07659025870410001
ACH-000260,-0.109225986147
ACH-000261,-0.011021284872099999
ACH-000262,-0.101470119113
ACH-000263,-0.147050544308
ACH-000264,0.10575030618999999
ACH-000265,0.06167411852580001
ACH-000266,0.00425708291045
ACH-000272,-0.038466987687
ACH-000273,-0.114839051288
ACH-000274,-0.0694131656796
ACH-000277,0.0168956210492
ACH-000278,-0.182885119127
ACH-000279,-0.00675322688917
ACH-000280,0.06919548282060001
ACH-000281,-0.0902016819036
ACH-000288,-0.0509135374642
ACH-000291,-0.09537260738679999
ACH-000293,0.0397671243507
ACH-000294,-0.06346142391750001
ACH-000295,-0.44188734692000003
ACH-000296,-0.160547382864
ACH-000302,-0.00956105473241
ACH-000304,-0.39173309129100004
ACH-000307,-0.13528073709400001
ACH-000308,-0.11641432650599999
ACH-000310,-0.110657912665
ACH-000311,0.11899422742999999
ACH-000312,-0.043627198483800006
ACH-000315,-0.06886540647099999
ACH-000316,-0.358563752462
ACH-000317,-0.11035060918299999
ACH-000318,0.143388569365
ACH-000319,0.05786044975599999
ACH-000320,0.174464662958
ACH-000322,0.216589732156
ACH-000323,-0.22789994947099998
ACH-000324,0.06326706958259999
ACH-000329,-0.0819013841025
ACH-000330,-0.177102412434
ACH-000331,-0.0350862415553
ACH-000332,-0.039058748541
ACH-000334,0.102110253254
ACH-000335,-0.222893590159
ACH-000336,0.15497713720200001
ACH-000337,-0.17298586474
ACH-000339,0.0227704999488
ACH-000341,-0.0131294326834
ACH-000348,0.006612553898380001
ACH-000350,-0.25152067472
ACH-000352,0.0630740274941
ACH-000356,0.158057363127
ACH-000361,-0.183976142424
ACH-000362,0.0625590594649
ACH-000363,-0.07847473613599999
ACH-000364,-0.0411606628813
ACH-000365,0.0207967472558
ACH-000366,0.0219330707265
ACH-000368,-0.19636371082
ACH-000374,0.050346881892099994
ACH-000375,0.18286102617
ACH-000376,-0.0813440937869
ACH-000381,-0.13353051527899998
ACH-000383,0.00499479384015
ACH-000387,-0.106470735186
ACH-000389,-0.10866044272700001
ACH-000390,-0.15789248392000002
ACH-000393,-0.13032281059800002
ACH-000395,0.382478232223
ACH-000397,-0.186073038915
ACH-000401,-0.09792518177500001
ACH-000402,-0.13693890171700002
ACH-000403,-0.0738544302802
ACH-000404,-0.222544305206
ACH-000406,-0.006042566879180001
ACH-000407,-0.11118298512199999
ACH-000408,0.09426066055269999
ACH-000410,0.045084446460999995
ACH-000411,-0.196220340255
ACH-000414,-0.0514301859054
ACH-000415,0.028782942310099997
ACH-000416,-0.10671136574699999
ACH-000420,-0.400705001481
ACH-000421,-0.0468191251617
ACH-000424,-0.03669556166080001
ACH-000425,-0.11850096591600001
ACH-000426,0.11159521737299999
ACH-000427,-0.232618454369
ACH-000433,-0.0405689092939
ACH-000436,-0.26135260393000004
ACH-000444,-0.115440155394
ACH-000445,-0.207917893053
ACH-000448,-0.18749084930100002
ACH-000450,-0.13503585463
ACH-000452,0.011461971958899999
ACH-000454,-0.117057517474
