,PTPRH (5794)
ACH-000004,0.029651865285200002
ACH-000007,0.105805379858
ACH-000009,-0.052013633602599994
ACH-000011,0.0403419695855
ACH-000012,-0.0108563503868
ACH-000013,-0.0790334661885
ACH-000014,0.0714922473512
ACH-000015,0.014824680489
ACH-000017,-0.00995533920064
ACH-000018,0.12147706700899999
ACH-000019,0.069028146624
ACH-000021,-0.0902700446128
ACH-000022,-0.118178755901
ACH-000025,0.0782709696781
ACH-000028,0.0167306291596
ACH-000030,-0.361936680242
ACH-000035,0.10822539813200001
ACH-000036,-0.0452015886539
ACH-000037,0.028576719649200003
ACH-000039,0.0353254651911
ACH-000040,0.0292602734791
ACH-000041,0.0127094137135
ACH-000042,-0.00281744305468
ACH-000045,-0.0442342254103
ACH-000047,-0.0301323612931
ACH-000052,-0.0131094445805
ACH-000053,-0.00042851652692800003
ACH-000054,0.0920387192089
ACH-000055,0.149721577956
ACH-000060,0.211978524233
ACH-000067,-0.086474140671
ACH-000070,0.278548937555
ACH-000075,0.138333956828
ACH-000078,-0.04966336292330001
ACH-000082,0.0882777912853
ACH-000085,-0.0276823390608
ACH-000086,-0.0407491963464
ACH-000087,-0.0524934427133
ACH-000092,-0.0844760132395
ACH-000095,0.035965849044
ACH-000097,0.0188492882827
ACH-000098,-0.04471108223880001
ACH-000099,-0.09427819834899999
ACH-000108,0.200658779623
ACH-000113,0.052946397593300006
ACH-000115,-0.0642175010231
ACH-000116,-0.0220506215013
ACH-000118,0.0799059761328
ACH-000120,0.0576029164442
ACH-000123,-0.00432054385486
ACH-000127,-0.0360228213493
ACH-000128,-0.05357826715919999
ACH-000132,-0.0242627621753
ACH-000133,-0.00928428129741
ACH-000137,-0.0256107769285
ACH-000138,-0.057038462987199993
ACH-000142,-0.08386726640110001
ACH-000143,-0.0231502433591
ACH-000146,-0.132546577213
ACH-000148,0.0717421698195
ACH-000150,0.00999425698011
ACH-000152,0.052129230368999996
ACH-000153,-0.134200061594
ACH-000159,-0.08535678530480001
ACH-000160,-0.0165663151009
ACH-000163,-0.0670549614223
ACH-000167,0.0791819250818
ACH-000168,-0.12396539979900001
ACH-000169,-0.07840354945519999
ACH-000178,0.06687198075930001
ACH-000182,-0.0691135225604
ACH-000183,-0.00328520919274
ACH-000188,0.10639931616699999
ACH-000189,0.0358328983147
ACH-000190,0.0174580761638
ACH-000198,0.00478421890474
ACH-000204,-0.011040580185200002
ACH-000206,0.0776715420648
ACH-000207,-0.05027210862150001
ACH-000211,0.071686748356
ACH-000215,-0.00531892509403
ACH-000221,-0.0290723995459
ACH-000222,0.205578862713
ACH-000223,0.038708319201699995
ACH-000226,0.137435492245
ACH-000227,-0.251679282027
ACH-000228,0.182183468085
ACH-000231,0.0777564429425
ACH-000232,-0.08610007913119999
ACH-000233,-0.11401611793500001
ACH-000234,0.105153157555
ACH-000235,0.0849033829391
ACH-000237,-0.0429961342655
ACH-000238,-0.136823042287
ACH-000243,0.054242224549900006
ACH-000244,-0.016740912301600002
ACH-000246,-0.0854940745315
ACH-000248,0.131439453356
ACH-000250,-0.009841472073850001
ACH-000251,-0.10157448589299999
ACH-000253,-0.112776444951
ACH-000255,0.0136932279902
ACH-000256,0.0480294463081
ACH-000257,-0.013286822132200001
ACH-000258,-0.147214075921
ACH-000259,-0.00793287281211
ACH-000260,0.00637290262637
ACH-000261,0.027534762878900002
ACH-000262,-0.225475787606
ACH-000263,0.0949709526846
