,PLEKHM2 (23207)
ACH-000004,-0.331313761119
ACH-000007,0.0640748961096
ACH-000009,-0.152176233541
ACH-000011,-0.244604394558
ACH-000012,-0.252843079511
ACH-000013,-0.144548208935
ACH-000014,-0.271043264404
ACH-000015,-0.28357581936500004
ACH-000017,-0.177911197742
ACH-000018,-0.319814471899
ACH-000019,0.144393883356
ACH-000021,-0.147902332345
ACH-000022,-0.317581861107
ACH-000025,-0.5154583807299999
ACH-000028,0.0779050099522
ACH-000030,-0.251700769188
ACH-000035,-0.521397079934
ACH-000036,-0.339065726365
ACH-000037,-0.0422858780588
ACH-000039,-0.541781641629
ACH-000040,-0.45045648893299994
ACH-000041,-0.25365469073
ACH-000042,-0.274362780286
ACH-000045,-0.304112853509
ACH-000047,-0.313516825164
ACH-000052,-0.259062482978
ACH-000053,-0.182924264848
ACH-000054,-0.0524573698281
ACH-000055,-0.19675213691
ACH-000060,-0.331281580005
ACH-000067,-0.09234022815080001
ACH-000070,-0.195022185567
ACH-000075,-0.354224220774
ACH-000078,-0.303850991447
ACH-000082,-0.207232744272
ACH-000085,-0.325993480359
ACH-000086,-0.156393979532
ACH-000087,-0.36687978878
ACH-000092,-0.36015205141
ACH-000095,-0.236403786329
ACH-000097,-0.0827804808817
ACH-000098,-0.24299486664099998
ACH-000099,-0.045260717696
ACH-000108,-0.17834953120799998
ACH-000113,-0.0159288911585
ACH-000115,-0.48228680333499996
ACH-000116,-0.4152613965
ACH-000118,-0.164195472829
ACH-000120,-0.18474930632
ACH-000123,-0.142748438108
ACH-000127,-0.130533089849
ACH-000128,-0.53759367381
ACH-000132,-0.106179549576
ACH-000133,-0.354006270863
ACH-000137,-0.49942143606899997
ACH-000138,-0.27306054958500003
ACH-000142,-0.25936073887
ACH-000143,-0.272447619423
ACH-000146,0.0940569930831
ACH-000148,-0.250263795356
ACH-000150,-0.631013455186
ACH-000152,-0.43614075358000004
ACH-000153,-0.0277245059605
ACH-000159,-0.152135230036
