,OVCA2 (124641)
ACH-000004,-0.5386449024759999
ACH-000007,-0.178859234093
ACH-000009,-0.911595818819
ACH-000011,-0.45723537392200003
ACH-000012,-0.36187581106399996
ACH-000013,-0.334497363831
ACH-000014,-0.23911111406399999
ACH-000015,-0.44343032609099997
ACH-000017,-0.215605641864
ACH-000018,-0.28675714817
ACH-000019,-0.5955230604899999
ACH-000021,-0.289378431088
ACH-000022,-0.592955456854
ACH-000025,-0.418106384227
ACH-000028,-0.542308591606
ACH-000030,-0.45145002619099994
ACH-000035,-0.42918527402500006
ACH-000036,-0.325913599522
ACH-000037,-0.234346570411
ACH-000039,-0.39258792047200003
ACH-000040,-0.666687636669
ACH-000041,-0.48485058493
ACH-000042,-0.43406873328199996
ACH-000045,-0.398430828472
ACH-000047,-0.520368854709
ACH-000052,-0.7472993519410001
ACH-000053,-0.385602441911
ACH-000054,-0.326531536484
ACH-000055,-0.27223422330200003
ACH-000060,-0.453042550841
ACH-000067,-0.652972770216
ACH-000070,-0.29432505818000004
ACH-000075,-0.275843717406
ACH-000078,-0.47879820993
ACH-000082,-0.16515524795
ACH-000085,-0.150845599892
ACH-000086,-0.360775951937
ACH-000087,-0.29931967240400004
ACH-000092,-0.406930742531
ACH-000095,-0.34767346480899997
ACH-000097,-0.38403519170999995
ACH-000098,-0.592604728729
ACH-000099,-0.41139046651100003
ACH-000108,-0.33948909807800004
ACH-000113,-0.35507707575099995
ACH-000115,-0.5603502296
ACH-000116,-0.45522182726599997
ACH-000118,-0.538463359334
ACH-000120,-0.30907332760899997
ACH-000123,-0.220893304046
ACH-000127,-0.35144080169200004
ACH-000128,-0.49071530067900004
ACH-000132,-0.53755434904
ACH-000133,-0.651006697883
ACH-000137,-0.34617035179
ACH-000138,-0.394122616232
ACH-000142,-0.371560183293
ACH-000143,-0.28004218249400004
ACH-000146,-0.310627098396
ACH-000148,-0.477990608673
ACH-000150,-0.468370039995
ACH-000152,-0.536533319657
ACH-000153,-0.104747120528
ACH-000159,-0.590391010136
ACH-000160,-0.37636236468199996
ACH-000163,-0.468151291491
ACH-000167,-0.12781596051799998
ACH-000168,-0.62286782093
ACH-000169,-0.376073110345
ACH-000178,-0.455708749547
ACH-000182,-0.291546004493
ACH-000183,-0.266541601941
ACH-000188,-0.45493863595399997
ACH-000189,-0.36591965026900003
ACH-000190,-0.525015432843
ACH-000198,-0.187263321152
ACH-000204,-0.44011102884099995
ACH-000206,-0.492705522676
ACH-000207,-0.8773240767589999
ACH-000211,-0.254483666243
ACH-000215,-0.438786454088
ACH-000221,-0.574768197602
ACH-000222,-0.259326218502
ACH-000223,-0.515038841262
ACH-000226,-0.33919294972499997
ACH-000227,-0.570209551145
ACH-000228,-0.321218291197
ACH-000231,-0.503658907865
ACH-000232,-0.525490818688
ACH-000233,-0.260722288473
ACH-000234,-0.40562125010300004
ACH-000235,-0.34324492136
ACH-000237,-0.389826477545
ACH-000238,-0.448863244884
ACH-000243,-0.443958787673
ACH-000244,-0.596121789819
ACH-000246,-0.506191635743
ACH-000248,-0.462514472036
ACH-000250,-0.5478202633739999
ACH-000251,-0.24546004055799997
ACH-000253,-0.47899965824199997
ACH-000255,-0.280500006452
ACH-000256,-0.49490395829899997
ACH-000257,-0.213090450169
ACH-000258,0.044221725778
ACH-000259,-0.43984499031400004
ACH-000260,-0.314414007896
ACH-000261,-0.48186129178599996
ACH-000262,-0.497680542861
ACH-000263,-0.11932404004899999
ACH-000264,-0.471509155312
ACH-000265,-0.288869333526
ACH-000266,-0.48257128134099997
ACH-000272,-0.542235292461
ACH-000273,-0.46548205364699996
ACH-000274,-0.561987276932
ACH-000277,-0.42805818396
ACH-000278,-0.389069255347
ACH-000279,-0.496708767084
ACH-000280,-0.247073546758
ACH-000281,-0.20672980634799998
ACH-000288,-0.766007549648
ACH-000291,-0.446655127653
ACH-000293,-0.45807764291
ACH-000294,-0.436364667474
ACH-000295,-0.39418349271700004
ACH-000296,-0.284596408929
ACH-000302,-0.32617274498599996
ACH-000304,-0.14128428028599999
ACH-000307,-0.510946904039
ACH-000308,-0.530764092599
ACH-000310,-0.33795429770999996
ACH-000311,-0.420391876715
ACH-000312,-0.38544367778399996
ACH-000315,-0.22456700539000002
ACH-000316,-0.626464715307
ACH-000317,-0.12238678880699999
ACH-000318,-0.47842100088999995
ACH-000319,-0.311539737136
ACH-000320,-0.247356138226
ACH-000322,-0.45542571359399997
ACH-000323,-0.533025420788
ACH-000324,-0.382260542675
ACH-000329,-0.315402326612
ACH-000330,-0.263797197863
ACH-000331,-0.5670579128100001
ACH-000332,-0.513832108097
ACH-000334,-0.7042709556610001
ACH-000335,-0.148784006722
ACH-000336,-0.417384984229
ACH-000337,-0.301155814957
ACH-000339,-0.536453154579
ACH-000341,-0.437790538983
ACH-000348,-0.575106557709
ACH-000350,-0.34383916765699996
ACH-000352,-0.44356600514399996
ACH-000356,-0.34332014025700003
ACH-000361,-0.742431918511
ACH-000362,-0.31461394523200004
ACH-000363,-0.465399861873
ACH-000364,-0.32298984587699997
ACH-000365,-0.44722516934100004
ACH-000366,-0.452862728208
ACH-000368,-0.496163532932
ACH-000374,-0.275061384918
ACH-000375,-0.374555558248
ACH-000376,-0.382744350408
ACH-000381,-0.425009532932
ACH-000383,-0.38416553491300004
ACH-000387,-0.458092604819
ACH-000389,-0.148835004634
ACH-000390,-0.476619095101
ACH-000393,-0.39631188513899995
ACH-000395,-0.41859386401
ACH-000397,-0.6721559296449999
ACH-000401,-0.0137517664296
ACH-000402,-0.0064092784115699995
ACH-000403,-0.361735046669
ACH-000404,-0.29071940753000003
ACH-000406,-0.31280182334
ACH-000407,-0.46188733672
ACH-000408,-0.31145783719000003
ACH-000410,-0.578952563411
ACH-000411,-0.707091241858
ACH-000414,-0.356602273807
ACH-000415,-0.26708571258499997
ACH-000416,-0.36761938492
ACH-000420,-0.656950516359
ACH-000421,-0.44386161886299996
ACH-000424,-0.705000745009
ACH-000425,-0.18271775794
ACH-000426,0.0799361844844
ACH-000427,-0.397249913835
ACH-000433,-0.940286772718
ACH-000436,-0.5175612365910001
ACH-000444,-0.323283965679
ACH-000445,-0.450972484699
ACH-000448,-0.45382027111
ACH-000450,-0.823784481469
ACH-000452,-0.351370982007
ACH-000454,-0.472920101989
ACH-000458,-0.438339178999
ACH-000459,-0.21070709194499998
ACH-000460,-0.435545847593
ACH-000461,-0.0675935621198
ACH-000463,-0.409245845254
ACH-000464,-0.405144381295
ACH-000466,-0.29959732066
ACH-000467,-0.382889567232
ACH-000468,-0.549998103108
ACH-000469,-0.620424038243
ACH-000470,-0.380913571569
ACH-000471,-0.603495083512
ACH-000472,-0.300442083649
ACH-000473,-0.222452361968
ACH-000475,-0.49395011488300006
ACH-000476,-0.368410269381
ACH-000477,-0.09294542449210001
ACH-000480,-0.536879352326
ACH-000481,-0.307478715412
ACH-000483,-0.376250655035
ACH-000484,-0.30346883616
ACH-000485,-0.259096730786
ACH-000486,-0.40702930197400006
ACH-000487,-0.49457331428400003
ACH-000488,-0.44593257889399995
ACH-000490,-0.3612308216
ACH-000491,-0.216993226518
ACH-000495,-0.522637172834
ACH-000496,-0.554878108847
ACH-000499,-0.303031472581
ACH-000500,-0.44578208538900005
ACH-000502,-0.325620298551
ACH-000503,-0.396493620426
ACH-000505,-0.439593865972
ACH-000507,-0.480178415803
ACH-000510,-0.415517421657
ACH-000511,-0.547383764782
ACH-000512,-0.650749143355
ACH-000516,-0.534031623507
ACH-000517,-0.44986373789300005
ACH-000518,-0.534787983353
ACH-000520,-0.459215748436
ACH-000521,-0.24451209892099998
ACH-000522,-0.405647987386
ACH-000524,-0.362587133207
ACH-000527,-0.418278405204
ACH-000528,-0.448097922245
ACH-000537,-0.448822835175
ACH-000541,-0.444040370704
ACH-000542,-0.473323900255
ACH-000544,-0.127859842684
ACH-000545,-0.33516640816300003
ACH-000547,-0.236101650871
ACH-000548,-0.415633656092
ACH-000549,-0.38853811845200004
ACH-000550,-0.558188211784
ACH-000552,-0.29951952480099997
ACH-000556,-0.476627979839
ACH-000557,-0.519427335255
ACH-000570,-0.523889150655
ACH-000571,-0.5479159681319999
ACH-000573,-0.416648256219
ACH-000576,-0.457754873033
ACH-000580,-0.452160553011
ACH-000584,-0.460820295075
ACH-000585,-0.40454239910800005
ACH-000588,-0.415682827539
ACH-000589,-0.42338613059299995
ACH-000591,-0.51651494361
ACH-000593,-0.6155457735100001
ACH-000600,-0.36177626299099996
ACH-000601,-0.40902025930799996
ACH-000604,-0.43403646302500004
ACH-000605,-0.23652477637
ACH-000606,-0.291535703959
ACH-000608,-0.432782133113
ACH-000614,-0.344049147517
ACH-000616,-0.36748129110399996
ACH-000618,-0.190820627607
ACH-000619,-0.5009254288180001
ACH-000620,-0.5426586293810001
ACH-000621,-0.36045579281999995
ACH-000622,-0.595331884344
ACH-000623,-0.569111355256
ACH-000624,-0.53480610061
ACH-000627,-0.36212611435099995
ACH-000630,-0.502887544286
ACH-000632,-0.480173491807
ACH-000633,-0.45062337830300003
ACH-000637,-0.18882844603
ACH-000638,-0.308162068375
ACH-000646,-0.278273419743
ACH-000647,-0.40124818825999997
ACH-000648,-0.39179666382899997
ACH-000649,-0.32719110387899997
ACH-000651,-0.468477690309
ACH-000652,-0.292792043654
ACH-000653,-0.580627819985
ACH-000657,-0.36685107161799996
ACH-000658,-0.144990356086
ACH-000661,-0.44803525541100003
ACH-000662,-0.446153972835
ACH-000663,-0.428372088903
ACH-000665,-0.46821651307800005
ACH-000671,-0.49969961922399997
ACH-000673,-0.49663621632
ACH-000676,-0.497562178232
ACH-000677,-0.587932860258
ACH-000681,-0.512391105379
ACH-000682,-0.45917146143
ACH-000683,-0.267799260824
ACH-000684,-0.752247179911
ACH-000688,-0.465124198059
ACH-000693,-0.528480408714
ACH-000694,-0.14556741357
ACH-000695,-0.648205171063
