,METAP1 (23173)
ACH-000004,-0.507196555442
ACH-000007,-0.8771807435299999
ACH-000009,-0.600524534098
ACH-000011,-0.36429770157200003
ACH-000012,-1.00543352718
ACH-000013,-0.39519012252999997
ACH-000014,-0.19534811847
ACH-000015,-0.580353658636
ACH-000017,-0.700060257111
ACH-000018,-0.686470554684
ACH-000019,-0.574895054524
ACH-000021,-0.7971692479029999
ACH-000022,-0.536036390971
ACH-000025,-0.890261075977
ACH-000028,-0.9180247282799999
ACH-000030,-0.984203389819
ACH-000035,-0.331861835676
ACH-000036,-0.8000586639899999
ACH-000037,-0.6535823048139999
ACH-000039,-1.1584723372799999
ACH-000040,-0.829670523576
ACH-000041,-0.58247000056
ACH-000042,-0.829911703149
ACH-000045,-0.346811684814
ACH-000047,-0.53762983637
ACH-000052,-0.9197718802060001
ACH-000053,-0.395760139864
ACH-000054,-0.586513217241
ACH-000055,-0.817944240514
ACH-000060,-0.447661180385
ACH-000067,-0.449530307799
ACH-000070,-0.441694351355
ACH-000075,-1.14035815265
ACH-000078,-0.949925502067
ACH-000082,-0.12196901681700001
ACH-000085,-1.14467253781
ACH-000086,-0.668130531401
ACH-000087,-0.680970969234
ACH-000092,-0.8928871780359999
ACH-000095,-0.6885778610009999
ACH-000097,-0.790061605218
ACH-000098,-0.393946427691
ACH-000099,-1.24459369824
ACH-000108,-0.545363846088
ACH-000113,-0.0938090882199
ACH-000115,-0.393714256675
ACH-000116,-0.6697494663970001
ACH-000118,-0.362071670876
ACH-000120,-1.0979769909100001
ACH-000123,-0.654880706163
ACH-000127,-0.7682406249699999
ACH-000128,-0.517784190774
ACH-000132,-0.383173378949
ACH-000133,-0.800698078602
ACH-000137,-0.571000701036
ACH-000138,-1.09695152372
ACH-000142,-0.8584386137919999
ACH-000143,-0.8828183418109999
ACH-000146,-0.203514646184
ACH-000148,-0.583939742939
ACH-000150,-0.9700200032200001
ACH-000152,-0.703489987033
ACH-000153,-0.725986751046
ACH-000159,-0.588115993286
