,AGGF1 (55109)
ACH-000004,0.0527510210107
ACH-000007,0.033822393190500004
ACH-000009,-0.163275141717
ACH-000011,0.0343538607945
ACH-000012,0.11438940670299999
ACH-000013,0.12655757173499999
ACH-000014,-0.0759010668814
ACH-000015,-0.070530255833
ACH-000017,0.14732241514799999
ACH-000018,0.05623389506490001
ACH-000019,-0.29066869935600004
ACH-000021,0.00132336606547
ACH-000022,0.182817230522
ACH-000025,0.166404809964
ACH-000028,-0.0537410517662
ACH-000030,0.135994459471
ACH-000035,0.116202811641
ACH-000036,0.126576159084
ACH-000037,0.294833049886
ACH-000039,0.17436234314500001
ACH-000040,0.30380125464499996
ACH-000041,-0.054321429977699995
ACH-000042,0.10652924380300001
ACH-000045,0.117250950073
ACH-000047,0.0565671608848
ACH-000052,-0.12104935034299999
ACH-000053,0.10036779113500001
ACH-000054,0.119637701663
ACH-000055,-0.148846091304
ACH-000060,0.130187957665
ACH-000067,0.029563535021799998
ACH-000070,0.0358484768414
ACH-000075,0.0445744841902
ACH-000078,-0.08608804228260002
ACH-000082,0.004472198455149999
ACH-000085,0.402973083931
ACH-000086,0.0615875938509
ACH-000087,0.307323964465
ACH-000092,-0.007781516550050001
ACH-000095,0.12748085544
ACH-000097,0.144490313707
ACH-000098,-0.04789000951169999
ACH-000099,0.0451384823664
ACH-000108,-0.0387974623217
ACH-000113,0.07216479960819999
ACH-000115,0.031279413025500004
ACH-000116,0.22563622339899997
ACH-000118,0.105309212828
ACH-000120,-0.135555812958
ACH-000123,-0.052408821777
ACH-000127,0.101965884504
ACH-000128,-0.037278832088
ACH-000132,0.039578788359800006
ACH-000133,0.049132493346800005
ACH-000137,-0.34930673240500004
ACH-000138,0.0147523582995
ACH-000142,0.0352005550363
ACH-000143,0.287371322234
ACH-000146,-0.00134172547448
ACH-000148,0.164045513055
ACH-000150,0.0485742176206
ACH-000152,-0.018592280841599997
ACH-000153,0.0054159725125500005
ACH-000159,-0.0617413100088
ACH-000160,0.231653860268
ACH-000163,0.249638020086
ACH-000167,-0.200065945365
ACH-000168,0.08691082157379999
ACH-000169,-0.125169041828
ACH-000178,0.0322524313846
ACH-000182,-0.0301082316788
ACH-000183,-0.137267082043
ACH-000188,-0.00195326145767
ACH-000189,-0.00226148459819
ACH-000190,-0.040953001369
ACH-000198,0.0580673597262
ACH-000204,-0.152436197384
ACH-000206,0.123340025053
ACH-000207,-0.033282192128
ACH-000211,0.147949543573
ACH-000215,0.199057704189
ACH-000221,0.0632906177874
ACH-000222,-0.107460589085
ACH-000223,0.07566761211539999
ACH-000226,0.0881208596098
ACH-000227,0.0271267536203
ACH-000228,-0.051844349797800005
ACH-000231,0.109902565255
ACH-000232,0.08002977783460001
ACH-000233,-0.08131813758050001
ACH-000234,0.09234123077369999
ACH-000235,0.131871981484
ACH-000237,0.197491946081
ACH-000238,-0.089746786282
ACH-000243,-0.132404873323
ACH-000244,0.249915503417
ACH-000246,0.0505019468958
ACH-000248,0.135761191773
ACH-000250,0.123588281851
ACH-000251,0.262576778701
ACH-000253,0.10989646565099999
ACH-000255,0.177308662798
ACH-000256,0.37268918112899996
ACH-000257,-0.102179408972
ACH-000258,0.261838794532
ACH-000259,0.0909596471252
ACH-000260,0.031838819090800004
ACH-000261,0.0866083782975
ACH-000262,0.12950482450099998
ACH-000263,0.26943184933200004
ACH-000264,0.08843127529230001
ACH-000265,-0.0318312035264
ACH-000266,-0.129565987719
ACH-000272,0.112908359986
ACH-000273,0.241235238999
ACH-000274,0.0596222078682
ACH-000277,0.015439057240000002
ACH-000278,0.0317505669783
ACH-000279,0.16390761651900002
ACH-000280,0.20347536249
ACH-000281,-0.0573212054292
ACH-000288,0.126495655442
ACH-000291,-0.021568319290100002
ACH-000293,-0.165711396889
ACH-000294,0.09065213134910001
ACH-000295,-0.0694451691469
ACH-000296,0.270967895748
ACH-000302,0.161889467066
ACH-000304,0.15159788441299998
ACH-000307,0.0385695069319
ACH-000308,0.12229079947100001
ACH-000310,0.00815606428163
ACH-000311,-0.217697933654
ACH-000312,0.12243669737299999
ACH-000315,0.156964955042
ACH-000316,0.296414563195
ACH-000317,0.26134819228
ACH-000318,0.138655937774
ACH-000319,0.29741789564599996
ACH-000320,-0.125759687608
ACH-000322,0.255723169728
ACH-000323,0.174020099203
ACH-000324,0.008722927792559999
ACH-000329,0.23632832650600002
ACH-000330,-0.106149212917
ACH-000331,0.00675165377356
ACH-000332,0.0175943583788
ACH-000334,0.0773249204271
ACH-000335,-0.08074381399330001
ACH-000336,0.064444296384
ACH-000337,0.087174309822
ACH-000339,0.13542405307299998
ACH-000341,0.32976148626999996
ACH-000348,0.009604875928110001
ACH-000350,0.10159725902999998
ACH-000352,0.0349787915
ACH-000356,-0.0989080661696
ACH-000361,0.231132065139
ACH-000362,0.25604380317
ACH-000363,0.278956176994
ACH-000364,-0.0890746045252
