,CHN1 (1123)
ACH-000004,0.0672977432132
ACH-000007,0.42729547286200004
ACH-000009,0.263440177898
ACH-000011,0.337275446264
ACH-000012,0.122385081538
ACH-000013,0.254876785263
ACH-000014,0.151307332119
ACH-000015,0.265941921897
ACH-000017,0.346737028993
ACH-000018,0.492245835055
ACH-000019,0.200250303358
ACH-000021,0.23353432884599998
ACH-000022,0.186168165257
ACH-000025,0.266900146857
ACH-000028,0.24827394032800001
ACH-000030,0.272494536417
ACH-000035,0.27926835322500004
ACH-000036,0.437138170685
ACH-000037,0.524915399693
ACH-000039,0.34972101309
ACH-000040,0.33985210045500003
ACH-000041,0.289074382547
ACH-000042,0.22498498842300002
ACH-000045,0.238907424245
ACH-000047,0.29086562089
ACH-000052,0.0841967722455
ACH-000053,0.36045450262100004
ACH-000054,0.224295326729
ACH-000055,0.173605562613
ACH-000060,0.00185945643688
ACH-000067,0.35612129648199997
ACH-000070,0.424728986748
ACH-000075,0.0352108150482
ACH-000078,0.393314962948
ACH-000082,0.190876595639
ACH-000085,0.42823016777199996
ACH-000086,0.13156542451099998
ACH-000087,0.127906364138
ACH-000092,0.218823735281
ACH-000095,0.278677694854
ACH-000097,0.0607508507679
ACH-000098,0.17102486202999997
ACH-000099,0.24220150693700002
ACH-000108,0.214084584483
ACH-000113,0.138175669076
ACH-000115,0.126247826732
ACH-000116,0.284154354039
ACH-000118,0.220426216295
ACH-000120,0.279341898193
ACH-000123,0.185716896223
ACH-000127,0.24909686412300003
ACH-000128,0.300125337705
ACH-000132,0.261847597555
ACH-000133,0.225118981443
ACH-000137,0.293822046135
ACH-000138,0.186397578617
ACH-000142,0.18778443640700002
ACH-000143,0.382363482949
ACH-000146,0.0615785894662
ACH-000148,0.469691245986
ACH-000150,0.360321699035
ACH-000152,0.51379221336
ACH-000153,0.124817983291
ACH-000159,0.193952326032
ACH-000160,0.301057998686
ACH-000163,0.187821206991
ACH-000167,0.1676176472
ACH-000168,0.174034722826
ACH-000169,0.37787900081200004
ACH-000178,0.374215991325
ACH-000182,0.20977631898200003
ACH-000183,0.255442845156
ACH-000188,0.34799313110200003
ACH-000189,0.0280309734772
ACH-000190,0.208368683741
ACH-000198,0.132130589954
ACH-000204,-0.026978193782700003
ACH-000206,0.452178329928
ACH-000207,0.146579163082
ACH-000211,0.30336842997900004
ACH-000215,0.22080911690699997
ACH-000221,-0.016047689222200002
ACH-000222,0.18602847395799998
ACH-000223,0.34185003876599995
ACH-000226,0.27901816895
ACH-000227,0.23883409672800002
ACH-000228,0.0987200029898
ACH-000231,0.18852793052499997
ACH-000232,0.31456457746399996
ACH-000233,0.289708571853
ACH-000234,0.346502458878
ACH-000235,0.224019705429
ACH-000237,0.23502379855
ACH-000238,0.258750248884
ACH-000243,0.08299580736489999
ACH-000244,0.38650517082099994
ACH-000246,0.301469303008
ACH-000248,0.10597652081299999
ACH-000250,0.277218489488
ACH-000251,0.524940628143
ACH-000253,0.200768724628
ACH-000255,0.281389502177
ACH-000256,0.0896905420915
ACH-000257,0.37726260789300003
ACH-000258,0.5426344265290001
ACH-000259,0.201894880152
ACH-000260,0.109564956799
ACH-000261,0.170513454198
ACH-000262,0.165255889218
ACH-000263,0.24736086543900002
ACH-000264,0.34175921709299995
ACH-000265,0.21034534234000002
ACH-000266,0.17725360385400002
ACH-000272,0.141803969486
ACH-000273,0.278404266129
ACH-000274,0.175132344067
ACH-000277,0.270124862885
ACH-000278,0.279997278886
ACH-000279,0.252038151046
ACH-000280,0.14644758178700001
ACH-000281,0.047604589917
ACH-000288,0.208313129727
ACH-000291,0.17803632390299998
ACH-000293,0.23972374075199998
ACH-000294,0.260617859023
ACH-000295,0.0800213963327
ACH-000296,0.485057410453
ACH-000302,0.279398284668
ACH-000304,0.42034580551899997
ACH-000307,0.147931757542
ACH-000308,0.22186484884100002
ACH-000310,0.17723318248
ACH-000311,0.0493303619939
ACH-000312,0.23928720615
ACH-000315,0.361928486511
ACH-000316,0.25310793071
ACH-000317,0.418782316612
ACH-000318,0.102850996279
ACH-000319,0.0550982199346
ACH-000320,-0.056071140808499995
ACH-000322,0.282450035712
ACH-000323,0.213294894921
ACH-000324,-0.0683150117916
ACH-000329,0.26899215362100004
ACH-000330,0.21962400841600002
ACH-000331,0.294435791155
ACH-000332,0.165361547938
ACH-000334,0.324222943348
ACH-000335,0.31834473556299997
ACH-000336,0.237090631413
ACH-000337,0.36557980670999995
ACH-000339,0.328113767428
ACH-000341,-0.012768813774899999
ACH-000348,0.193749607267
ACH-000350,0.28674743374899997
ACH-000352,0.318235267896
ACH-000356,0.297886976776
ACH-000361,0.549611019238
ACH-000362,0.25421993263
ACH-000363,0.154592143644
ACH-000364,0.47999246222499997
ACH-000365,0.305312463806
ACH-000366,0.246052717243
ACH-000368,0.330428548886
ACH-000374,0.07397533966030001
ACH-000375,0.21621065075100002
ACH-000376,0.211703381997
ACH-000381,0.345120561971
ACH-000383,0.26445376915999996
ACH-000387,0.37313688596
ACH-000389,0.3551020532
ACH-000390,0.23051214726999997
ACH-000393,0.132974314545
ACH-000395,0.286384942433
ACH-000397,0.22795246153700002
ACH-000401,0.511780603291
ACH-000402,0.47855985445200006
ACH-000403,0.19203245100299998
ACH-000404,0.332145816115
ACH-000406,0.22629563097199998
ACH-000407,0.056935198578500004
ACH-000408,0.23653916075
ACH-000410,0.236536875905
ACH-000411,0.081953446463
ACH-000414,0.060358108542
ACH-000415,0.181074578724
ACH-000416,0.200244834531
ACH-000420,0.250958794883
ACH-000421,0.289724431995
ACH-000424,0.41825303924699997
ACH-000425,0.18105054764400003
ACH-000426,0.18862492541900003
ACH-000427,0.271355018833
ACH-000433,0.08907681288960001
ACH-000436,0.21795298927600001
ACH-000444,0.179965595779
ACH-000445,0.307363038411
ACH-000448,0.31727692519699996
ACH-000450,0.21535723930999998
ACH-000452,0.18525356745299998
ACH-000454,0.21908216738699998
ACH-000458,0.042881863444999994
ACH-000459,0.18041242008900002
ACH-000460,0.27820482311
ACH-000461,0.22235210370499997
ACH-000463,0.277215911463
ACH-000464,0.0772903825366
ACH-000466,-0.00917652664561
ACH-000467,0.144846934833
ACH-000468,0.22555781263900002
ACH-000469,0.232015148624
ACH-000470,0.288886317489
ACH-000471,0.227829289693
ACH-000472,0.141026282161
ACH-000473,0.288648882532
ACH-000475,0.19928256754999998
ACH-000476,0.344383080641
ACH-000477,0.0026348453352
ACH-000480,0.191904954972
ACH-000481,0.34267549264499997
ACH-000483,0.41329657287
ACH-000484,0.611819501739
ACH-000485,0.399744801853
ACH-000486,0.266148134363
ACH-000487,0.31371062962499996
ACH-000488,0.222038394996
ACH-000490,0.0838964504617
ACH-000491,0.263249855891
ACH-000495,0.446743994868
ACH-000496,0.160864229414
ACH-000499,0.108153847357
ACH-000500,0.7133079067360001
ACH-000502,0.31367415137
ACH-000503,-0.0935813869532
ACH-000505,0.238242027879
ACH-000507,0.37027058632
ACH-000510,0.297885247249
ACH-000511,0.250630399947
ACH-000512,0.38787749193800003
ACH-000516,0.165703101883
ACH-000517,0.26973627794
ACH-000518,0.405931211072
ACH-000520,0.282941525377
ACH-000521,0.186302314897
ACH-000522,0.297149338719
ACH-000524,0.300644719145
ACH-000527,0.274312791103
ACH-000528,0.25251869269
ACH-000537,0.132254873353
ACH-000541,-0.139982822794
ACH-000542,0.20246113397
ACH-000544,0.0593529130808
ACH-000545,0.11571511232699999
ACH-000547,0.03964253733419999
ACH-000548,0.314335026182
ACH-000549,0.31942892956700003
ACH-000550,0.163008372276
ACH-000552,0.298716460927
ACH-000556,0.09544981296939999
ACH-000557,0.278910396989
ACH-000570,0.20381039874499998
ACH-000571,0.28782609372400003
ACH-000573,0.31396826154
ACH-000576,0.154980557629
ACH-000580,0.376893208921
ACH-000584,0.280917294327
ACH-000585,0.262585640434
ACH-000588,0.47780229950900005
ACH-000589,0.183150322432
ACH-000591,0.31330862784200003
ACH-000593,0.226099912114
ACH-000600,0.326781277179
ACH-000601,0.254486136942
ACH-000604,0.255643076231
ACH-000605,0.153685303282
ACH-000606,0.26312862013
ACH-000608,0.331696907123
ACH-000614,0.194889178433
