,CAPS (828)
ACH-000004,-0.0891493986358
ACH-000007,0.019673514954
ACH-000009,-0.17033189809000002
ACH-000011,-0.041241957899300005
ACH-000012,-0.419897637776
ACH-000013,-0.35765284787699997
ACH-000014,-0.109536813759
ACH-000015,-0.14084266700099998
ACH-000017,-0.294311966317
ACH-000018,-0.37395447984499997
ACH-000019,-0.475346182158
ACH-000021,-0.358036361686
ACH-000022,-0.397238542323
ACH-000025,-0.47804269612800004
ACH-000028,-0.470956045629
ACH-000030,-0.304798191239
ACH-000035,-0.30340564641199996
ACH-000036,-0.26996124441799996
ACH-000037,-0.64877111802
ACH-000039,-0.44758472190399995
ACH-000040,-0.024816297736499997
ACH-000041,-0.376794972875
ACH-000042,-0.08779602266419999
ACH-000045,-0.40731038894
ACH-000047,-0.23065521811700002
ACH-000052,-0.557921834063
ACH-000053,-0.17613259731800002
ACH-000054,-0.38150937544200003
ACH-000055,-0.6029530989090001
ACH-000060,-0.271674805811
ACH-000067,-0.347204521667
ACH-000070,-0.624863001403
ACH-000075,-0.557278056984
ACH-000078,-0.137116090263
ACH-000082,-0.44322313370099997
ACH-000085,-0.30044231824
ACH-000086,-0.312659193058
ACH-000087,-0.541648492583
ACH-000092,-0.238982361123
ACH-000095,-0.44849350564999996
ACH-000097,-0.23492969986099999
ACH-000098,-0.32408936170499997
ACH-000099,-0.260899505004
ACH-000108,-0.182690748919
ACH-000113,-0.21067166296
ACH-000115,-0.516278914552
ACH-000116,-0.416294707451
ACH-000118,-0.256743273887
ACH-000120,-0.398258535009
ACH-000123,0.09106513986030002
ACH-000127,-0.156171157285
ACH-000128,-0.297586004301
ACH-000132,-0.1418443095
ACH-000133,-0.236644197908
ACH-000137,-0.33717898670100005
ACH-000138,-0.0853614088938
ACH-000142,-0.30292902872099997
ACH-000143,-0.134733570002
ACH-000146,-0.20724756635699998
ACH-000148,-0.228260435854
ACH-000150,-0.28184297724199997
ACH-000152,-0.290578204095
ACH-000153,0.145868065237
ACH-000159,-0.185049707819
ACH-000160,-0.21197830009
ACH-000163,-0.179403965142
ACH-000167,-0.32709381082899996
ACH-000168,-0.208439524369
ACH-000169,-0.407120948551
ACH-000178,-0.344216964779
ACH-000182,-0.296964186872
ACH-000183,-0.175617236876
ACH-000188,-0.203303458583
ACH-000189,-0.19134045426100002
ACH-000190,0.124289817995
ACH-000198,-0.258236612416
ACH-000204,-0.44106808033100003
ACH-000206,-0.0651757897356
ACH-000207,-0.46411633177100003
ACH-000211,-0.30606740953
ACH-000215,-0.35223919703400003
ACH-000221,-0.031114358249300002
ACH-000222,0.0650765167246
ACH-000223,-0.326160313662
ACH-000226,-0.319540017235
ACH-000227,-0.211398216953
ACH-000228,-0.294372539222
ACH-000231,-0.24125540268800003
ACH-000232,-0.162127607413
ACH-000233,-0.49131431687700006
ACH-000234,-0.281545567668
ACH-000235,-0.290267310708
ACH-000237,-0.298843277223
ACH-000238,-0.121236368793
ACH-000243,-0.210600632667
ACH-000244,0.012601359791299999
ACH-000246,-0.295331512053
ACH-000248,-0.26439512071
ACH-000250,-0.344467394165
ACH-000251,-0.612765971798
ACH-000253,-0.33917629778
ACH-000255,-0.41542369961900005
ACH-000256,-0.284374465259
ACH-000257,-0.0646555511666
ACH-000258,-0.148062503287
ACH-000259,-0.34616035993
ACH-000260,-0.334763147344
ACH-000261,-0.367671340382
ACH-000262,-0.23880230959000004
ACH-000263,-0.225259732213
ACH-000264,-0.288225396196
ACH-000265,-0.28102451927
ACH-000266,-0.314983485415
ACH-000272,-0.260692165935
ACH-000273,-0.306222051879
ACH-000274,-0.283236078354
ACH-000277,-0.338858733177
ACH-000278,-0.18455725269900003
ACH-000279,-0.059993107055
ACH-000280,-0.239710322544
ACH-000281,0.0033421253927299996
ACH-000288,-0.259916287113
ACH-000291,-0.407127671752
ACH-000293,-0.522525539089
ACH-000294,-0.24815071690200002
ACH-000295,-0.39444013340899997
ACH-000296,-0.07070773419660001
ACH-000302,-0.585197170862
ACH-000304,-0.22264256149300002
ACH-000307,-0.307662822605
ACH-000308,-0.244785526487
ACH-000310,-0.118654110845
ACH-000311,-0.311905238992
ACH-000312,-0.178106187568
ACH-000315,-0.0945770704535
ACH-000316,-0.323004230469
ACH-000317,-0.0628636415441
ACH-000318,-0.206009583585
ACH-000319,-0.39318528117299995
ACH-000320,0.000590681622322
ACH-000322,-0.36587315574100004
ACH-000323,-0.292197982434
ACH-000324,-0.442375644878
ACH-000329,-0.22917479353599998
ACH-000330,-0.443067319667
ACH-000331,-0.226454654777
ACH-000332,-0.23876076730700002
ACH-000334,0.0882503645218
ACH-000335,-0.330053448486
ACH-000336,-0.240616908217
ACH-000337,-0.37242048242200004
ACH-000339,-0.28063462841
ACH-000341,-0.33737625389799997
ACH-000348,-0.131629142328
ACH-000350,-0.141940148989
ACH-000352,-0.343395379899
ACH-000356,-0.340023878971
ACH-000361,-0.40627867771
ACH-000362,-0.294151801064
ACH-000363,-0.45782438758599997
ACH-000364,-0.463360151191
ACH-000365,-0.0736544138494
ACH-000366,-0.294039201959
ACH-000368,-0.17816732430100002
ACH-000374,-0.387710383595
ACH-000375,-0.0730345995813
ACH-000376,-0.27306169595400004
ACH-000381,-0.08897305725610001
ACH-000383,-0.23753410795899998
ACH-000387,-0.146328461229
ACH-000389,-0.345344820172
ACH-000390,-0.298327935438
ACH-000393,-0.507731131625
ACH-000395,-0.237346057144
ACH-000397,-0.21065008068399999
ACH-000401,-0.444282181642
ACH-000402,-0.598699710781
ACH-000403,-0.363354047791
ACH-000404,-0.164558950467
ACH-000406,-0.171307779001
