,FAM83E (54854)
ACH-000004,-0.33628029702
ACH-000007,-0.35956812858900006
ACH-000009,-0.31524637538600003
ACH-000011,-0.407525045958
ACH-000012,-0.396550176061
ACH-000013,-0.46901568837499996
ACH-000014,-0.515114390076
ACH-000015,-0.313389114573
ACH-000017,-0.23035840896200002
ACH-000018,-0.351623445222
ACH-000019,-0.17995104679
ACH-000021,-0.362418415127
ACH-000022,-0.24630200027
ACH-000025,-0.204922924126
ACH-000028,-0.276788835339
ACH-000030,-0.278454388019
ACH-000035,-0.317978075646
ACH-000036,-0.109041424644
ACH-000037,-0.264281275112
ACH-000039,-0.239787376508
ACH-000040,-0.131627923813
ACH-000041,-0.21155256266800002
ACH-000042,-0.403601452102
ACH-000045,-0.08940808310489999
ACH-000047,-0.34314380252099996
ACH-000052,-0.179844654402
ACH-000053,-0.208093786464
ACH-000054,-0.367773041566
ACH-000055,-0.24064858536800002
ACH-000060,-0.44575979631800006
ACH-000067,-0.5105955137520001
ACH-000070,-0.19497863014000003
ACH-000075,-0.327702197326
ACH-000078,-0.190330685229
ACH-000082,-0.326518022905
ACH-000085,-0.20443357767200002
ACH-000086,-0.383327945598
ACH-000087,-0.254095455924
ACH-000092,-0.435078527308
ACH-000095,-0.29859303778
ACH-000097,-0.199302379272
ACH-000098,-0.31456800555
ACH-000099,-0.20724528591299998
ACH-000108,-0.363259803803
ACH-000113,-0.379859628451
ACH-000115,-0.37884586955399996
ACH-000116,-0.115720122302
ACH-000118,-0.235670264683
ACH-000120,-0.257774275323
ACH-000123,-0.26259555878199997
ACH-000127,-0.250133133225
ACH-000128,0.0167056025073
ACH-000132,-0.380858670408
ACH-000133,-0.299386985761
ACH-000137,-0.3671139171
ACH-000138,-0.2846630797
ACH-000142,-0.387170709982
ACH-000143,-0.360341583097
ACH-000146,-0.269665596962
ACH-000148,-0.185157484824
ACH-000150,-0.233659814047
ACH-000152,-0.13937582509500002
ACH-000153,-0.21821520689100002
ACH-000159,-0.267024542787
ACH-000160,-0.140268042699
ACH-000163,-0.0953712776619
ACH-000167,-0.16963820514199998
ACH-000168,-0.08998969029090001
ACH-000169,-0.0986177605728
ACH-000178,-0.251895110081
ACH-000182,-0.242911231568
ACH-000183,0.00598892411579
ACH-000188,-0.36761221452299997
ACH-000189,-0.424257305217
ACH-000190,-0.3315864143
ACH-000198,-0.0929546345343
ACH-000204,-0.352549835612
ACH-000206,-0.0679829416189
ACH-000207,-0.241182495152
ACH-000211,-0.39881772866899995
ACH-000215,-0.209620277383
ACH-000221,-0.35156357462800003
ACH-000222,-0.456281792548
ACH-000223,-0.110275738404
