,MMP23B (8510)
ACH-000004,0.129005801797
ACH-000007,-0.13001757312200002
ACH-000009,-0.183491701537
ACH-000011,-0.0752188895739
ACH-000012,-0.140345997644
ACH-000013,0.032653248936
ACH-000014,-0.165017223068
ACH-000015,0.017765527037900002
ACH-000017,-0.010117333222299999
ACH-000018,-0.169756876234
ACH-000019,0.230314777613
ACH-000021,0.0717442335382
ACH-000022,-0.21497770189100002
ACH-000025,-0.191956891275
ACH-000028,0.184735550152
ACH-000030,-0.0378322050685
ACH-000035,-0.564879376777
ACH-000036,-0.170267676721
ACH-000037,-0.108096077836
ACH-000039,0.00121938500493
ACH-000040,-0.11892443714400001
ACH-000041,-0.049445430814
ACH-000042,-0.11281211281999999
ACH-000045,-0.0825536727643
ACH-000047,-0.240224043816
ACH-000052,-0.09678210336510001
ACH-000053,-0.0302193227764
ACH-000054,-0.12491020702299999
ACH-000055,-0.20653785314800002
ACH-000060,-0.201134865469
ACH-000067,-0.17043638446400003
ACH-000070,-0.209136038922
ACH-000075,-0.136835108994
ACH-000078,-0.075111751761
ACH-000082,0.0777999973438
ACH-000085,0.0885829261668
ACH-000086,-0.22851464179
ACH-000087,-0.11959043578
ACH-000092,-0.07840261552689999
ACH-000095,-0.16872870580200003
ACH-000097,0.0863426690847
ACH-000098,0.138847937939
ACH-000099,-0.00911122297804
ACH-000108,-0.455174794854
ACH-000113,-0.182347149425
ACH-000115,-0.037616109041
ACH-000116,0.10072249103599999
ACH-000118,0.0120786095823
ACH-000120,-0.204728660844
ACH-000123,0.00211199508874
ACH-000127,-0.0781649845301
ACH-000128,-0.147154846373
ACH-000132,0.0398404958826
ACH-000133,0.046386790637099995
ACH-000137,-0.055194021371099994
ACH-000138,-0.153543954696
ACH-000142,0.181598075097
ACH-000143,-0.11972918857899999
ACH-000146,0.008452607824939999
ACH-000148,-0.0781627428098
ACH-000150,-0.5795081581
ACH-000152,-0.24855926057100003
ACH-000153,-0.0630158838858
ACH-000159,-0.18470736369000001
ACH-000160,0.197414185039
ACH-000163,0.0977391651083
ACH-000167,-0.320372877425
ACH-000168,0.0349582494245
ACH-000169,0.070547817524
ACH-000178,-0.173332339479
ACH-000182,0.19524342785300003
ACH-000183,-0.08452113416760001
ACH-000188,-0.07476989444280001
ACH-000189,0.15009540257
ACH-000190,0.0841659252165
ACH-000198,-0.007824545890439998
ACH-000204,0.153906711655
ACH-000206,0.06588999367409999
ACH-000207,0.174500096036
ACH-000211,-0.0147867531008
ACH-000215,-0.21873895417
ACH-000221,-0.053451471098600004
ACH-000222,-0.19712663468299998
ACH-000223,0.0608552392469
ACH-000226,0.10860472941
ACH-000227,0.175086951224
ACH-000228,-0.0921271446576
ACH-000231,-0.0145959126396
ACH-000232,0.048444623735999996
ACH-000233,-0.145275099883
ACH-000234,0.00843131941724
ACH-000235,-0.169571471409
ACH-000237,-0.201137124168
ACH-000238,-0.0954001525477
ACH-000243,-0.0845469906907
ACH-000244,-0.10583633304199999
ACH-000246,-0.013674872953299999
ACH-000248,-0.0339840244212
ACH-000250,-0.193020310467
ACH-000251,-0.07124862240289999
ACH-000253,-0.0903594403079
ACH-000255,-0.200363756977
ACH-000256,-0.049131963049
ACH-000257,-0.120052543946
ACH-000258,0.13004674203
ACH-000259,-0.34887565584799995
ACH-000260,-0.11775162304400001
ACH-000261,-0.0634946441059
ACH-000262,-0.200408959363
ACH-000263,-0.114789119886
ACH-000264,-0.08837687301380001
ACH-000265,0.0434119729813
ACH-000266,-0.0833731745648
ACH-000272,-0.23537821539999998
ACH-000273,-0.209768832782
ACH-000274,-0.16875969368000002
ACH-000277,-0.149379241523
ACH-000278,-0.145963557887
ACH-000279,-0.050520070076800004
ACH-000280,-0.00403675306732
ACH-000281,0.0829914389546
ACH-000288,-0.34224220071199996
ACH-000291,-0.183450240102
ACH-000293,-0.024337256279299998
ACH-000294,-0.163556964956
ACH-000295,-0.447428092306
ACH-000296,-0.128968241815
ACH-000302,-0.0908919971878
ACH-000304,-0.14040905738
ACH-000307,-0.0101834932792
ACH-000308,-0.00299548256048
ACH-000310,0.0172546684427
ACH-000311,-0.14255852821599999
ACH-000312,-0.246999567829
ACH-000315,0.005693071529979999
ACH-000316,-0.141270891432
ACH-000317,0.006325843507020001
ACH-000318,-0.102658751379
ACH-000319,-0.12036727327999999
ACH-000320,-0.19831271490200003
ACH-000322,-0.297895474718
ACH-000323,-0.18769594526099997
ACH-000324,0.0564834306392
ACH-000329,-0.35620430077299997
ACH-000330,-0.109317492725
ACH-000331,-0.00844171392728
ACH-000332,-0.04586446957830001
ACH-000334,-0.17051111040300002
ACH-000335,-0.207024669685
ACH-000336,-0.19163499968800002
ACH-000337,-0.0572678951919
ACH-000339,0.0907829587128
ACH-000341,-0.04894705688730001
ACH-000348,0.021514433555099997
ACH-000350,0.12184893396400001
ACH-000352,-0.0272597928617
ACH-000356,0.00656733246093
ACH-000361,0.184531911761
ACH-000362,-0.269128111301
ACH-000363,-0.0667709338972
ACH-000364,-0.203853515825
ACH-000365,-0.021554170961000003
ACH-000366,-0.020387069758900003
ACH-000368,-0.106190114378
ACH-000374,-0.110410920124
ACH-000375,0.14193641180299998
