,SSTR1 (6751)
ACH-000004,-0.0890174202108
ACH-000007,0.00705620012323
ACH-000009,0.0549961579423
ACH-000011,0.09871981275910001
ACH-000012,0.00222419671866
ACH-000013,0.0194091358333
ACH-000014,0.0709381062435
ACH-000015,-0.07060678429480001
ACH-000017,-0.101125495731
ACH-000018,-0.182925043366
ACH-000019,-0.0788031645136
ACH-000021,-0.028831161275
ACH-000022,0.0455004366872
ACH-000025,0.127142343229
ACH-000028,-0.195081489311
ACH-000030,0.021967176456900002
ACH-000035,-0.0838476439326
ACH-000036,0.0676348693837
ACH-000037,0.126627058472
ACH-000039,0.30419079018
ACH-000040,-0.166601128401
ACH-000041,0.275751611153
ACH-000042,-0.190863607522
ACH-000045,0.00715933929811
ACH-000047,0.0135584836079
ACH-000052,-0.262199878824
ACH-000053,-0.112162795122
ACH-000054,0.0310959137564
ACH-000055,-0.122678579166
ACH-000060,-0.15595910458599999
ACH-000067,0.061191695703999995
ACH-000070,-0.253658293306
ACH-000075,0.0622651604999
ACH-000078,0.0612593665377
ACH-000082,0.00520700455263
ACH-000085,-0.104752448651
ACH-000086,-0.0107088818533
ACH-000087,0.101958156978
ACH-000092,0.0720063879276
ACH-000095,-0.112376163976
ACH-000097,-0.0386964792536
ACH-000098,0.0197077702158
ACH-000099,0.00893440513962
ACH-000108,0.0152618352633
ACH-000113,-0.09573781392580001
ACH-000115,-0.150883304696
ACH-000116,0.06651124661140001
ACH-000118,-0.0696849883977
ACH-000120,-0.0582000085054
ACH-000123,-0.0235656329487
ACH-000127,-0.104599824915
ACH-000128,-0.159601251478
ACH-000132,0.213541713818
ACH-000133,-0.18366738448699998
ACH-000137,-0.0108963313124
ACH-000138,0.0101935555896
ACH-000142,0.05718500174
ACH-000143,-0.10685411307399999
ACH-000146,0.0135660525836
ACH-000148,-0.0350160227539
ACH-000150,-0.038947971608300005
ACH-000152,-0.08226456820519999
ACH-000153,0.132177050567
ACH-000159,-0.187959762262
ACH-000160,-0.41034992524700004
ACH-000163,0.105028831634
ACH-000167,-0.206387585403
ACH-000168,-0.125755606832
ACH-000169,-0.0234658334684
ACH-000178,0.0272002988062
ACH-000182,0.013842707094499999
ACH-000183,-0.026289256211599995
ACH-000188,0.00287222008807
ACH-000189,0.161817442679
ACH-000190,-0.14394774067399999
ACH-000198,0.00986954871384
ACH-000204,-0.107233977318
ACH-000206,0.0677108537046
ACH-000207,-0.350842938799
ACH-000211,-0.016564457504799998
ACH-000215,-0.08058488340389999
ACH-000221,-0.102802150451
ACH-000222,-0.196180324954
ACH-000223,0.0159566099459
ACH-000226,-0.08573336866669999
ACH-000227,-0.0406119259001
ACH-000228,-0.125318236047
ACH-000231,-0.04781923102440001
ACH-000232,-0.151396277491
ACH-000233,-0.0132455113705
ACH-000234,0.0651427230555
ACH-000235,-0.0838643450798
ACH-000237,0.0721597355199
ACH-000238,0.08464500794970001
ACH-000243,-0.183638936695
ACH-000244,0.194147805596
ACH-000246,-0.06660987651330001
ACH-000248,-0.305749145337
ACH-000250,-0.038023012223
ACH-000251,-0.00768317085806
ACH-000253,0.11142817643899999
ACH-000255,0.0187455418567
ACH-000256,0.110647217334
ACH-000257,-0.16041388805600001
ACH-000258,0.266942812792
ACH-000259,-0.110999977973
ACH-000260,-0.043915414559899994
ACH-000261,-0.146566233802
ACH-000262,-0.0344991197203
ACH-000263,-0.09639317519549999
ACH-000264,0.00460797141593
ACH-000265,-0.118051545787
ACH-000266,-0.0748194722664
ACH-000272,-0.0336152034918
ACH-000273,0.0244297729534
ACH-000274,0.150527728315
ACH-000277,-0.127700526619
ACH-000278,0.0101085611053
ACH-000279,-0.194378122386
ACH-000280,-0.0368283937422
ACH-000281,-0.0381243744501
ACH-000288,0.0667079257308
ACH-000291,0.054492503647699995
ACH-000293,0.09705265209200001
