,PLEKHA5 (54477)
ACH-000004,0.040140891297
ACH-000007,-0.189979950376
ACH-000009,-0.0295401642117
ACH-000011,0.00234960296252
ACH-000012,-0.0596533672162
ACH-000013,0.041525305936800004
ACH-000014,0.07503964775949999
ACH-000015,-0.019611379550999997
ACH-000017,-0.14517653853700002
ACH-000018,-0.104725620611
ACH-000019,0.125459019255
ACH-000021,-0.0482590243601
ACH-000022,0.0323347075848
ACH-000025,0.0994303310668
ACH-000028,0.0130942669773
ACH-000030,-0.040952102343
ACH-000035,-0.054115642731999994
ACH-000036,-0.12851841138599998
ACH-000037,0.07112952598530001
ACH-000039,0.103923591043
ACH-000040,0.0046032134197
ACH-000041,-0.08925702759950001
ACH-000042,-0.162434382343
ACH-000045,0.057055623710900005
ACH-000047,0.034727005619199995
ACH-000052,0.0205693903463
ACH-000053,0.07114086436019999
ACH-000054,-0.0230963807002
ACH-000055,0.037209290230400004
ACH-000060,-0.0701786246366
ACH-000067,0.252841657436
ACH-000070,-0.05177458557680001
ACH-000075,-0.190186193998
ACH-000078,-0.0502840128173
ACH-000082,0.0620308819008
ACH-000085,-0.07096371908710002
ACH-000086,-0.10873077262599999
ACH-000087,-0.107932092346
ACH-000092,0.0663406674483
ACH-000095,0.0170634713374
ACH-000097,-0.06639367333740001
ACH-000098,-0.0217676389542
ACH-000099,-0.023056778419599997
ACH-000108,-0.0172213698272
ACH-000113,-0.30885869494
ACH-000115,-0.39801254934
ACH-000116,-0.308474027177
ACH-000118,-0.201382514068
ACH-000120,0.26268840257599996
ACH-000123,-0.0218014323085
ACH-000127,-0.112633529784
ACH-000128,0.059765848961699994
ACH-000132,-0.05733880708269999
ACH-000133,-0.0782824186936
ACH-000137,0.044750006019099994
ACH-000138,-0.129118015924
ACH-000142,0.144347507139
ACH-000143,0.2612408712
ACH-000146,-0.036333866360300004
ACH-000148,0.0455097663789
ACH-000150,0.024618422286
ACH-000152,-0.296882824184
ACH-000153,0.168342224302
ACH-000159,0.0215054338625
ACH-000160,-0.168786228865
ACH-000163,-0.14471954025999997
ACH-000167,0.0132783576674
ACH-000168,0.21468217267
ACH-000169,-0.16167765592
ACH-000178,0.00329368787087
ACH-000182,-0.0824162729925
ACH-000183,0.056097378371
ACH-000188,0.0350811409474
ACH-000189,-0.0477241990508
ACH-000190,0.16360980394000002
ACH-000198,0.04805172410209999
ACH-000204,-0.234152426868
ACH-000206,0.21244594875999998
ACH-000207,-0.11146477441
ACH-000211,-0.24033127442699997
ACH-000215,-0.0687509708134
ACH-000221,-0.0329512359178
ACH-000222,-0.20697248985199998
ACH-000223,-0.240491281841
ACH-000226,-0.0255278128547
ACH-000227,-0.20365630242
ACH-000228,-0.22688912663000002
ACH-000231,-0.165984605871
ACH-000232,-0.186877493772
ACH-000233,0.0608348418217
ACH-000234,0.00018253935263599997
