,DICER1 (23405)
ACH-000004,-0.786693539681
ACH-000007,-0.9826906677580001
ACH-000009,-0.36876265189900004
ACH-000011,-0.8066135893549999
ACH-000012,-0.7375516243420001
ACH-000013,-0.753872873667
ACH-000014,-1.11468638173
ACH-000015,-0.8712866554369999
ACH-000017,-0.40048593404700006
ACH-000018,-0.877135487063
ACH-000019,-0.610197484489
ACH-000021,-0.548732831981
ACH-000022,-0.174060470915
ACH-000025,-0.655634590391
ACH-000028,-0.63199372756
ACH-000030,-1.13185356608
ACH-000035,-1.02158549375
ACH-000036,-0.9320189889910001
ACH-000037,-0.685072957594
ACH-000039,-0.915610198019
ACH-000040,-0.8896836765549999
ACH-000041,-1.12941509615
ACH-000042,-0.654167253591
ACH-000045,-1.09269760949
ACH-000047,-0.988526628794
ACH-000052,-0.7937364323880001
ACH-000053,-0.918219033872
ACH-000054,-0.709583479374
ACH-000055,-1.04211293513
ACH-000060,-1.0878031463200002
ACH-000067,-0.698228984881
ACH-000070,-0.616303143437
ACH-000075,-0.799552200459
ACH-000078,-0.85848355071
ACH-000082,-1.09709002656
ACH-000085,-1.27546183536
ACH-000086,-0.756783556271
ACH-000087,-0.8610097902349999
ACH-000092,-1.0645551068999999
ACH-000095,-0.579843740365
ACH-000097,-0.765073410333
ACH-000098,-1.31984609256
ACH-000099,-0.775759615378
ACH-000108,-0.759663460722
ACH-000113,-0.845290581094
ACH-000115,-0.556944040695
ACH-000116,-0.7124014991069999
ACH-000118,-0.864804212351
ACH-000120,-1.04181688775
ACH-000123,-0.75843614626
ACH-000127,-0.8426604050769999
ACH-000128,-1.13526604821
ACH-000132,-0.513250328803
ACH-000133,-1.0324086350900001
ACH-000137,-0.526392057328
ACH-000138,-0.919797725292
ACH-000142,-1.0529006505299998
ACH-000143,-0.9761608324879999
ACH-000146,-0.457711000099
ACH-000148,-0.7881065957100001
ACH-000150,-0.378583621445
ACH-000152,-1.0098907380500002
ACH-000153,-1.0932664756000001
ACH-000159,-0.591510863278
ACH-000160,-0.8731436176010001
ACH-000163,-1.03581252211
ACH-000167,-0.6773608143709999
ACH-000168,-0.412098327033
ACH-000169,-0.6890539955600001
ACH-000178,-0.9581040412399999
ACH-000182,-0.43489903712899997
ACH-000183,-1.15153829327
ACH-000188,-0.706837218589
ACH-000189,-0.666558269554
ACH-000190,-0.8641068351700001
ACH-000198,-0.7619114561229999
ACH-000204,-0.764826613292
ACH-000206,-0.103108416545
ACH-000207,-0.514885320747
ACH-000211,-0.742990093637
ACH-000215,-0.958120303578
ACH-000221,-0.21890289191
ACH-000222,-0.949819556351
ACH-000223,-0.745132902493
ACH-000226,-0.7230209577910001
ACH-000227,-0.6000494206979999
ACH-000228,-0.539029206091
ACH-000231,-0.6544471608560001
ACH-000232,-0.966903615198
ACH-000233,-0.7904951029180001
ACH-000234,-0.759488242596
ACH-000235,-0.898417751138
ACH-000237,-0.43656259694300004
ACH-000238,-0.656146650163
ACH-000243,-0.91305778501
ACH-000244,-0.647210818418
