,SUPT6H (6830)
ACH-000206,-1.5265663281200001
ACH-000207,-1.58086455836
ACH-000211,-1.54351375695
ACH-000215,-1.5076243422
ACH-000221,-1.52462312294
ACH-000222,-1.57245490961
ACH-000223,-1.5601924381799999
ACH-000226,-1.44705910044
ACH-000227,-2.52362013884
ACH-000228,-1.7219534767400002
ACH-000231,-1.36056647142
ACH-000232,-1.50899871854
ACH-000233,-1.6696189918000002
ACH-000234,-2.11181289605
ACH-000235,-1.58772956838
ACH-000237,-1.42175742736
ACH-000238,-1.8921597604499998
ACH-000243,-1.7332620652000001
ACH-000244,-1.22047336475
ACH-000246,-1.42171826338
ACH-000248,-1.28671314761
ACH-000250,-1.68403367467
ACH-000251,-1.5450818555599999
ACH-000253,-1.59640282408
ACH-000255,-1.41373716941
ACH-000256,-1.7663824923500002
ACH-000257,-1.2810129835500002
ACH-000258,-1.50962541817
ACH-000259,-1.73086885089
ACH-000260,-1.6930359101199999
ACH-000261,-1.80665882505
ACH-000262,-1.36023745224
ACH-000263,-1.17957176397
ACH-000264,-1.59247102903
ACH-000265,-1.5066736898700002
ACH-000266,-1.27657812181
ACH-000272,-1.3935744149
ACH-000273,-1.4157090169799997
ACH-000274,-1.50517525912
ACH-000277,-1.3440160742200002
ACH-000278,-1.58930715049
ACH-000279,-1.7975415570200002
ACH-000280,-1.73653482175
ACH-000281,-1.2597489010299998
ACH-000288,-1.13371190775
ACH-000291,-1.4839357629700003
ACH-000293,-1.9669093257799999
ACH-000294,-1.9632268302400002
ACH-000295,-1.5220090912399997
ACH-000296,-1.6912285025
ACH-000302,-1.72061876845
ACH-000304,-1.6141849701
ACH-000307,-1.43604013959
ACH-000308,-1.4743237437
ACH-000310,-1.9399619083300002
ACH-000311,-1.51958326712
ACH-000312,-1.60651213394
ACH-000315,-1.3233317964
ACH-000316,-1.5075480454299999
ACH-000317,-1.6588154699000002
ACH-000318,-1.79967700092
ACH-000319,-1.6795558253799998
ACH-000320,-1.19664320526
ACH-000322,-1.8241909789099997
ACH-000323,-1.49758611143
ACH-000324,-1.7508025930000002
ACH-000329,-1.8746372813299998
ACH-000330,-1.2654943292299998
ACH-000331,-1.5297919580000001
ACH-000332,-1.49579800126
ACH-000334,-2.46097358852
ACH-000335,-1.48808993877
ACH-000336,-1.4096350233000001
ACH-000337,-1.2433565808700002
ACH-000339,-1.4341403609799999
ACH-000341,-1.7215536830400002
ACH-000348,-1.64537219636
ACH-000350,-1.57334776084
ACH-000352,-1.81161013512
ACH-000356,-1.7006777416499999
ACH-000361,-1.41590406283
ACH-000362,-1.83718886993
ACH-000363,-1.7491256334799998
ACH-000364,-1.56913950511
ACH-000365,-1.7349888075400002
ACH-000366,-1.72183828064
ACH-000368,-1.45645607775
ACH-000374,-1.7292312782900003
ACH-000375,-1.4905214188100002
ACH-000376,-1.28925131425
ACH-000381,-1.4375468020200002
ACH-000383,-1.47961230377
ACH-000387,-1.5256242488999998
ACH-000389,-1.39919729162
ACH-000390,-1.61098606315
ACH-000393,-1.7451379461099996
ACH-000395,-1.58267240861
ACH-000397,-1.7408212406599999
ACH-000401,-1.8228419808
ACH-000402,-2.03569916781
ACH-000403,-1.6102324602200002
ACH-000404,-1.84906328678
ACH-000406,-1.7183906258099997
ACH-000407,-1.42172431387
ACH-000408,-1.48605540581
ACH-000410,-1.54798803072
ACH-000411,-1.59852129363
ACH-000414,-1.77067559817
ACH-000415,-1.82249098317
ACH-000416,-1.6101595939700002
ACH-000420,-1.63159001814
ACH-000421,-1.6303180133000001
ACH-000424,-2.04592060727
ACH-000425,-1.7695366586099996
ACH-000426,-1.50065519259
ACH-000427,-1.8147761452900002
ACH-000433,-1.60596587535
ACH-000436,-1.8293642296500001
ACH-000444,-1.49712231455
ACH-000445,-1.7296845467500002
ACH-000448,-1.66331379373
ACH-000450,-1.56412444155
ACH-000452,-1.7093524399000002
ACH-000454,-1.0639030506
ACH-000458,-1.6530579556600002
ACH-000459,-2.1729948236200003
ACH-000460,-1.55347247581
ACH-000461,-1.64587067738
ACH-000463,-1.4852497207
ACH-000464,-1.38528909425
ACH-000466,-1.9813060784799998
ACH-000467,-1.5160698508700001
ACH-000468,-1.56758879934
ACH-000469,-1.4083700713799998
ACH-000470,-1.65053129775
ACH-000471,-1.67019718551
ACH-000472,-1.64862597504
ACH-000473,-1.53576803016
ACH-000475,-1.69509313812
ACH-000476,-1.56846315635
ACH-000477,-1.31328818991
ACH-000480,-1.7545285097499999
ACH-000481,-1.71245599973
ACH-000483,-1.9211568344499999
ACH-000484,-1.84319594815
ACH-000485,-1.6713288322400002
ACH-000486,-1.6064332997600002
ACH-000487,-1.66938853788
ACH-000488,-1.8730626738900003
ACH-000490,-1.5198102264200002
ACH-000491,-1.7332020100099998
ACH-000495,-1.69906326879
ACH-000496,-1.41163035943
ACH-000499,-1.5905101318000001
ACH-000500,-1.7502941117299997
ACH-000502,-1.6833426320200002
ACH-000503,-1.39412818574
ACH-000505,-1.62877905985
ACH-000507,-1.5398428519
ACH-000510,-1.92975635463
ACH-000511,-1.46374599461
ACH-000512,-1.62047727162
ACH-000516,-1.55518429519
ACH-000517,-1.3105086131
ACH-000518,-1.7826580935299998
ACH-000520,-1.6388076946399999
ACH-000521,-1.4341548933000001
ACH-000522,-1.37994600961
ACH-000524,-1.9989149044299999
ACH-000527,-1.5201669480200002
ACH-000528,-1.62253005122
ACH-000537,-1.29265492736
ACH-000541,-1.7217562858200002
ACH-000542,-1.5466912713999998
ACH-000544,-1.59426129591
ACH-000545,-1.45844732146
ACH-000547,-1.7765139925
ACH-000548,-1.65108636649
ACH-000549,-1.5702881738499999
ACH-000550,-1.4820615500999998
ACH-000552,-1.38633957511
ACH-000556,-1.5814132038799997
ACH-000557,-1.65451650368
ACH-000570,-1.4002293848899998
ACH-000571,-1.4384071813
ACH-000573,-1.7760511576099998
ACH-000576,-1.67459645395
ACH-000580,-1.67026510386
ACH-000584,-1.71612023634
ACH-000585,-1.67263674645
ACH-000588,-1.26564217775
ACH-000589,-1.55942477389
ACH-000591,-1.43926079339
ACH-000593,-1.65231994762
ACH-000600,-1.3419042221600002
ACH-000601,-1.5207755704700001
ACH-000604,-1.69453066742
ACH-000605,-1.66679248641
ACH-000606,-1.3683518872100002
ACH-000608,-2.06481497988
ACH-000614,-1.9221792096599999
ACH-000616,-1.33729171409
ACH-000618,-1.74406240943
ACH-000619,-1.6055473678999999
ACH-000620,-2.0026688633000003
ACH-000621,-1.46835692598
ACH-000622,-1.69673793408
ACH-000623,-1.6780321710600001
ACH-000624,-1.6785876853
ACH-000627,-1.41282389439
ACH-000630,-1.4102520473700002
ACH-000632,-1.43053109787
ACH-000633,-1.98650108116
ACH-000637,-1.78613172145
ACH-000638,-1.51270391325
ACH-000646,-2.32878328785
ACH-000647,-1.2960832653799998
ACH-000648,-1.4585502100999999
ACH-000649,-1.6128113328
ACH-000651,-1.5953748898
ACH-000652,-1.59721688491
ACH-000653,-1.5826233678100001
ACH-000657,-1.6430047510799999
ACH-000658,-1.78137422667
ACH-000661,-1.6860061893399998
ACH-000662,-1.6616741791499998
ACH-000663,-1.59523401877
ACH-000665,-1.4104950017
ACH-000671,-1.62683885363
ACH-000673,-1.64868474687
ACH-000676,-1.29648138965
ACH-000677,-1.7526968688900002
ACH-000681,-1.61734503212
ACH-000682,-1.7372173795200003
ACH-000683,-1.45875760085
ACH-000684,-1.4091246252899998
ACH-000688,-1.9603673517400002
ACH-000693,-1.6154749131600001
ACH-000694,-1.6741796701499998
ACH-000695,-1.5326289344100001
ACH-000696,-1.72063896599
ACH-000697,-1.43566537351
ACH-000699,-1.67564462561
ACH-000701,-1.69157739789
ACH-000706,-1.45784589928
ACH-000711,-1.4618456092299998
ACH-000713,-1.41096008116
ACH-000714,-1.5865161158
ACH-000718,-1.63643594854
ACH-000720,-1.54047709011
ACH-000721,-1.58198180059
ACH-000724,-1.7866884249900001
ACH-000725,-1.6434204192500002
ACH-000732,-1.4123223596599999
ACH-000734,-1.6357107852700001
ACH-000735,-1.39828245996
ACH-000736,-1.60693218383
ACH-000738,-1.44942448727
ACH-000746,-1.56227897285
ACH-000747,-1.5899329729799998
ACH-000748,-1.4576311953999999
ACH-000753,-1.5562809034
ACH-000756,-1.32182595861
ACH-000757,-1.6087886399000002
ACH-000758,-1.51008270014
ACH-000760,-1.20561901656
ACH-000763,-1.6298818704299998
ACH-000764,-1.31807755392
ACH-000765,-1.4034599755200001
ACH-000766,-1.374909793
ACH-000767,-1.7787901682900003
ACH-000768,-1.33757051058
ACH-000769,-1.57241374954
ACH-000770,-1.66696802231
ACH-000771,-1.5742096640600003
ACH-000773,-1.79807787523
ACH-000776,-1.5402274659900002
ACH-000777,-1.62002704467
ACH-000778,-1.78656658033
ACH-000781,-1.4853970262
ACH-000782,-1.8364180410599997
ACH-000783,-1.7417353119799999
ACH-000784,-1.5937363116799999
ACH-000785,-1.8492584505
ACH-000787,-1.41203092869
ACH-000788,-1.49924193442
ACH-000791,-1.6495748265299999
ACH-000792,-1.6964066179
ACH-000794,-1.5992962038999998
ACH-000796,-1.6384785271899998
ACH-000799,-1.7138778862200001
ACH-000800,-1.42595632759
ACH-000802,-1.47755828699
ACH-000804,-2.0911165178499997
ACH-000805,-1.58967353162
ACH-000809,-1.06133104434
ACH-000810,-2.09269839759
ACH-000811,-1.65077933746
ACH-000817,-1.40642019102
ACH-000819,-1.46182430762
ACH-000820,-1.0573469920999998
ACH-000821,-1.92453783843
ACH-000822,-1.8230358514200002
ACH-000823,-1.91150910435
ACH-000824,-1.57275126065
ACH-000827,-1.4832667248
ACH-000829,-1.7611365958200003
ACH-000831,-1.7031958956600002
ACH-000832,-1.46034170149
ACH-000833,-1.57438187699
ACH-000834,-1.31460300615
ACH-000835,-1.71102166938
ACH-000836,-1.1578022686
ACH-000837,-1.6986988732700001
ACH-000838,-1.7857430920599997
ACH-000839,-1.6046316086399999
ACH-000840,-1.6346656433899998
ACH-000841,-1.60320652878
ACH-000843,-1.8135487729299997
ACH-000846,-1.63501009949
ACH-000847,-1.50144282454
ACH-000848,-1.38464554382
ACH-000849,-1.68525169531
ACH-000851,-1.6062377543700002
ACH-000855,-1.2686852689
ACH-000856,-1.8168964423299998
ACH-000858,-1.4311607798700001
ACH-000859,-1.28335298114
ACH-000861,-1.56842667683
ACH-000862,-1.6085817647
ACH-000865,-1.44092225623
ACH-000866,-1.68270807567
ACH-000867,-1.63329497666
ACH-000869,-1.38808706304
ACH-000872,-1.30451301316
ACH-000873,-1.37644927769
ACH-000876,-1.9568694759799998
ACH-000878,-1.30338712271
ACH-000880,-1.81152519342
ACH-000881,-1.49021830627
ACH-000882,-1.38009260092
ACH-000884,-1.59922400289
ACH-000885,-1.66654699209
ACH-000887,-1.6763955524399998
ACH-000888,-1.78499465801
ACH-000889,-1.77001389155
ACH-000890,-1.55986270997
ACH-000896,-1.42995566832
ACH-000898,-1.7945779024700002
ACH-000900,-1.61637549996
ACH-000901,-1.63117816364
ACH-000905,-1.41527090563
ACH-000906,-1.68679563174
ACH-000907,-1.6536344344
ACH-000910,-1.61413871478
ACH-000911,-1.51558199865
ACH-000912,-1.70109910815
ACH-000913,-1.7886746635799997
ACH-000915,-1.6187623334399999
ACH-000916,-1.08388394567
ACH-000917,-1.52708462287
ACH-000921,-1.60601289285
ACH-000924,-1.71324246284
ACH-000926,-1.66701108905
ACH-000928,-1.72624784095
ACH-000929,-1.6545215286500001
ACH-000932,-1.75784288914
ACH-000935,-1.37283130268
ACH-000936,-1.3124116142
ACH-000937,-1.62553238379
ACH-000938,-1.77904668654
ACH-000939,-1.42501396836
ACH-000941,-1.68641014118
ACH-000943,-1.54582056049
ACH-000946,-1.5541008564899998
ACH-000947,-1.65782706566
ACH-000948,-1.62432854606
ACH-000950,-1.4703821749500001
ACH-000953,-2.02147166734
ACH-000957,-1.7225117341799998
ACH-000958,-1.7372661043400002
ACH-000960,-1.5897819297
ACH-000963,-1.68810495555
ACH-000968,-1.5672990142200003
ACH-000969,-1.77173337509
ACH-000973,-1.57507632664
ACH-000974,-1.86152409914
ACH-000975,-1.42812988773
ACH-000976,-1.3820923504
ACH-000978,-1.18895515611
ACH-000980,-1.54737265654
ACH-000984,-1.43692443691
ACH-000986,-1.38689917803
ACH-000988,-1.87110896189
ACH-000993,-1.8734144046799999
ACH-000994,-1.84688939662
ACH-000996,-1.7624073420900002
ACH-001001,-1.9008090845299999
ACH-001020,-1.29542281194
ACH-001028,-1.61371614225
ACH-001031,-1.7687377191999998
ACH-001038,-1.7237991383900002
ACH-001048,-1.55056993657
ACH-001050,-1.5522623267299998
ACH-001053,-0.959578092421
ACH-001054,-1.4956258551600001
ACH-001061,-1.46899383195
ACH-001067,-1.3189152150399999
ACH-001075,-1.65142636541
ACH-001096,-1.66327827935
ACH-001128,-0.812540557039
ACH-001134,-1.80795416782
ACH-001151,-1.5917719166
ACH-001163,-1.76062688527
ACH-001164,-1.26755188179
ACH-001173,-1.54857696068
ACH-001183,-1.7919030854299998
ACH-001184,-1.8999021371
ACH-001190,-1.74884623257
ACH-001192,-1.5473639398399999
ACH-001193,-1.8715130922299998
ACH-001196,-1.64249058067
ACH-001197,-1.40369429049
ACH-001205,-1.7299316839099996
ACH-001211,-1.3609485552
ACH-001212,-1.62189651494
ACH-001228,-1.5634246965799998
ACH-001232,-1.70914945563
ACH-001239,-1.47359877403
ACH-001274,-1.8574336009599999
ACH-001275,-1.67086178819
ACH-001277,-1.27896887645
ACH-001278,-1.9551820500400001
ACH-001280,-1.76215234809
ACH-001283,-1.7374759567900002
ACH-001289,-1.6276628986300001
ACH-001295,-1.6580882487600002
ACH-001300,-1.80812452773
ACH-001301,-1.50998884551
ACH-001302,-1.4177264972699999
ACH-001303,-1.7326080270500002
ACH-001306,-1.3988964189700002
ACH-001318,-1.53663829696
ACH-001322,-1.58821333947
ACH-001328,-1.66917730275
ACH-001332,-1.5274015526
ACH-001333,-1.7964641567
ACH-001336,-1.3650370841
ACH-001340,-1.67893779611
ACH-001346,-1.5186692225299998
ACH-001353,-1.52661791246
ACH-001354,-2.02246242963
ACH-001367,-1.24529480373
ACH-001368,-1.72182026534
ACH-001374,-1.10246104159
ACH-001375,-1.36798473713
ACH-001377,-1.8114636349700002
ACH-001380,-1.5565196955
ACH-001391,-1.75731221262
ACH-001407,-1.7085951115
ACH-001408,-1.7248180625599998
ACH-001413,-1.44253114185
ACH-001430,-1.2933253318100002
ACH-001431,-1.46089018018
ACH-001450,-1.66856191659
ACH-001496,-1.35228311687
ACH-001500,-1.35738324254
ACH-001521,-1.8000865761200002
ACH-001523,-1.6740290335199999
ACH-001532,-1.8020028255900002
ACH-001536,-1.4596560517500001
ACH-001550,-1.28429996809
ACH-001552,-1.51541085641
ACH-001554,-1.71121149051
ACH-001645,-1.49367792651
ACH-001654,-1.27425884638
ACH-001715,-1.4042234696399998
ACH-001735,-1.7602684601099998
ACH-001736,-1.76622106962
ACH-001737,-1.41089655319
ACH-001740,-1.1862246891700001
ACH-001745,-1.41462714143
ACH-001750,-1.5384491307600001
ACH-001765,-1.61250543038
ACH-001956,-1.6453121982299999
ACH-001957,-1.24338287454
