,AIDA (64853)
ACH-000004,0.588280807677
ACH-000007,0.312608396431
ACH-000009,0.209984881159
ACH-000011,0.37191897773500004
ACH-000012,0.272781436971
ACH-000013,0.263030125138
ACH-000014,0.21766314281399998
ACH-000015,0.40355410267999997
ACH-000017,0.392236682527
ACH-000018,0.26256662109400003
ACH-000019,0.194923661956
ACH-000021,0.365242031029
ACH-000022,0.239700352408
ACH-000025,0.271532313515
ACH-000028,0.40465418846
ACH-000030,0.27257682252300003
ACH-000035,0.317997314628
ACH-000036,0.0461847369345
ACH-000037,0.238329283545
ACH-000039,0.444069611835
ACH-000040,0.31267743968199996
ACH-000041,0.2544430347
ACH-000042,0.493914939258
ACH-000045,0.36444060015699997
ACH-000047,0.14687346012900002
ACH-000052,0.394463740756
ACH-000053,0.394039928862
ACH-000054,0.346667419923
ACH-000055,0.127173542256
ACH-000060,0.386344882608
ACH-000067,0.231075415392
ACH-000070,0.313732385647
ACH-000075,0.31625313968400004
ACH-000078,0.433671944322
ACH-000082,0.210861512147
ACH-000085,0.149545720093
ACH-000086,0.22365275195
ACH-000087,0.281798588252
ACH-000092,0.047631520272399995
ACH-000095,0.32111931123599996
ACH-000097,0.335032130211
ACH-000098,0.292786799364
ACH-000099,0.36280134593
ACH-000108,0.33618013835999994
ACH-000113,0.259293216164
ACH-000115,0.38170422512900004
ACH-000116,0.372611050874
ACH-000118,0.285480775572
ACH-000120,0.157774836295
ACH-000123,0.210251510904
ACH-000127,0.290710144099
ACH-000128,0.41145468608099994
ACH-000132,0.101241858777
ACH-000133,0.123628052088
ACH-000137,-0.011667017864000002
ACH-000138,0.375744550167
ACH-000142,0.30384132416799997
ACH-000143,0.39412459954400003
ACH-000146,0.47016611836499994
ACH-000148,0.217563662342
ACH-000150,0.38415320983199996
ACH-000152,0.140742659323
ACH-000153,0.15496151874000003
ACH-000159,0.188455697979
ACH-000160,0.32557867564
ACH-000163,0.26197555718000004
ACH-000167,0.130111769966
ACH-000168,0.217994049533
ACH-000169,0.348024047099
ACH-000178,0.513696143147
ACH-000182,0.290939330414
ACH-000183,0.406396972285
ACH-000188,0.151322307573
ACH-000189,0.284771516897
ACH-000190,0.416732875871
ACH-000198,0.32067644858100003
ACH-000204,0.17429917291400002
ACH-000206,0.438881810359
ACH-000207,0.42932621935599996
ACH-000211,0.37617816217699995
ACH-000215,0.204772617718
ACH-000221,0.379394867153
ACH-000222,0.328591206289
ACH-000223,0.280041305752
ACH-000226,0.361608075686
ACH-000227,0.38570418251
ACH-000228,0.234172989003
ACH-000231,0.24807583940699998
ACH-000232,0.46477391489500003
ACH-000233,0.39046517543000003
ACH-000234,0.130969964413
ACH-000235,0.27808272089
ACH-000237,0.0971110867523
ACH-000238,0.38759288147
ACH-000243,0.35638516348899996
ACH-000244,0.123530911334
ACH-000246,0.40078247377
ACH-000248,0.448731609449
ACH-000250,0.267497614457
ACH-000251,0.187216608708
ACH-000253,0.383709415263
ACH-000255,0.27527277787500004
ACH-000256,0.23974698513099998
ACH-000257,0.39974931616
ACH-000258,0.47550688903099997
ACH-000259,0.372407674845
ACH-000260,0.417404967335
ACH-000261,0.131115134755
ACH-000262,0.549937550216
ACH-000263,0.630039617969
ACH-000264,0.184983685865
ACH-000265,0.37017094120099997
ACH-000266,0.309375167672
ACH-000272,0.0996120278913
ACH-000273,0.304275179934
ACH-000274,0.155488408023
ACH-000277,0.212122462342
ACH-000278,0.022687745300799998
ACH-000279,0.39728743468500005
ACH-000280,0.407259166171
ACH-000281,0.324093868336
ACH-000288,0.252873822948
ACH-000291,0.214119936807
ACH-000293,0.303415407342
ACH-000294,0.39424269293200004
ACH-000295,0.441329916219
ACH-000296,0.146344016175
ACH-000302,0.374611015893
ACH-000304,0.171586951645
ACH-000307,0.20897289976599998
ACH-000308,0.289418189406
ACH-000310,0.270232550736
ACH-000311,0.33910607006099996
ACH-000312,0.409311597013
ACH-000315,0.328989630089
ACH-000316,0.37857410121600005
ACH-000317,0.35983375639799997
ACH-000318,0.210459873459
ACH-000319,0.358408449529
ACH-000320,0.360705092468
ACH-000322,0.178481325482
ACH-000323,0.110765079378
ACH-000324,0.360191700735
ACH-000329,0.314435235349
ACH-000330,0.218433319969
ACH-000331,0.267062971857
ACH-000332,0.39341384369000004
ACH-000334,0.43793621758
ACH-000335,0.360237905303
ACH-000336,0.105264964064
ACH-000337,0.22564357706
ACH-000339,0.30891978941799997
ACH-000341,0.3670245796
ACH-000348,0.130639345849
ACH-000350,0.38352552227
ACH-000352,0.168811471957
ACH-000356,0.08578156725569999
ACH-000361,0.423344914089
ACH-000362,0.424195342615
ACH-000363,0.295103418796
ACH-000364,0.0548500488525
ACH-000365,0.37091693285099997
ACH-000366,0.301389140545
ACH-000368,0.5391658193069999
ACH-000374,0.194560163664
ACH-000375,0.168010749413
ACH-000376,0.262381701258
ACH-000381,0.570252718486
ACH-000383,0.37830863589
ACH-000387,0.341713228886
ACH-000389,0.286097198314
ACH-000390,0.324547661328
ACH-000393,0.2483316156
ACH-000395,0.150231315793
ACH-000397,0.210990736787
ACH-000401,0.20603608899700002
ACH-000402,-0.09783026889219999
ACH-000403,0.229224160316
ACH-000404,0.441070720159
ACH-000406,0.377249863723
ACH-000407,0.266696871505
ACH-000408,0.34974504930699996
ACH-000410,0.274724527077
ACH-000411,0.154542768162
ACH-000414,0.325824819549
ACH-000415,0.287466026844
ACH-000416,0.213587354902
ACH-000420,0.253261903448
ACH-000421,0.295578929398
ACH-000424,0.125005891078
ACH-000425,0.32255838778900003
ACH-000426,0.518489120829
ACH-000427,0.227204523603
ACH-000433,0.46577648837200003
ACH-000436,0.35186831868699997
ACH-000444,0.279890233437
ACH-000445,0.494110315647
ACH-000448,0.202614974567
ACH-000450,-0.0708147840628
ACH-000452,0.280856094737
ACH-000454,0.13544693409800002
ACH-000458,0.165692383263
ACH-000459,0.41193765746399996
ACH-000460,0.29853007846
ACH-000461,0.35303647065800003
ACH-000463,0.294626085536
ACH-000464,0.238819810591
ACH-000466,0.462403580035
ACH-000467,0.149937781114
ACH-000468,0.288934853187
ACH-000469,0.214540975603
ACH-000470,0.151449847199
ACH-000471,0.329402701904
ACH-000472,0.30885602453899996
ACH-000473,0.240274897641
ACH-000475,0.356075999639
ACH-000476,0.21530823688700002
