,IREB2 (3658)
ACH-000004,-0.24552691140799998
ACH-000007,-0.08875717796299999
ACH-000009,-0.0808919426245
ACH-000011,-0.149605445304
ACH-000012,-0.25329637508999997
ACH-000013,-0.109504206389
ACH-000014,-0.129303231138
ACH-000015,0.188776130836
ACH-000017,-1.0500155353
ACH-000018,-0.221275376525
ACH-000019,-0.243575645447
ACH-000021,0.0401150085251
ACH-000022,-0.218042808006
ACH-000025,-0.202283979822
ACH-000028,-0.48434239457500006
ACH-000030,-0.36999145831999997
ACH-000035,-0.537332777318
ACH-000036,-0.0107367932476
ACH-000037,-0.35483087106100003
ACH-000039,-0.0449228544419
ACH-000040,0.19050430874699997
ACH-000041,0.0332943190761
ACH-000042,-0.283838583541
ACH-000045,-0.502595503259
ACH-000047,-0.254125814159
ACH-000052,-0.017464491472900003
ACH-000053,-0.17025477045200002
ACH-000054,0.195014149287
ACH-000055,-0.039644682953
ACH-000060,0.07652895935710001
ACH-000067,-0.0202297379175
ACH-000070,-0.06540728472690001
ACH-000075,-0.157850856404
ACH-000078,-0.272898278288
ACH-000082,-0.0155544234118
ACH-000085,-0.0544278776344
ACH-000086,-0.008779169676229999
ACH-000087,-0.302393090075
ACH-000092,-0.232715844287
ACH-000095,0.0671373816842
ACH-000097,-0.0889607493183
ACH-000098,-0.14366278130100002
ACH-000099,-0.411605385404
ACH-000108,-0.213298945066
ACH-000113,-0.498363533292
ACH-000115,-0.141415300998
ACH-000116,-0.0975057562183
ACH-000118,0.032952726507299995
ACH-000120,-0.107563400506
ACH-000123,-0.123437989977
ACH-000127,-0.27221622808
ACH-000128,0.104843882786
ACH-000132,-0.19325824839000003
ACH-000133,-0.14190087715299998
ACH-000137,-0.0778172642103
ACH-000138,0.0914893538773
ACH-000142,-0.205038816828
ACH-000143,-0.09761991130599999
ACH-000146,-0.45479684041999996
ACH-000148,-0.0273383756268
ACH-000150,0.0428321581252
ACH-000152,0.19817600277199998
ACH-000153,-0.19314808358
ACH-000159,0.0135587478499
ACH-000160,-0.408631295512
ACH-000163,-0.020891806643700002
ACH-000167,-0.622722094516
ACH-000168,-0.499476258949
ACH-000169,0.109121951927
ACH-000178,0.0670768002028
ACH-000182,-0.132332818858
ACH-000183,-0.0818162313246
ACH-000188,-0.487664561386
ACH-000189,-0.23971369866
ACH-000190,0.0320790749982
ACH-000198,-0.503667069173
ACH-000204,-0.247035270761
ACH-000206,-0.426721258601
ACH-000207,-0.328482907805
ACH-000211,0.0243878827959
ACH-000215,-0.0325557907442
ACH-000221,0.08657186501389999
ACH-000222,-0.214820648526
ACH-000223,-0.168128613875
ACH-000226,-0.40175439035
ACH-000227,-0.34129547576499997
ACH-000228,-0.17447763061500002
ACH-000231,-0.108899475586
ACH-000232,-0.0937272292011
ACH-000233,-0.0828806413695
ACH-000234,-0.348215980813
ACH-000235,-0.028890770847
ACH-000237,-1.19268420578
ACH-000238,-0.332786472567
ACH-000243,0.0291738436485
ACH-000244,0.09064001250800001
ACH-000246,-0.07417039207239999
ACH-000248,-0.31160360121999997
ACH-000250,-0.0796608687203
ACH-000251,-0.292069892853
ACH-000253,-0.138861989787
ACH-000255,-0.09190642583769999
ACH-000256,-0.11293301244899999
ACH-000257,-0.0917210791504
ACH-000258,-0.0034822150238600002
ACH-000259,-0.22170680312
ACH-000260,-0.0725075244385
ACH-000261,0.00117321505884
ACH-000262,0.0164796689749
ACH-000263,-0.28754822917
ACH-000264,-0.0909265791103
ACH-000265,0.177283250906
ACH-000266,-0.175143745735
ACH-000272,-0.0369167892857
ACH-000273,-0.0605953094742
ACH-000274,-0.020012305334499998
ACH-000277,-0.253211069233
ACH-000278,-0.594638625633
ACH-000279,-0.310714884809
ACH-000280,0.07123998386639999
ACH-000281,0.0101344122411
ACH-000288,-0.474352620427
ACH-000291,-0.8690467185969999
ACH-000293,-0.17481514507800003
ACH-000294,-0.603273078005
ACH-000295,-0.496151848147
ACH-000296,-0.5563484155489999
ACH-000302,0.0560396602641
ACH-000304,-0.00494360203265
ACH-000307,-0.153834361245
ACH-000308,-0.0575378885315
ACH-000310,0.143152518524
ACH-000311,-0.103719374241
ACH-000312,-0.346616019336
ACH-000315,-0.521589313347
ACH-000316,-0.315063674062
ACH-000317,-0.09612613994210001
ACH-000318,-0.42870637327600003
ACH-000319,-0.044332402314099996
ACH-000320,-0.215415959148
ACH-000322,-0.348082280478
ACH-000323,0.0393857828241
ACH-000324,-0.294006512547
ACH-000329,0.18341778925500002
ACH-000330,-0.031227582159
ACH-000331,0.191301700557
ACH-000332,-0.0992953683662
ACH-000334,-0.181701775431
ACH-000335,-0.28930531046
ACH-000336,-0.120354365174
ACH-000337,-0.19062009841299998
ACH-000339,-0.33694779916699996
ACH-000341,0.020505237414
ACH-000348,-0.0978582471507
ACH-000350,-0.0593523264155
ACH-000352,-0.576892634155
ACH-000356,-0.21420108844799998
ACH-000361,0.0085230759864
ACH-000362,-0.638140955303
ACH-000363,-0.191837415444
ACH-000364,-0.0498839120216
ACH-000365,-0.22527392348900002
ACH-000366,0.28456861949900003
ACH-000368,-0.28893347625
ACH-000374,0.010420391200999999
ACH-000375,-0.341162646678
ACH-000376,-0.0813575500943
ACH-000381,-0.061553932392300004
ACH-000383,-0.026559729177599998
ACH-000387,-0.273866886574
ACH-000389,-0.218308789669
ACH-000390,-0.429814915373
ACH-000393,-0.0402690798743
ACH-000395,-0.165429839202
ACH-000397,-0.0736297786708
ACH-000401,-0.41876416574
ACH-000402,-0.369379354761
ACH-000403,0.034202617590400004
ACH-000404,-0.517212183438
ACH-000406,-0.138695461155
ACH-000407,-0.11458396599500001
ACH-000408,0.141247234359
ACH-000410,-0.221223105718
ACH-000411,0.044568170659
ACH-000414,-0.049617903315900005
ACH-000415,-0.162699050727
ACH-000416,-0.232537046794
ACH-000420,-0.08300568243289999
ACH-000421,0.0682069931434
ACH-000424,-0.41104185753899997
ACH-000425,-0.27015839470499997
ACH-000426,0.018023589719900004
ACH-000427,-0.052585758477099995
ACH-000433,-0.0253414879837
ACH-000436,0.0773632134227
ACH-000444,0.040426421078
ACH-000445,-0.0396104531172
ACH-000448,0.124236685297
ACH-000450,-0.625503340747
ACH-000452,-0.0448650864205
ACH-000454,-0.09139363343460001
ACH-000458,0.0861920879355
ACH-000459,-0.575869951203
ACH-000460,0.0739453545189
ACH-000461,-0.115633986155
ACH-000463,-0.122981687342
ACH-000464,-0.231617384984
ACH-000466,-0.39066050024899995
ACH-000467,0.0644082878417
ACH-000468,-0.04439482880580001
ACH-000469,0.0959171842508
ACH-000470,-0.282999453552
ACH-000471,0.065253279431
ACH-000472,0.0838895897797
ACH-000473,0.16306986715500002
ACH-000475,-0.122201862414
ACH-000476,0.158330214398
ACH-000477,-0.32121113584800004
ACH-000480,-0.06574341521959999
ACH-000481,-0.8699426635680001
ACH-000483,-0.185339024353
ACH-000484,-0.120999541337
ACH-000485,-0.397806400563
ACH-000486,-0.08677866115730001
ACH-000487,0.112792187007
ACH-000488,-0.701688955968
ACH-000490,-0.054706886225100004
ACH-000491,-0.45979723875399997
ACH-000495,-0.547772051685
ACH-000496,-0.20082864027
ACH-000499,-0.14712387059499998
ACH-000500,0.07554083538879999
ACH-000502,0.06170265688519999
ACH-000503,-0.149609336291
ACH-000505,-0.00056060615816
ACH-000507,-0.441137703363
ACH-000510,0.019768555080900002
ACH-000511,0.0771387388563
ACH-000512,-0.273127538655
ACH-000516,-0.207633442622
ACH-000517,0.0034181800076999998
ACH-000518,-0.141400401547
ACH-000520,0.06916005705389999
ACH-000521,-0.071457420089
ACH-000522,-0.0386388330426
ACH-000524,-0.196352049955
ACH-000527,-0.22142111445
ACH-000528,-0.107717914848
ACH-000537,0.00241911039542
ACH-000541,-0.222122212038
ACH-000542,0.058326609873800006
ACH-000544,-0.312502151723
ACH-000545,-0.248162917758
ACH-000547,-0.0890923225077
ACH-000548,-0.183188229372
ACH-000549,-0.029873299467599996
ACH-000550,-0.17316568978799998
ACH-000552,-0.0915189597333
ACH-000556,-0.0449243854583
ACH-000557,-0.289408846946
ACH-000570,-0.12799299454500002
ACH-000571,-0.143183152875
ACH-000573,-0.0303934340097
ACH-000576,-0.13413318876
ACH-000580,-0.640756542412
ACH-000584,-0.23078317998700001
ACH-000585,0.180837421838
ACH-000588,0.155132759457
ACH-000589,-0.313947031649
ACH-000591,-0.039470811372
ACH-000593,-0.258843823927
ACH-000600,-0.127282861186
ACH-000601,-0.0580194080664
ACH-000604,-0.244795311734
ACH-000605,-0.185041362126
ACH-000606,-0.122097344949
ACH-000608,0.0168875060341
ACH-000614,-0.30115597353
ACH-000616,-0.106297947876
ACH-000618,-0.12556691822899999
ACH-000619,-0.6720942425669999
ACH-000620,-0.129965192507
ACH-000621,-0.187880072751
ACH-000622,-0.101133270744
ACH-000623,0.023857694116000003
ACH-000624,0.0817743947995
ACH-000627,-0.00372201048218
