,TSGA10 (80705)
ACH-000004,-0.0422114966003
ACH-000007,-0.408287754878
ACH-000009,-0.22372765014499998
ACH-000011,-0.194580958244
ACH-000012,-0.223167118416
ACH-000013,-0.20323866993700002
ACH-000014,-0.12733939827500002
ACH-000015,-0.10163554632300001
ACH-000017,-0.186536960911
ACH-000018,-0.111501457448
ACH-000019,-0.379071949987
ACH-000021,-0.0191044758422
ACH-000022,-0.10088672953700001
ACH-000025,-0.156727677845
ACH-000028,-0.0914825294362
ACH-000030,-0.339275345277
ACH-000035,-0.47211976263899996
ACH-000036,-0.231123800383
ACH-000037,-0.742766676069
ACH-000039,0.125171460723
ACH-000040,-0.12979675705399998
ACH-000041,-0.044657027388399995
ACH-000042,-0.13628449637499998
ACH-000045,-0.147683658209
ACH-000047,-0.188611869327
ACH-000052,-0.18413814543200002
ACH-000053,-0.170345695636
ACH-000054,-0.0756143839251
ACH-000055,-0.18711933186500002
ACH-000060,-0.384800444514
ACH-000067,-0.22834902867600002
ACH-000070,-0.0569405463824
ACH-000075,-0.49307484579099997
ACH-000078,0.0266157701416
ACH-000082,-0.15383905272600001
ACH-000085,-0.27682767958
ACH-000086,-0.09723088133020001
ACH-000087,0.0574590395581
ACH-000092,-0.394261037483
ACH-000095,-0.102487644159
ACH-000097,-0.14229343819700002
ACH-000098,-0.304232545345
ACH-000099,-0.029135058929
ACH-000108,0.132105437633
ACH-000113,-0.150584464329
ACH-000115,0.05038889334430001
ACH-000116,-0.08444677339
ACH-000118,-0.158721740357
ACH-000120,-0.0657217575768
ACH-000123,-0.29410472562600004
ACH-000127,-0.116165611049
ACH-000128,-0.198733636328
ACH-000132,-0.324055801024
ACH-000133,-0.373598712706
ACH-000137,0.0402402855016
ACH-000138,-0.048328978462300005
ACH-000142,-0.22600148664500003
ACH-000143,-0.086608559086
ACH-000146,-0.062157163746800005
ACH-000148,-0.144273405107
ACH-000150,-0.17182347724199998
ACH-000152,-0.262726289343
ACH-000153,-0.22836293465
ACH-000159,-0.166808288482
ACH-000160,-0.42479944984800005
ACH-000163,-0.0776953928894
ACH-000167,-0.124623321443
ACH-000168,0.00230538093946
ACH-000169,-0.19588126894900001
ACH-000178,-0.06763027858199999
ACH-000182,-0.163384530813
ACH-000183,-0.128456317497
ACH-000188,-0.104655052486
ACH-000189,-0.500568207048
ACH-000190,0.025184168733900003
ACH-000198,-0.16618434080299999
ACH-000204,-0.295203185389
ACH-000206,-0.22863951539400001
ACH-000207,-0.36033410263000004
ACH-000211,-0.187906393166
ACH-000215,-0.09832713854450001
ACH-000221,-0.28005242981600004
ACH-000222,-0.156203567279
ACH-000223,-0.256709921463
ACH-000226,-0.411003196818
ACH-000227,-0.185013046175
ACH-000228,-0.27202575225000003
ACH-000231,-0.295800915546
ACH-000232,-0.290088937218
ACH-000233,-0.10476237751800001
ACH-000234,-0.32288719343600003
ACH-000235,-0.136074675294
ACH-000237,-0.138293304011
ACH-000238,-0.055358657855099996
ACH-000243,-0.215171541926
ACH-000244,-0.319798691966
ACH-000246,-0.0269364390797
ACH-000248,0.0840478135734
ACH-000250,-0.301533571901
ACH-000251,-0.39929468032399995
ACH-000253,-0.179372900007
ACH-000255,-0.21637265510499998
ACH-000256,-0.126968143064
ACH-000257,-0.278052938903
ACH-000258,-0.069140815528
ACH-000259,-0.152663377873
ACH-000260,-0.184872539246
ACH-000261,-0.271603205116
ACH-000262,-0.09432494457450001
ACH-000263,-0.12799846689400002
ACH-000264,-0.04720602047180001
ACH-000265,-0.33641908760300004
ACH-000266,-0.0907408616062
ACH-000272,-0.22142050403900002
ACH-000273,-0.12833888480699998
ACH-000274,-0.17514704564199998
ACH-000277,-0.229778118931
ACH-000278,-0.224577770566
ACH-000279,-0.145678704415
ACH-000280,-0.06454394875059999
ACH-000281,-0.117325447448
ACH-000288,-0.308951581104
ACH-000291,-0.236974819152
ACH-000293,-0.13041604724300002
ACH-000294,-0.328764799743
ACH-000295,-0.0764165080154
ACH-000296,-0.38047090102
ACH-000302,-0.17024704440299998
ACH-000304,-0.062349793633699996
ACH-000307,-0.300654339562
ACH-000308,-0.21885319487399998
ACH-000310,-0.46583213088200004
ACH-000311,-0.067019570623
ACH-000312,-0.161181534727
ACH-000315,0.0240674175423
ACH-000316,-0.105713995371
