,C20orf196 (149840)
ACH-000004,-0.305852692187
ACH-000007,-0.28895796894000003
ACH-000009,-0.26153731061700003
ACH-000011,-0.21485197438700002
ACH-000012,-0.237849350572
ACH-000013,-0.240022130744
ACH-000014,-0.226484723894
ACH-000015,-0.214549723275
ACH-000017,-0.25609252648499997
ACH-000018,-0.317079588653
ACH-000019,-0.45212080193000004
ACH-000021,-0.34332496192199996
ACH-000022,-0.21212024795899997
ACH-000025,-0.424493609895
ACH-000028,-0.632582866127
ACH-000030,-0.260082993642
ACH-000035,-0.424373102043
ACH-000036,-0.319374864241
ACH-000037,-0.38160113849
ACH-000039,-0.546772846349
ACH-000040,-0.35306698165399997
ACH-000041,-0.0949172791483
ACH-000042,-0.34835313447599997
ACH-000045,-0.244508671131
ACH-000047,-0.489605245207
ACH-000052,-0.0786173332221
ACH-000053,-0.283839036348
ACH-000054,-0.36495055676
ACH-000055,-0.345094503393
ACH-000060,-0.346130361354
ACH-000067,-0.32218829999299997
ACH-000070,-0.40722272294699996
ACH-000075,-0.305405685715
ACH-000078,-0.36927303458000005
ACH-000082,-0.378460003926
ACH-000085,-0.46120418330300006
ACH-000086,-0.0441866156229
ACH-000087,-0.0369156853698
ACH-000092,-0.316320457253
ACH-000095,-0.253489736155
ACH-000097,-0.418229603467
ACH-000098,-0.0508525272331
ACH-000099,-0.457169702589
ACH-000108,-0.41108857826899997
ACH-000113,-0.495732969936
ACH-000115,-0.45139440531499997
ACH-000116,-0.526928347431
ACH-000118,-0.280916497835
ACH-000120,-0.6199264669619999
ACH-000123,-0.33717303410800004
ACH-000127,-0.351600601273
ACH-000128,-0.321080288208
ACH-000132,-0.209678378941
ACH-000133,-0.712962019798
ACH-000137,-0.18480160423300002
ACH-000138,-0.338251521289
ACH-000142,-0.45926267671000004
ACH-000143,-0.308629785792
ACH-000146,-0.26923296754299997
ACH-000148,-0.47324341119499996
ACH-000150,-0.286304178584
ACH-000152,-0.258850937718
ACH-000153,-0.34866669542900003
ACH-000159,-0.0438339810908
ACH-000160,-0.397569559671
ACH-000163,-0.251213094397
ACH-000167,-0.313366919516
ACH-000168,-0.24483726689500002
ACH-000169,-0.21179567085499998
ACH-000178,-0.45538543088699995
ACH-000182,-0.288507252871
ACH-000183,-0.479037340114
ACH-000188,-0.189741408482
ACH-000189,-0.67777340573
ACH-000190,-0.263522988324
ACH-000198,-0.42041562818000006
ACH-000204,-0.06839349669599999
ACH-000206,-0.0886317891052
ACH-000207,-0.221170733152
ACH-000211,-0.340301968429
ACH-000215,-0.159037065552
ACH-000221,-0.377786965293
ACH-000222,-0.352868177151
ACH-000223,-0.24781424913000002
ACH-000226,-0.0661282470991
ACH-000227,-0.797324953407
ACH-000228,-0.273513645682
ACH-000231,-0.376232163033
ACH-000232,-0.338585839911
ACH-000233,-0.25742512048
ACH-000234,-0.487239231489
ACH-000235,-0.437195871718
ACH-000237,-0.228578301331
