,APOBEC3A (200315)
ACH-000004,0.16735829289
ACH-000007,0.059282875527099994
ACH-000009,0.130426424563
ACH-000011,0.09100883164410001
ACH-000012,-0.06367858459419999
ACH-000013,-0.104517612653
ACH-000014,-0.0906013323425
ACH-000015,-0.0138060032916
ACH-000017,-0.059930088787
ACH-000018,0.0005674361875269999
ACH-000019,-0.269666540557
ACH-000021,0.0214786541647
ACH-000022,-0.0887361954906
ACH-000025,-0.06698766786640001
ACH-000028,0.04873440946740001
ACH-000030,-0.118615270023
ACH-000035,0.20541026368700002
ACH-000036,0.210641167445
ACH-000037,-0.141845165803
ACH-000039,0.22528397855
ACH-000040,0.0381678211688
ACH-000041,-0.0948054888302
ACH-000042,-0.15252486411900001
ACH-000045,-0.039057142038500005
ACH-000047,0.0638848738799
ACH-000052,-0.017135099305399998
ACH-000053,-0.138495182286
ACH-000054,0.066139880213
ACH-000055,0.0240545407932
ACH-000060,-0.0679105820182
ACH-000067,0.123906470655
ACH-000070,0.176563914717
ACH-000075,0.12304971339000001
ACH-000078,-0.0982017673462
ACH-000082,0.11862729892000001
ACH-000085,0.199929763199
ACH-000086,0.168349563855
ACH-000087,0.136445175818
ACH-000092,-0.00707235400856
ACH-000095,0.12796181157
ACH-000097,-0.0106654927617
ACH-000098,-0.10070020275699999
ACH-000099,0.0150753958099
ACH-000108,-0.09297819096139999
ACH-000113,-0.0702449325446
ACH-000115,0.06624829065019999
ACH-000116,0.015991267203799998
ACH-000118,-0.019949559691500002
ACH-000120,0.10261775703199999
ACH-000123,-0.00113519486494
ACH-000127,-0.0200986780695
ACH-000128,-0.12096255024399999
ACH-000132,-0.042756836347400004
ACH-000133,0.052089000972600004
ACH-000137,-0.0192865907903
ACH-000138,0.197041498107
ACH-000142,0.15010510635500002
ACH-000143,-0.0419714876067
ACH-000146,0.0036371370053099998
ACH-000148,0.139376685223
ACH-000150,0.215396482708
ACH-000152,0.061675438048400005
ACH-000153,0.044957784046300006
ACH-000159,-0.00643810955934
ACH-000160,-0.028541404122099996
ACH-000163,-0.125047818452
ACH-000167,-0.3032946952
ACH-000168,-0.04862357262619999
ACH-000169,0.101442779837
ACH-000178,0.0225475694014
ACH-000182,-0.08833191050460001
ACH-000183,0.0017049704757999998
ACH-000188,-0.00774733486063
ACH-000189,0.0723414443547
ACH-000190,0.13975205251800002
ACH-000198,-0.0581547212709
ACH-000204,-0.0635188722277
ACH-000206,-0.288964397174
ACH-000207,-0.08112867236560001
ACH-000211,0.00138823053361
ACH-000215,-0.043329036308900004
ACH-000221,-0.09734566339950002
ACH-000222,-0.0209786206209
ACH-000223,0.0490196754978
ACH-000226,-0.0908975192561
ACH-000227,-0.104378343621
ACH-000228,-0.0657520823878
ACH-000231,-0.233033648423
ACH-000232,-0.036553899966
ACH-000233,-0.0437986879797
ACH-000234,0.086280589016
ACH-000235,0.0177403239347
ACH-000237,-0.056065572345900004
ACH-000238,0.112540515133
ACH-000243,-0.076273244312
ACH-000244,-0.113430266348
ACH-000246,0.177529815752
ACH-000248,-0.021369715139099996
ACH-000250,0.0666892447531
ACH-000251,0.258984849536
ACH-000253,0.155678001707
ACH-000255,-0.111852668693
ACH-000256,-0.11240498892999999
ACH-000257,0.2263976748
ACH-000258,-0.0315782600811
ACH-000259,-0.0420861291196
ACH-000260,-0.02169764506
ACH-000261,-0.111652213798
ACH-000262,-0.342904067184
ACH-000263,-0.108700755897
ACH-000264,-0.146277298219
ACH-000265,-0.00025385024707499996
ACH-000266,0.050746651985900004
ACH-000272,-0.17139218563499997
ACH-000273,0.0924797220042
ACH-000274,0.023980758679800002
ACH-000277,0.13020789386
ACH-000278,-0.13930633588
ACH-000279,-0.013537423686799999
ACH-000280,-0.027621104914599997
ACH-000281,0.0801133165478
ACH-000288,0.07503961106160001
ACH-000291,-0.0920542832326
ACH-000293,0.05088526434090001
ACH-000294,-0.053557157565
ACH-000295,-0.140449325766
ACH-000296,0.132573790864
ACH-000302,0.0170458944513
ACH-000304,-0.17449646369600003
ACH-000307,0.0348799937851
ACH-000308,0.0229724184726
ACH-000310,0.223165708827
ACH-000311,0.0689295167063
ACH-000312,-0.014087533583899999
ACH-000315,-0.243645079201
ACH-000316,0.0508474298271
ACH-000317,0.103123431554
ACH-000318,-0.051234078165100005
ACH-000319,-0.09848249752589999
ACH-000320,-0.06489139305269999
ACH-000322,0.0888773368995
ACH-000323,0.0285353140507
ACH-000324,-0.045407246516000005
