,LDHC (3948)
ACH-000004,0.19871476770399998
ACH-000007,-0.17216889951699998
ACH-000009,0.0225616806623
ACH-000011,-0.00337326728061
ACH-000012,0.0657337783175
ACH-000013,-0.03683074035719999
ACH-000014,0.11892316877999999
ACH-000015,0.148542759435
ACH-000017,-0.051790919100099995
ACH-000018,0.18332911128499998
ACH-000019,-0.25898043885099997
ACH-000021,0.10406866054
ACH-000022,-0.0445278034412
ACH-000025,0.11039743100999999
ACH-000028,0.019010791191200003
ACH-000030,-0.21354967674199998
ACH-000035,-0.10437277352
ACH-000036,0.10089511629799999
ACH-000037,-0.00347829251242
ACH-000039,0.17838587117
ACH-000040,-0.18948715051800002
ACH-000041,0.08233146884260001
ACH-000042,-0.0646893440902
ACH-000045,0.141437400044
ACH-000047,0.036275256225900006
ACH-000052,-0.093070964407
ACH-000053,0.14609729884000003
ACH-000054,0.0116277374159
ACH-000055,-0.0560577005985
ACH-000060,-0.0659953298271
ACH-000067,-0.0987698417836
ACH-000070,0.152387469084
ACH-000075,0.0774950961273
ACH-000078,0.04242676216030001
ACH-000082,-0.161995637019
ACH-000085,-0.0627787826026
ACH-000086,0.080687556405
ACH-000087,0.21275916586
ACH-000092,-0.05261258494440001
ACH-000095,-0.08852404304289999
ACH-000097,0.114347397268
ACH-000098,0.100971921214
ACH-000099,0.0544635608863
ACH-000108,-0.0361551781177
ACH-000113,-0.104139688281
ACH-000115,-0.09300992062660002
ACH-000116,0.0713320679553
ACH-000118,0.0614845141792
ACH-000120,0.21181586138500003
ACH-000123,-0.0265869742013
ACH-000127,-0.00899095894293
ACH-000128,-0.00411766277263
ACH-000132,-0.07563581734569999
ACH-000133,-0.11769223371099999
ACH-000137,-0.0929753165153
ACH-000138,0.08954057198519999
ACH-000142,-0.037881445300599996
ACH-000143,-0.021977841203099997
ACH-000146,-0.022621370230099996
ACH-000148,0.053687356472100004
ACH-000150,0.212049663699
ACH-000152,0.151278824722
ACH-000153,0.113190704185
ACH-000159,0.0017646114947500002
ACH-000160,0.100035909287
ACH-000163,0.157929002504
ACH-000167,-0.030091156966
ACH-000168,0.11934815441199999
ACH-000169,-0.00103885130304
ACH-000178,0.0635889268759
ACH-000182,0.0670875207835
ACH-000183,0.0209162742816
ACH-000188,0.1676599507
ACH-000189,-0.044814048536900006
ACH-000190,-0.19745962527
ACH-000198,0.024404399635
ACH-000204,0.175537003708
ACH-000206,0.0180115027504
ACH-000207,-0.24009328795899998
ACH-000211,-0.019373329287000002
ACH-000215,-0.18074221228
ACH-000221,0.0310802185475
ACH-000222,-0.132110622402
ACH-000223,-0.0825817524168
ACH-000226,-0.0525657164754
ACH-000227,-0.179574935213
ACH-000228,-0.0256411528896
ACH-000231,-0.06131280342619999
ACH-000232,-0.07505348698919999
ACH-000233,-0.018658980745599997
ACH-000234,-0.11672507168400001
ACH-000235,0.114552594179
ACH-000237,0.0872674697103
ACH-000238,0.020399577049900003
ACH-000243,-0.0215285220536
ACH-000244,0.245633921543
ACH-000246,0.0027763167014899994
ACH-000248,0.198017074663
ACH-000250,-0.139760026841
ACH-000251,-0.35937054671700003
ACH-000253,-0.061989809113400005
ACH-000255,-0.0987488555011
ACH-000256,-0.09755181774550001
ACH-000257,-0.0056962336722100005
ACH-000258,0.0990836747528
ACH-000259,0.13192932505000002
ACH-000260,0.055708623362
ACH-000261,-0.117388025526
ACH-000262,0.023751795212500003
ACH-000263,-0.184321252867
ACH-000264,0.09348243079739998
ACH-000265,0.139025768719
ACH-000266,-0.0017725982515200002
ACH-000272,0.0824565939722
ACH-000273,-0.07634975742530001
ACH-000274,-0.0667017221752
ACH-000277,-0.0398045562185
ACH-000278,-0.235405844208
ACH-000279,0.057595760293300005
ACH-000280,0.135977112587
ACH-000281,0.044404571769099996
ACH-000288,0.0105018055379
ACH-000291,-0.06798915921059999
ACH-000293,-0.0746527653818
ACH-000294,0.0447523360435
ACH-000295,-0.151338134912
ACH-000296,-0.278539882482
ACH-000302,0.0052525406371
ACH-000304,0.0988657259426
ACH-000307,0.0619410847324
ACH-000308,0.0820704251883
ACH-000310,-0.06210929855740001
ACH-000311,0.0472051986417
ACH-000312,0.113814682742
ACH-000315,-0.108206745308
ACH-000316,-0.109675131196
ACH-000317,0.249214929765
ACH-000318,-0.0665697959675
ACH-000319,-0.0146779041031
ACH-000320,-0.0656292131985
ACH-000322,-0.067301226338
ACH-000323,-0.0589031635482
ACH-000324,-0.0324976269595
ACH-000329,0.0423403175351
ACH-000330,0.277520144333
ACH-000331,0.0306755780327
ACH-000332,6.83352771733e-05
ACH-000334,-0.292457817552
ACH-000335,0.055460290762
ACH-000336,-0.0181951153134
ACH-000337,0.311799188374
ACH-000339,-0.000291427847858
ACH-000341,0.12918734332100001
ACH-000348,-0.021164110808099997
ACH-000350,0.138221183726
ACH-000352,0.07841191939280001
ACH-000356,-0.19644192838
ACH-000361,-0.0224559672953
ACH-000362,-0.0866382798029
ACH-000363,-0.0814856721087
ACH-000364,-0.0604806286928
ACH-000365,0.045004198917800005
ACH-000366,-0.0581663088963
ACH-000368,0.11552981786399999
ACH-000374,-0.10887613308599998
ACH-000375,0.046744740538099995
ACH-000376,-0.0313650210904
ACH-000381,0.018427909003000002
ACH-000383,-0.00182402961733
ACH-000387,-0.041265889614599996
ACH-000389,0.27536575289
ACH-000390,0.071649038646
ACH-000393,-0.099478627029
ACH-000395,0.24476183249800001
ACH-000397,-0.0748824393706
ACH-000401,0.415120456126
ACH-000402,-0.198537717745
ACH-000403,-0.12300191874000002
ACH-000404,-0.101943487911
ACH-000406,0.08003509761810002
ACH-000407,-0.00755495136537
ACH-000408,0.0747376566384
ACH-000410,0.13078442245400002
ACH-000411,-0.10504713468
ACH-000414,-0.021852611888200004
ACH-000415,-0.0574606884602
ACH-000416,-0.047158020654999994
ACH-000420,-0.188130472478
ACH-000421,0.0243872211893
ACH-000424,-0.125398624091
ACH-000425,-0.035414437168900005
ACH-000426,0.05324994692369999
ACH-000427,-0.23119520514400002
ACH-000433,0.028198898578
ACH-000436,-0.18990995694899998
ACH-000444,0.220510659146
ACH-000445,-0.11644220043400001
ACH-000448,0.0920542066495
ACH-000450,0.251192902678
ACH-000452,0.0211452321496
ACH-000454,-0.0130972670539
ACH-000458,0.0348670595312
ACH-000459,0.26254970191300003
ACH-000460,-0.0474366076878
ACH-000461,0.116694494493
ACH-000463,0.085449615097
ACH-000464,0.115641193357
ACH-000466,0.0947652259337
ACH-000467,-0.0065804135624700005
ACH-000468,-0.0364196203298
ACH-000469,-0.021523241425799998
ACH-000470,-0.030236190427200004
ACH-000471,-0.07065821014439999
ACH-000472,-0.025139057294
ACH-000473,0.214133271958
ACH-000475,-0.0814072303852
ACH-000476,0.0722969136027
ACH-000477,0.15742539993899998
ACH-000480,0.0144178363686
ACH-000481,-0.15289769779
ACH-000483,-0.160809761213
ACH-000484,0.0485900461928
ACH-000485,-0.14386181168099998
ACH-000486,-0.135644667528
ACH-000487,0.126524317718
ACH-000488,0.151125872682
ACH-000490,-0.067704924356
ACH-000491,-0.24394874502900002
ACH-000495,-0.273448683534
ACH-000496,-0.0880858524249
ACH-000499,0.20051405189399998
ACH-000500,0.0205279618061
ACH-000502,-0.011972453588299998
ACH-000503,-0.228020475689
ACH-000505,0.05544779435930001
ACH-000507,-0.0544215256946
ACH-000510,-0.058837347231
