,ENOX1 (55068)
ACH-000004,-0.34187440008500003
ACH-000007,-0.255322312407
ACH-000009,0.023396643216499997
ACH-000011,-0.0506285806518
ACH-000012,0.098622445995
ACH-000013,-0.052006687191900006
ACH-000014,0.0381254106169
ACH-000015,-0.11740547728299999
ACH-000017,0.0876080912513
ACH-000018,0.23457683874200003
ACH-000019,-0.29972542715399997
ACH-000021,-0.118609320777
ACH-000022,-0.0679458360903
ACH-000025,-0.136895211889
ACH-000028,-0.07873702264469999
ACH-000030,0.020774835699599998
ACH-000035,-0.026078939662900005
ACH-000036,-0.108702269263
ACH-000037,-0.00950548345452
ACH-000039,-0.135710187122
ACH-000040,0.159726009657
ACH-000041,0.06853253297430001
ACH-000042,-0.0107145288376
ACH-000045,0.24432538509799998
ACH-000047,-0.188922191769
ACH-000052,-0.61411129377
ACH-000053,-0.043035955690199995
ACH-000054,-0.08922684070669999
ACH-000055,-0.211386713011
ACH-000060,-0.18966919286400002
ACH-000067,-0.205616178332
ACH-000070,-0.0757129344063
ACH-000075,-0.215234720846
ACH-000078,-0.0328810293296
ACH-000082,-0.057163874915500006
ACH-000085,0.115349844305
ACH-000086,-0.0424998370069
ACH-000087,0.0156740310641
ACH-000092,0.122998198056
ACH-000095,-0.0999756765923
ACH-000097,-0.036274411448400004
ACH-000098,-0.07435471288460001
ACH-000099,-0.18418176070300002
ACH-000108,0.011331769004600001
ACH-000113,0.032508470807099996
ACH-000115,0.08330336433619999
ACH-000116,-0.18008224737700002
ACH-000118,-0.18340910697299997
ACH-000120,0.111915482906
ACH-000123,-0.14362361009000002
ACH-000127,-0.025870585702499997
ACH-000128,0.07527513458860001
ACH-000132,-0.33263685325
ACH-000133,-0.114096276267
ACH-000137,0.0584857340262
ACH-000138,-0.147947096063
ACH-000142,-0.12132697656300001
ACH-000143,-0.112405609358
ACH-000146,0.068064482532
ACH-000148,-0.030209252266799998
ACH-000150,-0.216707920357
ACH-000152,-0.141509340794
ACH-000153,-0.022556778243299998
ACH-000159,-0.14341998249600002
ACH-000160,0.21108615222399998
ACH-000163,0.0021604485681700003
ACH-000167,0.179233072509
ACH-000168,-0.0738648759695
ACH-000169,0.0246552340078
ACH-000178,-0.0469058905887
ACH-000182,-0.0903535616717
ACH-000183,-0.04687309108
ACH-000188,-0.0726221406162
ACH-000189,-0.08264649126819999
ACH-000190,-0.0595375207883
ACH-000198,0.013210469101499998
ACH-000204,0.0734084942072
ACH-000206,-0.07305870408430001
ACH-000207,-0.0407428241126
ACH-000211,-0.028190450924299996
ACH-000215,-0.0408162262501
ACH-000221,-0.0831118694468
ACH-000222,-0.0489787164456
ACH-000223,-0.09964087214060001
ACH-000226,-0.044854377867499996
ACH-000227,0.0570647712564
ACH-000228,-0.30829353127500003
ACH-000231,-0.028016326592399998
ACH-000232,-0.146340485047
ACH-000233,0.00692051323238
ACH-000234,0.013174616590200002
ACH-000235,-0.09666489421800001
ACH-000237,-0.0596533895146
ACH-000238,-0.0515605649985
ACH-000243,0.0485776670035
ACH-000244,0.120224041457
ACH-000246,-0.019960840557
ACH-000248,0.0588810714372
ACH-000250,-0.038171525427599995
ACH-000251,0.00107792490352
ACH-000253,0.0159640864935
ACH-000255,-0.16146765944
ACH-000256,-0.138733711208
ACH-000257,-0.160867762686
ACH-000258,-0.21891008171
ACH-000259,-0.043926608176499994
ACH-000260,0.0538369160446
ACH-000261,-0.109488401158
ACH-000262,-0.26818159065999997
ACH-000263,0.0229350123647
ACH-000264,-0.165481652132
ACH-000265,-0.0341212887501
ACH-000266,-0.0898726840766
ACH-000272,-0.09651080777410001
ACH-000273,-0.0846954069953
ACH-000274,0.037693855660099994
ACH-000277,0.128197811024
ACH-000278,-0.238861074622
ACH-000279,-0.0607779485766
ACH-000280,-0.055046219539999997
ACH-000281,-0.023668223098
ACH-000288,-0.10004356229
