,FRS3 (10817)
ACH-000004,-0.367557098838
ACH-000007,-0.24248001727600002
ACH-000009,-0.27275573722
ACH-000011,-0.20275634561099998
ACH-000012,-0.16903889817499998
ACH-000013,-0.359133580126
ACH-000014,-0.320879395096
ACH-000015,-0.23776513919599998
ACH-000017,-0.057179238365900005
ACH-000018,-0.125614468048
ACH-000019,-0.23239556392799998
ACH-000021,-0.22379445876999995
ACH-000022,-0.109981667738
ACH-000025,-0.318790132702
ACH-000028,-0.27806841712499997
ACH-000030,-0.21968667447700002
ACH-000035,-0.413568058568
ACH-000036,-0.0195353865178
ACH-000037,-0.338629677324
ACH-000039,-0.45177809350000003
ACH-000040,-0.198599968382
ACH-000041,-0.190387692248
ACH-000042,-0.261012938224
ACH-000045,-0.158087232546
ACH-000047,-0.342933800806
ACH-000052,-0.306100263921
ACH-000053,-0.228674324742
ACH-000054,-0.224925316272
ACH-000055,-0.204068852892
ACH-000060,-0.33610126562299997
ACH-000067,-0.326461150449
ACH-000070,-0.292874197699
ACH-000075,-0.442366325758
ACH-000078,-0.260251730312
ACH-000082,-0.32607944997099997
ACH-000085,-0.26142947291499996
ACH-000086,-0.316125601708
ACH-000087,-0.303448167009
ACH-000092,-0.302982523457
ACH-000095,-0.267919626897
ACH-000097,-0.145002145913
ACH-000098,-0.334097090035
ACH-000099,-0.188346562106
ACH-000108,-0.292013287592
ACH-000113,-0.271561966246
ACH-000115,-0.20227358748799998
ACH-000116,-0.162280028874
ACH-000118,-0.322550632663
ACH-000120,-0.299780298291
ACH-000123,-0.324630571905
ACH-000127,-0.297956344856
ACH-000128,-0.46354391402199996
ACH-000132,-0.425841345923
ACH-000133,-0.22552240464499998
ACH-000137,-0.137062942972
ACH-000138,-0.359100889371
ACH-000142,-0.333104436823
ACH-000143,-0.24182670279399998
ACH-000146,-0.37967471005900005
ACH-000148,-0.13939348549900002
ACH-000150,-0.193095599177
ACH-000152,-0.316792086765
ACH-000153,-0.230177863316
ACH-000159,-0.13545101544500002
ACH-000160,-0.33576767856
ACH-000163,-0.0712975926049
ACH-000167,-0.315847733264
ACH-000168,-0.435088367923
ACH-000169,-0.0920829504436
ACH-000178,-0.339397992157
ACH-000182,-0.309674125879
ACH-000183,-0.25750750737399997
ACH-000188,-0.30389818564599996
ACH-000189,0.06290876447390001
ACH-000190,-0.10228448223600001
ACH-000198,-0.168407156704
ACH-000204,-0.24974099925999999
ACH-000206,-0.26214628867600004
ACH-000207,-0.319204990836
ACH-000211,-0.18587325777600003
ACH-000215,-0.175670686514
ACH-000221,-0.219154120383
ACH-000222,-0.141222759672
ACH-000223,-0.353616370403
ACH-000226,-0.199198582863
ACH-000227,-0.526570610106
ACH-000228,-0.377736858298
ACH-000231,-0.379897132622
ACH-000232,-0.234143651646
ACH-000233,-0.448411740339
ACH-000234,-0.257154995843
ACH-000235,-0.193868649386
ACH-000237,-0.354091322574
ACH-000238,-0.35179029132100004
ACH-000243,-0.26115741365899997
ACH-000244,-0.261863156296
ACH-000246,-0.183574062348
ACH-000248,-0.349129354322
ACH-000250,-0.320504818891
ACH-000251,-0.41774186530100005
ACH-000253,-0.553418487962
ACH-000255,-0.227623842989
ACH-000256,-0.275988559979
ACH-000257,-0.537722301862
ACH-000258,0.033079035184
ACH-000259,-0.293914765562
ACH-000260,-0.170958270874
ACH-000261,-0.24473566398200003
ACH-000262,-0.09828982630699999
ACH-000263,-0.170164246404
ACH-000264,-0.479978465849
ACH-000265,-0.20097554030099998
ACH-000266,-0.189781792187
ACH-000272,-0.22256865087900002
ACH-000273,-0.45321409798
ACH-000274,-0.290358426001
ACH-000277,-0.137867421922
ACH-000278,-0.0419050520642
ACH-000279,-0.310046619959
ACH-000280,-0.24922113976
ACH-000281,-0.40657774417
ACH-000288,-0.36345366642800003
ACH-000291,-0.241722668795
ACH-000293,-0.22507831929699998
ACH-000294,-0.178831446756
ACH-000295,-0.335236112095
ACH-000296,-0.257035071308
ACH-000302,-0.15753327666300002
ACH-000304,-0.00560282571658
ACH-000307,-0.147887353323
ACH-000308,-0.262032495569
ACH-000310,-0.27606867797699997
ACH-000311,-0.249141344331
ACH-000312,-0.324937949554
ACH-000315,-0.3770894223
ACH-000316,-0.364897937209
ACH-000317,-0.283663003823
ACH-000318,-0.163225075038
ACH-000319,-0.13662712787200001
ACH-000320,-0.213841921808
ACH-000322,-0.384609733987
ACH-000323,-0.183842097236
ACH-000324,-0.13514377972000002
ACH-000329,-0.285014124381
ACH-000330,-0.348376029923
ACH-000331,-0.239986012736
ACH-000332,-0.386115643913
ACH-000334,-0.27398182611
ACH-000335,-0.415276416043
ACH-000336,-0.598187303512
ACH-000337,-0.505571748987
ACH-000339,-0.304605057232
ACH-000341,-0.310290730242
ACH-000348,-0.156538741153
ACH-000350,-0.0859779828514
ACH-000352,-0.0978920135457
ACH-000356,-0.334697113651
ACH-000361,-0.0821603609265
ACH-000362,-0.19568117757800002
ACH-000363,-0.175410357356
ACH-000364,-0.353405624202
ACH-000365,-0.294772275519
ACH-000366,-0.09285221068590001
ACH-000368,-0.47452474088200003
ACH-000374,-0.0666682481626
ACH-000375,-0.133905929876
ACH-000376,-0.27562085851999996
ACH-000381,-0.170493403766
ACH-000383,-0.223853277233
ACH-000387,-0.334327261892
ACH-000389,-0.242577880733
ACH-000390,-0.211190050619
ACH-000393,-0.581297375789
ACH-000395,-0.279645882169
ACH-000397,-0.275492724511
ACH-000401,-0.133907716777
ACH-000402,-0.40006806261100003
ACH-000403,-0.18090888477800002
ACH-000404,-0.48198744555600004
ACH-000406,-0.31641850275
ACH-000407,-0.205669309175
ACH-000408,-0.268336653169
ACH-000410,-0.307891876139
ACH-000411,-0.0615401033776
ACH-000414,-0.188372604339
ACH-000415,-0.307591045821
ACH-000416,-0.279459634841
ACH-000420,-0.14399098261399998
ACH-000421,-0.300545604317
ACH-000424,-0.230189250225
ACH-000425,-0.057965602569800004
ACH-000426,-0.113906085818
ACH-000427,-0.456374547284
ACH-000433,-0.440300770934
ACH-000436,-0.1022577302
ACH-000444,-0.45267811569
ACH-000445,-0.189845599952
ACH-000448,-0.191632061197
ACH-000450,-0.25292887113699997
ACH-000452,-0.38329691040700004
ACH-000454,-0.331564042946
ACH-000458,-0.09851952037469999
ACH-000459,-0.22024414918699997
ACH-000460,-0.17007680369300002
ACH-000461,-0.38751369744099995
ACH-000463,-0.238067745603
ACH-000464,-0.275505900291
ACH-000466,-0.226900607339
ACH-000467,-0.28390061148
ACH-000468,-0.277723261412
ACH-000469,-0.273792409635
ACH-000470,-0.329438452148
ACH-000471,-0.374631464365
ACH-000472,-0.08312664834610001
ACH-000473,-0.256951187073
ACH-000475,-0.20455356866500002
ACH-000476,-0.030267345098599997
ACH-000477,-0.115508481199
ACH-000480,-0.36016734373000003
ACH-000481,-0.28058664938
ACH-000483,-0.192426166864
ACH-000484,-0.144971387448
ACH-000485,-0.10881305907299998
ACH-000486,-0.260043474145
ACH-000487,-0.37010572670599995
ACH-000488,-0.40109070229099997
ACH-000490,-0.395743535396
ACH-000491,-0.450211794135
ACH-000495,-0.0813256040494
ACH-000496,-0.249608004234
ACH-000499,-0.316240854955
ACH-000500,-0.62684048319
ACH-000502,-0.38313123573299995
ACH-000503,-0.12375616650999999
