,SCGB1D1 (10648)
ACH-000004,-0.20221626409000001
ACH-000007,-0.43114821461400005
ACH-000009,-0.214163493059
ACH-000011,-0.37725999805200006
ACH-000012,-0.311527981753
ACH-000013,-0.38415712927400003
ACH-000014,-0.061524493997
ACH-000015,-0.30499113733800004
ACH-000017,-0.331092853695
ACH-000018,-0.199756476308
ACH-000019,-0.22964098322700002
ACH-000021,-0.330499196378
ACH-000022,-0.311599398015
ACH-000025,-0.250285091059
ACH-000028,-0.315153157289
ACH-000030,-0.321624806655
ACH-000035,-0.12678049806299999
ACH-000036,-0.36189144089
ACH-000037,-0.488564212447
ACH-000039,-0.42478368844400005
ACH-000040,-0.476915582348
ACH-000041,-0.26035327220800003
ACH-000042,-0.43392205203900003
ACH-000045,-0.29755572355500004
ACH-000047,-0.19582490079700002
ACH-000052,-0.368865498453
ACH-000053,-0.33981206351800003
ACH-000054,-0.27656458662300004
ACH-000055,0.009182797690979998
ACH-000060,-0.304958006157
ACH-000067,-0.164121902302
ACH-000070,-0.38684121489
ACH-000075,-0.0908891745986
ACH-000078,-0.443585384797
ACH-000082,-0.377280443842
ACH-000085,-0.45882778760399995
ACH-000086,-0.40617933897200004
ACH-000087,-0.23230473916799999
ACH-000092,-0.40486485760799995
ACH-000095,-0.21231316152
ACH-000097,-0.218727592036
ACH-000098,-0.231786313384
ACH-000099,-0.18595505614
ACH-000108,-0.379674761099
ACH-000113,-0.193633685267
ACH-000115,-0.152244187801
ACH-000116,-0.43349240128999994
ACH-000118,-0.491621486788
ACH-000120,-0.377663550691
ACH-000123,-0.48083143313500004
ACH-000127,-0.24998584336399998
ACH-000128,-0.13470621179099998
ACH-000132,-0.342860941862
ACH-000133,-0.193622754487
ACH-000137,-0.43784502724200003
ACH-000138,-0.478439957564
ACH-000142,-0.44576108200000003
ACH-000143,-0.0890106288668
ACH-000146,-0.179934050146
ACH-000148,-0.36025004282
ACH-000150,-0.380083436941
ACH-000152,-0.28696431467300004
ACH-000153,-0.423709942981
ACH-000159,-0.304511826311
ACH-000160,-0.369963243103
ACH-000163,-0.266636358143
ACH-000167,-0.591539683957
ACH-000168,-0.142905400123
ACH-000169,-0.342284060008
ACH-000178,-0.24442857990800002
ACH-000182,-0.255883821402
ACH-000183,-0.348537602469
ACH-000188,-0.681607513888
ACH-000189,-0.490533565309
ACH-000190,-0.397731432029
ACH-000198,-0.354874391146
ACH-000204,-0.325824468751
ACH-000206,-0.47139428996000005
ACH-000207,-0.494126238448
ACH-000211,-0.29818913564
ACH-000215,-0.19093688529
ACH-000221,-0.285038904527
ACH-000222,-0.40159917303900006
ACH-000223,-0.247123798101
ACH-000226,-0.301303125122
ACH-000227,-0.462642551577
ACH-000228,-0.437834139728
ACH-000231,-0.24561290226500002
ACH-000232,-0.185256550623
ACH-000233,-0.27703735914
ACH-000234,-0.35565524998000003
ACH-000235,-0.299508480099
ACH-000237,-0.390362510353
ACH-000238,-0.35222760965899996
ACH-000243,-0.328005285292
ACH-000244,-0.216913138767
ACH-000246,-0.36947611060900004
ACH-000248,-0.241263565507
ACH-000250,-0.23519889899799998
ACH-000251,-0.177947842579
ACH-000253,-0.234128355466
ACH-000255,-0.0561615949434
ACH-000256,-0.545119761258
ACH-000257,0.472367787914
ACH-000258,-0.485654712891
ACH-000259,-0.354975651396
ACH-000260,-0.308426876627
ACH-000261,-0.394096736712
ACH-000262,-0.369291930238
ACH-000263,-0.242186678375
ACH-000264,-0.421158592196
ACH-000265,-0.231503477244
ACH-000266,-0.30615788802099997
ACH-000272,-0.237720681734
ACH-000273,-0.35640127079899997
ACH-000274,-0.179892855106
ACH-000277,-0.199311751639
ACH-000278,-0.0938427826927
ACH-000279,-0.23264923746999996
ACH-000280,-0.335796898759
ACH-000281,-0.306870781919
ACH-000288,-0.347662414689
ACH-000291,-0.09120509252260002
ACH-000293,-0.279730839763
ACH-000294,-0.446719321618
ACH-000295,-0.44017993710000003
ACH-000296,-0.12041843671800001
ACH-000302,-0.257605537002
ACH-000304,-0.18207645769
ACH-000307,-0.257912531152
ACH-000308,-0.52653286932
ACH-000310,-0.168979665546
ACH-000311,-0.184181016487
ACH-000312,-0.243752841303
ACH-000315,-0.29375417531500003
ACH-000316,-0.32524932089499997
ACH-000317,-0.453979796958
ACH-000318,-0.649938755443
ACH-000319,-0.53549192089
ACH-000320,-0.11235966145099999
ACH-000322,-0.288189678078
