,FOPNL (123811)
ACH-000004,-0.0159102976217
ACH-000007,0.28032956934500003
ACH-000009,0.13577032820999999
ACH-000011,0.0011770857033699999
ACH-000012,0.129745098594
ACH-000013,-0.0151968945661
ACH-000014,0.10908406152000001
ACH-000015,-0.00867723668286
ACH-000017,-0.0371678039858
ACH-000018,0.08421237411560001
ACH-000019,0.174846859812
ACH-000021,0.126055523871
ACH-000022,0.158420829435
ACH-000025,0.0733733865914
ACH-000028,0.198467387537
ACH-000030,0.184602933011
ACH-000035,-0.013680141619500001
ACH-000036,0.0360278195865
ACH-000037,-0.177764546327
ACH-000039,0.143621701494
ACH-000040,0.06919221400600001
ACH-000041,0.299179249114
ACH-000042,0.268312964153
ACH-000045,0.07591252151189999
ACH-000047,0.06713630154400001
ACH-000052,-0.289619592554
ACH-000053,0.125936660915
ACH-000054,0.11751659671800001
ACH-000055,0.14878143378
ACH-000060,0.302302005835
ACH-000067,0.14469656489399998
ACH-000070,-0.0805420513187
ACH-000075,0.201041840136
ACH-000078,-0.018311931145299998
ACH-000082,0.148971429701
ACH-000085,-0.0378950082219
ACH-000086,0.263662899339
ACH-000087,-0.07832259799439999
ACH-000092,0.058812614896300006
ACH-000095,0.20271151807399998
ACH-000097,0.0948722855384
ACH-000098,0.09543475140049999
ACH-000099,0.12101116162900001
ACH-000108,0.351991420013
ACH-000113,0.0955477210748
ACH-000115,0.24323947189800002
ACH-000116,0.30673717878400003
ACH-000118,0.17604371279800002
ACH-000120,0.35923079115400003
ACH-000123,0.223326096881
ACH-000127,0.0734221413486
ACH-000128,0.141359278235
ACH-000132,0.125030939615
ACH-000133,0.17334616996899999
ACH-000137,-0.129790450167
ACH-000138,0.219730526473
ACH-000142,0.018565075280400002
ACH-000143,0.358287825106
ACH-000146,0.066637800483
ACH-000148,-0.052672153690300004
ACH-000150,0.132021506445
ACH-000152,0.12819066534499998
ACH-000153,0.0680559952605
ACH-000159,0.10682563127900001
ACH-000160,0.24077986457199999
ACH-000163,0.08084574584569999
ACH-000167,-0.0038569857630999997
ACH-000168,0.21050386057700002
ACH-000169,-0.02232874031
ACH-000178,0.156697645332
ACH-000182,0.163792310998
ACH-000183,0.0937323303311
ACH-000188,0.178654345865
ACH-000189,0.09007565505349999
ACH-000190,0.115318731666
ACH-000198,0.11050377057600001
ACH-000204,0.00525071598152
ACH-000206,0.15229290589000002
ACH-000207,0.09860325147700001
ACH-000211,0.0971124050509
ACH-000215,0.0947892883965
ACH-000221,0.148453638634
ACH-000222,0.279587418596
ACH-000223,0.293964330715
ACH-000226,0.0754495180159
ACH-000227,0.309963430689
ACH-000228,0.405209959482
ACH-000231,0.11521838476299999
ACH-000232,0.0278323072789
ACH-000233,0.0508034184595
ACH-000234,-0.0960893974814
ACH-000235,0.17141567050599998
ACH-000237,0.132568554112
ACH-000238,0.39568638677
ACH-000243,0.11951840777799999
ACH-000244,0.0416375455149
ACH-000246,-0.0076357570022
ACH-000248,0.0565807879089
ACH-000250,0.13839101374600002
ACH-000251,0.5790233503600001
ACH-000253,0.165757287036
ACH-000255,0.116781584046
ACH-000256,0.0964943146798
ACH-000257,0.0114639916607
ACH-000258,0.027308240759700002
ACH-000259,0.216031532528
ACH-000260,0.144581630663
ACH-000261,0.0783244329
ACH-000262,0.0509131056596
ACH-000263,0.0913969268478
ACH-000264,0.114238049046
ACH-000265,0.0802150689497
ACH-000266,0.163802887712
ACH-000272,0.100096301028
ACH-000273,0.10397742437100001
ACH-000274,0.115885286285
ACH-000277,0.603318944591
ACH-000278,0.08224426911919999
ACH-000279,0.08044800487819999
ACH-000280,0.0966612073248
ACH-000281,0.17489987280699998
ACH-000288,0.16198604550100001
ACH-000291,0.253441781529
ACH-000293,0.166312529648
ACH-000294,0.1410066599
ACH-000295,0.0264634742091
ACH-000296,0.277154522249
ACH-000302,0.0463169403474
ACH-000304,0.114833257423
ACH-000307,0.082988322281
ACH-000308,0.058204587040400005
ACH-000310,0.143028155859
ACH-000311,0.344564521366
ACH-000312,0.247731227005
ACH-000315,0.173844347322
ACH-000316,0.0827560804978
ACH-000317,0.380154719028
ACH-000318,0.278508599955
