,ENDOV (284131)
ACH-000160,-0.136722484785
ACH-000163,-0.14270684924000002
ACH-000167,-0.214396698768
ACH-000168,-0.41819014029
ACH-000169,-0.140245944403
ACH-000178,-0.193716358349
ACH-000182,-0.231542178644
ACH-000183,-0.151193374449
ACH-000188,-0.163602297605
ACH-000189,-0.23201359447500003
ACH-000190,-0.294735764956
ACH-000198,0.0618425404758
ACH-000204,0.0103706975752
ACH-000206,-0.105667773278
ACH-000207,-0.284933872044
ACH-000211,-0.10116313175000001
ACH-000215,-0.12988400595000002
ACH-000221,-0.25935803639800004
ACH-000222,-0.081060666179
ACH-000223,-0.046725170813999996
ACH-000226,-0.202849954817
ACH-000227,-0.147779956804
ACH-000228,-0.247678991869
ACH-000231,-0.143847668417
ACH-000232,-0.0479970985023
ACH-000233,-0.18501548739300003
ACH-000234,-0.24548381742800002
ACH-000235,-0.0444063009489
ACH-000237,-0.125004453358
ACH-000238,0.0489190902226
ACH-000243,-0.10015924743599999
ACH-000244,-0.160192272079
ACH-000246,-0.14418906596
ACH-000248,-0.201668650677
ACH-000250,-0.254355010494
ACH-000251,-0.543030760862
ACH-000253,-0.029947623045900002
ACH-000255,-0.40469232966799995
ACH-000256,-0.271216145242
ACH-000257,-0.414635954302
ACH-000258,0.281047592809
ACH-000259,-0.08797997932189999
ACH-000260,-0.11209798063899999
ACH-000261,-0.147059224297
ACH-000262,0.0819708133854
ACH-000263,-0.450193024668
ACH-000264,-0.370668556303
ACH-000265,-0.07578986591289999
ACH-000266,-0.19713904893800002
ACH-000272,-0.18630734042199998
ACH-000273,-0.054118903150500004
ACH-000274,-0.258347804923
ACH-000277,-0.217519711792
ACH-000278,-0.1718892884
ACH-000279,-0.11950885654999999
ACH-000280,-0.0805182381568
ACH-000281,-0.0455873472891
ACH-000288,-0.330919106902
ACH-000291,-0.161269276722
ACH-000293,-0.183400714686
ACH-000294,0.038079255673
ACH-000295,0.0445220747419
ACH-000296,-0.193933108316
ACH-000302,-0.157898372289
ACH-000304,0.28111353603399997
ACH-000307,-0.192274224668
ACH-000308,-0.123407387265
ACH-000310,-0.27132906523600003
ACH-000311,-0.220915737383
ACH-000312,-0.161664897784
ACH-000315,0.225641687037
ACH-000316,-0.27903375519900003
ACH-000317,-0.0636196922004
ACH-000318,0.0296310580018
ACH-000319,-0.26734606506299996
ACH-000320,0.223184844139
ACH-000322,-0.343803597051
ACH-000323,-0.25696851730799997
ACH-000324,-0.1649519264
ACH-000329,-0.246810205542
ACH-000330,-0.363392363047
ACH-000331,-0.11185116447
ACH-000332,-0.108882738348
ACH-000334,-0.13536281696
ACH-000335,-0.10726341620100001
ACH-000336,-0.199533687059
ACH-000337,-0.382059579639
ACH-000339,-0.20082553826900001
ACH-000341,-0.123443679652
ACH-000348,-0.158576416713
ACH-000350,-0.14736718572899998
ACH-000352,-0.10705336022399999
ACH-000356,-0.286326440918
ACH-000361,-0.161659114167
ACH-000362,0.0774982462301
ACH-000363,-0.10484481837000001
ACH-000364,-0.0223009480659
ACH-000365,-0.0227535328445
ACH-000366,-0.09039541379680001
ACH-000368,-0.0713943916175
ACH-000374,-0.17516820983
ACH-000375,-0.0608997522872
ACH-000376,-0.18040314698100002
ACH-000381,-0.0944717763137
ACH-000383,-0.24556801835499997
ACH-000387,-0.059728793287199995
ACH-000389,-0.13230182334100002
ACH-000390,-0.211992332181
ACH-000393,0.00495995152825
ACH-000395,-0.152638593174
ACH-000397,0.0206651211111
ACH-000401,-0.457509393297
ACH-000402,-0.0466145926757
ACH-000403,-0.35267796355400005
ACH-000404,-0.09392869844010002
ACH-000406,-0.0446737243235
ACH-000407,-0.30099656321400003
ACH-000408,-0.0900038103648
ACH-000410,-0.0644686400077
ACH-000411,-0.0683734398342
ACH-000414,-0.0927185191531
ACH-000415,-0.162730964702
ACH-000416,-0.0646204800849
ACH-000420,-0.156560327879
ACH-000421,-0.117951654885
ACH-000424,-0.104743594713
ACH-000425,-0.12104228895199999
ACH-000426,0.0355384164561
ACH-000427,-0.295280569431
ACH-000433,-0.480617991703
ACH-000436,-0.09888741801480001
ACH-000444,-0.022631684432799996
ACH-000445,-0.308065081043
ACH-000448,-0.18262442603100001
ACH-000450,-0.08577893424010001
ACH-000452,-0.178523500099
ACH-000454,0.164132545987
ACH-000458,-0.23979979968499998
ACH-000459,-0.09470397815960001
ACH-000460,-0.0759076793051
ACH-000461,0.0195859342442
ACH-000463,-0.034523477288300006
ACH-000464,-0.0100122673706
ACH-000466,0.06999989922949999
ACH-000467,-0.256490139785
ACH-000468,-0.20897457769299999
ACH-000469,-0.0330686427194
ACH-000470,-0.0436096496022
ACH-000471,-0.266893250817
ACH-000472,-0.139864710327
ACH-000473,-0.0163186829725
ACH-000475,-0.100107923864
ACH-000476,-0.172873201345
ACH-000477,-0.045887475153800004
ACH-000480,-0.13145898272
ACH-000481,0.0413542155159
ACH-000483,-0.0039916898153
ACH-000484,-0.10893243005799999
ACH-000485,-0.21379088017499998
ACH-000486,-0.18778009115699998
ACH-000487,-0.135090808261
ACH-000488,-0.195862702521
ACH-000490,-0.143527083064
ACH-000491,-0.216299479593
ACH-000495,-0.213605825074
ACH-000496,0.10637443866
ACH-000499,-0.08865590340910001
ACH-000500,-0.481969914432
ACH-000502,-0.0751942656695
ACH-000503,-0.103054442617
ACH-000505,-0.174827863209
ACH-000507,-0.000698360854473
ACH-000510,-0.149872661589
ACH-000511,-0.215617250541
ACH-000512,-0.186236753053
ACH-000516,-0.152826524976
ACH-000517,-0.223513056261
ACH-000518,0.050115092827199996
ACH-000520,-0.08200987544010001
ACH-000521,-0.413582131903
ACH-000522,-0.0380819869864
ACH-000524,-0.0280118310807
ACH-000527,-0.24813473132199998
ACH-000528,-0.118824828255
ACH-000537,-0.16128276304000003
ACH-000541,-0.24392311235599998
ACH-000542,-0.150423479853
ACH-000544,-0.376288259948
ACH-000545,-0.0619404200259
ACH-000547,-0.195279793581
ACH-000548,-0.106802966269
ACH-000549,-0.127328003676
ACH-000550,-0.121527565732
ACH-000552,-0.159353799923
ACH-000556,-0.08771957287820001
ACH-000557,-0.0742806358621
ACH-000570,-0.279015677606
ACH-000571,-0.171899817335
ACH-000573,-0.07551259933110001
ACH-000576,-0.0161729951246
ACH-000580,-0.305658873127
ACH-000584,-0.103629936095
ACH-000585,-0.09103974423820001
ACH-000588,-0.0275529839433
ACH-000589,-0.223485139776
ACH-000591,-0.215832699752
ACH-000593,-0.11736620929500001
ACH-000600,-0.160792857507
ACH-000601,-0.146077735999
ACH-000604,-0.105638341827
ACH-000605,-0.045059269947800004
ACH-000606,-0.136910836194
ACH-000608,-0.21044927272599998
ACH-000614,0.0118796963815
ACH-000616,-0.259846509
ACH-000618,-0.08767896238949999
ACH-000619,-0.0748851026838
ACH-000620,-0.061281658873300004
ACH-000621,-0.343912193682
ACH-000622,-0.314485357456
ACH-000623,-0.289111141651
ACH-000624,-0.141533318886
ACH-000627,-0.239801199694
ACH-000630,-0.21146103302400002
ACH-000632,-0.18804324105700002
ACH-000633,-0.189928387113
ACH-000637,-0.021369956740900004
ACH-000638,-0.213095900811
ACH-000646,-0.39515365922300005
ACH-000647,-0.135247967473
ACH-000648,-0.177331792452
ACH-000649,-0.118331139008
ACH-000651,-0.24830814630399997
ACH-000652,0.0213393733404
ACH-000653,-0.092256936
ACH-000657,-0.116913641251
ACH-000658,-0.0925459266681
ACH-000661,-0.0445680042036
ACH-000662,-0.330242121346
ACH-000663,-0.20350480958500003
ACH-000665,-0.11804458624500001
ACH-000671,-0.0118382295857
ACH-000673,-0.20767332129000002
ACH-000676,-0.0114625191503
ACH-000677,-0.09663949167989999
ACH-000681,0.053638297957300005
ACH-000682,-0.10998322828700001
ACH-000683,-0.12408289565899999
ACH-000684,-0.14974898151
ACH-000688,-0.135505098074
ACH-000693,0.0810748645337
ACH-000694,-0.09369477234689999
ACH-000695,0.0800781920181
ACH-000696,-0.171535832509
ACH-000697,-0.311558349857
ACH-000699,-0.334140756157
ACH-000701,0.0243687993507
ACH-000706,-0.0846875090006
ACH-000711,-0.0656259247523
ACH-000713,0.0246770970788
ACH-000714,-0.0443678665707
ACH-000718,-0.0160860631736
ACH-000720,-0.128243290455
ACH-000721,-0.10561715904300001
ACH-000724,-0.035842175154599996
ACH-000725,-0.217214610861
ACH-000732,-0.139131208926
ACH-000734,0.025405844307200002
ACH-000735,-0.0637348401079
ACH-000736,-0.210879294183
ACH-000738,0.000941094436055
ACH-000746,-0.537317799234
ACH-000747,-0.119393905934
ACH-000748,-0.308845204273
ACH-000753,-0.227105962056
ACH-000756,-0.0726185715379
ACH-000757,-0.0142562652174
ACH-000758,-0.08196670320430001
ACH-000760,-0.234095312677
ACH-000763,0.05041668481919999
ACH-000764,-0.37488966459899997
ACH-000765,-0.051746036911899995
ACH-000766,-0.13555343515100002
ACH-000767,-0.018538599356200003
ACH-000768,-0.0476449842144
ACH-000769,-0.140399524297
ACH-000770,-0.024645968827299997
ACH-000771,-0.0490068540907
ACH-000773,-0.27000446889699997
ACH-000776,-0.114004443818
ACH-000777,-0.238486171188
ACH-000778,-0.233022368928
ACH-000781,-0.142789870501
ACH-000782,0.0509112879172
ACH-000783,-0.225391776397
ACH-000784,-0.054935196687000004
ACH-000785,-0.0586254564901
ACH-000787,0.00454122443751
ACH-000788,-0.204050805191
ACH-000791,-0.139440420396
ACH-000792,-0.18103512078200001
ACH-000794,-0.24618790651900002
ACH-000796,-0.144069408286
ACH-000799,-0.12959846897
ACH-000800,-0.0604962810559
ACH-000802,-0.129735634175
ACH-000804,-0.07501154560319999
ACH-000805,0.012755692067899999
ACH-000809,-0.07531821983289999
ACH-000810,-0.0276999883773
ACH-000811,-0.31555249401700003
ACH-000817,-0.035657760168499995
ACH-000819,0.11355815938
ACH-000820,0.039517943599900004
ACH-000821,0.11636629413499999
ACH-000822,-0.23018865603
ACH-000823,-0.117267390851
ACH-000824,-0.0207154164164
ACH-000827,-0.11808300977
ACH-000829,-0.0677164542987
ACH-000831,-0.141569747161
ACH-000832,-0.105962030781
ACH-000833,-0.0267482974694
ACH-000834,-0.0115848477091
ACH-000835,-0.129364372299
ACH-000836,-0.243457574237
ACH-000837,-0.084077384871
ACH-000838,-0.059226885974699994
ACH-000839,-0.11640518152799999
ACH-000840,-0.06089314315930001
ACH-000841,0.178541031213
ACH-000843,-0.0592065473092
ACH-000846,-0.045803856650199995
ACH-000847,-0.027621534895200004
ACH-000848,-0.0666438671549
ACH-000849,-0.143814750108
ACH-000851,0.135702658355
ACH-000855,-0.267540205938
ACH-000856,-0.17706844420600001
ACH-000858,-0.201333235063
ACH-000859,-0.027641901234300003
ACH-000861,0.0661279797119
ACH-000862,0.04131003237519999
ACH-000865,-0.166861367468
ACH-000866,-0.17611004127799998
ACH-000867,-0.18134536481
ACH-000869,-0.09210286540519999
ACH-000872,-0.111849489333
ACH-000873,-0.0207326175551
ACH-000876,-0.0393187952501
ACH-000878,0.11381019525599999
ACH-000880,-0.0237188613168
ACH-000881,-0.0182131280644
ACH-000882,-0.0670659367361
ACH-000884,-0.011503987403899999
ACH-000885,-0.029268140427200003
ACH-000887,-0.155552481522
ACH-000888,-0.177817697235
ACH-000889,0.045593841257699996
ACH-000890,0.0543664658619
ACH-000896,-0.169768783469
ACH-000898,-0.0700204779177
ACH-000900,0.0004481073436
ACH-000901,-0.05426447780730001
ACH-000905,-0.07197610555980001
ACH-000906,-0.18131910235999998
ACH-000907,0.0523716918157
ACH-000910,-0.032104636165299995
ACH-000911,-0.145266236835
ACH-000912,-0.109647308387
ACH-000913,-0.262964737545
ACH-000915,-0.145602792181
ACH-000916,-0.06009968076669999
ACH-000917,-0.0509810434299
ACH-000921,-0.164558545234
ACH-000924,-0.0637439372221
ACH-000926,-0.0805208168785
ACH-000928,-0.22892543518199998
ACH-000929,-0.137316578488
ACH-000932,-0.048419613858000005
ACH-000935,-0.0791492787084
ACH-000936,-0.116973892726
ACH-000937,-0.276478702931
ACH-000938,-0.0339584440691
ACH-000939,0.0224550424822
ACH-000941,-0.167301344494
ACH-000943,-0.154728045416
ACH-000946,0.0985069751124
ACH-000947,-0.0110130408228
ACH-000948,-0.106845137077
ACH-000950,-0.0501828696856
ACH-000953,-0.213958645979
ACH-000957,0.149535971825
ACH-000958,-0.052811384906
ACH-000960,-0.09332795099619999
ACH-000963,-0.008581541764520001
ACH-000968,-0.12830896952600002
ACH-000969,-0.00781035014876
ACH-000973,-0.0377152853408
ACH-000974,-0.0898751472135
ACH-000975,-0.12344828222000001
ACH-000976,-0.0410051408791
ACH-000978,-0.36692536763899997
ACH-000980,-0.0582038604983
ACH-000984,-0.137447532498
ACH-000986,-0.0261528664762
ACH-000988,-0.004721943598109999
ACH-000993,-0.13500534041200002
ACH-000994,-0.24713533694899997
ACH-000996,-0.053946015932200005
ACH-001001,-0.101891465545
ACH-001020,-0.24898042492699998
ACH-001028,-0.162703450583
ACH-001031,-0.21294988396499998
ACH-001038,-0.0707101314095
ACH-001048,-0.172792740828
ACH-001050,-0.18356422899099997
ACH-001053,-0.203966295635
ACH-001054,-0.12438920451999999
ACH-001061,-0.154895718999
ACH-001067,-0.328110305856
ACH-001075,-0.10857611996500001
ACH-001096,-0.052195261765800006
ACH-001128,-0.41298000811200003
ACH-001134,-0.156243462567
ACH-001151,-0.172153550306
ACH-001163,-0.0266175148605
ACH-001164,-0.298375042634
ACH-001173,-0.12445138697000001
ACH-001183,0.020340990585
ACH-001184,-0.22912390679699998
ACH-001190,-0.0477619593674
ACH-001192,-0.139862303474
ACH-001193,-0.44721464843000003
ACH-001196,-0.196518733488
ACH-001197,-0.273096841885
ACH-001205,-0.1523826852
ACH-001211,-0.315163128034
ACH-001212,-0.351934272419
ACH-001228,-0.024916641268700003
ACH-001232,-0.40056007728500004
ACH-001239,0.00468690339749
ACH-001274,0.0509120161949
ACH-001275,-0.29807931905499996
ACH-001277,-0.243323779069
ACH-001278,-0.266913738874
ACH-001280,-0.0895150193017
ACH-001283,-0.19139422813999998
ACH-001289,-0.105743818419
ACH-001295,-0.114721015978
ACH-001300,-0.227091322412
ACH-001301,-0.38520286722400005
ACH-001302,-0.344409832147
ACH-001303,-0.285833469758
ACH-001306,-0.19625068257199998
ACH-001318,0.0363125020194
ACH-001322,-0.12008805848099999
ACH-001328,-0.411285162921
ACH-001332,-0.33860624383
ACH-001333,-0.0270792885276
ACH-001336,0.0069472099679
ACH-001340,-0.25707317500599997
ACH-001346,-0.331114634896
ACH-001353,-0.181244252888
ACH-001354,0.0006513605728409999
ACH-001367,-0.240817757184
ACH-001368,-0.138142784363
ACH-001374,-0.187822443365
ACH-001375,-0.233217855287
ACH-001377,-0.143178825201
ACH-001380,-0.17309009845400003
ACH-001391,-0.33001494340599996
ACH-001407,-0.0853603373082
ACH-001408,-0.283383504671
ACH-001413,-0.0940784725826
ACH-001430,-0.0831197155551
ACH-001431,-0.028120589065099996
ACH-001450,-0.21141543068
ACH-001496,-0.0933087327409
ACH-001500,-0.18734180463300001
ACH-001521,-0.18981846885
ACH-001523,-0.187411233417
ACH-001532,-0.115632123512
ACH-001536,-0.0379888264943
ACH-001550,-0.114394024651
ACH-001552,0.032961175512299996
ACH-001554,-0.0236734627142
ACH-001645,-0.07198435201560001
ACH-001654,-0.10336937057399999
ACH-001715,0.072687659951
ACH-001735,-0.136797183775
ACH-001736,-0.219707105645
ACH-001737,-0.368286331159
ACH-001740,0.221866373005
ACH-001745,-0.130784961201
ACH-001750,-0.414103951585
ACH-001765,-0.0722437909325
ACH-001956,-0.133820370748
ACH-001957,-0.0011007233198900002
