,MARCO (8685)
ACH-000004,-0.101309933581
ACH-000007,-0.04287394500990001
ACH-000009,-0.0914024660043
ACH-000011,0.0465718093731
ACH-000012,-0.017857761092599997
ACH-000013,-0.057470228018199995
ACH-000014,-0.16827316542399998
ACH-000015,-0.07935583022319999
ACH-000017,0.0170212006169
ACH-000018,-0.0322489790181
ACH-000019,-0.080139398941
ACH-000021,0.0726389990421
ACH-000022,0.00119836218063
ACH-000025,0.012296477759799999
ACH-000028,-0.16917849531100002
ACH-000030,-0.193666514579
ACH-000035,-0.168130837109
ACH-000036,0.0364479592716
ACH-000037,-0.20818775629900002
ACH-000039,-0.0482399287263
ACH-000040,0.11556687639799999
ACH-000041,-0.112224185299
ACH-000042,0.00623802301526
ACH-000045,-0.211148100112
ACH-000047,-0.030291904406699998
ACH-000052,-0.12538527932
ACH-000053,-0.0495167642827
ACH-000054,-0.11671092351500001
ACH-000055,0.024229590501
ACH-000060,0.0728667922523
ACH-000067,0.07347568070110001
ACH-000070,-0.0957633524264
ACH-000075,-0.027126728094
ACH-000078,-0.024401618625900002
ACH-000082,0.032546614014599996
ACH-000085,-0.050097097039400004
ACH-000086,-0.0370928751711
ACH-000087,-0.09320300113169999
ACH-000092,-0.0339411842769
ACH-000095,-0.100675143278
ACH-000097,-0.115699742957
ACH-000098,-0.134660970795
ACH-000099,-0.0431132076509
ACH-000108,-0.0794263215386
ACH-000113,-0.0227586306604
ACH-000115,0.24401659827599997
ACH-000116,-0.09205088164729999
ACH-000118,-0.149175502439
ACH-000120,0.0024135053605
ACH-000123,-0.0978276036908
ACH-000127,-0.11783206956900001
ACH-000128,-0.162770493802
ACH-000132,-0.013324047891500001
ACH-000133,-0.0892926033344
ACH-000137,-0.131905292555
ACH-000138,0.0265377667855
ACH-000142,-0.08070008375860001
ACH-000143,-0.00773904234011
ACH-000146,-0.0354091864825
ACH-000148,-0.048880742474
ACH-000150,-0.09192309811789999
ACH-000152,-0.164506240059
ACH-000153,-0.033145458762300004
ACH-000159,0.165949265836
ACH-000160,-0.139688072016
ACH-000163,-0.140921689473
ACH-000167,0.0530911783745
ACH-000168,0.0767097562895
ACH-000169,-0.107045352557
ACH-000178,-0.09155797741260001
ACH-000182,-0.216165514132
ACH-000183,-0.0991888529828
ACH-000188,0.007213552938399999
ACH-000189,-0.295822187619
ACH-000190,-0.141253807618
ACH-000198,0.0440488846118
ACH-000204,-0.0571754862165
ACH-000206,-0.0128506400338
ACH-000207,0.115419002171
ACH-000211,-0.022828765077400004
ACH-000215,-0.00011509842959100001
ACH-000221,-0.159968931436
ACH-000222,-0.0359237953896
ACH-000223,-0.135962108014
ACH-000226,-0.23139059552299998
ACH-000227,-0.0109017143749
ACH-000228,-0.158494859972
ACH-000231,0.016123946195499998
ACH-000232,0.0224264444857
ACH-000233,-0.146123885699
ACH-000234,-0.0630272150674
ACH-000235,0.00278429698173
ACH-000237,-0.157601342079
ACH-000238,-0.0382451860808
ACH-000243,-0.185155719327
ACH-000244,0.031989693919
ACH-000246,-0.14316501567700002
ACH-000248,-0.242493085577
ACH-000250,-0.054316244609
ACH-000251,-0.382755372341
ACH-000253,-0.020801216135099998
ACH-000255,-0.320394033519
ACH-000256,0.154711325088
ACH-000257,-0.0823885422033
ACH-000258,0.14797116622099998
ACH-000259,-0.0947614383414
ACH-000260,-0.0529619939284
ACH-000261,-0.059647027297
ACH-000262,-0.164514507408
ACH-000263,0.049392077477
ACH-000264,0.0391622766338
ACH-000265,-0.218713571403
ACH-000266,-0.0872901144095
ACH-000272,-0.0769991143642
ACH-000273,-0.10664891376800001
ACH-000274,-0.134671298508
ACH-000277,0.137479739866
ACH-000278,-0.151602052455
ACH-000279,-0.0596566985563
ACH-000280,-0.0487779114984
ACH-000281,-0.353205068605
ACH-000288,-0.0957129696431
ACH-000291,0.0035486110259699997
ACH-000293,-0.222058181512
ACH-000294,-0.0683406866849
ACH-000295,-0.056103708656
ACH-000296,-0.101657903282
ACH-000302,-0.0661729190396
ACH-000304,-0.24554969019
ACH-000307,-0.198449529014
ACH-000308,-0.195793709404
ACH-000310,-0.0503250004378
ACH-000311,0.0334631669128
ACH-000312,-0.10955911338400001
ACH-000315,0.055104663926200004
ACH-000316,0.09751000063510001
ACH-000317,-0.0494988002611
ACH-000318,-0.172417826364
ACH-000319,0.0225574597333
ACH-000320,-0.142662017709
ACH-000322,-0.0178349896803
ACH-000323,-0.030258991821
ACH-000324,-0.164495793924
ACH-000329,-0.052383265271800004
ACH-000330,-0.183344467922
ACH-000331,-0.18465681425900002
ACH-000332,0.0303989812426
ACH-000334,0.073814461346
ACH-000335,-0.154375410546
ACH-000336,-0.0243245269159
ACH-000337,-0.228139514098
ACH-000339,0.0176693970941
ACH-000341,0.04611560957330001
ACH-000348,-0.09273925777110001
ACH-000350,-0.028276717225
ACH-000352,-0.0800479977067
ACH-000356,-0.0978473506611
ACH-000361,-0.033697774674900004
ACH-000362,-0.120403106351
ACH-000363,-0.129992836553
ACH-000364,-0.204603428783
ACH-000365,0.041031892102
ACH-000366,-0.03795101544769999
ACH-000368,-0.06869042848569999
ACH-000374,-0.135711518777
ACH-000375,-0.42754785126199996
ACH-000376,-0.145245962374
ACH-000381,-0.0848708157873
ACH-000383,0.00220948857561
ACH-000387,-0.0745478444122
ACH-000389,-0.21191932384599999
ACH-000390,-0.104309207775
ACH-000393,-0.08404206540010002
ACH-000395,0.24112014562399997
ACH-000397,-0.046151746593500007
ACH-000401,-0.116663996021
ACH-000402,-0.197614625966
ACH-000403,-0.039431334103900005
ACH-000404,-0.0243726755712
ACH-000406,-0.129409343658
ACH-000407,-0.016204443356000003
ACH-000408,-0.00251280159802
ACH-000410,-0.20849913722199998
ACH-000411,-0.13723448916300002
ACH-000414,-0.0572117695371
ACH-000415,-0.082383212684
ACH-000416,-0.0666977380731
ACH-000420,-0.0340726871137
ACH-000421,-0.151250687546
ACH-000424,-0.141312272646
ACH-000425,-0.135393323354
ACH-000426,0.21503185398699998
ACH-000427,-0.09866776232110001
ACH-000433,0.125988032862
ACH-000436,0.07170434770839999
ACH-000444,-0.0288411330471
ACH-000445,0.0218604891315
ACH-000448,0.0603500521806
ACH-000450,0.10190915729
ACH-000452,-0.0488550023092
ACH-000454,-0.0792084082395
ACH-000458,-0.18979441733600003
ACH-000459,-0.35112562169600003
ACH-000460,-0.0423534665828
ACH-000461,0.0635377430801
ACH-000463,-0.199099856554
ACH-000464,-0.06025358296180001
ACH-000466,0.15187045712799999
ACH-000467,-0.0958395419823
ACH-000468,-0.252671607947
ACH-000469,-0.00216844240525
ACH-000470,-0.284910130316
ACH-000471,-0.0684839820574
ACH-000472,-0.07597428410339999
ACH-000473,-0.07441720755049999
ACH-000475,-0.0393594416978
ACH-000476,-0.11918995313200001
ACH-000477,-0.134530026576
ACH-000480,-0.129207272081
ACH-000481,-0.058574624745
ACH-000483,-0.187742934315
ACH-000484,0.0975330241619
ACH-000485,-0.13773096693700002
ACH-000486,-0.0517136340236
ACH-000487,-0.105538966787
ACH-000488,-0.0641543395735
ACH-000490,-0.022986131442599998
ACH-000491,-0.0507003252394
ACH-000495,-0.08716977232249999
ACH-000496,-0.167524891148
ACH-000499,-0.23064827287700002
ACH-000500,-0.234298236092
ACH-000502,0.00783056802682
ACH-000503,-0.152302485315
ACH-000505,-0.0608146558395
ACH-000507,0.044484185427
ACH-000510,-0.352667724894
ACH-000511,-0.0998057392412
ACH-000512,-0.008683342070299999
ACH-000516,-0.18011309467300002
ACH-000517,-0.0148254772954
ACH-000518,-0.0540728279179
ACH-000520,0.0151871401407
ACH-000521,-0.13186198396999999
ACH-000522,-0.032828410417299995
ACH-000524,0.009420738829389999
