,CTTN (2017)
ACH-000004,-0.059113977287
ACH-000007,-0.13295994112
ACH-000009,-0.146258960351
ACH-000011,-0.0437889768027
ACH-000012,-0.251935968934
ACH-000013,0.0517382620264
ACH-000014,-0.13407154419
ACH-000015,-0.14891475157700002
ACH-000017,-0.271976827919
ACH-000018,-0.32015950945
ACH-000019,-0.40413596324600004
ACH-000021,-0.211184039159
ACH-000022,-0.10696584969900001
ACH-000025,-0.147954617456
ACH-000028,-0.45049789476
ACH-000030,-0.24369793714000001
ACH-000035,0.00748392031145
ACH-000036,-0.225738475513
ACH-000037,-0.317979389358
ACH-000039,-0.289640074242
ACH-000040,-0.07170576993660001
ACH-000041,-0.115444030977
ACH-000042,-0.22788195844
ACH-000045,-0.0759796798981
ACH-000047,-0.249585028806
ACH-000052,-0.5220563732760001
ACH-000053,-0.154785431112
ACH-000054,-0.124422561086
ACH-000055,0.022254076206
ACH-000060,-0.17154739109
ACH-000067,0.0962880654708
ACH-000070,-0.20092250533300002
ACH-000075,-0.31495009963000004
ACH-000078,-0.18165263011500002
ACH-000082,-0.08745408650480001
ACH-000085,-0.1863771909
ACH-000086,-0.362513681552
ACH-000087,-0.09775256551539999
ACH-000092,-0.11145239810699999
ACH-000095,-0.10557455677000001
ACH-000097,-0.290737318779
ACH-000098,-0.0711451142005
ACH-000099,-0.33181280624000004
ACH-000108,0.003990970413519999
ACH-000113,-0.20385041461
ACH-000115,-0.09585766943219999
ACH-000116,-0.302696464827
ACH-000118,-0.3158462239
ACH-000120,-0.11929878825899999
ACH-000123,-0.184043498217
ACH-000127,-0.142387632495
ACH-000128,0.0331869783508
ACH-000132,-0.297331456222
ACH-000133,-0.34522385747900003
ACH-000137,-0.226165866953
ACH-000138,-0.28521077212900003
ACH-000142,-0.20378764858800003
ACH-000143,0.22150524275800001
ACH-000146,-0.0240304566302
ACH-000148,0.052080732583
ACH-000150,-0.13635613984300002
ACH-000152,-0.0396740535644
ACH-000153,-0.48116772375100003
ACH-000159,-0.138045430682
ACH-000160,-1.1709171526100002
ACH-000163,0.0625312673608
ACH-000167,-0.139222194904
ACH-000168,-0.073011285299
ACH-000169,-0.21410127970800003
ACH-000178,-0.292403441726
ACH-000182,-0.07518634291689999
ACH-000183,0.0470531559772
ACH-000188,-0.43574618133599996
ACH-000189,-0.12761461765499998
ACH-000190,-0.352573212509
ACH-000198,-0.211362893746
ACH-000204,-0.17374021458900002
ACH-000206,0.17867847725699998
ACH-000207,-0.639320136171
ACH-000211,-0.103795799953
ACH-000215,-0.0788613759979
ACH-000221,-0.150948446689
ACH-000222,-0.47736930730099997
ACH-000223,-0.154125013437
ACH-000226,-0.130700272901
ACH-000227,0.09965206767110002
ACH-000228,-0.674262920116
