,CENPJ (55835)
ACH-000335,-0.27756409265099996
ACH-000336,-0.61793285587
ACH-000337,-0.188016296049
ACH-000339,-0.348272689882
ACH-000341,-0.6638511065079999
ACH-000348,-0.052782363814699994
ACH-000350,-0.21962372254299997
ACH-000352,-0.523582354923
ACH-000356,-0.464150270495
ACH-000361,-0.51419581188
ACH-000362,-0.17047406459000003
ACH-000363,-0.657375662059
ACH-000364,-0.423308944506
ACH-000365,-0.141527961796
ACH-000366,-0.436950938287
ACH-000368,-0.308139273936
ACH-000374,-0.405386339181
ACH-000375,-0.539034277469
ACH-000376,-0.17826790956500002
ACH-000381,-0.558988361611
ACH-000383,-0.468296900908
ACH-000387,-0.342110435321
ACH-000389,-0.426955727452
ACH-000390,-0.741191201689
ACH-000393,-0.522439626604
ACH-000395,-0.349033327477
ACH-000397,-0.468614017397
ACH-000401,-0.420093061809
ACH-000402,-0.148357873746
ACH-000403,-0.268306335026
ACH-000404,-0.824417324302
ACH-000406,-0.406436718908
ACH-000407,-0.38505553227300005
ACH-000408,-0.393763530719
ACH-000410,-0.30522819803199996
ACH-000411,-0.37003646550999997
ACH-000414,-0.6399279786150001
ACH-000415,-0.592982276796
ACH-000416,-0.44909086796000003
ACH-000420,-0.580768597787
ACH-000421,-0.831314953215
ACH-000424,-0.52730899916
ACH-000425,-0.611987716284
ACH-000426,-0.685873862209
ACH-000427,-0.39588607417599997
ACH-000433,-0.435859353189
ACH-000436,-0.347636610947
ACH-000444,-0.619196065835
ACH-000445,-0.32573558781100004
ACH-000448,-0.582292906592
ACH-000450,-0.596211715932
ACH-000452,-0.604354830221
ACH-000454,-0.21866555023200002
ACH-000458,-0.39458101534100004
ACH-000459,-0.126793366455
ACH-000460,-0.47745586895000003
ACH-000461,-0.473309337233
ACH-000463,-0.586698542344
ACH-000464,-0.0359789014632
ACH-000466,-0.403863370828
ACH-000467,-0.24542517684999998
ACH-000468,-0.241340005699
ACH-000469,-0.008505291340899999
ACH-000470,-0.11297036492799999
ACH-000471,-0.487067951645
ACH-000472,-0.33696195803199996
ACH-000473,-0.366154161763
ACH-000475,-0.610000013123
ACH-000476,-0.411134745154
ACH-000477,-0.229314498315
ACH-000480,-0.49208695075099995
ACH-000481,-0.39799315919699996
ACH-000483,-0.254589893761
ACH-000484,-0.7328960579430001
ACH-000485,-0.445490297248
ACH-000486,-0.495788932626
ACH-000487,-0.469292362544
ACH-000488,-0.226487362104
ACH-000490,-0.49999915174500004
ACH-000491,-0.130063038782
ACH-000495,-0.035985486029199994
ACH-000496,-0.620242978778
ACH-000499,-0.41123103721500004
ACH-000500,-0.18350544188999998
ACH-000502,-0.596197467548
ACH-000503,-0.262416258784
ACH-000505,-0.415520010778
ACH-000507,-0.572013958713
ACH-000510,-0.4608998194899999
ACH-000511,-0.347317092336
ACH-000512,-0.287120270545
ACH-000516,-0.46579404243100003
ACH-000517,-0.334677373055
ACH-000518,-0.533764806855
ACH-000520,-0.11668655167400001
ACH-000521,-0.667034288285
ACH-000522,-0.513329706734
ACH-000524,-0.303887999148
ACH-000527,-0.657935925039
ACH-000528,-0.41078269539000006
ACH-000537,-0.30878166874400004
ACH-000541,-0.401688977262
ACH-000542,-0.374266732244
ACH-000544,-0.418182864569
ACH-000545,-0.5964208545899999
ACH-000547,-0.542106537913
ACH-000548,-0.41916373938699997
ACH-000549,-0.433665799129
ACH-000550,-0.43915388084299994
ACH-000552,-0.243184418387
ACH-000556,-0.338847339987
ACH-000557,-0.188818544359
ACH-000570,-0.38153333008699997
ACH-000571,-0.147007801909
ACH-000573,-0.24663658763799998
ACH-000576,-0.406715083321
ACH-000580,-0.668445168389
ACH-000584,-0.447563835829
ACH-000585,-0.370429935987
ACH-000588,-0.190226635079
ACH-000589,-0.37697937488899996
ACH-000591,-0.27129230305
ACH-000593,-0.5249439979899999
ACH-000600,-0.6429017714899999
ACH-000601,-0.400736264018
ACH-000604,-0.029742602459299997
ACH-000605,-0.47152941881800003
ACH-000606,-0.605098346434
ACH-000608,-0.24403763540600001
ACH-000614,-0.33106435808
ACH-000616,-0.577012312667
ACH-000618,-0.448107711486
ACH-000619,-0.468622788095
ACH-000620,-0.633245303324
ACH-000621,-0.32520138084100003
ACH-000622,-0.372796456508
ACH-000623,-0.291772593536
ACH-000624,-0.647057345191
ACH-000627,-0.21681088741300003
ACH-000630,-0.41275376395499996
ACH-000632,-0.230165395621
ACH-000633,-0.060719338037
ACH-000637,-0.41693716061499997
ACH-000638,-0.455147750052
ACH-000646,-0.405972263882
ACH-000647,-0.277777263383
ACH-000648,-0.41762048250600003
ACH-000649,-0.42169196649499996
ACH-000651,-0.571651314843
ACH-000652,-0.339612559746
ACH-000653,-0.20270230125
ACH-000657,-0.390820233302
ACH-000658,-0.327639848779
ACH-000661,-0.277283151213
ACH-000662,-0.287192456311
ACH-000663,-0.721561066463
ACH-000665,-0.681431204149
ACH-000671,-0.769299254733
ACH-000673,-0.36606265874300004
ACH-000676,-0.142055838026
ACH-000677,-0.638146909374
ACH-000681,-0.6006185184130001
ACH-000682,-0.254627787304
ACH-000683,-0.18107355021299998
ACH-000684,-0.285752414587
ACH-000688,-0.149287681869
ACH-000693,-0.521061097674
ACH-000694,-0.366067892012
ACH-000695,-0.0489535934681
ACH-000696,-0.637355231017
ACH-000697,-0.519030462873
ACH-000699,-0.181647269452
ACH-000701,-0.376003367074
ACH-000706,-0.655737692257
ACH-000711,-0.394787654722
ACH-000713,-0.427007430242
ACH-000714,-0.400616251105
ACH-000718,-0.210100661556
ACH-000720,-0.0907884532505
ACH-000721,-0.27650298228500003
ACH-000724,-0.0751884550202
ACH-000725,-0.478182526009
ACH-000732,-0.61532065579
ACH-000734,-0.537733519189
ACH-000735,-0.274945527833
ACH-000736,-0.32676458329700003
ACH-000738,-0.623049569042
ACH-000746,-0.282070762034
ACH-000747,-0.636415870514
ACH-000748,-0.5145511205259999
ACH-000753,-0.21835576981600002
ACH-000756,-0.10976450727800001
ACH-000757,-0.340727293574
ACH-000758,-0.39256444729699996
ACH-000760,-0.339591807801
ACH-000763,-0.277428561668
ACH-000764,-0.38844835246
ACH-000765,-0.329230676098
ACH-000766,-0.171954488041
ACH-000767,-0.475581155674
ACH-000768,-0.264014547643
ACH-000769,-0.5462952240300001
ACH-000770,-0.154256967159
ACH-000771,-0.34924905892499997
ACH-000773,-0.10542122900699999
ACH-000776,-0.265083115033
ACH-000777,-0.289079858428
ACH-000778,-0.612941536165
ACH-000781,-0.350085702573
ACH-000782,-0.530499862451
ACH-000783,-0.240960869259
ACH-000784,-0.669423251173
ACH-000785,-0.172447183975
ACH-000787,-0.462069068498
ACH-000788,-0.31511435533599996
ACH-000791,-0.511881087619
ACH-000792,-0.044633988822300005
ACH-000794,-0.5280779243
ACH-000796,-0.379495900534
ACH-000799,-0.593189172531
ACH-000800,-0.287005371628
ACH-000802,-0.5884336845920001
ACH-000804,-0.40917163406999996
ACH-000805,-0.493826542368
ACH-000809,-0.26204159710499997
ACH-000810,-0.290975200445
ACH-000811,-0.440954603275
ACH-000817,-0.582632722917
ACH-000819,-0.5224416184239999
ACH-000820,-0.410889520536
ACH-000821,-0.546980825099
ACH-000822,-0.22560640154199998
ACH-000823,-0.36823530155900003
ACH-000824,-0.275527607493
ACH-000827,-0.612787347865
ACH-000829,-0.119355449049
ACH-000831,-0.521535913061
ACH-000832,-0.558165759746
ACH-000833,-0.395840799365
ACH-000834,-0.27377827263300003
ACH-000835,-0.494065684691
ACH-000836,-0.223222984787
ACH-000837,-0.553440328132
ACH-000838,-0.297821661952
ACH-000839,-0.573342883883
ACH-000840,-0.303365350205
ACH-000841,-0.341708930223
ACH-000843,-0.402098527811
ACH-000846,-0.42840106367200004
ACH-000847,-0.5508952346670001
ACH-000848,-0.536854860912
ACH-000849,-0.312937751155
ACH-000851,-0.336197234585
ACH-000855,-0.242505022465
ACH-000856,-0.490434678895
ACH-000858,-0.478648154879
ACH-000859,-0.428805978743
ACH-000861,-0.45709079477200004
ACH-000862,-0.38776815302900003
ACH-000865,-0.552978949696
ACH-000866,-0.369938191335
ACH-000867,-0.336187176475
ACH-000869,-0.718995876452
ACH-000872,-0.5126580106399999
ACH-000873,-0.35351227424099996
ACH-000876,-0.31720715184099996
ACH-000878,-0.538582995089
ACH-000880,-0.399452394905
ACH-000881,-0.293444050959
ACH-000882,-0.6550684678190001
ACH-000884,-0.259652980109
ACH-000885,-0.43611770413400003
ACH-000887,-0.295670760023
ACH-000888,-0.276151105815
ACH-000889,-0.152641875957
ACH-000890,-0.417756079868
ACH-000896,-0.394356735866
ACH-000898,-0.424276494246
ACH-000900,-0.38768005895999996
ACH-000901,-0.375725818293
ACH-000905,-0.490487640997
ACH-000906,-0.534054620573
ACH-000907,-0.605089296809
ACH-000910,-0.09969180613569999
ACH-000911,-0.248814946779
ACH-000912,-0.51249368534
ACH-000913,-0.0760190542116
ACH-000915,-0.352559511755
ACH-000916,-0.640758287107
ACH-000917,-0.426740083886
ACH-000921,-0.255917235253
ACH-000924,-0.408518983543
ACH-000926,-0.47252199593599997
ACH-000928,-0.29837258715799997
ACH-000929,-0.168151668554
ACH-000932,-0.49497399605899994
ACH-000935,-0.177052039157
ACH-000936,-0.284948701932
ACH-000937,-0.04474790399680001
ACH-000938,-0.30309792313
ACH-000939,-0.6464942421159999
ACH-000941,-0.50733184969
ACH-000943,-0.328582119385
ACH-000946,-0.5316604823960001
ACH-000947,-0.558929565725
ACH-000948,-0.5086750645489999
ACH-000950,-0.40078212980300004
ACH-000953,-0.20359533128899998
ACH-000957,-0.5434071033510001
ACH-000958,-0.416812833411
ACH-000960,-0.312321376452
ACH-000963,-0.585976541797
ACH-000968,-0.32666455191599997
ACH-000969,-0.44733818197499997
ACH-000973,-0.285218451294
ACH-000974,-0.48747666170299997
ACH-000975,-0.46238895705
ACH-000976,-0.680581176102
ACH-000978,-0.308192566318
ACH-000980,-0.515927047186
ACH-000984,-0.594041491101
ACH-000986,-0.47031224571999997
ACH-000988,-0.7571562141629999
ACH-000993,-0.629093757208
ACH-000994,-0.32359713586
ACH-000996,-0.48284693128999995
ACH-001001,-0.085488583809
ACH-001020,-0.451550187506
ACH-001028,-0.337112260405
ACH-001031,-0.476352714797
ACH-001038,-0.272016189138
ACH-001048,-0.498756332823
ACH-001050,-0.530793015322
ACH-001053,-0.420273026896
ACH-001054,-0.346018719345
ACH-001061,-0.447595074519
ACH-001067,-0.338250710453
ACH-001075,-0.415574885521
ACH-001096,-0.344021788579
ACH-001128,-0.49620746825400003
ACH-001134,-0.249041061436
ACH-001151,-0.664130599298
ACH-001163,-0.18467787775199998
ACH-001164,-0.321697181544
ACH-001173,-0.493907311045
ACH-001183,-0.42108824811800005
ACH-001184,-0.231262446047
ACH-001190,-0.8828679474240001
ACH-001192,-0.43171046663699997
ACH-001193,-0.23556071121599997
ACH-001196,-0.584461935486
ACH-001197,-0.226857285785
ACH-001205,-0.39078769508199995
ACH-001211,-0.550631726502
ACH-001212,-0.154795386835
ACH-001228,-0.520741967269
ACH-001232,-0.121886225483
ACH-001239,-0.35692900739600003
ACH-001274,-0.287408213625
ACH-001275,-0.48561767299900005
ACH-001277,-0.38893941340300003
ACH-001278,-0.23344058356199998
ACH-001280,-0.45076315288999996
ACH-001283,-0.761428509252
ACH-001289,-0.34854361185800004
ACH-001295,-0.449073450458
ACH-001300,-0.39627780031800003
ACH-001301,-0.454558323123
ACH-001302,-0.359092938489
ACH-001303,-0.564888212978
ACH-001306,-0.532431033203
ACH-001318,-0.502276197188
ACH-001322,-0.734814433434
ACH-001328,-0.404533174008
ACH-001332,-0.548304283037
ACH-001333,-0.559801492074
ACH-001336,-0.716971535933
ACH-001340,-0.306461987356
ACH-001346,-0.425176749885
ACH-001353,-0.382442731798
ACH-001354,-0.48833443181900005
ACH-001367,-0.328964915222
ACH-001368,-0.395389214999
ACH-001374,-0.506232596131
ACH-001375,-0.3571802366
ACH-001377,-0.548017856651
ACH-001380,-0.6225276775990001
ACH-001391,-0.251773101415
ACH-001407,-0.216905854127
ACH-001408,-0.213505832344
ACH-001413,-0.395133454467
ACH-001430,-0.524875418758
ACH-001431,-0.373632718535
ACH-001450,-0.0183701262215
ACH-001496,-0.266901651687
ACH-001500,-0.261547917508
ACH-001521,-0.08437563396469999
ACH-001523,-0.294865232677
ACH-001532,-0.37133498542300003
ACH-001536,-0.239836374806
ACH-001550,-0.491210296768
ACH-001552,-0.331109920246
ACH-001554,-0.399543521568
ACH-001645,-0.294108909679
ACH-001654,-0.441068961941
ACH-001715,-0.520721468
ACH-001735,-0.695290410713
ACH-001736,-0.157553030303
ACH-001737,-0.032771772162
ACH-001740,-0.578872438904
ACH-001745,-0.451072679901
ACH-001750,-0.22297043228799998
ACH-001765,-0.0846884254822
ACH-001956,-0.260591302842
ACH-001957,-0.654687916325
