,NUGGC (389643)
ACH-000004,-0.0208879993159
ACH-000007,-0.197976699467
ACH-000009,-0.0831746826238
ACH-000011,-0.07408880870739999
ACH-000012,-0.060344286355099995
ACH-000013,0.00399095045714
ACH-000014,-0.18172298355500002
ACH-000015,0.006382580609
ACH-000017,0.026430417779
ACH-000018,0.166847038634
ACH-000019,0.0880723726406
ACH-000021,0.0553949620983
ACH-000022,-0.183864724451
ACH-000025,-0.125834192271
ACH-000028,0.0380757703126
ACH-000030,-0.0289713044317
ACH-000035,-0.10599465707399999
ACH-000036,-0.18882927095199997
ACH-000037,0.00868270105084
ACH-000039,-0.149811038931
ACH-000040,-0.0548531664611
ACH-000041,-0.219576520848
ACH-000042,0.0441023661936
ACH-000045,0.10389548441299999
ACH-000047,0.11049039718499999
ACH-000052,0.114790174224
ACH-000053,-0.0744959065885
ACH-000054,-0.08033309439830001
ACH-000055,0.274259167762
ACH-000060,-0.0350074537905
ACH-000067,-0.00362823391159
ACH-000070,-0.0303458773017
ACH-000075,-0.169996085552
ACH-000078,-0.09879786889810001
ACH-000082,-0.029643641743200003
ACH-000085,-0.0657052547835
ACH-000086,0.146175549632
ACH-000087,-0.286718666046
ACH-000092,-0.172493232656
ACH-000095,0.0245150725186
ACH-000097,0.013902487808600001
ACH-000098,0.0180109992158
ACH-000099,-0.0941206792377
ACH-000108,-0.012529466179799999
ACH-000113,-0.035951085007099995
ACH-000115,0.23814702665999998
ACH-000116,-0.00672774380382
ACH-000118,-0.021920317021200002
ACH-000120,0.08811397018960002
ACH-000123,-0.02682813585
ACH-000127,-0.078384173709
ACH-000128,-0.043837375719999995
ACH-000132,-0.023603316143200003
ACH-000133,-0.0679463870204
ACH-000137,-0.0730557562743
ACH-000138,0.04373345995619999
ACH-000142,0.052751909845
ACH-000143,-0.19459101157900002
ACH-000146,0.0438807494984
ACH-000148,-0.16055349226600002
ACH-000150,-0.0152890136287
ACH-000152,-0.23313966313700002
ACH-000153,-0.0883405104411
ACH-000159,-0.0557372128283
ACH-000160,0.151454746708
ACH-000163,-0.0809482194177
ACH-000167,0.10728956292899999
ACH-000168,-0.0489159966907
ACH-000169,0.10043041315199999
ACH-000178,0.0339628850905
ACH-000182,0.0814706711887
ACH-000183,0.05484433996450001
ACH-000188,-0.250826850113
ACH-000189,0.17268891437699999
ACH-000190,-0.198050379251
ACH-000198,0.100285517487
ACH-000204,-0.449175062521
ACH-000206,-0.00473750140846
ACH-000207,0.0120486487624
ACH-000211,-0.135583719813
ACH-000215,-0.0255247541302
ACH-000221,-0.281774121959
ACH-000222,0.0622790905142
ACH-000223,0.0390001751514
ACH-000226,-0.135707654404
ACH-000227,-0.350163759631
ACH-000228,-0.25435236633200003
ACH-000231,0.146451789899
ACH-000232,-0.275872004466
ACH-000233,0.118060006086
ACH-000234,-0.192874516391
ACH-000235,0.06462326022869999
ACH-000237,-0.0968789297164
ACH-000238,0.007033016913890001
ACH-000243,0.0081313222537
ACH-000244,-0.21647547185899998
ACH-000246,-0.022136209566900003
ACH-000248,0.114508609713
ACH-000250,-0.22345234130600003
ACH-000251,-0.0176695740157
ACH-000253,-0.0328142761067
ACH-000255,0.0400632983126
ACH-000256,-0.0983069183228
ACH-000257,-0.45433386711199997
ACH-000258,-0.022222851745700004
ACH-000259,0.0907344271328
ACH-000260,0.10898064412399999
ACH-000261,0.06194629680909999
ACH-000262,-0.0569378966491
ACH-000263,0.18326571047899998
ACH-000264,-0.250297030018
ACH-000265,-0.04210299272609999
ACH-000266,0.0429783706628
ACH-000272,0.162855804065
ACH-000273,0.146728043641
ACH-000274,-0.243300002213
ACH-000277,0.07816272361860001
ACH-000278,-0.31779477325800004
ACH-000279,-0.0205672611446
ACH-000280,-0.165403314521
ACH-000281,0.26621238178
ACH-000288,0.33868027179399995
ACH-000291,0.0139713197279
ACH-000293,-0.222275294151
ACH-000294,-0.10704853408600001
ACH-000295,-0.09069283918160001
ACH-000296,-0.08210337128999999
ACH-000302,-0.0345531341325
ACH-000304,0.07941360446449999
ACH-000307,0.0573287574179
ACH-000308,-0.029591791044299997
ACH-000310,-0.36358519554200003
ACH-000311,0.13649945513599998
ACH-000312,0.0744570962114
ACH-000315,-0.135501388486
ACH-000316,-0.15081632394400002
ACH-000317,-0.0605433087632
ACH-000318,-0.00323187040753
ACH-000319,-0.216971630035
ACH-000320,0.273690416565
ACH-000322,-0.030978044709299997
ACH-000323,0.027063333018799998
ACH-000324,-0.10196870259299999
ACH-000329,-0.262673716016
ACH-000330,0.230404437326
ACH-000331,-0.024291022418499997
ACH-000332,-0.121761299815
ACH-000334,0.0053878887932700004
ACH-000335,0.334031441969
ACH-000336,-0.045180472778599996
ACH-000337,-0.116276787475
ACH-000339,-0.029599893742999997
ACH-000341,-0.092883720547
ACH-000348,-0.109822806642
ACH-000350,0.0051842491066599996
ACH-000352,0.0161206375244
ACH-000356,-0.00330715205204
ACH-000361,-0.16554522564899998
ACH-000362,0.00665509335365
ACH-000363,0.038692462785099996
ACH-000364,0.0647031969304
ACH-000365,-0.0329571966132
ACH-000366,-0.0823876873038
ACH-000368,-0.210961072028
ACH-000374,-0.152951738731
ACH-000375,-0.135756943279
ACH-000376,-0.0787117640886
ACH-000381,0.0231195833545
ACH-000383,0.019285345678599998
ACH-000387,-0.0949970360885
ACH-000389,0.011551577233799999
ACH-000390,-0.09636366173589998
ACH-000393,-0.135559137991
ACH-000395,-0.049997545470500004
ACH-000397,-0.18578307936299998
ACH-000401,-0.0143793096198
ACH-000402,-0.13894234306199998
ACH-000403,0.09876385728039999
ACH-000404,-0.0919909480473
ACH-000406,0.0287336590192
ACH-000407,0.171220356694
ACH-000408,0.180067116986
ACH-000410,-0.25167218949700004
ACH-000411,0.225026287573
ACH-000414,-0.154247351156
ACH-000415,-0.155280530533
ACH-000416,0.091165585824
ACH-000420,0.0561250638109
ACH-000421,-0.0315943398202
ACH-000424,-0.12369136430199999
ACH-000425,0.138793821544
ACH-000426,0.112046048999
ACH-000427,-0.18278471928399997
ACH-000433,0.0352161132672
ACH-000436,-0.033478580529099994
ACH-000444,-0.06144503615809999
ACH-000445,0.08120223895130001
ACH-000448,0.258448525973
ACH-000450,-0.0698129616312
ACH-000452,-0.0879200890172
ACH-000454,0.0922187928434
ACH-000458,-0.09500054761780001
ACH-000459,0.13624260383
ACH-000460,0.010757129873299999
ACH-000461,0.0343186136942
ACH-000463,-0.05666197891369999
ACH-000464,0.0338367305017
ACH-000466,-0.102172250562
ACH-000467,-0.0640577604406
ACH-000468,0.049618851546300004
ACH-000469,0.021999110781700002
ACH-000470,0.262052962927
ACH-000471,-0.127122762464
ACH-000472,0.0764255585568
ACH-000473,0.111727098719
ACH-000475,-0.10561049247000001
ACH-000476,-0.16034378011
ACH-000477,-0.0792846561849
ACH-000480,0.0719192925348
ACH-000481,-0.12138406443600001
ACH-000483,-0.164829182853
ACH-000484,-0.0233619281121
ACH-000485,-0.07747557009589999
ACH-000486,-0.0528578345015
ACH-000487,-0.0664232290947
ACH-000488,-0.221666686607
ACH-000490,-0.24859565037599998
ACH-000491,-0.12751452245699998
ACH-000495,0.0965172440701
ACH-000496,0.115444550625
ACH-000499,0.132804318073
ACH-000500,-0.316814237493
ACH-000502,0.10800783629499999
ACH-000503,-0.23980691345
ACH-000505,-0.0933082713741
ACH-000507,0.0652380728246
ACH-000510,0.08490323124810001
ACH-000511,-0.162064169519
ACH-000512,0.4678320207
ACH-000516,-0.279568574242
