,PEBP4 (157310)
ACH-000004,-0.028548173994800002
ACH-000007,0.0333273695669
ACH-000009,-0.07395487553949999
ACH-000011,-0.0908165424794
ACH-000012,-0.08839056614900001
ACH-000013,-0.09595189838780001
ACH-000014,-0.245951483063
ACH-000015,-0.223815569326
ACH-000017,-0.07699743207330001
ACH-000018,-0.07558611899739999
ACH-000019,-0.0642318445256
ACH-000021,-0.175644646445
ACH-000022,-0.0842767717164
ACH-000025,-0.256453428993
ACH-000028,-0.197382716214
ACH-000030,-0.0670539951669
ACH-000035,-0.14300125396500002
ACH-000036,-0.263209852819
ACH-000037,-0.060766325219199994
ACH-000039,-0.22872384306899998
ACH-000040,0.00788969186156
ACH-000041,-0.22614971444200002
ACH-000042,-0.13731994714600002
ACH-000045,-0.0952437879167
ACH-000047,-0.310602067987
ACH-000052,-0.0392714375055
ACH-000053,-0.13238759580099999
ACH-000054,-0.14423586948
ACH-000055,0.0629135301127
ACH-000060,-0.190094710818
ACH-000067,-0.10087583674100001
ACH-000070,0.00496898663831
ACH-000075,-0.038224353000500005
ACH-000078,-0.215603667878
ACH-000082,-0.18386040205200002
ACH-000085,-0.16998726929000002
ACH-000086,-0.253971478668
ACH-000087,-0.100140908388
ACH-000092,-0.17346486490600002
ACH-000095,-0.042249122203
ACH-000097,-0.106733884575
ACH-000098,0.0651733887503
ACH-000099,-0.262005597539
ACH-000108,-0.13134257172299998
ACH-000113,-0.09786167916239999
ACH-000115,-0.197645677172
ACH-000116,-0.18423035141600003
ACH-000118,-0.179819457535
ACH-000120,-0.319673122556
ACH-000123,-0.07168051915639999
ACH-000127,-0.09075978170939998
ACH-000128,-0.0826148781002
ACH-000132,-0.025520255104
ACH-000133,-0.256082962824
ACH-000137,-0.0744562659165
ACH-000138,-0.0950801167622
ACH-000142,-0.059650905086199996
ACH-000143,-0.304605494807
ACH-000146,-0.208420489337
ACH-000148,-0.14673351654300001
ACH-000150,-0.134091292887
ACH-000152,-0.100586586998
ACH-000153,0.000420828582216
ACH-000159,-0.20938234359400001
ACH-000160,-0.110182315144
ACH-000163,-0.219023856525
ACH-000167,-0.288235972768
ACH-000168,-0.379156412843
ACH-000169,-0.0625410548133
ACH-000178,-0.21437603309099998
ACH-000182,-0.14320972691
ACH-000183,-0.09298186824539999
ACH-000188,-0.263348160587
ACH-000189,-0.202603372713
ACH-000190,0.045258726473099996
ACH-000198,-0.131820118136
ACH-000204,-0.175573062693
ACH-000206,-0.150321160816
ACH-000207,-0.22438543272199998
ACH-000211,-0.206100372861
ACH-000215,-0.11517998416099999
ACH-000221,-0.07283903481989999
ACH-000222,-0.279741698635
ACH-000223,-0.193027796705
ACH-000226,0.0852618452407
ACH-000227,-0.24882316260899998
ACH-000228,-0.327313165397
ACH-000231,-0.05844236229719999
ACH-000232,-0.0674051521538
ACH-000233,-0.17335820887800002
ACH-000234,-0.144222690438
ACH-000235,-0.22371644141199998
ACH-000237,-0.11563392296700001
ACH-000238,-0.247495769978
ACH-000243,-0.173823454813
ACH-000244,-0.299688905276
