,PDIA6 (10130)
ACH-000004,-0.279044897278
ACH-000007,0.09461660985619999
ACH-000009,0.10403810803500001
ACH-000011,0.309523691923
ACH-000012,0.0378204417669
ACH-000013,0.11023958679300001
ACH-000014,0.232734145113
ACH-000015,0.121933307001
ACH-000017,-0.184736990404
ACH-000018,0.0054458645549299994
ACH-000019,0.27228487745200003
ACH-000021,0.132559066632
ACH-000022,0.08330271440760001
ACH-000025,0.100867395869
ACH-000028,0.326312425116
ACH-000030,0.09681853276460001
ACH-000035,-0.004441955159399999
ACH-000036,0.234585080804
ACH-000037,0.0858332849079
ACH-000039,0.189729190275
ACH-000040,0.211513141415
ACH-000041,0.0658440872192
ACH-000042,-0.022477519931299997
ACH-000045,0.34997076019699996
ACH-000047,0.176306609015
ACH-000052,-0.345586852185
ACH-000053,0.08189865696660001
ACH-000054,0.0039970903568
ACH-000055,0.231007634624
ACH-000060,0.217226192054
ACH-000067,0.221425571135
ACH-000070,0.206884843466
ACH-000075,0.09513119468350001
ACH-000078,-0.051499455578199994
ACH-000082,0.041632286071
ACH-000085,0.229730331239
ACH-000086,-0.047095590683599996
ACH-000087,0.0352906700958
ACH-000092,-0.113355732053
ACH-000095,-0.045453310307400005
ACH-000097,0.24167364811500003
ACH-000098,0.21275019402800002
ACH-000099,0.00614848222725
ACH-000108,-0.00725763404138
ACH-000113,0.00656759071715
ACH-000115,0.307443680152
ACH-000116,0.276139098376
ACH-000118,-0.040071610348999996
ACH-000120,0.10631202543299999
ACH-000123,-0.053330594528099996
ACH-000127,-0.000210625329876
ACH-000128,0.165482241607
ACH-000132,0.30883035259
ACH-000133,-0.027039918272599998
ACH-000137,0.0721496996504
ACH-000138,0.188485739531
ACH-000142,0.014242706639499999
ACH-000143,0.26824552526900003
ACH-000146,0.09034603678379999
ACH-000148,0.145314472035
ACH-000150,0.133123685638
ACH-000152,0.19873687286400002
ACH-000153,0.018532809952099997
ACH-000159,0.14521802495799999
ACH-000160,0.0592804301894
ACH-000163,-0.214323485831
ACH-000167,0.133235851401
ACH-000168,0.0560649513447
ACH-000169,0.11705384604800001
ACH-000178,0.0162145835758
ACH-000182,0.143336351688
ACH-000183,-0.06977709627510001
ACH-000188,0.10394695300899999
ACH-000189,-0.011581054850200001
ACH-000190,0.0946426044134
ACH-000198,0.114783621444
ACH-000204,0.025692212200599997
ACH-000206,0.0642116547859
ACH-000207,-0.00474141396526
ACH-000211,0.13037651331
ACH-000215,0.103404197584
ACH-000221,-0.026949256535799996
ACH-000222,0.190742695555
ACH-000223,0.120995827253
ACH-000226,0.11826997037499999
ACH-000227,0.121164045899
ACH-000228,0.302759054685
ACH-000231,0.201852307098
ACH-000232,0.241936209675
ACH-000233,0.024478517242299998
ACH-000234,0.104686033084
ACH-000235,0.19634347665899998
ACH-000237,0.194381918598
ACH-000238,-0.167909484833
ACH-000243,0.16623191027
ACH-000244,0.042533537755
ACH-000246,0.118528993375
ACH-000248,0.054564030063100004
ACH-000250,0.12070982803099999
ACH-000251,0.00018187001847599996
ACH-000253,0.0083542175746
ACH-000255,0.09407925807430001
ACH-000256,0.297213142171
ACH-000257,0.0667638140659
ACH-000258,0.0159981300731
ACH-000259,0.0216115923371
ACH-000260,0.050633133937999994
ACH-000261,0.11760185363
ACH-000262,0.514625436339
ACH-000263,-0.165677209055
ACH-000264,-0.0211835770415
ACH-000265,0.0790924571203
ACH-000266,-0.016467028746200003
ACH-000272,0.0260896449044
ACH-000273,-0.0532388643393
ACH-000274,-0.00791028701891
ACH-000277,0.000981593168404
ACH-000278,0.30939748960499996
ACH-000279,-0.0365040033796
ACH-000280,0.0320050960428
ACH-000281,0.0506612589859
ACH-000288,0.14099753985400001
ACH-000291,0.0676631902617
ACH-000293,0.231487562594
ACH-000294,0.319107324144
ACH-000295,-0.077344991015
ACH-000296,0.189954653543
ACH-000302,0.260309629804
ACH-000304,-0.0677474340818
ACH-000307,0.26742723416499997
ACH-000308,0.0025193193624699997
ACH-000310,0.18578524398600002
ACH-000311,-0.021720060130000003
ACH-000312,-0.183976926737
ACH-000315,0.009039993235389999
ACH-000316,-0.021405795003299997
ACH-000317,0.264625576257
ACH-000318,0.0269586577019
ACH-000319,0.158220566784
ACH-000320,0.00173398742768
ACH-000322,-0.141481725129
ACH-000323,-0.21089552892400001
ACH-000324,0.05070361588550001
ACH-000329,-0.0209842633133
ACH-000330,0.00105774526124
ACH-000331,-0.0914693005449
ACH-000332,0.0013805462183299998
ACH-000334,0.21015947225200002
ACH-000335,0.182926371629
ACH-000336,0.27286932747299997
ACH-000337,-0.19556884078899997
ACH-000339,0.112956370014
ACH-000341,0.0155745428892
ACH-000348,0.28742525378600003
ACH-000350,-0.10474571749299999
ACH-000352,0.144595593313
ACH-000356,-0.228384779973
ACH-000361,0.0582300907285
ACH-000362,0.19300073703499998
ACH-000363,-0.138081314101
ACH-000364,-0.15811861039
ACH-000365,0.111126246811
ACH-000366,-0.0310021179875
ACH-000368,-0.122417565775
ACH-000374,-0.08813738902619998
ACH-000375,-0.029691459328999997
ACH-000376,0.13318562100700002
ACH-000381,0.0729175225242
ACH-000383,0.121248239047
ACH-000387,0.044537140718
ACH-000389,0.14163078318800001
ACH-000390,0.07091211226460001
ACH-000393,-0.0336920499031
ACH-000395,0.361422766433
ACH-000397,0.24914956333500002
ACH-000401,0.0298572351769
ACH-000402,-0.010682185911700002
ACH-000403,0.17491107149500001
ACH-000404,-0.055326138763100004
ACH-000406,0.0794166843287
ACH-000407,0.134307341951
ACH-000408,-0.07802569897339999
