,MCEE (84693)
ACH-000163,-0.16489467266799998
ACH-000167,0.0205630843533
ACH-000168,-0.15639581528
ACH-000169,-0.257965033866
ACH-000178,-0.197683464134
ACH-000182,-0.29119087214
ACH-000183,-0.22235694127900002
ACH-000188,-0.13429244190099998
ACH-000189,-0.39393567567500004
ACH-000190,-0.05121969531830001
ACH-000198,-0.24191310966600002
ACH-000204,-0.40381248992299995
ACH-000206,-0.36602426483
ACH-000207,-0.0902270095318
ACH-000211,-0.164033668741
ACH-000215,-0.15049081239499998
ACH-000221,-0.17649484674600002
ACH-000222,-0.361965315633
ACH-000223,-0.35820824532799994
ACH-000226,-0.30361207974800003
ACH-000227,-0.34987852257299995
ACH-000228,-0.18176695708
ACH-000231,-0.19438002425200002
ACH-000232,-0.146808090827
ACH-000233,-0.41936689890900003
ACH-000234,-0.26739860589000003
ACH-000235,-0.196723907897
ACH-000237,-0.312413480725
ACH-000238,-0.178698002864
ACH-000243,-0.375304773226
ACH-000244,-0.284716210766
ACH-000246,-0.197612520627
ACH-000248,-0.259191009589
ACH-000250,-0.147193024198
ACH-000251,-0.14225973492900001
ACH-000253,-0.149331467813
ACH-000255,-0.46432370376000004
ACH-000256,-0.279654959026
ACH-000257,-0.13337557756500001
ACH-000258,-0.00518176907405
ACH-000259,-0.17955233188499997
ACH-000260,-0.20405145016100001
ACH-000261,-0.233359543237
ACH-000262,-0.257752584311
ACH-000263,-0.365408354115
ACH-000264,-0.212920443076
ACH-000265,-0.452716552364
ACH-000266,-0.242235427313
ACH-000272,-0.21630027162300003
ACH-000273,-0.246483229797
ACH-000274,-0.162280437231
ACH-000277,-0.182496547743
ACH-000278,-0.139107045528
ACH-000279,-0.26841657456
ACH-000280,-0.00230023530844
ACH-000281,-0.32589894399700003
ACH-000288,-0.330059364884
ACH-000291,-0.208449310994
ACH-000293,-0.28315634935600004
ACH-000294,-0.0562878316319
ACH-000295,-0.09809000964980001
ACH-000296,-0.042231053143800004
ACH-000302,-0.17386910784200002
ACH-000304,-0.146532330101
ACH-000307,-0.12866199242
ACH-000308,-0.25623192335
ACH-000310,-0.32672111331
ACH-000311,-0.248256364715
ACH-000312,-0.350427565881
ACH-000315,-0.24454315379099997
ACH-000316,-0.0584704445694
ACH-000317,-0.449167722874
ACH-000318,-0.277902142683
ACH-000319,-0.35628113941100004
ACH-000320,-0.293544077792
ACH-000322,-0.16551722965399998
ACH-000323,-0.025706811740299998
ACH-000324,-0.299064690362
ACH-000329,-0.238755698853
ACH-000330,-0.21992475869199998
ACH-000331,-0.30941488429999997
ACH-000332,-0.297783088288
ACH-000334,-0.45839790663
ACH-000335,-0.536636897846
ACH-000336,-0.46778580665799996
ACH-000337,-0.0273229880881
ACH-000339,-0.262203607207
ACH-000341,-0.275017882754
ACH-000348,-0.146258363516
ACH-000350,-0.152754049364
ACH-000352,-0.318293830913
ACH-000356,-0.10535949514799998
ACH-000361,-0.382156318734
ACH-000362,-0.0273608091574
ACH-000363,-0.23753407671500001
ACH-000364,-0.297298179569
ACH-000365,-0.175655599423
ACH-000366,-0.202745857244
ACH-000368,-0.345828820498
ACH-000374,-0.35906289405999997
ACH-000375,-0.235618198595
ACH-000376,-0.35953867796800004
ACH-000381,-0.221510269819
ACH-000383,-0.17820693115699998
ACH-000387,-0.101583197438
ACH-000389,-0.0176696523945
ACH-000390,-0.41869471174500006
ACH-000393,-0.328177076246
ACH-000395,-0.026313913761400003
ACH-000397,-0.41105067236299997
ACH-000401,-0.154470097981
ACH-000402,-0.31063092378199997
ACH-000403,-0.176322637514
ACH-000404,-0.467627307689
ACH-000406,-0.199584349306
ACH-000407,-0.32480369597500003
ACH-000408,-0.234152684468
ACH-000410,-0.328907545021
ACH-000411,-0.126726175194
ACH-000414,-0.339470060635
ACH-000415,-0.316681690926
ACH-000416,-0.286764328706
ACH-000420,-0.20300318767
ACH-000421,-0.16918895908
ACH-000424,-0.101350886634
ACH-000425,-0.345977164194
ACH-000426,-0.23731131561299998
ACH-000427,-0.295604124898
ACH-000433,-0.053633030531
ACH-000436,-0.446248589696
ACH-000444,-0.22743616200999997
ACH-000445,-0.0223764626058
ACH-000448,-0.295996560403
ACH-000450,-0.0514389108474
ACH-000452,-0.244439205018
ACH-000454,-0.56878311448
ACH-000458,-0.141717260712
ACH-000459,-0.187951749562
ACH-000460,-0.218198747458
ACH-000461,-0.277189046158
ACH-000463,-0.299686715392
ACH-000464,-0.613088977677
ACH-000466,-0.186211238712
ACH-000467,-0.153342238322
ACH-000468,0.00733618168164
ACH-000469,-0.260367687514
ACH-000470,-0.41101899476
ACH-000471,-0.337784928192
ACH-000472,-0.272259181213
ACH-000473,-0.136935656277
ACH-000475,-0.231204753614
ACH-000476,-0.298350617549
ACH-000477,-0.41355151186399997
ACH-000480,-0.19438855748199999
ACH-000481,-0.16457871489
ACH-000483,-0.248823692205
ACH-000484,-0.229199378636
ACH-000485,-0.254101518769
ACH-000486,-0.30938073742100003
ACH-000487,-0.215287161401
ACH-000488,-0.226585863523
ACH-000490,-0.317591767074
ACH-000491,-0.15590924405099998
ACH-000495,-0.41843791175399997
ACH-000496,-0.320014064378
ACH-000499,-0.535751577866
ACH-000500,0.720802710715
ACH-000502,-0.23597221293200002
ACH-000503,-0.16475662287999998
ACH-000505,-0.218320550196
ACH-000507,-0.523488669442
ACH-000510,-0.22177823119000004
ACH-000511,-0.176665064842
ACH-000512,-0.00585882614456
ACH-000516,-0.263248865977
ACH-000517,-0.157063976828
ACH-000518,-0.162032354039
ACH-000520,-0.0137589364607
ACH-000521,-0.347773152297
ACH-000522,-0.39028319537600004
ACH-000524,-0.0992450310093
ACH-000527,-0.200835071985
ACH-000528,-0.165947211881
ACH-000537,-0.0946934864687
ACH-000541,-0.648501739238
ACH-000542,-0.357384100175
ACH-000544,-0.192752941207
ACH-000545,-0.191313833573
ACH-000547,0.0253452236228
ACH-000548,-0.28326499688400003
ACH-000549,-0.17918422635200001
ACH-000550,-0.183647639196
ACH-000552,-0.350600280864
ACH-000556,-0.377508356626
ACH-000557,-0.127944307178
ACH-000570,-0.289994009793
ACH-000571,-0.45004420498400005
ACH-000573,-0.26610714981
ACH-000576,-0.19297855630600003
ACH-000580,-0.191736491687
ACH-000584,-0.32923179024300003
ACH-000585,-0.301497684657
ACH-000588,-0.348229011355
ACH-000589,-0.348027085051
ACH-000591,-0.527549673727
ACH-000593,-0.209887743244
ACH-000600,-0.195739229314
ACH-000601,-0.229977273609
ACH-000604,-0.511588026531
ACH-000605,-0.155498380572
ACH-000606,-0.337842680414
ACH-000608,-0.209082047437
ACH-000614,-0.130903328722
ACH-000616,-0.234009856294
ACH-000618,-0.326740708512
ACH-000619,-0.222656706442
ACH-000620,-0.277620451624
ACH-000621,-0.204083026003
ACH-000622,-0.166105695927
ACH-000623,-0.39032027036
ACH-000624,-0.252303252242
ACH-000627,-0.358037582895
ACH-000630,-0.192645807288
ACH-000632,-0.29646406159099997
ACH-000633,-0.158986315536
ACH-000637,-0.441213554406
ACH-000638,-0.338389976161
ACH-000646,-0.228748808369
ACH-000647,-0.236075838508
ACH-000648,-0.48893838083
ACH-000649,-0.271193039304
ACH-000651,-0.28389321414700003
ACH-000652,-0.0624240988154
ACH-000653,-0.40976887138000007
ACH-000657,-0.258834955271
ACH-000658,-0.18375900478
ACH-000661,-0.33712808073600004
ACH-000662,-0.59512337546
ACH-000663,-0.335890828995
ACH-000665,-0.36304238852799997
ACH-000671,-0.23093590781
ACH-000673,-0.24907426219099998
ACH-000676,-0.185220330241
ACH-000677,-0.166682106818
ACH-000681,-0.326873682563
ACH-000682,-0.288470304797
ACH-000683,-0.255022642397
ACH-000684,-0.188362977258
ACH-000688,-0.177703033607
ACH-000693,-0.26104524046
ACH-000694,-0.204182009832
ACH-000695,-0.22192499413199998
ACH-000696,-0.28191701433899996
ACH-000697,-0.304187049007
ACH-000699,-0.338816428747
ACH-000701,-0.336736360314
ACH-000706,-0.256590600128
ACH-000711,-0.235428884604
ACH-000713,-0.23084164575599997
ACH-000714,-0.270350753294
ACH-000718,-0.14908291727700002
ACH-000720,-0.155795806659
ACH-000721,-0.333699587126
ACH-000724,-0.27743304045
ACH-000725,-0.273528659227
ACH-000732,-0.20399886510200002
ACH-000734,-0.315194347133
ACH-000735,-0.171314051697
ACH-000736,-0.14342474604
ACH-000738,-0.241930239315
ACH-000746,-0.295838575303
ACH-000747,-0.126687539981
ACH-000748,-0.18596610503
ACH-000753,-0.214866862557
ACH-000756,-0.227720732761
ACH-000757,-0.192214207533
ACH-000758,-0.49433707390500004
ACH-000760,-0.244249340814
ACH-000763,-0.24825674355799998
ACH-000764,-0.313926081039
ACH-000765,-0.0533550702257
ACH-000766,-0.206227553178
ACH-000767,-0.304307841621
ACH-000768,-0.357234653672
ACH-000769,-0.117117383491
ACH-000770,-0.178477980363
ACH-000771,-0.280290085719
ACH-000773,-0.110917778072
ACH-000776,-0.436409139301
ACH-000777,-0.251769329078
ACH-000778,-0.300480165832
ACH-000781,-0.310364914115
ACH-000782,-0.184151184104
ACH-000783,-0.129183231426
ACH-000784,-0.315037523258
ACH-000785,-0.339029395088
ACH-000787,-0.24536142905699998
ACH-000788,-0.19340880259399998
ACH-000791,-0.259058692948
ACH-000792,-0.28768333677700003
ACH-000794,-0.168398174604
ACH-000796,-0.404745680249
ACH-000799,-0.9748541994059999
ACH-000800,-0.36651973228100004
ACH-000802,-0.257122925514
ACH-000804,-0.16354664168299998
ACH-000805,-0.569183896407
ACH-000809,-0.162293291722
ACH-000810,-0.0540187074105
ACH-000811,-0.17824877002300002
ACH-000817,-0.289117979912
ACH-000819,-0.357825265567
ACH-000820,-0.0167247495949
ACH-000821,-0.07952658956460001
ACH-000822,-0.413270501699
ACH-000823,-0.288243568147
ACH-000824,-0.235235496923
ACH-000827,-0.24897688540500001
ACH-000829,-0.321811516857
ACH-000831,-0.20332467082800001
ACH-000832,-0.350806411733
ACH-000833,-0.0795739829581
ACH-000834,-0.27873449685699997
ACH-000835,-0.216462457346
ACH-000836,0.00248251317846
ACH-000837,-0.240944568805
ACH-000838,-0.115978335813
ACH-000839,-0.214523165753
ACH-000840,-0.14783258665899998
ACH-000841,-0.21995157061099999
ACH-000843,-0.16792611622499998
ACH-000846,-0.43398276169699995
ACH-000847,-0.17587765268599997
ACH-000848,-0.040656449336199996
ACH-000849,-0.137685738966
ACH-000851,-0.230081133889
ACH-000855,-0.296409597977
ACH-000856,-0.121508672061
ACH-000858,-0.260855013929
ACH-000859,-0.36812868296499995
ACH-000861,-0.310958557029
ACH-000862,-0.306958086306
ACH-000865,-0.124657396117
ACH-000866,-0.287807326019
ACH-000867,-0.259081971334
ACH-000869,-0.20639929425700002
ACH-000872,-0.143994589098
ACH-000873,-0.640201774701
ACH-000876,-0.28985291575399996
ACH-000878,-0.21285704515700002
ACH-000880,-0.279174176341
ACH-000881,-0.305259852564
ACH-000882,-0.18442408246300002
ACH-000884,-0.19086783450800002
ACH-000885,-0.174708942856
ACH-000887,-0.222508378339
ACH-000888,-0.10347950830199999
ACH-000889,-0.41204141624300006
ACH-000890,-0.123722279837
ACH-000896,-0.140697764631
ACH-000898,-0.314254840388
ACH-000900,-0.351686520384
ACH-000901,-0.332929394429
ACH-000905,-0.113454396952
ACH-000906,-0.14218762833100002
ACH-000907,-0.09274020268300001
ACH-000910,-0.219475651917
ACH-000911,-0.205861377753
ACH-000912,-0.312593011077
ACH-000913,-0.24886517677900002
ACH-000915,-0.313791434241
ACH-000916,-0.549060419189
ACH-000917,-0.16129546365999997
ACH-000921,-0.295030850669
ACH-000924,-0.251309770984
ACH-000926,-0.304481581092
ACH-000928,-0.256292541308
ACH-000929,-0.5255880537309999
ACH-000932,-0.16876146429299999
ACH-000935,-0.378962197162
ACH-000936,-0.316850957467
ACH-000937,-0.158958989369
ACH-000938,-0.109833328608
ACH-000939,-0.0319998493708
ACH-000941,-0.192583896619
ACH-000943,-0.176186593546
ACH-000946,-0.58437733117
ACH-000947,-0.25613272761
ACH-000948,-0.27342047543299997
ACH-000950,-0.16578150838300001
ACH-000953,-0.26050996685100003
ACH-000957,-0.348986275803
ACH-000958,-0.318984110256
ACH-000960,-0.17559022407400002
ACH-000963,-0.33828562279700003
ACH-000968,-0.17995513895100002
ACH-000969,-0.269160903365
ACH-000973,-0.20675567020799998
ACH-000974,-0.294863218296
ACH-000975,-0.43078162180699997
ACH-000976,-0.08688013721030001
ACH-000978,-0.0782226722513
ACH-000980,-0.243082093292
ACH-000984,-0.302659278419
ACH-000986,-0.281947843995
ACH-000988,-0.366894120089
ACH-000993,-0.487419273609
ACH-000994,-0.387669555535
ACH-000996,-0.21018816824499997
ACH-001001,-0.297844892293
ACH-001020,0.210382537047
ACH-001028,-0.198573662074
ACH-001031,-0.0341327462967
ACH-001038,-0.273792436278
ACH-001048,-0.21311838480099998
ACH-001050,-0.301270110132
ACH-001053,-0.105343845622
ACH-001054,-0.157554016141
ACH-001061,-0.23403610760200003
ACH-001067,-0.27232660666499997
ACH-001075,-0.162553072978
ACH-001096,-0.144109249076
ACH-001128,0.6339782640680001
ACH-001134,-0.255377712132
ACH-001151,-0.236916941853
ACH-001163,-0.213291836418
ACH-001164,0.057223195580900006
ACH-001173,-0.32783748649
ACH-001183,-0.32842563747299997
ACH-001184,-0.171548015264
ACH-001190,-0.5700347459640001
ACH-001192,-0.14170690335799999
ACH-001193,-0.395035628307
ACH-001196,-0.431391451574
ACH-001197,-0.394417237494
ACH-001205,-0.29555996316
ACH-001211,-0.052867305263099997
ACH-001212,-0.148532928003
ACH-001228,-0.34958027926299995
ACH-001232,-0.408310999362
ACH-001239,-0.276284613812
ACH-001274,-0.32407997475
ACH-001275,-0.14984654121899998
ACH-001277,-0.290810611982
ACH-001278,-0.024604550280299998
ACH-001280,-0.371950179398
ACH-001283,-0.261275303499
ACH-001289,-0.300591167559
ACH-001295,-0.29165106164500004
ACH-001300,-0.267215830446
ACH-001301,-0.34477614867399997
ACH-001302,-0.47308543522
ACH-001303,-0.278931881695
ACH-001306,-0.19364454424000002
ACH-001318,-0.233463881078
ACH-001322,-0.168468990328
ACH-001328,-0.08088055961849999
ACH-001332,-0.42683422405999993
ACH-001333,-0.280818054165
ACH-001336,-0.24017309688900002
ACH-001340,-0.249190872412
ACH-001346,-0.00816413801144
ACH-001353,-0.292759792779
ACH-001354,-0.16190205825200002
ACH-001367,-0.146624227144
ACH-001368,-0.23959836061999998
ACH-001374,-0.824016967908
ACH-001375,-0.216866898167
ACH-001377,-0.180615294627
ACH-001380,-0.139321236305
ACH-001391,-0.15456922499700002
ACH-001407,-0.17248334081
ACH-001408,-0.212600072095
ACH-001413,-0.43917189989200006
ACH-001430,-0.383184210449
ACH-001431,-0.433878698988
ACH-001450,-0.15688628650699998
ACH-001496,-0.0862228091959
ACH-001500,0.0505936753438
ACH-001521,-0.167000315991
ACH-001523,-0.21958445274900001
ACH-001532,-0.304183399192
ACH-001536,-0.20434631425
ACH-001550,0.0188086862071
ACH-001552,-0.307688260986
ACH-001554,-0.11673136604499999
ACH-001645,-0.582109832931
ACH-001654,-0.192233003766
ACH-001715,-0.118122796078
ACH-001735,-0.159199257415
ACH-001736,-0.20269275503400003
ACH-001737,-0.506025604743
ACH-001740,-0.366141233922
ACH-001745,-0.37234421693
ACH-001750,-0.21285231417599998
ACH-001765,-0.143027903998
ACH-001956,-0.217091835381
ACH-001957,-0.187371939782
