,CREB3 (10488)
ACH-000004,-0.167136087311
ACH-000007,-0.344717142329
ACH-000009,-0.512333389991
ACH-000011,-0.47690854028499996
ACH-000012,0.0028589406022500002
ACH-000013,-0.110887800494
ACH-000014,-0.19619013649099998
ACH-000015,-0.38446378006899995
ACH-000017,-0.130102681467
ACH-000018,-0.366362577516
ACH-000019,-0.268069702414
ACH-000021,-0.44450430294
ACH-000022,-0.283355501753
ACH-000025,-0.233773675675
ACH-000028,-0.31238530098
ACH-000030,-0.277540011165
ACH-000035,-0.161750470116
ACH-000036,-0.21059732611200002
ACH-000037,-0.39666185229999995
ACH-000039,-0.194992633647
ACH-000040,-0.197804219155
ACH-000041,-0.19513999394200002
ACH-000042,-0.28024013912900003
ACH-000045,-0.09743146627730001
ACH-000047,-0.17654759425799998
ACH-000052,-0.426713312636
ACH-000053,-0.12987827119
ACH-000054,-0.34946389858099997
ACH-000055,-0.158132132516
ACH-000060,-0.10052352532600001
ACH-000067,-0.131431099942
ACH-000070,0.0579409836786
ACH-000075,-0.366581859848
ACH-000078,-0.16040864942299998
ACH-000082,-0.265358551163
ACH-000085,-0.29510996948199997
ACH-000086,-0.348722901465
ACH-000087,-0.168471808755
ACH-000092,-0.23201569153
ACH-000095,-0.18519335838799997
ACH-000097,-0.22137900236400002
ACH-000098,-0.529122830542
ACH-000099,-0.266361889189
ACH-000108,-0.351253085122
ACH-000113,-0.20240490996899999
ACH-000115,-0.175626096087
ACH-000116,-0.15804295177000002
ACH-000118,-0.270303456048
ACH-000120,-0.10028430320699999
ACH-000123,-0.20705264240899998
ACH-000127,-0.255132236417
ACH-000128,-0.107434899251
ACH-000132,-0.353243286568
ACH-000133,-0.22213019486299998
ACH-000137,-0.0286435083095
ACH-000138,-0.322139791662
ACH-000142,0.0038498022551900005
ACH-000143,-0.331862307344
ACH-000146,-0.0423576051788
ACH-000148,-0.169823088009
ACH-000150,-0.430337863034
ACH-000152,-0.009709739464100002
ACH-000153,-0.222143183477
ACH-000159,-0.24756586057500002
ACH-000160,-0.467921206456
ACH-000163,-0.372294550038
ACH-000167,-0.369848010699
ACH-000168,-0.227247238858
ACH-000169,-0.313126998985
ACH-000178,-0.124930084544
ACH-000182,-0.18385548842500002
ACH-000183,-0.19800850366999997
ACH-000188,-0.284505984751
ACH-000189,-0.14337938789899998
ACH-000190,-0.624344858191
ACH-000198,-0.165738902619
ACH-000204,-0.195595703172
ACH-000206,-0.295180296198
ACH-000207,0.038998412735300005
ACH-000211,-0.131785043616
ACH-000215,-0.416787668786
ACH-000221,-0.193459957806
ACH-000222,-0.805223284867
ACH-000223,-0.205019713101
ACH-000226,-0.24488803298599998
ACH-000227,-0.27332545538499997
ACH-000228,-0.37067059967
ACH-000231,-0.242887076251
ACH-000232,-0.174564748579
ACH-000233,-0.11806109356799999
ACH-000234,-0.211739482142
