,TSSK1B (83942)
ACH-000004,-0.122946819276
ACH-000007,-0.526703629718
ACH-000009,-0.106977775105
ACH-000011,-0.176799783515
ACH-000012,-0.12421054114
ACH-000013,-0.15131180922499998
ACH-000014,-0.07973509136460001
ACH-000015,-0.309473139709
ACH-000017,0.0315941593137
ACH-000018,-0.112053299562
ACH-000019,-0.22647194625
ACH-000021,-0.22276805344700001
ACH-000022,-0.319681026883
ACH-000025,-0.199562680477
ACH-000028,-0.130451159783
ACH-000030,-0.165938449292
ACH-000035,-0.174940055178
ACH-000036,-0.192359150697
ACH-000037,-0.15334354751499998
ACH-000039,-0.207761870902
ACH-000040,-0.0969818648733
ACH-000041,-0.22478307937699998
ACH-000042,-0.269344525667
ACH-000045,-0.12538253309
ACH-000047,-0.172966038861
ACH-000052,-0.38916806344099997
ACH-000053,-0.021949759293499998
ACH-000054,-0.102220102699
ACH-000055,-0.353913543066
ACH-000060,-0.34240384183
ACH-000067,-0.110313341648
ACH-000070,-0.228466774266
ACH-000075,-0.156212499668
ACH-000078,-0.11110208802799999
ACH-000082,-0.18023288392099998
ACH-000085,0.0403340662828
ACH-000086,-0.102532573423
ACH-000087,-0.147791952493
ACH-000092,-0.0644620880095
ACH-000095,-0.18146419308400003
ACH-000097,-0.12712246366
ACH-000098,-0.0895870010079
ACH-000099,-0.0860158500662
ACH-000108,-0.252303428607
ACH-000113,-0.0453936600646
ACH-000115,0.041862790514099996
ACH-000116,-0.0934521435733
ACH-000118,-0.11398751317700001
ACH-000120,0.11896417314999999
ACH-000123,-0.104725789258
ACH-000127,-0.133010755431
ACH-000128,-0.247284996648
ACH-000132,-0.153713079468
ACH-000133,-0.233890374246
ACH-000137,-0.23827454380399998
ACH-000138,-0.24762081614
ACH-000142,-0.09909823520950001
ACH-000143,-0.214710452828
ACH-000146,-0.06593711801850001
ACH-000148,-0.105769212215
ACH-000150,-0.252788469001
ACH-000152,-0.161101669482
ACH-000153,-0.345000740308
ACH-000159,-0.059458659760099994
ACH-000160,0.13070831267000002
ACH-000163,-0.228452285614
ACH-000167,-0.0321759218266
ACH-000168,0.109546317184
ACH-000169,-0.135368630441
ACH-000178,-0.09644786456639999
ACH-000182,-0.21293991397999998
ACH-000183,-0.318708746369
ACH-000188,-0.253801951339
ACH-000189,-0.488717329501
ACH-000190,-0.326757555795
ACH-000198,-0.212316348231
ACH-000204,-0.49469248672399996
ACH-000206,-0.100645869476
ACH-000207,-0.0768779253179
ACH-000211,-0.164420422759
ACH-000215,-0.18261147192699997
ACH-000221,-0.279449912832
ACH-000222,-0.195069908689
ACH-000223,-0.014666188750200001
ACH-000226,-0.168880868937
ACH-000227,-0.030221559802900002
ACH-000228,-0.327721719293
ACH-000231,-0.10870822373299999
ACH-000232,-0.222906937497
ACH-000233,-0.114190360102
ACH-000234,0.0390379514951
ACH-000235,-0.154925905582
ACH-000237,-0.119049523412
ACH-000238,-0.0589325868906
ACH-000243,-0.182160405352
ACH-000244,-0.303401721513
ACH-000246,-0.10844183235999999
ACH-000248,0.18218649391
ACH-000250,-0.21296982993299998
ACH-000251,-0.674947999032
ACH-000253,-0.123689232461
ACH-000255,-0.191416161411
ACH-000256,-0.124123083443
ACH-000257,-0.141554933558
ACH-000258,-0.193685387767
ACH-000259,-0.129407067509
ACH-000260,-0.11270741282400001
ACH-000261,-0.23099373346700003
ACH-000262,-0.427686712747
ACH-000263,0.32537383728700003
ACH-000264,-0.14517732840999997
ACH-000265,-0.295872054758
ACH-000266,-0.18924188256299998
ACH-000272,-0.19386453441799997
ACH-000273,0.0492835145854
ACH-000274,-0.144419030123
ACH-000277,-0.379892742103
ACH-000278,-0.20478960685
ACH-000279,-0.180947736854
ACH-000280,-0.106040777339
ACH-000281,-0.452889402546
ACH-000288,-0.0282764331646
ACH-000291,-0.17910855371599999
ACH-000293,0.0637665983636
ACH-000294,-0.0383861972164
ACH-000295,0.050622437351099996
ACH-000296,-0.0959615275423
ACH-000302,-0.160972544031
ACH-000304,-0.35576407336599997
ACH-000307,-0.0293782870867
ACH-000308,-0.0382985269446
ACH-000310,0.026790671244600002
ACH-000311,-0.0285314376281
ACH-000312,-0.180533439385
ACH-000315,-0.423908943796
ACH-000316,-0.112133458227
ACH-000317,-0.31569346511199997
ACH-000318,-0.0124853128771
ACH-000319,-0.243883261974
ACH-000320,-0.181656652487
ACH-000322,-0.102093909665
ACH-000323,-0.18725578209399998
ACH-000324,-0.127284734946
ACH-000329,-0.18768506704399998
ACH-000330,-0.268607530609
ACH-000331,-0.145707974747
ACH-000332,-0.0869499284609
ACH-000334,-0.0705595183301
ACH-000335,-0.057557318345999996
ACH-000336,-0.10024582319900001
ACH-000337,0.162175462476
ACH-000339,-0.0934330635035
ACH-000341,-0.375093988811
ACH-000348,-0.309646995417
ACH-000350,-0.203855209894
ACH-000352,-0.111556577193
ACH-000356,0.00798739820135
ACH-000361,-0.264391634543
ACH-000362,-0.08948246909669999
ACH-000363,-0.133663624145
ACH-000364,-0.230202295787
ACH-000365,-0.167670254819
ACH-000366,-0.197613125282
ACH-000368,0.00654294669834
ACH-000374,-0.13036488132500001
ACH-000375,-0.000972943778838
ACH-000376,-0.22528472517099998
ACH-000381,-0.284942263896
ACH-000383,-0.153973501529
ACH-000387,-0.18339564803
ACH-000389,-0.202643819638
ACH-000390,-0.023658812621299995
ACH-000393,-0.169094163699
ACH-000395,0.0216433861316
ACH-000397,-0.152146498082
ACH-000401,-0.11497673260199999
ACH-000402,-0.0498057457157
ACH-000403,-0.019910577971599997
ACH-000404,0.160300504846
ACH-000406,-0.252817539259
ACH-000407,-0.345575007937
ACH-000408,-0.0812877795555
ACH-000410,-0.061710989530300006
ACH-000411,-0.178855993813
ACH-000414,-0.0948883833818
ACH-000415,-0.122441359299
ACH-000416,-0.26112748686799997
ACH-000420,0.0396751324411
ACH-000421,-0.196052956933
ACH-000424,0.17649109132399998
ACH-000425,-0.11582264185
ACH-000426,-0.152700891255
ACH-000427,0.016173960757799997
ACH-000433,-0.22738330689199998
ACH-000436,-0.04959822743200001
ACH-000444,-0.135992543606
ACH-000445,-0.113771431365
ACH-000448,-0.0682126384765
ACH-000450,0.0191909882623
ACH-000452,-0.20554846204500002
ACH-000454,-0.0630109119277
ACH-000458,0.150015842475
ACH-000459,-0.18611257638599998
ACH-000460,-0.292857223318
ACH-000461,-0.160321561919
ACH-000463,-0.31494206097399996
ACH-000464,-0.23835870367400003
ACH-000466,-0.0832949936084
ACH-000467,-0.109051292582
ACH-000468,-0.24038687406999998
ACH-000469,-0.0400729484391
ACH-000470,0.027215904832999998
ACH-000471,-0.0531419483825
ACH-000472,-0.20741810894
ACH-000473,-0.03859567684680001
ACH-000475,-0.134238945809
ACH-000476,-0.327044735873
ACH-000477,-0.0068581696033
ACH-000480,0.028098649992400002
ACH-000481,-0.224765807268
ACH-000483,-0.356932571226
ACH-000484,-0.11385587462999999
ACH-000485,-0.274070681178
ACH-000486,-0.13556454435999998
ACH-000487,-0.290674296232
ACH-000488,-0.18035807964
ACH-000490,-0.139396365032
ACH-000491,-0.23944471115600002
ACH-000495,-0.26810567992600004
ACH-000496,0.09564942996300001
ACH-000499,-0.508464874618
ACH-000500,-0.617098957382
ACH-000502,-0.107863056018
ACH-000503,-0.0417311844184
ACH-000505,-0.157337297877
ACH-000507,-0.221167617643
ACH-000510,-0.12114569297599999
ACH-000511,-0.198119838527
ACH-000512,-0.268360799404
ACH-000516,-0.282944556712
ACH-000517,-0.00568629115952
ACH-000518,-0.0627771390032
ACH-000520,-0.230600527291
ACH-000521,-0.17449028105300002
ACH-000522,-0.21747773763
ACH-000524,-0.0767079698542
ACH-000527,-0.166439688279
ACH-000528,-0.0985905878689
ACH-000537,-0.139234956072
ACH-000541,-0.0563296042135
ACH-000542,-0.11077271113800001
ACH-000544,-0.301398945985
ACH-000545,-0.23772260432599998
ACH-000547,-0.22924422497299998
ACH-000548,-0.22300757979400002
ACH-000549,-0.14020039729699998
ACH-000550,-0.217813654449
ACH-000552,-0.281792282764
ACH-000556,-0.25310396249
ACH-000557,-0.114091604744
ACH-000570,-0.18846929154
ACH-000571,-0.22774431064800002
ACH-000573,-0.108825558559
ACH-000576,-0.025763411767299998
ACH-000580,-0.122701895585
ACH-000584,-0.111462909208
ACH-000585,-0.207591439047
ACH-000588,-0.069936184851
ACH-000589,-0.163344788827
ACH-000591,-0.12823075591
ACH-000593,-0.20338473161600001
ACH-000600,-0.17381847958399999
ACH-000601,-0.133046351846
ACH-000604,-0.140102666243
ACH-000605,-0.044830004256
ACH-000606,-0.173329089047
ACH-000608,-0.07529062380460001
ACH-000614,0.118915136637
ACH-000616,-0.141396156514
ACH-000618,-0.07700034634030001
ACH-000619,-0.18367641090599998
ACH-000620,-0.252143115548
ACH-000621,-0.0500797116797
ACH-000622,-0.152342315004
ACH-000623,-0.262538719827
ACH-000624,-0.169846560236
ACH-000627,-0.134330462242
ACH-000630,-0.209051610506
ACH-000632,-0.223003774313
ACH-000633,-0.125675098434
ACH-000637,-0.0592212156303
ACH-000638,-0.147791365456
ACH-000646,-0.337962368447
ACH-000647,-0.0882719355819
ACH-000648,-0.110577951899
ACH-000649,-0.150030119883
ACH-000651,-0.27938945164
ACH-000652,-0.14548765499299998
ACH-000653,-0.22845762991500002
ACH-000657,-0.142179554107
ACH-000658,0.00400167614824
ACH-000661,0.005720563271399999
ACH-000662,-0.268660734362
ACH-000663,-0.190747581463
ACH-000665,-0.192625972663
ACH-000671,-0.20233680701600001
ACH-000673,-0.21518208837799999
ACH-000676,-0.285987528944
ACH-000677,-0.168794384609
ACH-000681,-0.111506147993
ACH-000682,-0.196367081415
ACH-000683,-0.136110555649
ACH-000684,0.047613557949400004
ACH-000688,-0.12872062371200002
ACH-000693,-0.116392937621
ACH-000694,-0.101247699799
ACH-000695,0.195557730269
ACH-000696,-0.0843208024478
ACH-000697,-0.0884638132008
ACH-000699,-0.0673462174677
ACH-000701,-0.120345099081
ACH-000706,-0.10453903187899999
ACH-000711,-0.24066169288400002
ACH-000713,-0.11899844809900001
ACH-000714,-0.0748482666618
ACH-000718,-0.059005626075400004
ACH-000720,-0.17434233210099997
ACH-000721,-0.133076336662
ACH-000724,-0.0879271306553
ACH-000725,-0.298339004709
ACH-000732,0.16093462033199998
ACH-000734,-0.06463996789649999
ACH-000735,-0.18978073959000002
ACH-000736,0.021199794969000003
ACH-000738,-0.240795131404
ACH-000746,-0.246809220287
ACH-000747,-0.09862583642830001
ACH-000748,-0.050565793807
ACH-000753,-0.132946769168
ACH-000756,-0.0767978589889
ACH-000757,0.00334987365343
ACH-000758,-0.12847641725199999
ACH-000760,-0.312770528994
ACH-000763,0.00779458983259
ACH-000764,0.29982744372
ACH-000765,-0.0815079017508
ACH-000766,-0.155021370764
ACH-000767,0.10440668581599999
ACH-000768,-0.290702419393
ACH-000769,-0.0606665334353
ACH-000770,0.0338442547568
ACH-000771,-0.108482657398
ACH-000773,0.0480472304627
ACH-000776,-0.10446314950999999
ACH-000777,-0.19112578954999998
ACH-000778,-0.07831984463569999
ACH-000781,-0.162666431319
ACH-000782,-0.278129636719
ACH-000783,0.026504094951400003
ACH-000784,-0.19805096156500002
ACH-000785,-0.06501621441159999
ACH-000787,-0.114697038514
ACH-000788,-0.238318430856
ACH-000791,-0.115705778309
ACH-000792,-0.180299496687
ACH-000794,-0.159892117816
ACH-000796,-0.169896392588
ACH-000799,-0.0352713317647
ACH-000800,0.08692097963050001
ACH-000802,-0.321912705837
ACH-000804,-0.052777451179
ACH-000805,-0.288746819311
ACH-000809,-0.11312403070699999
ACH-000810,-0.228367683562
ACH-000811,0.021953690382599998
ACH-000817,-0.36890417821800003
ACH-000819,-0.501220404291
ACH-000820,-0.33565843188600003
ACH-000821,0.13780127169
ACH-000822,-0.193763140609
ACH-000823,-0.163554080752
ACH-000824,-0.18162776032000003
ACH-000827,-0.239275300253
ACH-000829,-0.08662171870110001
ACH-000831,-0.0918407493113
ACH-000832,-0.111131418086
ACH-000833,-0.113358417465
ACH-000834,-0.323106964107
ACH-000835,-0.07005582603249999
ACH-000836,-0.0364397465466
ACH-000837,-0.128446797237
ACH-000838,-0.131219226932
ACH-000839,-0.169267164062
ACH-000840,-0.00758541818219
ACH-000841,-0.041249067921800005
ACH-000843,-0.0993003736492
ACH-000846,-0.130862777628
ACH-000847,-0.229375423643
ACH-000848,-0.14178861025999998
ACH-000849,-0.142090533755
ACH-000851,-0.303906979796
ACH-000855,-0.198499218737
ACH-000856,-0.123221598833
ACH-000858,-0.120374763382
ACH-000859,-0.0687047506422
ACH-000861,-0.25664694286
ACH-000862,-0.241338242961
ACH-000865,-0.186383730743
ACH-000866,-0.158249679503
ACH-000867,-0.159656829088
ACH-000869,-0.140052057898
ACH-000872,-0.260783781489
ACH-000873,-0.148842382583
ACH-000876,0.015688484274799998
ACH-000878,-0.27334900461899997
ACH-000880,-0.142574337476
ACH-000881,-0.206370918001
ACH-000882,-0.266800493069
ACH-000884,-0.109067115033
ACH-000885,-0.175805840253
ACH-000887,-0.159684696307
ACH-000888,-0.148851556086
ACH-000889,-0.115543522915
ACH-000890,-0.284808462757
ACH-000896,-0.263117775072
ACH-000898,-0.181971495733
ACH-000900,-0.1027970325
ACH-000901,-0.069662511433
ACH-000905,-0.291508549307
ACH-000906,-0.27468510306899996
ACH-000907,-0.13260990721
ACH-000910,-0.129430072965
ACH-000911,-0.14327830872000002
ACH-000912,-0.155538504508
ACH-000913,-0.275223975918
ACH-000915,-0.150063617085
ACH-000916,-0.311480187194
ACH-000917,-0.0641463457888
ACH-000921,-0.11268572370300001
ACH-000924,-0.325494307092
ACH-000926,-0.111285766425
ACH-000928,-0.20331842566799999
ACH-000929,-0.131510859161
ACH-000932,-0.218615324281
ACH-000935,-0.139792912011
ACH-000936,-0.35037059938799997
ACH-000937,-0.277243802029
ACH-000938,-0.150367637674
ACH-000939,-0.022760365411099995
ACH-000941,-0.12207078326099999
ACH-000943,-0.23114806295200002
ACH-000946,-0.133299792892
ACH-000947,-0.141625757387
ACH-000948,-0.0607916583141
ACH-000950,-0.127106357712
ACH-000953,-0.13929776209
ACH-000957,-0.126742923555
ACH-000958,-0.145745529446
ACH-000960,-0.178623945828
ACH-000963,-0.129083735511
ACH-000968,-0.14125610835799998
ACH-000969,-0.167751285038
ACH-000973,-0.18257626677799998
ACH-000974,-0.00166029256681
ACH-000975,-0.11840254037799999
ACH-000976,-0.254931281051
ACH-000978,-0.57672933439
ACH-000980,-0.174088804691
ACH-000984,-0.106249371883
ACH-000986,-0.105246996145
ACH-000988,-0.144824066483
ACH-000993,-0.251928446234
ACH-000994,0.09744959219049999
ACH-000996,-0.146324449382
ACH-001001,-0.0314945035727
ACH-001020,-0.214114199403
ACH-001028,-0.136169946992
ACH-001031,-0.135655596928
ACH-001038,-0.247387428367
ACH-001048,0.0709447979683
ACH-001050,-0.173965356956
ACH-001053,-0.07832626467560001
ACH-001054,-0.161982180041
ACH-001061,-0.229136276607
ACH-001067,0.0
ACH-001075,-0.062492364540800004
ACH-001096,-0.271303792212
ACH-001128,-0.531173557448
ACH-001134,-0.180842896456
ACH-001151,-9.39009962133e-05
ACH-001163,-0.0645140184762
ACH-001164,0.0920423458536
ACH-001173,-0.14907499104900002
ACH-001183,-0.275413232886
ACH-001184,-0.0909016330934
ACH-001190,-0.192336430495
ACH-001192,-0.00108489019624
ACH-001193,0.08816890392580001
ACH-001196,-0.114225493287
ACH-001197,-0.297906177037
ACH-001205,-0.0753844080045
ACH-001211,-0.314895244525
ACH-001212,-0.07036220691539999
ACH-001228,-0.317560568898
ACH-001232,-0.138176033858
ACH-001239,-0.22505757861900003
ACH-001274,-0.25435453147
ACH-001275,-0.487900158003
ACH-001277,-0.272302019787
ACH-001278,-0.086969498413
ACH-001280,-0.0871838249529
ACH-001283,-0.0383985848234
ACH-001289,-0.17161075374499998
ACH-001295,-0.116298401425
ACH-001300,-0.0784940038417
ACH-001301,-0.203403315594
ACH-001302,-0.192821306172
ACH-001303,-0.0545668175939
ACH-001306,-0.159969086476
ACH-001318,-0.222566285095
ACH-001322,-0.312693021999
ACH-001328,-0.211454607467
ACH-001332,-0.0314178860116
ACH-001333,-0.288585914246
ACH-001336,-0.186318807754
ACH-001340,-0.227667032943
ACH-001346,-0.127739353905
ACH-001353,-0.197980664148
ACH-001354,-0.010944815073
ACH-001367,-0.794620335156
ACH-001368,-0.158161512043
ACH-001374,-0.0534389855709
ACH-001375,-0.0824188978108
ACH-001377,-0.04639372009290001
ACH-001380,-0.184737708597
ACH-001391,-0.318159257504
ACH-001407,0.00947771014852
ACH-001408,-0.00872735576573
ACH-001413,-0.21511357004599999
ACH-001430,-0.27542307257599996
ACH-001431,-0.255421833265
ACH-001450,-0.364224375557
ACH-001496,-0.188638619566
ACH-001500,-0.221191054522
ACH-001521,-0.11755859918
ACH-001523,-0.008395587638729999
ACH-001532,0.010285278995000001
ACH-001536,-0.197742968775
ACH-001550,0.020231714068200003
ACH-001552,-0.17057998273400002
ACH-001554,-0.0704691132087
ACH-001645,0.00660231434628
ACH-001654,-0.09865842787799999
ACH-001715,-0.334121494093
ACH-001735,-0.130452898462
ACH-001736,-0.21892316276700002
ACH-001737,-0.252284695348
ACH-001740,-0.34910630020000005
ACH-001745,-0.16272640295
ACH-001750,-0.29829589341400004
ACH-001765,-0.0334037375503
ACH-001956,-0.151548723946
ACH-001957,-0.22349105189100002
