,UROD (7389)
ACH-000663,-0.329847844895
ACH-000665,-0.45790209969800005
ACH-000671,-0.470820613752
ACH-000673,-0.46788460398500004
ACH-000676,-0.6785498931720001
ACH-000677,-0.655007229571
ACH-000681,-0.461009174335
ACH-000682,-0.7796660836429999
ACH-000683,-0.749947618637
ACH-000684,-0.583502279145
ACH-000688,-0.780716718447
ACH-000693,-0.857491024466
ACH-000694,-0.777757558219
ACH-000695,-0.442538835272
ACH-000696,-1.13810011333
ACH-000697,-0.684808586364
ACH-000699,-1.29141928878
ACH-000701,-0.7863713620460001
ACH-000706,-0.882244108234
ACH-000711,-0.7626726207179999
ACH-000713,-0.7837091818880001
ACH-000714,-1.1441311427
ACH-000718,-1.0175050041299998
ACH-000720,-0.451976528611
ACH-000721,-0.67254859141
ACH-000724,-0.721745513978
ACH-000725,-0.5897012301969999
ACH-000732,-0.370653801222
ACH-000734,-0.295758222495
ACH-000735,-0.602613360022
ACH-000736,-1.0736196124700002
ACH-000738,-0.412221312858
ACH-000746,-1.14995021165
ACH-000747,-1.05338554179
ACH-000748,-0.281490874497
ACH-000753,-1.39881444319
ACH-000756,-0.334904059991
ACH-000757,-1.10437267693
ACH-000758,-1.00011898203
ACH-000760,-0.559167818463
ACH-000763,-0.591981077702
ACH-000764,-0.913797742679
ACH-000765,-1.10926773468
ACH-000766,-0.5202890549889999
ACH-000767,-0.365876598359
ACH-000768,-0.8022285824250001
ACH-000769,-0.847910520958
ACH-000770,-1.04399041828
ACH-000771,-0.107810439701
ACH-000773,-1.1698920733
ACH-000776,-0.44945216491800005
ACH-000777,-0.945926191216
ACH-000778,-0.632970340588
ACH-000781,-0.364735185881
ACH-000782,-0.773077352378
ACH-000783,-0.388044587505
ACH-000784,-0.559005933809
ACH-000785,-1.43907000651
ACH-000787,-0.885090302969
ACH-000788,-0.492040047491
ACH-000791,-0.661037817449
ACH-000792,-0.409646149656
ACH-000794,-0.804644291091
ACH-000796,-1.4720254092200002
ACH-000799,-0.5365058518
ACH-000800,-0.47990538030599994
ACH-000802,-0.364168770992
ACH-000804,-0.8284480015960001
ACH-000805,-0.528644515476
ACH-000809,-0.643302927365
ACH-000810,-0.6197250042979999
ACH-000811,-0.9478667383570001
ACH-000817,-0.891570404629
ACH-000819,-0.676231026496
ACH-000820,-0.591582157626
ACH-000821,-0.9137582462649999
ACH-000822,-0.525135127334
ACH-000823,-0.54517634728
ACH-000824,-0.195571222321
ACH-000827,-0.623284289122
ACH-000829,-0.873092405015
ACH-000831,-0.682895934323
ACH-000832,-0.168253411086
ACH-000833,-1.60126727368
ACH-000834,-0.985790806354
ACH-000835,-1.08323260037
ACH-000836,-1.05257015744
ACH-000837,-1.1116633226700001
ACH-000838,-1.38813062666
ACH-000839,-0.554769090665
ACH-000840,-0.394340097253
ACH-000841,-0.475295932601
ACH-000843,-0.836710420538
ACH-000846,-0.663884898056
ACH-000847,-0.523943639545
ACH-000848,-0.836782482976
ACH-000849,-0.814308638836
ACH-000851,-0.8309937573999999
ACH-000855,-0.979264491576
ACH-000856,-0.858797076547
ACH-000858,-1.11463556676
ACH-000859,-0.761633385739
ACH-000861,-0.8797333241399999
ACH-000862,-0.640786658381
ACH-000865,-0.821263157743
ACH-000866,-0.584975368679
ACH-000867,-0.37077262178000003
ACH-000869,-0.719171707943
ACH-000872,-1.3785622491799998
ACH-000873,-1.07532709483
ACH-000876,-0.23296213781999997
ACH-000878,-0.529498481878
ACH-000880,-1.14081565849
ACH-000881,-0.6723693795460001
ACH-000882,-0.912522267079
ACH-000884,-1.01395123922
ACH-000885,-0.4031839572
ACH-000887,-0.878019812956
ACH-000888,-1.5634850454700002
ACH-000889,-1.16298938675
ACH-000890,-0.843181401239
ACH-000896,-0.8315746260529999
ACH-000898,-0.448482219926
ACH-000900,-1.00979137761
ACH-000901,-0.7697850797210001
ACH-000905,-0.8791031957200001
ACH-000906,-0.592195321097
ACH-000907,-0.793306697284
ACH-000910,-1.1534873793
ACH-000911,-1.08717954205
ACH-000912,-0.571779728914
ACH-000913,-0.756858195246
ACH-000915,-0.600823772158
ACH-000916,-0.611997893221
ACH-000917,-0.897794276894
ACH-000921,-0.765437575089
ACH-000924,-0.541082378597
ACH-000926,-0.74874950129
ACH-000928,-0.747364753009
ACH-000929,-0.894011795666
ACH-000932,-1.112628038
ACH-000935,-0.496638754247
ACH-000936,-1.1890810306100001
ACH-000937,-0.89460797301
ACH-000938,-0.864641667064
ACH-000939,-1.03509070945
ACH-000941,-1.09818015631
ACH-000943,-1.0407875595799998
ACH-000946,-0.643259329747
ACH-000947,-0.897644327888
ACH-000948,-0.786107086411
ACH-000950,-0.893301950196
ACH-000953,-1.3473028415700001
ACH-000957,-1.08120936644
ACH-000958,-0.943166180805
ACH-000960,-0.592904337502
ACH-000963,-0.600773259909
ACH-000968,-0.715775054986
ACH-000969,-0.711380525532
ACH-000973,-0.496524795093
ACH-000974,-0.8947853989740001
ACH-000975,-0.731530017274
ACH-000976,-1.2234094857
ACH-000978,-1.03342708948
ACH-000980,-0.7270208193809999
ACH-000984,-0.7356311442290001
ACH-000986,-0.614704475503
ACH-000988,-0.624627728912
ACH-000993,-0.576964565172
ACH-000994,-1.0458042753799999
ACH-000996,-0.590212477061
ACH-001001,-0.7444251916850001
ACH-001020,-0.422497167552
ACH-001028,-0.6003096590779999
ACH-001031,-0.749509943817
ACH-001038,-0.326963377699
ACH-001048,-0.509162830081
ACH-001050,-0.906979852182
ACH-001053,-0.995910426858
ACH-001054,-1.02541227919
ACH-001061,-0.992734292276
ACH-001067,-0.581339346722
ACH-001075,-0.581844375747
ACH-001096,-0.910472032937
ACH-001128,-0.8920774486480001
ACH-001134,-1.2217243198799999
ACH-001151,-1.39577498718
ACH-001163,-1.17940046991
ACH-001164,-0.64545471097
ACH-001173,-0.40812816671999996
ACH-001183,-0.332167104374
ACH-001184,-0.8539339356260001
ACH-001190,-0.968413816933
ACH-001192,-0.621000719496
ACH-001193,-0.924821626755
ACH-001196,-0.531923502066
ACH-001197,-1.2265403132500001
ACH-001205,-0.668374575275
ACH-001211,-0.7969800896610001
ACH-001212,-0.682215135738
ACH-001228,-0.6082279176250001
ACH-001232,-0.450980063398
ACH-001239,-0.36685076536399996
ACH-001274,-0.672588326637
ACH-001275,-0.122006494417
ACH-001277,-0.826127919144
ACH-001278,-0.6695273029950001
ACH-001280,-0.500157587678
ACH-001283,-0.282239183871
ACH-001289,-0.471340311698
ACH-001295,-0.7119332094959999
ACH-001300,-0.40504422536
ACH-001301,-0.47575048218000004
ACH-001302,-0.182000337509
ACH-001303,-0.50020637862
ACH-001306,-1.11999362906
ACH-001318,-0.882103986179
ACH-001322,-0.298902757696
ACH-001328,-0.552783312129
ACH-001332,-0.753308295801
ACH-001333,-0.7233069183390001
ACH-001336,-0.46017180984899997
ACH-001340,-0.50170669053
ACH-001346,-0.35024198926100003
ACH-001353,-1.4599667195700001
ACH-001354,-0.389567846505
ACH-001367,-0.365057900952
ACH-001368,-0.841713199145
ACH-001374,-0.85303145678
ACH-001375,-0.411745201101
ACH-001377,-0.519661864668
ACH-001380,-0.46246112492299996
ACH-001391,-0.887710242685
ACH-001407,-0.763202534042
ACH-001408,-0.628963494183
ACH-001413,-0.232027103847
ACH-001430,-0.27153817312899997
ACH-001431,-0.605067086346
ACH-001450,-1.39190085037
ACH-001496,-0.614820747411
ACH-001500,-1.0507422067299999
ACH-001521,-0.513998804436
ACH-001523,-0.478188782742
ACH-001532,-0.490701647939
ACH-001536,-0.307776880952
ACH-001550,-0.598125744315
ACH-001552,-0.78987834229
ACH-001554,-0.868351975185
ACH-001645,-0.5017894487919999
ACH-001654,-0.348292078392
ACH-001715,-0.406556027085
ACH-001735,-0.9796321492479999
ACH-001736,-0.754791531227
ACH-001737,-0.790232350656
ACH-001740,-0.585920072314
ACH-001745,-0.49048337556500005
ACH-001750,-0.653658632509
ACH-001765,-0.634411254265
ACH-001956,-0.300394578233
ACH-001957,-0.360942930144
