,DBF4 (10926)
ACH-000258,-0.14649670233200002
ACH-000259,-0.18271999215999998
ACH-000260,-0.403886667461
ACH-000261,-0.71071135307
ACH-000262,-1.36261974367
ACH-000263,-1.36745663561
ACH-000264,-0.405952383542
ACH-000265,-0.6638226259300001
ACH-000266,-0.702979628084
ACH-000272,-0.7439290712279999
ACH-000273,-1.0078506240799998
ACH-000274,-0.153872215565
ACH-000277,-0.40260913545599997
ACH-000278,-0.6628115716699999
ACH-000279,-1.3557693424000001
ACH-000280,-0.896097634564
ACH-000281,-0.857356905535
ACH-000288,-0.864629302533
ACH-000291,-0.5495723005600001
ACH-000293,-0.35237532784500003
ACH-000294,-0.740845287465
ACH-000295,-0.600949923955
ACH-000296,-0.8121310347990001
ACH-000302,-0.536973122347
ACH-000304,-0.789424516732
ACH-000307,-1.48730611069
ACH-000308,-0.547753129145
ACH-000310,-0.643541696699
ACH-000311,-0.7140940866490001
ACH-000312,-0.559831553647
ACH-000315,-0.43168154865
ACH-000316,-0.7503379969439999
ACH-000317,-1.61349341728
ACH-000318,-0.447084411304
ACH-000319,-0.789842696381
ACH-000320,-0.8043018009299999
ACH-000322,-1.05603491575
ACH-000323,-0.749586999377
ACH-000324,-0.699614558475
ACH-000329,-0.776471155789
ACH-000330,-0.88060798925
ACH-000331,-0.8587189680670001
ACH-000332,-0.7590969481350001
ACH-000334,-0.563561031598
ACH-000335,-0.9748983091700001
ACH-000336,-0.660129284542
ACH-000337,-0.802401932054
ACH-000339,-0.9874312279780001
ACH-000341,-0.326975410227
ACH-000348,-0.664252462334
ACH-000350,-1.16663989741
ACH-000352,-0.353753896999
ACH-000356,-0.568743009363
ACH-000361,-0.431520558656
ACH-000362,-0.58908354628
ACH-000363,-0.485613355485
ACH-000364,-0.759636691451
ACH-000365,-0.978525461236
ACH-000366,-0.637133341308
ACH-000368,-0.882553410256
ACH-000374,-0.881725739753
ACH-000375,-0.556719550847
ACH-000376,-0.662347367419
ACH-000381,-1.12861990966
ACH-000383,-0.7959180010889999
ACH-000387,-1.40437353005
ACH-000389,-0.7537318644230001
ACH-000390,-1.2036519593500001
ACH-000393,-0.578773225252
ACH-000395,-1.0081115344
ACH-000397,-0.6406167415649999
ACH-000401,-0.637314067525
ACH-000402,-0.7503459152799999
ACH-000403,-1.4755127948299998
ACH-000404,-0.713662122125
ACH-000406,-0.8670763733779999
ACH-000407,-0.527805719328
ACH-000408,-0.8963699620919999
ACH-000410,-0.610712957292
ACH-000411,-0.7923996328290001
ACH-000414,-0.450638655738
ACH-000415,-0.624775737428
ACH-000416,-0.569337627627
ACH-000420,-0.983912561426
ACH-000421,-1.3716522211200002
ACH-000424,-0.295107099873
ACH-000425,-0.622728173765
ACH-000426,-0.877523436039
ACH-000427,-0.944478489839
ACH-000433,-0.52656899455
ACH-000436,-0.21685427785999997
ACH-000444,-1.1041037206200002
ACH-000445,-0.6823069451279999
ACH-000448,-0.71481534637
ACH-000450,-0.8203084082950001
ACH-000452,-1.4298522933200002
ACH-000454,-1.22491202883
ACH-000458,-0.7262265079770001
ACH-000459,-0.529556277662
ACH-000460,-0.880614951774
ACH-000461,-0.842135071298
ACH-000463,-0.635656102772
ACH-000464,-0.48359432336999997
ACH-000466,-0.708993798072
ACH-000467,-1.32880318897
ACH-000468,-0.532834613698
ACH-000469,-0.893484394783
ACH-000470,-1.61211941206
ACH-000471,-0.201510818574
ACH-000472,-0.7093763420460001
ACH-000473,-1.0754179017
ACH-000475,-0.526586267745
ACH-000476,-0.7403358529199999
ACH-000477,-0.952612649964
ACH-000480,-0.79250652108
ACH-000481,-1.2449001932200001
ACH-000483,-0.47689044976899997
ACH-000484,-1.02812604776
ACH-000485,-0.9237381850409999
ACH-000486,-0.679005456137
ACH-000487,-0.545928871176
ACH-000488,-0.8773000921840001
ACH-000490,-0.454348072081
ACH-000491,-1.07868930771
ACH-000495,-0.625047374045
ACH-000496,-0.698250163179
ACH-000499,-0.9088064084799999
ACH-000500,-1.06870487681
ACH-000502,-0.7589848956440001
ACH-000503,-0.268271782185
ACH-000505,-1.2297819319399999
ACH-000507,-0.917953105836
ACH-000510,-0.518451775712
ACH-000511,-1.13285356844
ACH-000512,-1.10931412639
ACH-000516,-0.547962001668
ACH-000517,-1.00817046671
ACH-000518,-1.14484184741
ACH-000520,-0.675842688846
ACH-000521,-0.488084648704
ACH-000522,-0.6961417744239999
ACH-000524,-0.37647734662500004
ACH-000527,-0.759516544436
ACH-000528,-0.49875358661200003
ACH-000537,-0.785103207965
ACH-000541,-0.846040723847
ACH-000542,-1.2152191973200002
ACH-000544,-0.704329867553
ACH-000545,-0.615908715876
ACH-000547,-0.653836779718
ACH-000548,-0.473964618413
ACH-000549,-0.9350353887880001
ACH-000550,-0.7859780004620001
ACH-000552,-1.0269775536299999
ACH-000556,-0.307902201318
ACH-000557,-0.6384399729
ACH-000570,-0.7444591701090001
ACH-000571,-0.451528201166
ACH-000573,-0.567577785396
ACH-000576,-0.9163248075920001
ACH-000580,-0.36989603984700004
ACH-000584,-0.674539848891
ACH-000585,-1.23866971736
ACH-000588,-0.922086056208
ACH-000589,-0.571553503799
ACH-000591,-0.75851348594
ACH-000593,-0.775084208023
ACH-000600,-0.9321714613590001
ACH-000601,-0.45626067145800003
ACH-000604,-1.51409716811
ACH-000605,-0.9216335765629999
ACH-000606,-0.836246594048
ACH-000608,-0.7590080617380001
ACH-000614,-0.479083290212
ACH-000616,-0.922391650135
ACH-000618,-1.13429697521
ACH-000619,-0.720162349382
ACH-000620,-1.17291592611
ACH-000621,-1.1555500514200001
ACH-000622,-1.02822396236
ACH-000623,-0.675837479825
ACH-000624,-0.73558957538
ACH-000627,-0.6169497684
ACH-000630,-0.8679149855789999
ACH-000632,-0.40544299945900003
ACH-000633,-0.871630497342
ACH-000637,-1.07514126052
ACH-000638,-0.956912466948
ACH-000646,-0.8398477805060001
ACH-000647,-0.47681214698799995
ACH-000648,-0.615979562075
ACH-000649,-0.935837157388
ACH-000651,-0.8997567277770001
ACH-000652,-0.951416664699
ACH-000653,-1.04558267259
ACH-000657,-0.507536953926
ACH-000658,-0.836720282576
ACH-000661,-0.47090705120399995
ACH-000662,-0.6336915874660001
ACH-000663,-0.389339503145
ACH-000665,-0.781854789579
ACH-000671,-0.558903468437
ACH-000673,-0.5933018735450001
ACH-000676,-0.32622279057
ACH-000677,-1.25156174521
ACH-000681,-0.398249392847
ACH-000682,-0.6153194852139999
ACH-000683,-0.807003124647
ACH-000684,-0.6747509321170001
ACH-000688,-1.05182331112
ACH-000693,-1.1203752386
ACH-000694,-1.00489258628
ACH-000695,-1.1284053955700002
ACH-000696,-0.512969960921
ACH-000697,-0.878656762571
ACH-000699,-0.059401729869200004
ACH-000701,-0.6029814436450001
ACH-000706,-0.520053507196
ACH-000711,-0.900584366207
ACH-000713,-0.267705544298
ACH-000714,-0.608017093256
ACH-000718,-0.611892568648
ACH-000720,-0.676427311276
ACH-000721,-0.879861611647
ACH-000724,-0.630784915428
ACH-000725,-0.714241736953
ACH-000732,-0.491897228912
ACH-000734,-0.869577272277
ACH-000735,-0.462745371612
ACH-000736,-1.0352833476
ACH-000738,-0.447844283417
ACH-000746,-1.32080619024
ACH-000747,-0.626394884743
ACH-000748,-0.31253696556999994
ACH-000753,-0.9464779582420001
ACH-000756,-0.0563907104562
ACH-000757,-0.765256742279
ACH-000758,-0.5063411895459999
ACH-000760,-0.590557710443
ACH-000763,-1.20957261863
ACH-000764,-0.911643241109
ACH-000765,-0.505265672915
ACH-000766,-0.5006813334
ACH-000767,-0.882117600638
ACH-000768,-0.847181235526
ACH-000769,-0.848197015892
ACH-000770,-1.2816832517499999
ACH-000771,-0.971308229654
ACH-000773,-0.236856660237
ACH-000776,-0.636351684189
ACH-000777,-0.937557058588
ACH-000778,-0.45852133326800004
ACH-000781,-0.701941857879
ACH-000782,-0.668678879076
ACH-000783,-0.278282152249
ACH-000784,-0.691641333475
ACH-000785,-0.9678090718060001
ACH-000787,-0.925561040634
ACH-000788,-0.378401141369
ACH-000791,-0.7875633012469999
ACH-000792,-0.8035969314939999
ACH-000794,-0.7993231976109999
ACH-000796,-0.755239508076
ACH-000799,-0.5331787004290001
ACH-000800,-1.23977697611
ACH-000802,-0.825415519639
ACH-000804,-0.846137580654
ACH-000805,-0.748115492413
ACH-000809,-1.1125059955
ACH-000810,-1.10636992152
ACH-000811,-0.592491575647
ACH-000817,-0.9020066063850001
ACH-000819,-0.866460582963
ACH-000820,-0.770643673381
ACH-000821,-1.4129237388799998
ACH-000822,-0.249603901215
ACH-000823,-0.6911069008059999
ACH-000824,-0.34877219744599997
ACH-000827,-0.5903846829980001
ACH-000829,-0.838152406314
ACH-000831,-0.686446454375
ACH-000832,-0.438551199234
ACH-000833,-0.6870443721100001
ACH-000834,-0.749616048777
ACH-000835,-1.17301270369
ACH-000836,-1.1058376282100002
ACH-000837,-0.9103826247110001
ACH-000838,-0.493265810643
ACH-000839,-0.8499031386839999
ACH-000840,-0.794460896426
ACH-000841,-0.719775512104
ACH-000843,-1.25879222674
ACH-000846,-0.7813308397319999
ACH-000847,-0.8726480070579999
ACH-000848,-0.968334256829
ACH-000849,-0.49798386975599995
ACH-000851,-0.8788635449169999
ACH-000855,-1.20412949574
ACH-000856,-0.543869654541
ACH-000858,-0.7847801928
ACH-000859,-0.7215234586570001
ACH-000861,-0.840314363312
ACH-000862,-1.1005454139700002
ACH-000865,-0.982195475339
ACH-000866,-0.854058121564
ACH-000867,-0.48094961977399997
ACH-000869,-0.49323788977300004
ACH-000872,-0.550885926898
ACH-000873,-0.585571420677
ACH-000876,-0.6506943071769999
ACH-000878,-0.76851687266
ACH-000880,-0.54673722802
ACH-000881,-0.744654981894
ACH-000882,-0.853094072588
ACH-000884,-0.9281929460230001
ACH-000885,-0.7090889138070001
ACH-000887,-0.6779167714769999
ACH-000888,-0.582127664212
ACH-000889,-0.51365372364
ACH-000890,-1.11556414887
ACH-000896,-0.254199470858
ACH-000898,-0.868289279103
ACH-000900,-0.705127345019
ACH-000901,-0.648395609257
ACH-000905,-0.9801006208769999
ACH-000906,-1.08129766416
ACH-000907,-0.963816511291
ACH-000910,-0.221045073764
ACH-000911,-0.660140654221
ACH-000912,-1.04765855489
ACH-000913,-1.38694632607
ACH-000915,-1.11374700738
ACH-000916,-0.729888346866
ACH-000917,-1.21744454426
ACH-000921,-0.767463301198
ACH-000924,-0.7626166109270001
ACH-000926,-1.1567489675
ACH-000928,-0.8589799466079999
ACH-000929,-0.951933994733
ACH-000932,-0.532045391424
ACH-000935,-0.727084804472
ACH-000936,-0.8274723628470001
ACH-000937,-0.7887315656980001
ACH-000938,-1.0757805963200002
ACH-000939,-0.615078063997
ACH-000941,-0.381622435604
ACH-000943,-0.508146921291
ACH-000946,-0.6726324776639999
ACH-000947,-0.403784254697
ACH-000948,-0.592696046462
ACH-000950,-0.543613091747
ACH-000953,-0.387507979432
ACH-000957,-0.869060747991
ACH-000958,-0.809996813299
ACH-000960,-0.854076647044
ACH-000963,-0.7166605915850001
ACH-000968,-0.362233176615
ACH-000969,-0.915925565937
ACH-000973,-0.625604878128
ACH-000974,-0.57186923861
ACH-000975,-0.844268561277
ACH-000976,-0.715287941331
ACH-000978,-0.481556852115
ACH-000980,-0.47854224551799995
ACH-000984,-0.542840523449
ACH-000986,-0.811262475731
ACH-000988,-0.257705454527
ACH-000993,-0.705905357402
ACH-000994,-0.8394178807179999
ACH-000996,-1.0326212752200001
ACH-001001,-0.746575619606
ACH-001020,-0.650129191295
ACH-001028,-0.6003349314699999
ACH-001031,-0.755008529148
ACH-001038,-0.998352231054
ACH-001048,-0.6962720458130001
ACH-001050,-0.571435053101
ACH-001053,-0.938149601491
ACH-001054,-1.22062683116
ACH-001061,-0.929739685819
ACH-001067,-0.876891432475
ACH-001075,-1.1708992466099999
ACH-001096,-1.17937954453
ACH-001128,-0.923152531271
ACH-001134,-0.762667086372
ACH-001151,-0.650315734542
ACH-001163,-0.693170881402
ACH-001164,-0.979172399407
ACH-001173,-0.596041464982
ACH-001183,-0.912844306093
ACH-001184,-0.725744176023
ACH-001190,-0.9651053531720001
ACH-001192,-0.8731946685590001
ACH-001193,-1.05998425908
ACH-001196,-1.32240991579
ACH-001197,-0.847056577735
ACH-001205,-0.98526313168
ACH-001211,-0.7492590989360001
ACH-001212,-0.8833553672669999
ACH-001228,-0.6773737996100001
ACH-001232,-0.601417945049
ACH-001239,-0.485993500469
ACH-001274,-0.594618702836
ACH-001275,-0.48249817805699996
ACH-001277,-0.825392559516
ACH-001278,-0.49686074568899996
ACH-001280,-0.36459454971
ACH-001283,-1.1661075095
ACH-001289,-0.670152043655
ACH-001295,-0.280153718716
ACH-001300,-0.8859346213670001
ACH-001301,-0.774659351265
ACH-001302,-0.38327209141400004
ACH-001303,-0.6928896842810001
ACH-001306,-0.738841876551
ACH-001318,-0.475713079634
ACH-001322,-0.600480765721
ACH-001328,-1.0145087686799998
ACH-001332,-0.5671738941510001
ACH-001333,-0.674524906855
ACH-001336,-0.8759067868170001
ACH-001340,-0.660532294783
ACH-001346,-1.1567384919900001
ACH-001353,-0.9955839999609999
ACH-001354,-1.12773252392
ACH-001367,-0.246874803067
ACH-001368,-0.527012801664
ACH-001374,-0.464613298033
ACH-001375,-0.553787357234
ACH-001377,-0.8129862343500001
ACH-001380,-0.697680631269
ACH-001391,-1.09578720324
ACH-001407,-1.01974209968
ACH-001408,-1.00845294989
ACH-001413,-0.66214016003
ACH-001430,-0.531889188626
ACH-001431,-0.827798299649
ACH-001450,-0.147217370811
ACH-001496,-1.0569247109200002
ACH-001500,-0.5652427281100001
ACH-001521,-0.397026849536
ACH-001523,-0.600036500201
ACH-001532,-0.562383607324
ACH-001536,-1.02947206345
ACH-001550,-1.20315358208
ACH-001552,-0.774701424929
ACH-001554,-0.8263447810619999
ACH-001645,-0.459757177692
ACH-001654,-0.614723748115
ACH-001715,-0.8448103941320001
ACH-001735,-0.53651928893
ACH-001736,-1.0476061620200001
ACH-001737,-0.250379325688
ACH-001740,-0.86374738529
ACH-001745,-0.640016211216
ACH-001750,-0.711878297245
ACH-001765,-0.806443318669
ACH-001956,-0.6676753477699999
ACH-001957,-0.483041015365
