,TRABD2A (129293)
ACH-000004,0.0309925978127
ACH-000007,0.0238503053651
ACH-000009,0.0956527605897
ACH-000011,0.0661225116904
ACH-000012,-0.0210627563995
ACH-000013,-0.061683929668899996
ACH-000014,-0.0596815721523
ACH-000015,0.08930240646490001
ACH-000017,0.0385484014588
ACH-000018,-0.15057842612800001
ACH-000019,0.042803932402400005
ACH-000021,-0.168789036262
ACH-000022,-0.147071161875
ACH-000025,0.143824490974
ACH-000028,0.021288089139400005
ACH-000030,0.06740541352690001
ACH-000035,-0.19616240220800002
ACH-000036,0.207600430915
ACH-000037,0.0792986181921
ACH-000039,-0.00621919984678
ACH-000040,-0.05505098338140001
ACH-000041,0.149149798255
ACH-000042,-0.00967601962874
ACH-000045,0.067271116364
ACH-000047,0.0464507764388
ACH-000052,0.0172374660179
ACH-000053,0.0555055835865
ACH-000054,0.220656033915
ACH-000055,0.105172696676
ACH-000060,-0.026116908581
ACH-000067,0.111308192329
ACH-000070,0.22633779513900001
ACH-000075,0.109789324653
ACH-000078,0.09898973601330001
ACH-000082,0.132305698185
ACH-000085,0.20585580261300002
ACH-000086,0.06849918089530001
ACH-000087,-0.008383607617920001
ACH-000092,-0.13067750686
ACH-000095,0.127608993029
ACH-000097,0.0785323869941
ACH-000098,0.122723874114
ACH-000099,0.08660048767889998
ACH-000108,0.015333402461899999
ACH-000113,0.04240893878409999
ACH-000115,0.0369583379027
ACH-000116,0.0495290468953
ACH-000118,0.0206856241938
ACH-000120,0.164059141531
ACH-000123,-0.124926552014
ACH-000127,-0.00576625551004
ACH-000128,0.08627430897010001
ACH-000132,-0.0497531389843
ACH-000133,-0.006300910121060001
ACH-000137,0.0808861571704
ACH-000138,0.181681414644
ACH-000142,-0.0724705827397
ACH-000143,0.10186625502499999
ACH-000146,0.09454115342219999
ACH-000148,0.13308618210200002
ACH-000150,0.0774734171388
ACH-000152,0.0237211697643
ACH-000153,0.438381200255
ACH-000159,0.00038752941508899997
ACH-000160,-0.005295640983229999
ACH-000163,0.029946142435400003
ACH-000167,0.0144460578791
ACH-000168,0.031387271889499996
ACH-000169,-0.0264324539888
