,HS2ST1 (9653)
ACH-000004,-0.0771537469572
ACH-000007,-0.09223419515
ACH-000009,-0.0360669268177
ACH-000011,-0.16656770780400001
ACH-000012,0.0369401519633
ACH-000013,-0.10730476863
ACH-000014,0.00951507285026
ACH-000015,-0.259694978182
ACH-000017,-0.04987564086130001
ACH-000018,0.007760984457350001
ACH-000019,-0.216192601712
ACH-000021,-0.181144048377
ACH-000022,-0.242452813241
ACH-000025,-0.134112526598
ACH-000028,-0.154596302529
ACH-000030,-0.0212163816456
ACH-000035,-0.05954038332219999
ACH-000036,-0.319861878461
ACH-000037,-0.0134960154157
ACH-000039,-0.29449630022100004
ACH-000040,-0.36589080570200005
ACH-000041,-0.19206687498
ACH-000042,-0.16269924003
ACH-000045,-0.14328333887800002
ACH-000047,-0.0848569837448
ACH-000052,0.00154037781819
ACH-000053,0.016746902846600003
ACH-000054,0.0230442462306
ACH-000055,-0.173891305886
ACH-000060,-0.032549362746900005
ACH-000067,-0.391431194831
ACH-000070,-0.0678529380475
ACH-000075,-0.293239653486
ACH-000078,-0.0772724927246
ACH-000082,0.0175025393981
ACH-000085,-0.26249442805100004
ACH-000086,-0.302128976775
ACH-000087,-0.0490948327465
ACH-000092,-0.272918838778
ACH-000095,-0.0859281902062
ACH-000097,0.0312014095879
ACH-000098,-0.373818107767
ACH-000099,0.00918667557644
ACH-000108,-0.0399602532673
ACH-000113,-0.11801748893200001
ACH-000115,-0.07053082915239998
ACH-000116,-0.0397774103234
ACH-000118,-0.117186287031
ACH-000120,-0.281129432685
ACH-000123,-0.0779164273708
ACH-000127,-0.131901426877
ACH-000128,0.057403482210300005
ACH-000132,-0.17598335218299999
ACH-000133,-0.15489011223500002
ACH-000137,-0.051409250557699994
ACH-000138,0.03749951032669999
ACH-000142,-0.259389999316
ACH-000143,-0.288996368733
ACH-000146,0.00948862873117
ACH-000148,-0.28427563794599997
ACH-000150,-0.270090923888
ACH-000152,-0.317724927852
ACH-000153,-0.0011418303847100001
ACH-000159,0.0153954360094
ACH-000160,-0.0013798887241500003
ACH-000163,-0.30304043568000005
ACH-000167,-0.198262116358
ACH-000168,-0.0670281292306
ACH-000169,0.0218087977442
ACH-000178,0.0335617779924
ACH-000182,-0.08537911848310001
ACH-000183,-0.0373941888037
ACH-000188,-0.111544849284
ACH-000189,-0.272213795822
ACH-000190,-0.154280003147
ACH-000198,-0.0603283816207
ACH-000204,-0.340448893214
ACH-000206,-0.251432118663
ACH-000207,0.169005606293
ACH-000211,-0.06912616972010001
ACH-000215,-0.0375175719564
ACH-000221,-0.19616092980900002
ACH-000222,0.181909427073
ACH-000223,-0.17331997772399999
ACH-000226,-0.151219610501
ACH-000227,-0.143911970492
ACH-000228,-0.097334811667
ACH-000231,-0.20894288548
ACH-000232,-0.144817335597
ACH-000233,0.118579330673
ACH-000234,0.190843820685
ACH-000235,-0.0667101592908
ACH-000237,-0.20066253434700002
ACH-000238,-0.247408648556
ACH-000243,-0.03273091707
ACH-000244,0.11948264104499999
ACH-000246,-0.25326840994399996
ACH-000248,-0.179038656221
ACH-000250,-0.14526568230599998
ACH-000251,0.0221570767011
ACH-000253,-0.027930610842400002
ACH-000255,-0.375837666804
ACH-000256,0.155268874234
ACH-000257,-0.0208604485647
ACH-000258,-0.161314864222
ACH-000259,-0.0377377322188
ACH-000260,0.096022022549
ACH-000261,-0.241253139845
ACH-000262,-0.102177962026
ACH-000263,-0.196644377563
ACH-000264,-0.0843636065254
ACH-000265,-0.07109182763710001
ACH-000266,-0.016667268983700002
ACH-000272,-0.23782098733399998
ACH-000273,-0.33453899195500003
ACH-000274,-0.0470076268621
ACH-000277,0.0657598033122
