,ABAT (18)
ACH-000004,-0.0767431516214
ACH-000007,0.187104428503
ACH-000009,0.11033865537000001
ACH-000011,-0.0573599756222
ACH-000012,-0.23374095623399999
ACH-000013,-0.0228001001436
ACH-000014,-0.194312984751
ACH-000015,-0.126312822999
ACH-000017,-0.08467279858719999
ACH-000018,0.159713944541
ACH-000019,-0.0918129346985
ACH-000021,-0.220280064852
ACH-000022,0.22242485307100002
ACH-000025,-0.194108243657
ACH-000028,-0.04382563354809999
ACH-000030,0.053989292593999996
ACH-000035,-0.25154257070999997
ACH-000036,-0.0975729119709
ACH-000037,0.172282243242
ACH-000039,-0.181994840698
ACH-000040,-0.07057301666639999
ACH-000041,0.13968749905
ACH-000042,-0.0247041435355
ACH-000045,-0.101171342841
ACH-000047,0.0011452078320899998
ACH-000052,-0.30037139278299996
ACH-000053,-0.0791640956732
ACH-000054,-0.118852206272
ACH-000055,0.167834933932
ACH-000060,-0.00484026841783
ACH-000067,0.0154167869805
ACH-000070,-0.09401132166919998
ACH-000075,0.0929475652798
ACH-000078,-0.00733468550532
ACH-000082,0.0885580701079
ACH-000085,-0.05088989308019999
ACH-000086,-0.00202829776446
ACH-000087,-0.04633928624750001
ACH-000092,0.0120596085974
ACH-000095,0.024377868154
ACH-000097,-0.0664692457895
ACH-000098,-0.09344920105419999
ACH-000099,-0.102316578848
ACH-000108,-0.040114740027
ACH-000113,0.029977808436099998
ACH-000115,0.025872779936099998
ACH-000116,-0.0176873026579
ACH-000118,-0.298397793807
ACH-000120,0.0193263461901
ACH-000123,-0.103618660907
ACH-000127,-0.29779130635699996
ACH-000128,0.0184532342964
ACH-000132,0.235150322403
ACH-000133,0.08189184765039999
ACH-000137,0.07866173730460001
ACH-000138,0.039356734482699995
ACH-000142,0.18718344722600003
ACH-000143,-0.0029940388395
ACH-000146,-0.0897933055316
ACH-000148,0.0604832400898
ACH-000150,-0.0685161305655
ACH-000152,-0.0841148218279
ACH-000153,-0.166528941642
ACH-000159,-0.126702058381
ACH-000160,0.519880992333
ACH-000163,0.0147438185723
ACH-000167,0.519425594589
ACH-000168,-0.24405186525699998
ACH-000169,-0.00488077796845
ACH-000178,-0.00467749062285
ACH-000182,-0.0183496875609
ACH-000183,0.028931401151
ACH-000188,-0.0185066712647
ACH-000189,0.45066198106600003
ACH-000190,0.21208136100299999
ACH-000198,0.0795172376282
ACH-000204,-0.151576659846
ACH-000206,-0.19426969830200003
ACH-000207,-0.233729968984
ACH-000211,0.030387361269099997
ACH-000215,-0.0209387665108
ACH-000221,0.0040764383603100005
ACH-000222,-0.19552508009599998
ACH-000223,0.0374544592247
ACH-000226,-0.19106475377
