,NMI (9111)
ACH-000004,-0.010978893832600001
ACH-000007,0.25544484645300003
ACH-000009,-0.057256826214500005
ACH-000011,0.055879734033699995
ACH-000012,0.0707215948125
ACH-000013,0.0223795275441
ACH-000014,-0.0909070473065
ACH-000015,0.037551894862599994
ACH-000017,0.0220275267743
ACH-000018,-0.029611849540300002
ACH-000019,0.0863016923047
ACH-000021,0.0370817396171
ACH-000022,0.130849288916
ACH-000025,0.057954650236300004
ACH-000028,-0.265075127291
ACH-000030,0.104901084473
ACH-000035,-0.0765625278802
ACH-000036,-0.11738053050899999
ACH-000037,0.105654419964
ACH-000039,-0.19872925985
ACH-000040,0.09465742492139999
ACH-000041,0.0382805234496
ACH-000042,-0.00263921819577
ACH-000045,0.0881498339864
ACH-000047,0.0198674176208
ACH-000052,-0.150682803496
ACH-000053,0.040023229382500004
ACH-000054,0.132431113236
ACH-000055,0.0814951796512
ACH-000060,0.04611524547780001
ACH-000067,-0.045756100558500004
ACH-000070,0.0441315773979
ACH-000075,-0.260156298368
ACH-000078,0.00358786980217
ACH-000082,0.116547070151
ACH-000085,0.186832957576
ACH-000086,0.0996368514116
ACH-000087,0.176534305495
ACH-000092,-0.258957036876
ACH-000095,0.0317417817061
ACH-000097,0.00359609337631
ACH-000098,0.064207817956
ACH-000099,0.0005990526687350001
ACH-000108,-0.0964838266146
ACH-000113,-0.128772355389
ACH-000115,0.100275153211
ACH-000116,-0.08575030341630001
ACH-000118,-0.0813630145772
ACH-000120,-0.15000632573
ACH-000123,-0.0539937509186
ACH-000127,0.07142653207039999
ACH-000128,0.12177539533399999
ACH-000132,-0.032013399539700005
ACH-000133,0.0045307090996299995
ACH-000137,0.0571672854639
ACH-000138,-0.0380604603698
ACH-000142,-0.18212437637
ACH-000143,0.137711030876
ACH-000146,0.10858100535199999
ACH-000148,0.08299612465310001
ACH-000150,0.124289311403
ACH-000152,-0.0186249040615
ACH-000153,-0.013806493895700002
ACH-000159,0.0013136211228199999
ACH-000160,-0.109113460777
ACH-000163,0.17518014414500002
ACH-000167,0.116274072954
ACH-000168,0.0758386773142
ACH-000169,0.0288220157344
ACH-000178,0.0491917719075
ACH-000182,-0.000848135506588
ACH-000183,0.030252683952000002
ACH-000188,0.137224126462
ACH-000189,-0.010051603216500001
ACH-000190,-0.155022154784
ACH-000198,0.0258754171037
ACH-000204,-0.350878842751
