,HTR1F (3355)
ACH-000004,0.0835792559569
ACH-000007,0.061982669477000006
ACH-000009,0.007619505687569999
ACH-000011,-0.10676804321399999
ACH-000012,-0.18058299574
ACH-000013,-0.0358009440182
ACH-000014,-0.307500025219
ACH-000015,-0.265700101072
ACH-000017,0.123012197284
ACH-000018,-0.205888509212
ACH-000019,-0.0160487806366
ACH-000021,-0.21675210100499998
ACH-000022,-0.055607160459300004
ACH-000025,-0.282756215915
ACH-000028,-0.273686528846
ACH-000030,-0.204744632016
ACH-000035,-0.217876565926
ACH-000036,-0.104789696558
ACH-000037,0.019884440075999998
ACH-000039,0.0217501027974
ACH-000040,-0.226715713631
ACH-000041,-0.144843409301
ACH-000042,-0.16689090234099999
ACH-000045,-0.164115988299
ACH-000047,0.055487716778400004
ACH-000052,0.00750593638997
ACH-000053,-0.154222801108
ACH-000054,-0.0486993101805
ACH-000055,-0.116150464848
ACH-000060,-0.12466602393
ACH-000067,-0.367085330497
ACH-000070,-0.043085783233599996
ACH-000075,-0.060369221146099994
ACH-000078,-0.08651482361780001
ACH-000082,0.123458334154
ACH-000085,0.0339298768818
ACH-000086,-0.211817082963
ACH-000087,-0.206056474703
ACH-000092,-0.14848135884400002
ACH-000095,-0.129277386225
ACH-000097,-0.08889476779539998
ACH-000098,-0.125341659352
ACH-000099,-0.18878843848700003
ACH-000108,-0.112841754482
ACH-000113,-0.0211677256917
ACH-000115,0.105436992008
ACH-000116,-0.0878082513934
ACH-000118,-0.24468040678199998
ACH-000120,0.07164001314019999
ACH-000123,-0.285370658798
ACH-000127,-0.221756215757
ACH-000128,-0.116677204466
ACH-000132,0.00992462424652
ACH-000133,0.023320771617900003
ACH-000137,-0.219681748005
ACH-000138,-0.219870716854
ACH-000142,0.11547275117799999
ACH-000143,-0.0987598484939
ACH-000146,-0.103181736336
ACH-000148,-0.00297203773334
ACH-000150,-0.189229465598
ACH-000152,-0.20973503016399997
ACH-000153,0.0561787560892
ACH-000159,-0.46707792631800005
ACH-000160,0.283541960574
ACH-000163,-0.0031465558813000005
ACH-000167,-0.0674793190723
ACH-000168,-0.20679602784099999
ACH-000169,-0.09185224824260001
ACH-000178,-0.043151402461
ACH-000182,-0.17825870630100002
ACH-000183,0.17877886054
ACH-000188,-0.207775255024
ACH-000189,-0.168194885053
ACH-000190,-0.469262021187
ACH-000198,-0.161951007777
ACH-000204,0.273556315866
ACH-000206,-0.162536333575
ACH-000207,0.07582161647010001
ACH-000211,-0.09691844668710001
ACH-000215,0.047954989964100005
ACH-000221,-0.19579897712000002
ACH-000222,-0.07309753083460001
ACH-000223,-0.10666292697799999
ACH-000226,-0.20150327324900003
ACH-000227,-0.19013502259799997
ACH-000228,-0.122025179898
ACH-000231,0.029020548672
ACH-000232,-0.212403973962
ACH-000233,-0.0467800491594
ACH-000234,0.14871789831499999
ACH-000235,-0.25632449842
ACH-000237,-0.0452345958672
ACH-000238,-0.0412487534697
ACH-000243,0.0038358093873499997
ACH-000244,-0.116163359685
ACH-000246,-0.0618657772884
ACH-000248,0.0489980267315
ACH-000250,-0.21093721780900002
ACH-000251,-0.42563407940399994
ACH-000253,-0.130992171845
ACH-000255,-0.208690955431
ACH-000256,0.291849231917
ACH-000257,-0.13374150564600001
ACH-000258,-0.285996990381
ACH-000259,-0.104422475801
ACH-000260,-0.171303003838
ACH-000261,-0.026867048048299997
ACH-000262,-0.276258511169
ACH-000263,-0.0787265875461
ACH-000264,-0.0157089906901
ACH-000265,-0.21961772392499998
ACH-000266,-0.0284243292717
ACH-000272,-0.18432951784600002
ACH-000273,-0.0765539854158
ACH-000274,-0.0029353483205300005
ACH-000277,-0.0551619530616
ACH-000278,-0.11682416151599999
ACH-000279,-0.119136507234
ACH-000280,-0.137031587683
ACH-000281,0.0990318555909
ACH-000288,-0.00805245567262
ACH-000291,-0.18718931940900002
ACH-000293,-0.0609542750473
ACH-000294,-0.299774406535
ACH-000295,-0.179171462309
ACH-000296,-0.10140303333999999
ACH-000302,0.0268198446593
ACH-000304,-0.007429918492810001
ACH-000307,-0.220089827986
ACH-000308,-0.040717562824800005
ACH-000310,-0.330757279681
ACH-000311,-0.123839677915
ACH-000312,-0.0662366560291
ACH-000315,-0.277992727029
ACH-000316,-0.215832911819
ACH-000317,-0.40079070062600003
ACH-000318,-0.192807290464
ACH-000319,0.12271991467
ACH-000320,-0.00291520484268
ACH-000322,-0.140076529473
ACH-000323,-0.0385115358916
ACH-000324,-0.192483151801
ACH-000329,-0.0343212149716
ACH-000330,-0.22773794935400002
ACH-000331,-0.296680756744
ACH-000332,-0.08844439436450001
ACH-000334,-0.417897147099
ACH-000335,-0.214386416409
ACH-000336,0.038689204505800004
ACH-000337,-0.055775966954100004
ACH-000339,-0.250331993486
ACH-000341,-0.136214203768
ACH-000348,-0.00800278653984
ACH-000350,-0.034270513286000004
ACH-000352,0.0680417734254
ACH-000356,-0.231708798259
ACH-000361,-0.27329951033000005
ACH-000362,-0.0332777614578
ACH-000363,0.102485325163
ACH-000364,-0.08433649150830001
ACH-000365,0.0230270497947
ACH-000366,-0.250192215119
ACH-000368,0.262135567171
ACH-000374,-0.16607107690099998
ACH-000375,0.108990769485
ACH-000376,-0.165927598133
ACH-000381,-0.20858264018800002
ACH-000383,-0.15201997656
ACH-000387,-0.13758255762
ACH-000389,0.0470695351968
ACH-000390,-0.0190605184036
ACH-000393,-0.329923081447
ACH-000395,-0.281342795885
ACH-000397,-0.19823714795400002
ACH-000401,-0.22158346328200001
ACH-000402,0.2956806892
ACH-000403,-0.028417576937000002
ACH-000404,-0.31164597878600003
ACH-000406,-0.129238236119
ACH-000407,-0.19615769030000002
ACH-000408,-0.09035963887250001
ACH-000410,0.0760854196644
ACH-000411,-0.131458920236
ACH-000414,-0.0470090415714
ACH-000415,-0.274673588137
ACH-000416,-0.051146722190699996
ACH-000420,-0.191376446882
ACH-000421,-0.185522042354
ACH-000424,-0.25193316694
ACH-000425,-0.312075576743
ACH-000426,0.130890484425
ACH-000427,0.0404189801131
ACH-000433,-0.123683716293
ACH-000436,-0.0506162204367
ACH-000444,-0.24112707583
ACH-000445,-0.26172482708
ACH-000448,-0.11709413490000001
ACH-000450,-0.0730431436994
ACH-000452,-0.178776837395
ACH-000454,-0.245709448869
ACH-000458,-0.208969829995
ACH-000459,-0.149482684969
ACH-000460,-0.10683443828700001
ACH-000461,-0.053829614105400006
ACH-000463,-0.16805388545699998
ACH-000464,-0.12436261501399999
ACH-000466,1.64162014682e-05
ACH-000467,-0.160520807659
ACH-000468,-0.13326961295700002
ACH-000469,-0.113546476732
