,SCTR (6344)
ACH-000291,-0.325503833552
ACH-000293,-0.144461965883
ACH-000294,-0.18774254523400002
ACH-000295,0.0025426703717600003
ACH-000296,-0.15527502755300002
ACH-000302,-0.202562936872
ACH-000304,0.0250837448525
ACH-000307,-0.27596535886
ACH-000308,-0.28139714703499996
ACH-000310,-0.334941568371
ACH-000311,-0.11153100549799999
ACH-000312,-0.31379574439
ACH-000315,-0.458154991758
ACH-000316,-0.32154506508499997
ACH-000317,-0.44040159464100004
ACH-000318,-0.24574827272799998
ACH-000319,-0.0190787676446
ACH-000320,-0.18703216836300002
ACH-000322,0.0996682820974
ACH-000323,0.0201878967643
ACH-000324,-0.289752780494
ACH-000329,-0.408076438286
ACH-000330,-0.216920012923
ACH-000331,-0.092529984065
ACH-000332,-0.19263268596500002
ACH-000334,-0.08293062491669999
ACH-000335,-0.741717570208
ACH-000336,-0.0140895374871
ACH-000337,-0.0334906680808
ACH-000339,-0.223642939025
ACH-000341,-0.206171552714
ACH-000348,-0.25600751860599996
ACH-000350,-0.287055193277
ACH-000352,-0.09095992879100001
ACH-000356,-0.08123455484849999
ACH-000361,-0.303494496948
ACH-000362,-0.244857493187
ACH-000363,-0.254125206983
ACH-000364,-0.054826790332000004
ACH-000365,-0.27354248030699996
ACH-000366,-0.18338618446199997
ACH-000368,-0.28837049082800004
ACH-000374,-0.42720537787199997
ACH-000375,-0.09235379931939999
ACH-000376,-0.254193850248
ACH-000381,-0.346944311651
ACH-000383,-0.11070335673800001
ACH-000387,-0.240685949452
ACH-000389,-0.128390764089
ACH-000390,-0.21640191170899997
ACH-000393,-0.306905125361
ACH-000395,-0.336537281648
ACH-000397,-0.183340741024
ACH-000401,0.000727724531783
ACH-000402,0.179055338272
ACH-000403,-0.27694277320300004
ACH-000404,-0.154351824985
ACH-000406,-0.290812514799
ACH-000407,-0.432101683683
ACH-000408,-0.370311883037
ACH-000410,-0.23985099455800002
ACH-000411,-0.193257606208
ACH-000414,-0.193745590767
ACH-000415,-0.268662481283
ACH-000416,-0.193509469609
ACH-000420,-0.31220754164500003
ACH-000421,-0.221808897351
ACH-000424,-0.18462791428599998
ACH-000425,-0.24146430959600002
ACH-000426,-0.0379462264259
ACH-000427,-0.213272844242
ACH-000433,0.183292565829
ACH-000436,-0.345544571357
ACH-000444,-0.0266817892735
ACH-000445,-0.34632093691200005
ACH-000448,-0.236102670988
ACH-000450,-0.37088196486599995
ACH-000452,-0.15633510191199998
ACH-000454,-0.102016953875
ACH-000458,-0.182061581538
ACH-000459,-0.00444366703218
ACH-000460,-0.154693558543
ACH-000461,0.0304956784435
ACH-000463,-0.286602764206
ACH-000464,-0.27207003055999995
ACH-000466,-0.13710879355900002
ACH-000467,-0.379624704321
ACH-000468,-0.32228245816
ACH-000469,-0.277081172907
ACH-000470,-0.15053258609
ACH-000471,-0.142224366341
ACH-000472,-0.22724258249899998
ACH-000473,-0.240475780108
ACH-000475,-0.226961809398
ACH-000476,-0.00971333519569
ACH-000477,0.0035496086322399996
ACH-000480,-0.390281918076
ACH-000481,-0.438153360691
ACH-000483,-0.296743037722
ACH-000484,-0.014663202202
ACH-000485,-0.277860237533
ACH-000486,-0.20825075353599998
ACH-000487,-0.11217469828500001
ACH-000488,-0.250401014454
ACH-000490,-0.255309933862
ACH-000491,-0.305006199559
ACH-000495,-0.248466151046
ACH-000496,-0.425510793766
ACH-000499,-0.537221105831
ACH-000500,-0.276937807667
ACH-000502,-0.229119190064
ACH-000503,-0.0111494402883
ACH-000505,-0.025037181811799997
ACH-000507,-0.144681213107
ACH-000510,-0.591842105163
ACH-000511,-0.201845283077
ACH-000512,-0.31845163858000003
ACH-000516,-0.420350106843
ACH-000517,-0.209430303296
ACH-000518,-0.141543752538
ACH-000520,-0.10144304308299999
ACH-000521,-0.472329633499
ACH-000522,-0.329078421882
ACH-000524,-0.223199534647
ACH-000527,-0.0171132846519
ACH-000528,-0.170920891617
ACH-000537,-0.18219620413100002
ACH-000541,-0.398346741256
ACH-000542,-0.243894068212
ACH-000544,-0.278502781182
ACH-000545,-0.330030014143
ACH-000547,-0.314541968585
ACH-000548,-0.317593791403
ACH-000549,-0.258803238531
ACH-000550,-0.23739878620000002
ACH-000552,-0.29198088144
ACH-000556,-0.230128307748
ACH-000557,-0.21891594002300002
ACH-000570,-0.0734421796297
ACH-000571,-0.0722484124272
ACH-000573,-0.188412817989
ACH-000576,-0.24553752715799998
ACH-000580,-0.26187525469
ACH-000584,-0.318967785745
ACH-000585,-0.18381519987
ACH-000588,-0.155983015178
ACH-000589,-0.276117540816
ACH-000591,-0.39558208203
ACH-000593,-0.12860325686899998
ACH-000600,-0.23640012995499998
ACH-000601,-0.219584331754
ACH-000604,-0.0922888765818
ACH-000605,-0.135402282426
ACH-000606,-0.337231865277
ACH-000608,-0.237554671655
ACH-000614,-0.15456992275
ACH-000616,-0.38746249333099997
ACH-000618,-0.113125712906
ACH-000619,-0.306948758632
ACH-000620,-0.104289767393
ACH-000621,-0.10972834854699999
ACH-000622,-0.11439965704800001
ACH-000623,-0.363096883257
ACH-000624,-0.181731493069
ACH-000627,-0.296090088415
ACH-000630,-0.297161445468
ACH-000632,-0.304749424527
ACH-000633,-0.189995559321
ACH-000637,-0.563399587337
ACH-000638,-0.251868969385
ACH-000646,0.00312536415316
ACH-000647,-0.285364795222
ACH-000648,-0.26407570576
ACH-000649,-0.18056118445500002
ACH-000651,-0.338341434743
ACH-000652,0.033196957411400004
ACH-000653,-0.0789310241498
ACH-000657,-0.196719674882
ACH-000658,-0.208097561725
ACH-000661,-0.13130965615999998
ACH-000662,0.0682564189498
ACH-000663,-0.1977647957
ACH-000665,-0.241099071067
ACH-000671,-0.044691211261
ACH-000673,-0.323497239112
ACH-000676,-0.025289449268700002
ACH-000677,-0.19154315717999998
ACH-000681,-0.22424606934099997
ACH-000682,-0.199015972747
ACH-000683,-0.270066024816
ACH-000684,-0.249171089565
ACH-000688,-0.139977039665
ACH-000693,-0.18120364653999999
ACH-000694,-0.131366227093
ACH-000695,-0.399266893506
ACH-000696,-0.25514323735100003
ACH-000697,-0.106147326844
ACH-000699,-0.189537277746
ACH-000701,-0.252205157719
ACH-000706,-0.18411421496199998
ACH-000711,-0.275739726246
ACH-000713,-0.250895045508
ACH-000714,-0.212613538014
ACH-000718,-0.0211792568063
ACH-000720,-0.21033463661
ACH-000721,-0.236476049595
ACH-000724,0.0291748047168
ACH-000725,-0.662425627159
ACH-000732,-0.38801363789899995
ACH-000734,-0.287305602174
ACH-000735,-0.185046135453
ACH-000736,-0.28314495632500003
ACH-000738,-0.319309465986
ACH-000746,-0.142969106732
ACH-000747,-0.324559656328
ACH-000748,-0.384499531251
ACH-000753,-0.094704769896
ACH-000756,-0.164999720919
ACH-000757,-0.19759212541299997
ACH-000758,-0.203357400012
ACH-000760,-0.19978033844999998
ACH-000763,-0.35692513136
ACH-000764,0.251979661964
ACH-000765,-0.39424544555
ACH-000766,-0.35032550228
ACH-000767,-0.155611650292
ACH-000768,-0.30694465127799997
ACH-000769,-0.42326928084
ACH-000770,-0.307321134485
ACH-000771,-0.24916694720600002
ACH-000773,-0.21137791833500003
ACH-000776,0.0252001843482
ACH-000777,-0.211918156925
ACH-000778,-0.301197158467
ACH-000781,-0.308219571998
ACH-000782,-0.24322843263900001
ACH-000783,-0.0658241873183
ACH-000784,-0.356550784999
ACH-000785,-0.198566162205
ACH-000787,-0.422754701685
ACH-000788,-0.26840658005999996
ACH-000791,-0.33201381590100004
ACH-000792,-0.235587224617
ACH-000794,-0.094588093236
ACH-000796,-0.193531306629
ACH-000799,-0.479886785095
ACH-000800,-0.0978113281185
ACH-000802,-0.113269107784
ACH-000804,-0.38004338571
ACH-000805,-0.0671505492923
ACH-000809,-0.28793709594
ACH-000810,-0.0202418831063
ACH-000811,-0.235212619734
ACH-000817,-0.179845360383
ACH-000819,-0.285055544278
ACH-000820,-0.19175162568
ACH-000821,-0.305500263411
ACH-000822,0.030086646666
ACH-000823,-0.281839385706
ACH-000824,-0.211992434214
ACH-000827,-0.222690989245
ACH-000829,-0.294377573974
ACH-000831,-0.32278650454700003
ACH-000832,-0.311682615579
ACH-000833,-0.315257398682
ACH-000834,-0.264443748441
ACH-000835,-0.268152550396
ACH-000836,-0.221814057459
ACH-000837,-0.29176541095499997
ACH-000838,0.117117013489
ACH-000839,-0.112118406931
ACH-000840,-0.05068096919980001
ACH-000841,-0.32303051721500003
ACH-000843,-0.227100446874
ACH-000846,-0.140276483659
ACH-000847,-0.480245046764
ACH-000848,-0.106279652615
ACH-000849,-0.445043253696
ACH-000851,-0.343989080446
ACH-000855,-0.34823162345200004
ACH-000856,-0.084646529079
ACH-000858,-0.191859803133
ACH-000859,-0.25665877543000004
ACH-000861,-0.384771117765
ACH-000862,-0.160886904071
ACH-000865,-0.15885502593
ACH-000866,-0.36367245192599995
ACH-000867,-0.206557957386
ACH-000869,-0.322613995283
ACH-000872,-0.373175472019
ACH-000873,-0.0997304458704
ACH-000876,-0.31568294335999997
ACH-000878,-0.470252068529
ACH-000880,-0.331451080953
ACH-000881,-0.314896870662
ACH-000882,-0.193326249051
ACH-000884,-0.183223231226
ACH-000885,-0.222148986386
ACH-000887,-0.349021638463
ACH-000888,-0.21820936018399997
ACH-000889,-0.218311202017
ACH-000890,-0.319808738692
ACH-000896,-0.332115161441
ACH-000898,-0.158696424856
ACH-000900,-0.189854882872
ACH-000901,-0.189307072152
ACH-000905,-0.37214770550899995
ACH-000906,-0.203176172258
ACH-000907,-0.124812593575
ACH-000910,-0.289430866571
ACH-000911,-0.128908377846
ACH-000912,-0.19247195991
ACH-000913,-0.201172267723
ACH-000915,-0.3271755671
ACH-000916,-0.37377488430699995
ACH-000917,-0.401769493755
ACH-000921,-0.188910038731
ACH-000924,-0.25341537477299997
ACH-000926,-0.139899789678
ACH-000928,-0.418705218235
ACH-000929,-0.426723787896
ACH-000932,-0.341044198688
ACH-000935,-0.25695529397
ACH-000936,-0.332780208814
ACH-000937,-0.269180026305
ACH-000938,-0.0927012488737
ACH-000939,-0.381925289042
ACH-000941,-0.44963816323600003
ACH-000943,-0.227125450722
ACH-000946,-0.0503133089173
ACH-000947,-0.167122872769
ACH-000948,-0.18898805882300002
ACH-000950,-0.29760736972
ACH-000953,-0.151656674346
ACH-000957,-0.264500020794
ACH-000958,-0.13930306360300002
ACH-000960,-0.124479952817
ACH-000963,-0.22435468327799998
ACH-000968,-0.205760860046
ACH-000969,-0.406030174242
ACH-000973,-0.17559709009899999
ACH-000974,-0.22161360033500002
ACH-000975,-0.48677463348300004
ACH-000976,-0.20608625079300003
ACH-000978,-0.834279685766
ACH-000980,-0.137647557098
ACH-000984,-0.257753345289
ACH-000986,-0.36773901579
ACH-000988,-0.257263701067
ACH-000993,-0.33899966990999997
ACH-000994,-0.174445655533
ACH-000996,-0.12565534525900002
ACH-001001,-0.11491642887
ACH-001020,-0.432765952395
ACH-001028,-0.33307373584000005
ACH-001031,-0.40110070526999997
ACH-001038,-0.35837899069799994
ACH-001048,-0.32778360821400004
ACH-001050,-0.170154850206
ACH-001053,-0.246895495925
ACH-001054,-0.311004525984
ACH-001061,-0.306443673753
ACH-001067,0.09349401715489998
ACH-001075,-0.167376637383
ACH-001096,-0.155201044155
ACH-001128,-0.043679209697599995
ACH-001134,-0.213816738906
ACH-001151,-0.366069736218
ACH-001163,-0.198762466636
ACH-001164,-0.8048831848870001
ACH-001173,-0.245207368717
ACH-001183,-0.187354055308
ACH-001184,-0.250414734596
ACH-001190,-0.149403035855
ACH-001192,-0.5245616840730001
ACH-001193,-0.194671216345
ACH-001196,-0.112731694852
ACH-001197,-0.193091325766
ACH-001205,-0.12182668893
ACH-001211,-0.333436256366
ACH-001212,-0.41871360729400003
ACH-001228,-0.23916753954999997
ACH-001232,-0.41176432729699997
ACH-001239,-0.20331346994600002
ACH-001274,-0.171514916994
ACH-001275,-0.127962510295
ACH-001277,-0.502393721051
ACH-001278,-0.160272136446
ACH-001280,0.068754756747
ACH-001283,-0.0161240509528
ACH-001289,-0.0119602886134
ACH-001295,-0.20843119961599998
ACH-001300,-0.232852460408
ACH-001301,-0.116838757147
ACH-001302,-0.046204283298699994
ACH-001303,-0.5004620160409999
ACH-001306,-0.39446101215400003
ACH-001318,-0.396781588025
ACH-001322,-0.16863028385099998
ACH-001328,-0.128157510883
ACH-001332,-0.51762372624
ACH-001333,-0.384950190419
ACH-001336,-0.283156169188
ACH-001340,-0.188000738682
ACH-001346,-0.21870182156100001
ACH-001353,-0.213774006305
ACH-001354,-0.10255540684100001
ACH-001367,-0.18389525563099998
ACH-001368,-0.227799785364
ACH-001374,0.08588077130550001
ACH-001375,-0.090540150132
ACH-001377,-0.128092495554
ACH-001380,-0.198962233464
ACH-001391,-0.180350583983
ACH-001407,-0.06443875763830001
ACH-001408,-0.331103881628
ACH-001413,-0.0478249324701
ACH-001430,-0.14330022476399998
ACH-001431,-0.10686694135199999
ACH-001450,-0.248226581809
ACH-001496,-0.275449991728
ACH-001500,-0.22753796901
ACH-001521,-0.284381638293
ACH-001523,-0.318745396006
ACH-001532,-0.195790310655
ACH-001536,-0.12434248386399999
ACH-001550,-0.155380527262
ACH-001552,0.015169555029899999
ACH-001554,-0.189310147146
ACH-001645,-0.0872703897021
ACH-001654,-0.13176241373400002
ACH-001715,-0.281408522711
ACH-001735,-0.17541785035100002
ACH-001736,-0.364075562089
ACH-001737,-0.784335944703
ACH-001740,-0.205238651878
ACH-001745,-0.21977118933200002
ACH-001750,-0.20761559581
ACH-001765,-0.16102407283700002
ACH-001956,-0.22668322794799997
ACH-001957,-0.190931131345
