,MEX3D (399664)
ACH-000004,0.17996809542999997
ACH-000007,0.270909379047
ACH-000009,0.363128407672
ACH-000011,0.26547228699700004
ACH-000012,0.058892443970099996
ACH-000013,0.054460176271800005
ACH-000014,0.48961876509900004
ACH-000015,0.178141419646
ACH-000017,0.204299594929
ACH-000018,0.118880116261
ACH-000019,0.07223514573739999
ACH-000021,0.101848158983
ACH-000022,0.10260829491800001
ACH-000025,0.243223158141
ACH-000028,0.0530533316151
ACH-000030,0.21016537543900002
ACH-000035,0.251043362415
ACH-000036,0.326741810939
ACH-000037,0.207809335449
ACH-000039,0.08303366389539998
ACH-000040,0.395492487811
ACH-000041,0.0973205161829
ACH-000042,0.251336623809
ACH-000045,0.206007617377
ACH-000047,0.18065246389800002
ACH-000052,0.211989956822
ACH-000053,0.18001452168200002
ACH-000054,0.094150703049
ACH-000055,-0.112255990117
ACH-000060,0.346916722426
ACH-000067,0.140047500415
ACH-000070,0.289248202144
ACH-000075,0.056830424235399996
ACH-000078,0.29316375493700003
ACH-000082,0.14366957563899999
ACH-000085,0.06316897302069999
ACH-000086,0.10606596634299999
ACH-000087,0.24902836261599998
ACH-000092,0.20829533654899998
ACH-000095,-0.010620883984299999
ACH-000097,0.22344302012800002
ACH-000098,0.180158572366
ACH-000099,0.0826960262588
ACH-000108,0.23809728053800003
ACH-000113,0.0814249477646
ACH-000115,0.059172973701
ACH-000116,-0.00981716798261
ACH-000118,0.297567783074
ACH-000120,0.19678126824900002
ACH-000123,0.220463420889
ACH-000127,0.105823424445
ACH-000128,0.14583001569
ACH-000132,0.154769078516
ACH-000133,0.191225685075
ACH-000137,0.140569120596
ACH-000138,0.0788697088002
ACH-000142,0.120753253418
ACH-000143,0.276680600298
ACH-000146,0.213193084222
ACH-000148,0.30443471214
ACH-000150,0.00863620654365
ACH-000152,0.24822135065099998
ACH-000153,0.400650909749
ACH-000159,0.10418442633
ACH-000160,0.22991595525
ACH-000163,0.40228301708400005
ACH-000167,0.320079844751
ACH-000168,0.253584506858
ACH-000169,0.0830772840307
ACH-000178,0.165004905746
ACH-000182,0.09025637057060001
ACH-000183,0.0167892816516
ACH-000188,0.172328907848
ACH-000189,0.22531607168499998
ACH-000190,0.359267085313
ACH-000198,0.216255160689
ACH-000204,0.246933985955
ACH-000206,0.6004789823610001
ACH-000207,0.0767208113134
ACH-000211,0.16373306568
ACH-000215,0.158709477301
ACH-000221,0.183216064294
ACH-000222,-0.00412307817475
ACH-000223,0.198151987005
ACH-000226,0.24757076641800002
ACH-000227,0.440447837858
ACH-000228,0.113685159781
ACH-000231,0.2865685634
ACH-000232,0.29322972985999995
ACH-000233,0.100216182335
ACH-000234,-0.00433551083897
ACH-000235,0.149696133575
ACH-000237,0.335311454133
ACH-000238,0.22803377592799998
ACH-000243,0.22345966142700002
ACH-000244,0.287470839259
ACH-000246,0.100539233143
ACH-000248,0.0881661326337
ACH-000250,0.144119966835
ACH-000251,0.09938415432589999
ACH-000253,0.067892659868
ACH-000255,0.121379784493
ACH-000256,0.0608038526442
ACH-000257,0.117919180062
ACH-000258,0.295767957117
ACH-000259,0.208492085786
ACH-000260,0.103341187622
ACH-000261,0.20600658088100002
ACH-000262,0.147778777849
ACH-000263,-0.067425094735
ACH-000264,0.126707298048
ACH-000265,0.310859471589
ACH-000266,0.159415704144
ACH-000272,0.16990466195300002
ACH-000273,0.292412407879
ACH-000274,0.185479795064
ACH-000277,-0.0597556826437
ACH-000278,0.17568320846500002
ACH-000279,0.18349571056800001
ACH-000280,0.171078845579
ACH-000281,0.285136470072
ACH-000288,0.239620830676
ACH-000291,0.0956886815363
ACH-000293,0.0597612599576
ACH-000294,0.047551012175900007
ACH-000295,0.312231136742
ACH-000296,0.22476579678599998
ACH-000302,0.029365218187199997
ACH-000304,0.19144028516
ACH-000307,0.23516474531
ACH-000308,0.241189730997
ACH-000310,0.0700629536242
ACH-000311,0.295658949313
ACH-000312,-0.00315570193199
ACH-000315,0.180421434546
ACH-000316,0.256685762187
ACH-000317,0.353058207519
ACH-000318,0.162563818804
ACH-000319,0.21445107372900002
ACH-000320,0.26390236214699997
ACH-000322,0.25628992085200003
ACH-000323,0.044264790692400004
ACH-000324,0.037107739957300004
ACH-000329,0.0766277327992
ACH-000330,0.133912389909
ACH-000331,0.179935721851
ACH-000332,0.194436987775
ACH-000334,0.0303600168783
ACH-000335,0.116043466488
ACH-000336,0.376440364564
ACH-000337,0.062470843927199995
ACH-000339,0.150553784528
ACH-000341,-0.09608578021389999
ACH-000348,0.212079455215
ACH-000350,0.209082598794
ACH-000352,0.222115067577
ACH-000356,0.236549262555
ACH-000361,0.401330166817
ACH-000362,0.15378175696799998
ACH-000363,0.156077578806
ACH-000364,0.29113014465
ACH-000365,0.118055209397
ACH-000366,-0.0401695542697
ACH-000368,0.202122932295
ACH-000374,0.31606048499899997
ACH-000375,0.0552390161723
ACH-000376,0.289698710442
ACH-000381,0.26131513721599997
ACH-000383,0.104741956775
ACH-000387,0.301378385567
ACH-000389,-0.132176083479
ACH-000390,0.106203613401
ACH-000393,-0.007272451989569999
ACH-000395,0.425091205432
ACH-000397,0.056532728787400004
ACH-000401,0.232726455586
ACH-000402,-0.133428992837
ACH-000403,0.21245015031199999
ACH-000404,0.210754708581
ACH-000406,0.15693385982799998
ACH-000407,0.135130756116
ACH-000408,0.411289560065
ACH-000410,0.191349451952
ACH-000411,0.06278968366830001
ACH-000414,0.213865226049
ACH-000415,0.14117996574799999
ACH-000416,0.12367412126499999
ACH-000420,0.188137250753
ACH-000421,0.249624164094
ACH-000424,0.046844651683099994
ACH-000425,0.22798146908599998
ACH-000426,-0.09652504402760001
ACH-000427,0.114677276842
ACH-000433,0.17004417084399998
ACH-000436,0.0660095429464
ACH-000444,0.07426610080519999
ACH-000445,0.42819056520300003
ACH-000448,0.24786978450199998
ACH-000450,0.342026176532
ACH-000452,0.22358593746
ACH-000454,0.211646762726
ACH-000458,0.21692386469099997
ACH-000459,0.148070129251
ACH-000460,0.107595007906
ACH-000461,0.0894442769653
ACH-000463,0.038195562433699995
ACH-000464,0.153724047702
ACH-000466,0.142316910303
ACH-000467,0.227650715929
ACH-000468,0.142882280512
ACH-000469,0.20450712813000002
ACH-000470,0.17033658362799997
ACH-000471,0.214076393898
ACH-000472,0.028255445249099998
ACH-000473,0.18104136738499998
